,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
240,DCST2,XP_011238650.1,"[('XP_015461387.3', 'DCST2')]",241
241,DCTN2,NP_001177383.1,"[('XP_007253467.1', 'DCTN2')]",242
242,DCTN6,NP_035852.1,"[('XP_022524334.1', 'DCTN6')]",243
243,DCX,NP_001396939.1,"[('XP_022522014.1', 'LOC103035707'), ('XP_049321481.1', 'LOC103035707'), ('XP_049321483.1', 'LOC103035707')]",244
244,DDIT4,NP_083359.1,"[('XP_007250187.2', 'DDIT4')]",245
245,DDR2,XP_036018652.1,"[('XP_007258427.2', 'DDR2A'), ('XP_007258428.2', 'DDR2A'), ('XP_007258429.2', 'DDR2A')]",246
246,DDX54,NP_082317.1,"[('XP_007254057.2', 'DDX54')]",247
247,DES,NP_034173.1,"[('XP_007234616.1', 'DESMB')]",248
248,DIDO1,XP_006500671.1,"[('XP_022538485.2', 'DIDO1'), ('XP_022538486.2', 'DIDO1'), ('XP_049327703.1', 'DIDO1'), ('XP_049327704.1', 'DIDO1')]",249
249,DKK1,NP_034181.2,"[('XP_007234058.2', 'DKK1B')]",250
250,DKK3,NP_001347186.1,"[('XP_022525758.2', 'DKK3A')]",251
251,DLC1,NP_001181869.1,"[('XP_049328176.1', 'DLC1')]",252
252,DLL3,NP_031892.2,"[('XP_007246050.3', 'DLC')]",253
253,DLL4,NP_062327.2,"[('XP_007231567.2', 'DLL4')]",254
254,DLX1,NP_001403914.1,"[('XP_007253574.1', 'DLX1A')]",255
255,DLX2,NP_034184.1,"[('NP_001278185.1', 'DLX2A')]",256
256,DLX5,NP_034186.2,"[('XP_007259889.2', 'DLX5A')]",257
257,DLX6,NP_034187.1,"[('XP_007259888.1', 'DLX6A')]",258
258,DMAP1,NP_075667.1,"[('XP_007236177.1', 'DMAP1'), ('XP_049342045.1', 'DMAP1')]",259
259,DMBX1,XP_017175446.1,"[('XP_007235510.2', 'DMBX1A'), ('XP_007244214.1', 'DMBX1B')]",260
260,DMD,XP_006527831.1,"[('XP_022530476.2', 'DMD'), ('XP_022530477.2', 'DMD'), ('XP_049325948.1', 'DMD'), ('XP_049325949.1', 'DMD'), ('XP_049325950.1', 'DMD')]",261
261,DMRT1,NP_056641.2,"[('XP_015463476.2', 'DMRT1'), ('XP_022520599.1', 'DMRT1')]",262
262,DMRT2,NP_665830.1,"[('XP_022520609.2', 'DMRT2A')]",263
263,DMRT3,NP_796334.2,"[('XP_007257773.2', 'DMRT3A')]",264
264,DNAJC2,NP_033610.1,"[('XP_007233743.2', 'DNAJC2')]",265
265,DNASE2A,NP_034192.1,"[('XP_007242189.3', 'DNASE2')]",266
266,DNM1,XP_006497717.2,"[('XP_022523167.1', 'DNM1B'), ('XP_022523169.1', 'DNM1B'), ('XP_022523170.1', 'DNM1B'), ('XP_022523172.1', 'DNM1B'), ('XP_049326511.1', 'DNM1B'), ('XP_049326512.1', 'DNM1B'), ('XP_049342327.1', 'DNM1A')]",267
267,DNMT1,NP_034196.5,"[('XP_049332012.1', 'DNMT1')]",268
268,DNMT3B,XP_006498745.1,"[('XP_007250066.2', 'DNMT3BB.1'), ('XP_015461457.2', 'DNMT3BB.1')]",269
269,DNTT,NP_033371.2,"[('XP_049337610.1', 'DNTT')]",270
270,DOT1L,NP_955354.1,"[('XP_022525499.2', 'DOT1L'), ('XP_022525500.2', 'DOT1L'), ('XP_049321436.1', 'DOT1L')]",271
271,DPAGT1,XP_006510054.1,"[('XP_007260565.1', 'DPAGT1')]",272
272,DPP6,NP_034205.1,"[('XP_049336836.1', 'DPP6A'), ('XP_049336837.1', 'DPP6A'), ('XP_049336838.1', 'DPP6A')]",273
273,DR1,NP_080382.2,"[('XP_007253510.1', 'DR1')]",274
274,DRD2,NP_034207.2,"[('XP_007245302.3', 'DRD2B'), ('XP_007245303.3', 'DRD2B'), ('XP_022530824.2', 'DRD2A')]",275
275,DTX1,NP_001404403.1,"[('XP_007235932.2', 'DTX1')]",276
276,DUOX2,NP_001349684.1,"[('XP_015460600.3', 'DUOX')]",277
277,DUSP2,NP_034220.2,"[('XP_007234271.1', 'DUSP2')]",278
278,DUSP4,NP_795907.1,"[('XP_007239656.1', 'DUSP4')]",279
279,DUSP6,NP_080544.1,"[('XP_007234248.1', 'DUSP6')]",280
280,E2F1,NP_031917.1,"[('XP_015457993.1', 'E2F1')]",281
281,E2F2,NP_808401.1,"[('XP_007239241.2', 'E2F2')]",282
282,E2F4,NP_683754.1,"[('XP_049340484.1', 'E2F4'), ('XP_049340485.1', 'E2F4')]",283
283,E2F5,NP_031918.2,"[('XP_049338459.1', 'E2F5')]",284
284,E2F8,NP_001347741.1,"[('XP_007237322.3', 'E2F8')]",285
285,EBNA1BP2,NP_081208.1,"[('XP_007250704.3', 'EBNA1BP2')]",286
286,ECE1,NP_001356106.1,"[('XP_049327771.1', 'ECE1'), ('XP_049327772.1', 'ECE1')]",287
287,EDEM1,NP_619618.1,"[('XP_049335436.1', 'EDEM1')]",288
288,EED,NP_068676.1,"[('XP_007254895.1', 'EED')]",289
289,EFNA1,NP_034237.3,"[('XP_007230616.1', 'EFNA1A'), ('XP_007255991.3', 'EFNA1B')]",290
290,EGF,XP_006501053.1,"[('XP_049340309.1', 'EGF'), ('XP_049340311.1', 'EGF'), ('XP_049340312.1', 'EGF')]",291
291,EGR2,XP_030100730.1,"[('XP_007255179.2', 'EGR2B')]",292
292,EHF,XP_006498758.1,"[('XP_007228212.1', 'EHF'), ('XP_022527884.1', 'EHF')]",293
293,EHMT1,XP_036018609.1,"[('XP_022532222.2', 'EHMT1B'), ('XP_022532224.2', 'EHMT1B'), ('XP_022532225.2', 'EHMT1B'), ('XP_022532226.2', 'EHMT1B'), ('XP_022532227.2', 'EHMT1B')]",294
294,EI24,NP_001186423.2,"[('XP_007244781.1', 'EI24')]",295
295,EIF4E,XP_006501056.1,"[('XP_007238053.1', 'EIF4EB'), ('XP_007245597.2', 'EIF4EA'), ('XP_049339933.1', 'EIF4EA')]",296
296,EIF4G3,XP_006538839.1,"[('XP_022533174.2', 'EIF4G3B'), ('XP_022533175.2', 'EIF4G3B'), ('XP_022533176.2', 'EIF4G3B'), ('XP_022533177.2', 'EIF4G3B'), ('XP_022533178.2', 'EIF4G3B'), ('XP_022533180.2', 'EIF4G3B')]",297
297,ELF3,NP_031947.1,"[('XP_007256772.2', 'ELF3')]",298
298,ELF4,NP_001368805.1,"[('XP_022539371.2', 'ELF1'), ('XP_022539372.2', 'ELF1')]",299
299,ELK1,NP_031948.4,"[('XP_007245910.3', 'ELK1')]",300
300,ELOVL5,XP_030100414.1,"[('XP_007240116.1', 'ELOVL5'), ('XP_022540762.1', 'ELOVL5')]",301
301,EMX2,NP_034262.2,"[('XP_007238640.3', 'EMX2')]",302
302,EN1,NP_034263.2,"[('XP_007236460.1', 'EN1B')]",303
303,EN2,NP_034264.1,"[('XP_007253035.1', 'EN2B')]",304
304,ENO1,NP_001366056.1,"[('XP_007246350.1', 'ENO1A'), ('XP_007246351.1', 'ENO1A'), ('XP_007254360.2', 'ENO1B')]",305
305,ENPP1,NP_032839.3,"[('XP_022523864.2', 'ENPP1'), ('XP_022523865.2', 'ENPP1'), ('XP_022523866.2', 'ENPP1')]",306
306,ENTPD1,NP_001291650.1,"[('XP_007259268.3', 'ENTPD1'), ('XP_022524656.2', 'ENTPD1')]",307
307,EOMES,NP_034266.2,"[('XP_007240913.2', 'EOMESA'), ('XP_049328860.1', 'LOC125788937'), ('XP_049328976.1', 'EOMESA')]",308
308,EPHA2,NP_034269.2,"[('XP_007246310.3', 'EPHA2B'), ('XP_007253452.2', 'EPHA2A')]",309
309,EPHA4,NP_031962.2,"[('XP_007228735.2', 'EPHA4A'), ('XP_049337956.1', 'EPHA4A'), ('XP_049337957.1', 'EPHA4A')]",310
310,EPHB2,XP_030109051.1,"[('XP_022518824.2', 'EPHB2A'), ('XP_022518825.2', 'EPHB2A'), ('XP_049327834.1', 'EPHB2B'), ('XP_049327835.1', 'EPHB2B'), ('XP_049327836.1', 'EPHB2B')]",311
311,EPO,NP_001299804.1,"[('XP_007250217.2', 'EPOA'), ('XP_007250218.2', 'EPOA')]",312
312,EPOR,NP_034279.3,"[('XP_022520828.2', 'EPOR')]",313
313,ERF,NP_034285.3,"[('XP_007253158.3', 'ERF')]",314
314,ESR1,XP_006512496.1,"[('XP_007253959.3', 'ESR1')]",315
315,ESRRG,XP_030110282.1,"[('XP_007240543.2', 'ESRRGA'), ('XP_007240544.2', 'ESRRGA'), ('XP_022528396.1', 'ESRRGA'), ('XP_022528397.1', 'ESRRGA'), ('XP_022528398.1', 'ESRRGA'), ('XP_022528399.1', 'ESRRGA'), ('XP_022528400.1', 'ESRRGA'), ('XP_022528401.1', 'ESRRGA')]",316
316,ETS1,NP_001359463.1,"[('XP_007251055.1', 'ETS1'), ('XP_022535463.2', 'ETS1')]",317
317,ETV6,NP_031987.3,"[('XP_007239062.2', 'ETV6'), ('XP_007239063.2', 'ETV6'), ('XP_007239064.2', 'ETV6'), ('XP_007239065.2', 'ETV6')]",318
318,EYA2,NP_034295.1,"[('XP_022531333.2', 'EYA2'), ('XP_049335446.1', 'EYA2')]",319
319,F3,NP_034301.3,"[('XP_007240471.3', 'F3B'), ('XP_007250450.3', 'F3A')]",320
320,F7,NP_034302.2,"[('XP_007254914.2', 'F7')]",321
321,FABP1,NP_059095.1,"[('XP_007254048.2', 'FABP1A'), ('XP_007254135.2', 'LOC103043953'), ('XP_049330587.1', 'FABP1A')]",322
322,FABP7,NP_067247.1,"[('XP_022529016.1', 'FABP7A')]",323
323,FASL,NP_034307.1,"[('XP_007259540.3', 'FASLG')]",324
324,FBXW7,NP_001171244.1,"[('XP_007230290.3', 'FBXW7'), ('XP_007230291.3', 'FBXW7'), ('XP_007230294.2', 'FBXW7'), ('XP_022537732.2', 'FBXW7'), ('XP_022537733.2', 'FBXW7')]",325
325,FCER1G,NP_034315.1,"[('XP_007255128.2', 'FCER1G'), ('XP_022534615.2', 'FCER1GL')]",326
326,FCER2A,NP_001240676.1,"[('XP_049338801.1', 'LOC111194205')]",327
327,FCGR1,NP_034316.1,"[('XP_022518339.2', 'LOC103021574')]",328
328,FES,NP_034324.2,"[('XP_007252659.2', 'FES'), ('XP_015462195.2', 'FES')]",329
329,FGF15,NP_032029.1,"[('XP_007254686.2', 'FGF19')]",330
330,FGF16,NP_085117.2,"[('XP_007228483.1', 'FGF16')]",331
331,FGF2,XP_006535462.1,"[('XP_022532324.1', 'FGF2')]",332
332,FGF20,NP_085113.2,"[('XP_007258738.3', 'FGF20B')]",333
333,FGF21,NP_064397.1,"[('XP_007254686.2', 'FGF19')]",334
334,FGF23,XP_036008152.1,"[('XP_049331091.1', 'FGF23')]",335
335,FGF3,NP_032033.2,"[('XP_007232020.2', 'FGF3')]",336
336,FGF4,NP_034332.2,"[('XP_022525756.1', 'FGF4')]",337
337,FGF7,NP_032034.1,"[('XP_022542725.1', 'FGF7'), ('XP_022542726.1', 'FGF7')]",338
338,FGF8,NP_001159834.1,"[('NP_001278192.1', 'FGF8A')]",339
339,FGFBP1,NP_001408505.1,"[('XP_007239109.2', 'FGFBP1A')]",340
340,FGFR2,NP_001334567.1,"[('XP_049336988.1', 'FGFR2'), ('XP_049336989.1', 'FGFR2')]",341
341,FHL2,NP_001399527.1,"[('XP_022536137.2', 'FHL2A'), ('XP_022536138.2', 'FHL2A'), ('XP_022536139.2', 'FHL2A'), ('XP_049335384.1', 'FHL2B')]",342
342,FKBP8,NP_001104536.1,"[('XP_049321270.1', 'FKBP8')]",343
343,FLI1,NP_001397180.1,"[('XP_022535464.2', 'FLI1'), ('XP_049339637.1', 'FLI1'), ('XP_049339638.1', 'FLI1')]",344
344,FLT1,NP_034358.2,"[('XP_007249053.3', 'FLT1')]",345
345,FLT3,NP_034359.2,"[('XP_022538328.2', 'FLT3')]",346
346,FMR1,NP_032057.2,"[('XP_022539181.1', 'FMR1')]",347
347,FOLR1,NP_001399365.1,"[('XP_007247704.3', 'FOLR')]",348
348,FOSB,NP_032062.1,"[('XP_007235608.3', 'FOSB')]",349
349,FOSL2,NP_032063.2,"[('XP_007248508.2', 'FOSL2')]",350
350,FOXA2,NP_001277994.1,"[('XP_049320164.1', 'FOXA2')]",351
351,FOXD3,NP_034555.3,"[('XP_007248267.2', 'FOXD3')]",352
352,FOXE1,NP_899121.1,"[('XP_007243593.2', 'FOXE1')]",353
353,FOXF1,NP_034556.2,"[('XP_007244078.1', 'FOXF1')]",354
354,FOXJ3,NP_001344106.1,"[('XP_022538173.2', 'FOXJ3')]",355
355,FOXL2,NP_036150.1,"[('XP_007232357.3', 'FOXL2A')]",356
356,FOXM1,NP_032047.4,"[('XP_049331061.1', 'FOXM1'), ('XP_049331062.1', 'FOXM1'), ('XP_049331063.1', 'FOXM1'), ('XP_049331064.1', 'FOXM1')]",357
357,FOXN4,XP_006530184.1,"[('XP_007241346.4', 'FOXN4')]",358
358,FOXO1,NP_062713.2,"[('XP_007236771.2', 'FOXO1A'), ('XP_007236772.2', 'FOXO1A')]",359
359,FOXO3,NP_001363896.1,"[('XP_007255737.1', 'FOXO3B')]",360
360,FOXO4,NP_061259.1,"[('XP_007258711.3', 'FOXO4')]",361
361,FOXP1,NP_001184250.1,"[('XP_049335431.1', 'FOXP1B'), ('XP_049335432.1', 'FOXP1B')]",362
362,FOXP2,XP_036021645.1,"[('XP_049329367.1', 'FOXP2'), ('XP_049329368.1', 'FOXP2')]",363
363,FOXP3,NP_473380.1,"[('XP_015456426.3', 'FOXP3B')]",364
364,FRZB,NP_035486.1,"[('XP_007244424.1', 'FRZB')]",365
365,FSHB,NP_032071.1,"[('XP_022522823.1', 'FSHB')]",366
366,FURIN,NP_001074923.1,"[('XP_007228198.3', 'FURINB'), ('XP_022525305.1', 'FURINA'), ('XP_022525306.1', 'FURINA'), ('XP_022525307.1', 'FURINA'), ('XP_022525308.1', 'FURINA'), ('XP_022525309.1', 'FURINA'), ('XP_022525310.1', 'FURINA'), ('XP_022525311.1', 'FURINA')]",367
367,FUS,NP_631888.1,"[('XP_022534476.2', 'TAF15'), ('XP_022534477.2', 'TAF15'), ('XP_022534478.2', 'TAF15')]",368
368,FXN,NP_032070.1,"[('XP_022526299.2', 'FXN')]",369
369,GABPB1,NP_001393143.1,"[('XP_022542723.2', 'GABPB1')]",370
370,GABRB3,NP_001033790.1,"[('XP_007249169.3', 'GABRB3'), ('XP_007249170.3', 'GABRB3'), ('XP_007249171.2', 'GABRB3'), ('XP_007249172.3', 'GABRB3'), ('XP_007249173.1', 'GABRB3')]",371
371,GAD1,NP_001407029.1,"[('XP_007244205.2', 'GAD1B'), ('XP_007253561.3', 'GAD1A'), ('XP_015462433.3', 'GAD1A'), ('XP_022536082.2', 'GAD1A')]",372
372,GADD45A,NP_031862.1,"[('XP_049335661.1', 'GADD45AB')]",373
373,GADD45B,NP_032681.1,"[('XP_007240278.1', 'GADD45BA')]",374
374,GAL3ST1,XP_036012743.1,"[('XP_007229474.1', 'GAL3ST1A'), ('XP_022523008.1', 'GAL3ST1A')]",375
375,GAS2,XP_036008574.1,"[('XP_007228289.2', 'LOC103043407')]",376
376,GATA1,NP_001397533.1,"[('XP_022537879.2', 'GATA1A')]",377
377,GATA2,NP_001342182.1,"[('XP_007228786.1', 'GATA2A'), ('XP_049327700.1', 'GATA2A'), ('XP_049327701.1', 'GATA2A')]",378
378,GATA3,NP_001342039.1,"[('XP_007235048.2', 'GATA3'), ('XP_007235049.2', 'GATA3')]",379
379,GATA5,NP_032119.2,"[('XP_007250842.2', 'GATA5'), ('XP_022533063.1', 'GATA5'), ('XP_049318860.1', 'GATA5')]",380
380,GBP2,NP_034390.1,"[('XP_022519957.2', 'GBP1'), ('XP_049341129.1', 'LOC103024483')]",381
381,GBX2,NP_034392.1,"[('XP_049335850.1', 'GBX2')]",382
382,GCFC2,NP_808552.2,"[('XP_022528285.2', 'GCFC2')]",383
383,GCK,NP_034422.2,"[('XP_007234276.1', 'GCK')]",384
384,GCLC,NP_034425.1,"[('XP_049337053.1', 'GCLC')]",385
385,GCLM,NP_032155.1,"[('XP_049342039.1', 'GCLM')]",386
386,GDF5,NP_032135.2,"[('XP_007241771.2', 'GDF5')]",387
387,GFI1,NP_001254550.1,"[('XP_007233675.2', 'GFI1AB'), ('XP_015456870.2', 'GFI1AB')]",388
388,GFI1B,NP_032140.1,"[('XP_022532344.2', 'GFI1B')]",389
389,GINS3,NP_084474.1,"[('XP_022539604.1', 'GINS3')]",390
390,GJA1,XP_036011510.1,"[('XP_007255453.3', 'GJA1B')]",391
391,GJA5,NP_001258557.1,"[('XP_007227793.3', 'GJA5A'), ('XP_007251416.3', 'GJA5B'), ('XP_007251417.3', 'GJA5B')]",392
392,GJD2,NP_001405278.1,"[('XP_007252998.1', 'GJD2B'), ('XP_007257460.2', 'LOC103021563')]",393
393,GLB1,NP_033882.1,"[('XP_049328142.1', 'GLB1')]",394
394,GLI2,NP_001074594.1,"[('XP_007227973.3', 'GLI2A'), ('XP_022536275.2', 'GLI2A')]",395
395,GLIPR1,NP_082884.1,"[('XP_007244141.3', 'GLIPR1B'), ('XP_022530010.2', 'GLIPR1A')]",396
396,GLIS3,NP_780668.3,"[('XP_007250297.3', 'GLIS3'), ('XP_007250298.3', 'GLIS3')]",397
397,GLS2,NP_001028436.2,"[('XP_007229642.3', 'GLS2B'), ('XP_049341768.1', 'GLS2A')]",398
398,GLUL,NP_032157.2,"[('XP_022531133.2', 'GLULB'), ('XP_049334879.1', 'GLULA')]",399
399,GNRHR,NP_034453.1,"[('XP_007237799.2', 'LOC103037789'), ('XP_007259899.1', 'GNRHR1')]",400
400,GPAM,XP_036017329.1,"[('XP_022524671.2', 'GPAM'), ('XP_022524672.2', 'GPAM')]",401
401,GPC4,NP_032176.2,"[('XP_007258721.2', 'GPC4')]",402
402,GPR143,NP_035081.3,"[('XP_007227758.2', 'GPR143')]",403
403,GREM1,NP_035954.1,"[('XP_007257986.2', 'GREM1B')]",404
404,GREM2,NP_001408412.1,"[('XP_007259779.3', 'GREM2B')]",405
405,GRIA2,NP_001344853.2,"[('XP_007245583.1', 'GRIA2B'), ('XP_007245584.1', 'GRIA2B'), ('XP_022537484.1', 'GRIA2A'), ('XP_022537486.1', 'GRIA2A')]",406
406,GRIK2,NP_001345795.2,"[('XP_007238229.1', 'LOC103044887'), ('XP_022529324.1', 'GRIK2')]",407
407,GRIN1,NP_001171128.1,"[('XP_007230552.1', 'GRIN1B'), ('XP_022523350.1', 'GRIN1B'), ('XP_022532363.1', 'GRIN1A'), ('XP_022532370.1', 'GRIN1A'), ('XP_022532371.1', 'GRIN1A'), ('XP_049322284.1', 'GRIN1A'), ('XP_049322286.1', 'GRIN1A'), ('XP_049322287.1', 'GRIN1A'), ('XP_049322288.1', 'GRIN1A'), ('XP_049322289.1', 'GRIN1A'), ('XP_049322290.1', 'GRIN1A'), ('XP_049322291.1', 'GRIN1A'), ('XP_049326656.1', 'GRIN1B')]",408
408,GRIN2B,NP_032197.3,"[('XP_049325697.1', 'GRIN2BB'), ('XP_049325698.1', 'GRIN2BB'), ('XP_049331731.1', 'LOC103041816'), ('XP_049331732.1', 'LOC103041816'), ('XP_049331733.1', 'LOC103041816'), ('XP_049331734.1', 'LOC103041816')]",409
409,GRIP1,XP_006514301.1,"[('XP_022526949.2', 'GRIP1'), ('XP_049329280.1', 'GRIP1'), ('XP_049329281.1', 'GRIP1'), ('XP_049329282.1', 'GRIP1'), ('XP_049329283.1', 'GRIP1'), ('XP_049329285.1', 'GRIP1'), ('XP_049329286.1', 'GRIP1'), ('XP_049329287.1', 'GRIP1'), ('XP_049329288.1', 'GRIP1'), ('XP_049329290.1', 'GRIP1')]",410
410,GRM2,NP_001153825.1,"[('XP_007253330.2', 'GRM2A'), ('XP_007254610.3', 'GRM2B'), ('XP_007254611.3', 'GRM2B')]",411
411,GSTK1,NP_083831.1,"[('XP_007256928.3', 'GSTK1'), ('XP_022529515.2', 'GSTK1'), ('XP_049336088.1', 'GSTK1')]",412
412,GSTM2,NP_032209.1,"[('XP_049341438.1', 'LOC103025109')]",413
413,GSX2,NP_573555.1,"[('XP_007257105.1', 'GSX2')]",414
414,GTF2B,NP_663521.1,"[('XP_049322915.1', 'GTF2B')]",415
415,GTF2H1,NP_001347004.1,"[('XP_015457338.3', 'GTF2H1'), ('XP_022528138.2', 'GTF2H1')]",416
416,GTF2IRD1,XP_017176536.1,"[('XP_007245313.3', 'GTF2IRD1'), ('XP_007245314.3', 'GTF2IRD1'), ('XP_007245315.3', 'GTF2IRD1'), ('XP_007245316.3', 'GTF2IRD1')]",417
417,GUCA2A,NP_032216.1,"[('XP_007246372.1', 'LOC103044303'), ('XP_022537900.1', 'SI:CH211-220M17.5')]",418
418,GYS2,NP_001398553.1,"[('XP_049330962.1', 'GYS2')]",419
419,GZF1,NP_001342618.1,"[('XP_007229765.3', 'GZF1'), ('XP_015460694.3', 'GZF1')]",420
420,HADH,NP_032238.2,"[('XP_007229531.1', 'HADH')]",421
421,HAND2,NP_034532.3,"[('XP_022540220.1', 'HAND2')]",422
422,HBB-BH1,NP_032245.1,"[('XP_007238249.1', 'HBBA2')]",423
423,HBB-BS,NP_001188320.1,"[('XP_007238249.1', 'HBBA2')]",424
424,HBB-Y,NP_032247.1,"[('XP_007238249.1', 'HBBA2'), ('XP_007238250.1', 'BA1L'), ('XP_007238254.2', 'LOC103025741'), ('XP_007238257.2', 'LOC103026581'), ('XP_007238258.3', 'LOC103026871')]",425
425,HCFC1,NP_032250.2,"[('XP_022526584.2', 'HCFC1B'), ('XP_022526585.2', 'HCFC1B')]",426
426,HCN4,NP_001074661.1,"[('XP_049329556.1', 'HCN4')]",427
427,HCRTR2,NP_945200.1,"[('XP_007239681.2', 'HCRTR2')]",428
428,HDAC1,NP_032254.1,"[('XP_007249467.3', 'HDAC1'), ('XP_007249469.3', 'HDAC1'), ('XP_007259970.1', 'LOC103028934')]",429
429,HDAC11,NP_659168.1,"[('XP_022538185.1', 'HDAC11'), ('XP_022538186.1', 'HDAC11')]",430
430,HDAC2,NP_032255.2,"[('XP_007249467.3', 'HDAC1'), ('XP_007249469.3', 'HDAC1'), ('XP_007259970.1', 'LOC103028934')]",431
431,HECA,NP_001028604.1,"[('XP_007245509.4', 'HECA')]",432
432,HELT,NP_776150.2,"[('XP_007232863.3', 'HELT')]",433
433,HEPH,NP_034547.2,"[('XP_022537039.2', 'HEPHL1B'), ('XP_049332767.1', 'HEPHL1A')]",434
434,HERPUD1,NP_071726.1,"[('XP_007249258.2', 'HERPUD1')]",435
435,HES6,NP_001347828.1,"[('XP_007235626.1', 'HES6'), ('XP_007253054.3', 'LOC103027623')]",436
436,HEY1,NP_034553.2,"[('XP_007249366.2', 'HEY1')]",437
437,HEY2,NP_038932.1,"[('XP_007255471.1', 'HEY2')]",438
438,HEYL,NP_038933.2,"[('XP_007249387.2', 'HEYL')]",439
439,HGF,NP_034557.3,"[('XP_007245083.3', 'HGFA'), ('XP_007251001.2', 'LOC103033838'), ('XP_022527113.2', 'HGFA')]",440
440,HHEX,NP_032271.1,"[('XP_049321095.1', 'HHEX')]",441
441,HINFP,XP_006509960.1,"[('XP_007260566.2', 'LOC103033142')]",442
442,HIPK2,NP_001281073.1,"[('XP_007251022.3', 'HIPK2'), ('XP_007251023.3', 'HIPK2')]",443
443,HIVEP2,NP_001345712.1,"[('XP_007245529.3', 'HIVEP2A'), ('XP_007245530.3', 'HIVEP2A'), ('XP_007245531.3', 'HIVEP2A'), ('XP_022521888.2', 'HIVEP2A')]",444
444,HLTF,NP_001342026.1,"[('XP_049322791.1', 'HLTF'), ('XP_049322792.1', 'HLTF'), ('XP_049322793.1', 'HLTF')]",445
445,HLX,NP_032276.1,"[('XP_007255704.1', 'HLX1')]",446
446,HMBS,NP_038579.2,"[('XP_022523388.2', 'HMBSA'), ('XP_022531810.1', 'HMBSB'), ('XP_022531811.1', 'HMBSB'), ('XP_049326170.1', 'HMBSA')]",447
447,HMGCL,NP_032280.2,"[('XP_007257629.2', 'HMGCL'), ('XP_022528391.2', 'HMGCL')]",448
448,HMGXB4,NP_821136.1,"[('XP_022529351.2', 'HMGXB4A')]",449
449,HNF1A,NP_033353.2,"[('XP_007247197.3', 'HNF1A')]",450
450,HNRNPD,NP_001070735.1,"[('XP_015459109.3', 'HNRNPD'), ('XP_022536985.2', 'HNRNPD'), ('XP_049324772.1', 'HNRNPD')]",451
451,HOXA1,NP_034579.3,"[('XP_015458620.2', 'HOXA1A')]",452
452,HOXA11,NP_034580.1,"[('XP_007233427.3', 'HOXA11B'), ('XP_007239553.3', 'HOXA11A')]",453
453,HOXA2,NP_034581.1,"[('XP_049336585.1', 'HOXA2B')]",454
454,HOXA3,XP_017176891.1,"[('XP_007239556.3', 'HOXA3A'), ('XP_015458612.3', 'HOXA3A'), ('XP_015458613.3', 'HOXA3A'), ('XP_015458614.3', 'HOXA3A'), ('XP_015458617.3', 'HOXA3A')]",455
455,HOXA5,NP_034583.1,"[('XP_007239558.3', 'HOXA5A')]",456
456,HOXD3,NP_034598.2,"[('XP_007258013.1', 'HOXD3A')]",457
457,HOXD4,NP_034599.2,"[('XP_007258014.2', 'HOXD4A')]",458
458,HRAS,NP_001123915.1,"[('XP_007228117.1', 'HRASA'), ('XP_049326960.1', 'HRASB')]",459
459,HSD11B2,NP_032315.2,"[('XP_007246946.3', 'HSD11B2')]",460
460,HSD3B1,XP_006501099.1,"[('XP_007255664.3', 'HSD3B1')]",461
461,HSD3B6,NP_038849.2,"[('XP_007255664.3', 'HSD3B1')]",462
462,HSPA5,NP_071705.3,"[('XP_007252148.1', 'HSPA5')]",463
463,HSPB1,NP_038588.2,"[('XP_007255889.3', 'HSPB1')]",464
464,HTATIP2,XP_006541052.1,"[('XP_022519654.2', 'HTATIP2')]",465
465,HTR2C,NP_032338.3,"[('XP_022534262.1', 'HTR2CL1')]",466
466,ID3,NP_032347.1,"[('XP_007239240.1', 'ID3')]",467
467,IDE,XP_036017339.1,"[('XP_007258746.1', 'IDE'), ('XP_022540334.1', 'IDE')]",468
468,IDH1,NP_034627.3,"[('XP_007260488.1', 'IDH1')]",469
469,IDS,NP_001388858.1,"[('XP_049340138.1', 'IDS')]",470
470,IFIH1,NP_001157949.1,"[('XP_007230472.3', 'IFIH1'), ('XP_007230473.3', 'IFIH1')]",471
471,IFITM5,NP_444318.1,"[('XP_007235107.1', 'IFITM5')]",472
472,IGF1,NP_001104745.1,"[('XP_007241889.1', 'IGF1')]",473
473,IGF1R,XP_006540704.1,"[('XP_007246206.3', 'IGF1RB'), ('XP_007256305.3', 'IGF1RA')]",474
474,IGF2,NP_034644.2,"[('XP_007228126.2', 'IGF2B'), ('XP_007231794.2', 'IGF2A')]",475
475,IGFBP1,NP_032367.3,"[('XP_007245384.3', 'IGFBP1A')]",476
476,IGFBP2,NP_032368.2,"[('XP_007256430.3', 'IGFBP2B'), ('XP_022531060.1', 'IGFBP2A'), ('XP_022531061.1', 'IGFBP2A')]",477
477,IGFBP5,NP_034648.2,"[('XP_007256432.1', 'IGFBP5B')]",478
478,IHH,NP_034674.2,"[('XP_007260006.3', 'IHHA')]",479
479,IKBKB,NP_001153246.1,"[('XP_022526263.2', 'IKBKB')]",480
480,IKZF1,NP_001391419.1,"[('XP_007240369.1', 'IKZF1'), ('XP_007240370.1', 'IKZF1')]",481
481,IL12RB2,XP_006505680.1,"[('XP_007258415.3', 'IL12RB2')]",482
482,IL17F,NP_665855.2,"[('XP_007245412.3', 'IL17A/F3'), ('XP_022520498.1', 'IL17A/F1')]",483
