,Model_nodos,NCBI_Product_accesion,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
925,CG10663,NP_001097592.1,,,,,,,,,,
926,CG10669,NP_651388.1,,,,,,,,,,
927,CG10674,NP_647950.1,Drosophila_melanogaster,NP_647950.1,CG10674,Astyanax_mexicanus,XP_007230063.1,WDR83OS,7.99e-34,142.0,3.87e-34,142.0
928,CG10700,NP_609942.1,Drosophila_melanogaster,NP_609942.1,CG10700,Astyanax_mexicanus,XP_049326650.1,LOC103040026,7.4e-101,367.0,4.06e-101,367.0
929,CG10700,NP_609942.1,Drosophila_melanogaster,NP_609942.1,CG10700,Astyanax_mexicanus,XP_049326651.1,LOC103040026,7.4e-101,367.0,4.06e-101,367.0
930,CG10702,NP_724157.1,,,,,,,,,,
931,CG10710,NP_648662.1,,,,,,,,,,
932,CG10713,NP_648645.1,,,,,,,,,,
933,CG10725,NP_648647.1,,,,,,,,,,
934,CG10737,NP_001401018.1,,,,,,,,,,
935,CG10747,NP_610022.3,Drosophila_melanogaster,NP_610022.3,CG10747,Astyanax_mexicanus,XP_007247230.1,PLCXD3,4.63e-39,161.0,2.25e-39,161.0
936,CG10764,NP_611213.2,,,,,,,,,,
937,CG10803,NP_570064.1,,,,,,,,,,
938,CG10814,NP_610868.1,,,,,,,,,,
939,CG10841,NP_650299.1,,,,,,,,,,
940,CG10864,NP_650726.1,,,,,,,,,,
941,CG10898,NP_650083.1,Drosophila_melanogaster,NP_650083.1,CG10898,Astyanax_mexicanus,XP_007229410.3,NUDT18,4.69e-42,171.0,2.2799999999999997e-42,171.0
942,CG1090,NP_649459.4,,,,,,,,,,
943,CG10903,NP_649762.1,Drosophila_melanogaster,NP_649762.1,CG10903,Astyanax_mexicanus,XP_007258468.2,BUD23,1.27e-93,342.0,6.41e-94,342.0
944,CG10904,NP_611860.1,,,,,,,,,,
945,CG10910,NP_611280.2,,,,,,,,,,
946,CG10912,NP_611287.1,,,,,,,,,,
947,CG1092,NP_730797.2,,,,,,,,,,
948,CG10936,NP_611239.1,,,,,,,,,,
949,CG10947,NP_610031.1,Drosophila_melanogaster,NP_610031.1,CG10947,Astyanax_mexicanus,XP_022540684.2,CAMKMT,7.13e-40,164.0,2.97e-40,164.0
950,CG10958,NP_572445.1,,,,,,,,,,
951,CG10962,NP_788887.1,,,,,,,,,,
952,CG10970,NP_572517.1,,,,,,,,,,
953,CG10979,NP_649591.1,,,,,,,,,,
954,CG11000,NP_001097690.1,,,,,,,,,,
955,CG11007,NP_611429.1,Drosophila_melanogaster,NP_611429.1,CG11007,Astyanax_mexicanus,XP_007256166.2,TMX2B,1.06e-55,216.0,5.94e-56,216.0
956,CG11007,NP_611429.1,Drosophila_melanogaster,NP_611429.1,CG11007,Astyanax_mexicanus,XP_022539236.2,TMX2A,6.8e-54,210.0,3.69e-54,210.0
957,CG1103,NP_001036660.1,,,,,,,,,,
958,CG11030,NP_608956.1,Drosophila_melanogaster,NP_608956.1,CG11030,Astyanax_mexicanus,XP_007260178.2,NGDN,1.4599999999999998e-40,166.0,6.93e-41,166.0
959,CG11035,NP_649763.1,,,,,,,,,,
960,CG1105,NP_649688.1,Drosophila_melanogaster,NP_649688.1,CG1105,Astyanax_mexicanus,XP_007253927.1,ARRDC3A,1e-31,137.0,4.84e-32,137.0
961,CG1105,NP_649688.1,Drosophila_melanogaster,NP_649688.1,CG1105,Astyanax_mexicanus,XP_007242461.1,ARRDC3B,1e-31,137.0,4.84e-32,137.0
962,CG1105,NP_649688.1,Drosophila_melanogaster,NP_649688.1,CG1105,Astyanax_mexicanus,XP_007240239.3,ARRDC2,6.399999999999999e-30,131.0,3.04e-30,131.0
963,CG11050,NP_609052.1,,,,,,,,,,
964,CG11060,NP_610262.1,,,,,,,,,,
965,CG11069,NP_651307.2,,,,,,,,,,
966,CG11085,NP_572815.3,,,,,,,,,,
967,CG11109,NP_730761.1,Drosophila_melanogaster,NP_730761.1,CG11109,Astyanax_mexicanus,XP_007238779.3,NSUN6,6.11e-70,264.0,3.24e-70,264.0
968,CG11122,NP_572685.2,,,,,,,,,,
969,CG11134,NP_572916.1,Drosophila_melanogaster,NP_572916.1,CG11134,Astyanax_mexicanus,XP_049326957.1,LOC103033695,9.2e-81,299.0,4.82e-81,299.0
970,CG11141,NP_610282.1,,,,,,,,,,
971,CG11145,NP_610275.2,,,,,,,,,,
972,CG11155,NP_726649.3,,,,,,,,,,
973,CG11170,NP_726172.1,,,,,,,,,,
974,CG11178,NP_572901.1,Drosophila_melanogaster,NP_572901.1,CG11178,Astyanax_mexicanus,XP_022524855.2,AVL9,4.63e-107,388.0,2.02e-107,388.0
975,CG11180,NP_611495.1,,,,,,,,,,
976,CG11200,NP_611471.1,Drosophila_melanogaster,NP_611471.1,CG11200,Astyanax_mexicanus,XP_007246763.3,DHRSX,7.29e-50,197.0,3.31e-50,197.0
977,CG11247,NP_001097659.1,,,,,,,,,,
978,CG11249,NP_649346.1,,,,,,,,,,
979,CG11263,NP_648618.1,,,,,,,,,,
980,CG11267,NP_648622.1,Drosophila_melanogaster,NP_648622.1,CG11267,Astyanax_mexicanus,XP_015459023.3,HSPE1,1.64e-24,111.0,7.93e-25,111.0
981,CG11279,NP_648628.1,,,,,,,,,,
982,CG11294,NP_572500.1,,,,,,,,,,
983,CG11313,NP_001263123.1,,,,,,,,,,
984,CG11317,NP_651840.1,,,,,,,,,,
985,CG11334,NP_651868.1,Drosophila_melanogaster,NP_651868.1,CG11334,Astyanax_mexicanus,XP_007229603.1,MRI1,1.56e-102,372.0,7.480000000000001e-103,372.0
986,CG11350,NP_647910.1,,,,,,,,,,
987,CG11353,NP_647915.1,,,,,,,,,,
988,CG11360,NP_001259068.1,Drosophila_melanogaster,NP_001259068.1,CG11360,Astyanax_mexicanus,XP_007258195.3,MEX3B,5.2100000000000005e-77,288.0,2.2e-77,288.0
989,CG11360,NP_001259068.1,Drosophila_melanogaster,NP_001259068.1,CG11360,Astyanax_mexicanus,XP_007236681.3,LOC103029329,5.34e-74,278.0,2.65e-74,278.0
990,CG11370,NP_649408.1,,,,,,,,,,
991,CG11374,NP_608488.3,,,,,,,,,,
992,CG11378,NP_569886.1,,,,,,,,,,
993,CG11380,NP_569891.1,,,,,,,,,,
994,CG11396,NP_649255.1,,,,,,,,,,
995,CG11406,NP_001014548.1,,,,,,,,,,
996,CG11409,NP_569902.2,,,,,,,,,,
997,CG11414,NP_611932.2,Drosophila_melanogaster,NP_611932.2,CG11414,Astyanax_mexicanus,XP_007247901.3,ZNF598,1.89e-71,270.0,9.87e-72,270.0
998,CG11417,NP_569906.1,Drosophila_melanogaster,NP_569906.1,CG11417,Astyanax_mexicanus,XP_022530256.2,ESF1,2.1e-72,273.0,1.1e-72,273.0
999,CG11417,NP_569906.1,Drosophila_melanogaster,NP_569906.1,CG11417,Astyanax_mexicanus,XP_022530257.2,ESF1,2.1e-72,273.0,1.1e-72,273.0
1000,CG1142,NP_788592.1,,,,,,,,,,
1001,CG11426,NP_649394.1,,,,,,,,,,
1002,CG11444,NP_572171.1,,,,,,,,,,
1003,CG1146,NP_647725.1,,,,,,,,,,
1004,CG11498,NP_001334706.1,,,,,,,,,,
1005,CG11529,NP_648558.1,,,,,,,,,,
1006,CG11550,NP_651882.1,,,,,,,,,,
1007,CG11555,NP_608510.2,,,,,,,,,,
1008,CG11562,NP_608516.1,Drosophila_melanogaster,NP_608516.1,CG11562,Astyanax_mexicanus,XP_022521115.1,LOC111191186,5.34e-07,53.1,1.65e-07,53.1
1009,CG11562,NP_608516.1,Drosophila_melanogaster,NP_608516.1,CG11562,Astyanax_mexicanus,XP_022521116.1,LOC111191186,5.34e-07,53.1,1.65e-07,53.1
1010,CG11563,NP_651884.1,,,,,,,,,,
1011,CG11583,NP_001033989.1,Drosophila_melanogaster,NP_001033989.1,CG11583,Astyanax_mexicanus,XP_007252813.1,BXDC2,1.8e-81,302.0,8.629999999999999e-82,302.0
1012,CG11593,NP_647851.3,,,,,,,,,,
1013,CG11617,NP_608502.1,,,,,,,,,,
1014,CG11619,NP_649081.1,,,,,,,,,,
1015,CG11638,NP_569879.1,,,,,,,,,,
1016,CG11658,NP_648498.1,Drosophila_melanogaster,NP_648498.1,CG11658,Astyanax_mexicanus,XP_022532544.1,FBXO25,6.81e-28,124.0,3.41e-28,124.0
1017,CG11658,NP_648498.1,Drosophila_melanogaster,NP_648498.1,CG11658,Astyanax_mexicanus,XP_007250892.3,FBXO32,2.18e-26,119.0,1.09e-26,119.0
1018,CG11672,NP_649779.1,,,,,,,,,,
1019,CG11686,NP_652204.1,,,,,,,,,,
1020,CG11710,NP_608393.1,Drosophila_melanogaster,NP_608393.1,CG11710,Astyanax_mexicanus,XP_022525712.2,TRIP4,3.25e-82,305.0,1.77e-82,305.0
1021,CG11737,NP_649803.1,Drosophila_melanogaster,NP_649803.1,CG11737,Astyanax_mexicanus,XP_049324907.1,TMEM135,4.35e-59,228.0,2.2000000000000003e-59,228.0
1022,CG11771,NP_651314.1,Drosophila_melanogaster,NP_651314.1,CG11771,Astyanax_mexicanus,XP_007240266.3,THOP1,1.3200000000000001e-36,154.0,6.120000000000001e-37,154.0
1023,CG11779,NP_650786.2,Drosophila_melanogaster,NP_650786.2,CG11779,Astyanax_mexicanus,XP_007246245.3,TIMM44,5.73e-113,407.0,2.79e-113,407.0
1024,CG11779,NP_650786.2,Drosophila_melanogaster,NP_650786.2,CG11779,Astyanax_mexicanus,XP_022534561.1,LOC103031346,1.47e-110,399.0,7.02e-111,399.0
1025,CG11790,NP_651326.1,,,,,,,,,,
1026,CG11837,NP_651660.1,Drosophila_melanogaster,NP_651660.1,CG11837,Astyanax_mexicanus,XP_007229165.1,DIMT1L,2.12e-129,461.0,1.05e-129,461.0
1027,CG11842,NP_651662.1,,,,,,,,,,
1028,CG11857,NP_001303417.1,Drosophila_melanogaster,NP_001303417.1,CG11857,Astyanax_mexicanus,XP_022526398.1,RER1,4.95e-62,237.0,1.8099999999999999e-62,237.0
1029,CG11857,NP_001303417.1,Drosophila_melanogaster,NP_001303417.1,CG11857,Astyanax_mexicanus,XP_022526399.1,RER1,4.95e-62,237.0,1.8099999999999999e-62,237.0
1030,CG11857,NP_001303417.1,Drosophila_melanogaster,NP_001303417.1,CG11857,Astyanax_mexicanus,XP_022526400.1,RER1,4.95e-62,237.0,1.8099999999999999e-62,237.0
1031,CG11857,NP_001303417.1,Drosophila_melanogaster,NP_001303417.1,CG11857,Astyanax_mexicanus,XP_022526401.1,RER1,4.95e-62,237.0,1.8099999999999999e-62,237.0
1032,CG11857,NP_001303417.1,Drosophila_melanogaster,NP_001303417.1,CG11857,Astyanax_mexicanus,XP_022526402.1,RER1,9.9e-62,236.0,3.47e-62,236.0
1033,CG11857,NP_001303417.1,Drosophila_melanogaster,NP_001303417.1,CG11857,Astyanax_mexicanus,XP_022526403.1,RER1,9.9e-62,236.0,3.47e-62,236.0
1034,CG11882,NP_651676.1,,,,,,,,,,
1035,CG11893,NP_651375.1,,,,,,,,,,
1036,CG11898,NP_651679.2,,,,,,,,,,
1037,CG11899,NP_652046.1,Drosophila_melanogaster,NP_652046.1,CG11899,Astyanax_mexicanus,XP_022518365.1,PSAT1,1.6500000000000001e-124,445.0,8.39e-125,445.0
1038,CG11905,NP_001097625.1,,,,,,,,,,
1039,CG11920,NP_651335.2,Drosophila_melanogaster,NP_651335.2,CG11920,Astyanax_mexicanus,XP_007242332.1,IMP4,5.9e-84,310.0,2.84e-84,310.0
1040,CG11927,NP_608867.1,,,,,,,,,,
1041,CG11951,NP_001350853.2,,,,,,,,,,
1042,CG11961,NP_611413.2,Drosophila_melanogaster,NP_611413.2,CG11961,Astyanax_mexicanus,XP_007230682.3,LOC103041279,5.41e-113,408.0,2.7499999999999997e-113,408.0
1043,CG11964,NP_649847.1,Drosophila_melanogaster,NP_649847.1,CG11964,Astyanax_mexicanus,XP_049318673.1,CTNNBL1,4.73e-167,587.0,2.2600000000000003e-167,587.0
1044,CG11980,NP_649857.1,Drosophila_melanogaster,NP_649857.1,CG11980,Astyanax_mexicanus,XP_022538196.1,MYG1,1.2200000000000001e-73,276.0,6.34e-74,276.0
1045,CG11983,NP_649860.1,,,,,,,,,,
1046,CG12009,NP_647799.1,,,,,,,,,,
1047,CG12010,NP_728878.1,,,,,,,,,,
1048,CG12011,NP_647646.1,,,,,,,,,,
1049,CG12012,NP_647813.1,,,,,,,,,,
1050,CG12024,NP_647670.3,Drosophila_melanogaster,NP_647670.3,CG12024,Astyanax_mexicanus,XP_022536693.2,CUEDC1A,9.28e-24,110.0,5.89e-24,110.0
1051,CG12024,NP_647670.3,Drosophila_melanogaster,NP_647670.3,CG12024,Astyanax_mexicanus,XP_007236911.2,CUEDC1B,2.97e-22,105.0,2e-22,105.0
1052,CG12024,NP_647670.3,Drosophila_melanogaster,NP_647670.3,CG12024,Astyanax_mexicanus,XP_022521872.1,CUEDC1B,2.97e-22,105.0,2.01e-22,105.0
1053,CG12024,NP_647670.3,Drosophila_melanogaster,NP_647670.3,CG12024,Astyanax_mexicanus,XP_022521906.1,CUEDC1B,2.97e-22,105.0,2.01e-22,105.0
1054,CG12025,NP_647671.1,,,,,,,,,,
1055,CG12054,NP_001247385.2,,,,,,,,,,
1056,CG12065,NP_001368976.1,,,,,,,,,,
1057,CG12071,NP_651832.3,,,,,,,,,,
1058,CG12075,NP_001245582.1,,,,,,,,,,
1059,CG12084,NP_001261257.1,Drosophila_melanogaster,NP_001261257.1,CG12084,Astyanax_mexicanus,XP_022532335.1,ZER1,2.7099999999999998e-126,452.0,1.35e-126,452.0
1060,CG12084,NP_001261257.1,Drosophila_melanogaster,NP_001261257.1,CG12084,Astyanax_mexicanus,XP_022532336.1,ZER1,2.7099999999999998e-126,452.0,1.35e-126,452.0
1061,CG12093,NP_647747.1,,,,,,,,,,
1062,CG12099,NP_647623.1,Drosophila_melanogaster,NP_647623.1,CG12099,Astyanax_mexicanus,XP_007229396.3,RNF10,7.89e-69,261.0,4.2499999999999997e-69,261.0
1063,CG12104,NP_647629.1,,,,,,,,,,
1064,CG12105,NP_647632.2,,,,,,,,,,
1065,CG12107,NP_610314.1,Drosophila_melanogaster,NP_610314.1,CG12107,Astyanax_mexicanus,XP_007233886.1,RAB5IF,7.81e-36,149.0,3.7100000000000004e-36,149.0
1066,CG12115,NP_572533.1,,,,,,,,,,
1067,CG12116,NP_572481.1,,,,,,,,,,
1068,CG12121,NP_572545.1,,,,,,,,,,
1069,CG12123,NP_572478.1,,,,,,,,,,
1070,CG12128,NP_610543.1,Drosophila_melanogaster,NP_610543.1,CG12128,Astyanax_mexicanus,XP_007256611.2,SPOUT1,2.34e-87,322.0,9.04e-88,322.0
1071,CG1213,NP_649599.1,,,,,,,,,,
1072,CG12134,NP_001369072.1,Drosophila_melanogaster,NP_001369072.1,CG12134,Astyanax_mexicanus,XP_007229049.2,WDR89,2.4300000000000002e-32,139.0,1.1300000000000001e-32,139.0
1073,CG12159,NP_995776.1,,,,,,,,,,
1074,CG12164,NP_610268.2,,,,,,,,,,
1075,CG12170,NP_649565.1,Drosophila_melanogaster,NP_649565.1,CG12170,Astyanax_mexicanus,XP_007242502.3,OXSM,6.68e-117,420.0,3.51e-117,420.0
1076,CG12194,NP_001162873.1,Drosophila_melanogaster,NP_001162873.1,CG12194,Astyanax_mexicanus,XP_022534499.2,MFSD1,8.199999999999999e-136,483.0,3.77e-136,483.0
1077,CG12194,NP_001162873.1,Drosophila_melanogaster,NP_001162873.1,CG12194,Astyanax_mexicanus,XP_022534498.2,MFSD1,8.199999999999999e-136,483.0,4.21e-136,483.0
1078,CG12206,NP_570060.1,,,,,,,,,,
1079,CG12241,NP_650432.1,Drosophila_melanogaster,NP_650432.1,CG12241,Astyanax_mexicanus,XP_022527387.1,SGSM3,5.2e-284,976.0,2.4099999999999998e-284,976.0
1080,CG12241,NP_650432.1,Drosophila_melanogaster,NP_650432.1,CG12241,Astyanax_mexicanus,XP_022527394.1,SGSM3,8.51e-280,962.0,3.9299999999999997e-280,962.0
1081,CG12268,NP_651197.1,,,,,,,,,,
1082,CG12288,NP_609822.1,,,,,,,,,,
1083,CG12301,NP_648781.1,Drosophila_melanogaster,NP_648781.1,CG12301,Astyanax_mexicanus,XP_049321179.1,SI:DKEY-251I10.3,2.13e-41,170.0,1.12e-41,170.0
1084,CG12316,NP_648752.1,,,,,,,,,,
1085,CG12325,NP_610618.1,Drosophila_melanogaster,NP_610618.1,CG12325,Astyanax_mexicanus,XP_022530534.2,PWP2H,8.47e-214,743.0,4.13e-214,743.0
1086,CG12343,NP_610617.1,Drosophila_melanogaster,NP_610617.1,CG12343,Astyanax_mexicanus,XP_007238628.1,SYF2,1.11e-56,219.0,5.76e-57,219.0
1087,CG12355,NP_001097610.1,Drosophila_melanogaster,NP_001097610.1,CG12355,Astyanax_mexicanus,XP_007231359.2,LOC103042289,1.62e-24,112.0,7.2999999999999995e-25,112.0
1088,CG12374,NP_610819.1,,,,,,,,,,
1089,CG12384,NP_610676.2,Drosophila_melanogaster,NP_610676.2,CG12384,Astyanax_mexicanus,XP_007252351.1,LOC103042601,3.54e-11,66.6,1.91e-11,66.6
1090,CG1239,NP_649577.1,,,,,,,,,,
1091,CG1246,NP_647736.1,,,,,,,,,,
1092,CG12496,NP_570003.1,,,,,,,,,,
1093,CG12499,NP_651044.1,,,,,,,,,,
1094,CG12531,NP_608350.2,Drosophila_melanogaster,NP_608350.2,CG12531,Astyanax_mexicanus,XP_007232733.3,SLC7A14B,1.28e-141,503.0,5.87e-142,503.0
1095,CG12531,NP_608350.2,Drosophila_melanogaster,NP_608350.2,CG12531,Astyanax_mexicanus,XP_022524559.1,SLC7A14A,1.31e-138,493.0,6.2399999999999996e-139,493.0
1096,CG12541,NP_001036262.2,,,,,,,,,,
1097,CG12560,NP_001285736.1,,,,,,,,,,
1098,CG12576,NP_608465.1,,,,,,,,,,
1099,CG12581,NP_649435.2,,,,,,,,,,
1100,CG12594,NP_650109.1,,,,,,,,,,
1101,CG12605,NP_647845.2,,,,,,,,,,
1102,CG1265,NP_647878.1,Drosophila_melanogaster,NP_647878.1,CG1265,Astyanax_mexicanus,XP_007240796.2,LOC103046133,9.35e-20,96.3,4.24e-20,96.3
1103,CG12702,NP_608355.1,,,,,,,,,,
1104,CG12708,NP_001138199.1,,,,,,,,,,
1105,CG12723,NP_572864.2,,,,,,,,,,
1106,CG1273,NP_647883.1,,,,,,,,,,
1107,CG12730,NP_572228.1,,,,,,,,,,
1108,CG1275,NP_728726.1,Drosophila_melanogaster,NP_728726.1,CG1275,Astyanax_mexicanus,XP_007253570.1,LOC103030267,1.3400000000000002e-47,189.0,6.96e-48,189.0
1109,CG1275,NP_728726.1,Drosophila_melanogaster,NP_728726.1,CG1275,Astyanax_mexicanus,XP_022523806.2,LOC103030455,2.67e-47,188.0,1.31e-47,188.0
1110,CG1275,NP_728726.1,Drosophila_melanogaster,NP_728726.1,CG1275,Astyanax_mexicanus,XP_022523807.2,LOC103030455,2.67e-47,188.0,1.31e-47,188.0
1111,CG1275,NP_728726.1,Drosophila_melanogaster,NP_728726.1,CG1275,Astyanax_mexicanus,XP_022523808.2,LOC103030455,2.67e-47,188.0,1.31e-47,188.0
1112,CG12768,NP_649431.1,,,,,,,,,,
1113,CG12769,NP_610347.3,,,,,,,,,,
1114,CG12773,NP_001259131.1,Drosophila_melanogaster,NP_001259131.1,CG12773,Astyanax_mexicanus,XP_007260023.3,SLC12A8,1.5e-133,476.0,7.42e-134,476.0
1115,CG12773,NP_001259131.1,Drosophila_melanogaster,NP_001259131.1,CG12773,Astyanax_mexicanus,XP_007260024.3,SLC12A8,1.5e-133,476.0,7.42e-134,476.0
1116,CG12814,NP_649984.3,,,,,,,,,,
1117,CG12824,NP_001097214.1,,,,,,,,,,
1118,CG12825,NP_610322.1,,,,,,,,,,
1119,CG12848,NP_652307.1,,,,,,,,,,
1120,CG12851,NP_611987.3,,,,,,,,,,
1121,CG12857,NP_610987.1,,,,,,,,,,
1122,CG12860,NP_610979.1,,,,,,,,,,
1123,CG12863,NP_610973.3,Drosophila_melanogaster,NP_610973.3,CG12863,Astyanax_mexicanus,XP_049320523.1,ZCCHC4,3.86e-40,165.0,1.95e-40,165.0
1124,CG12863,NP_610973.3,Drosophila_melanogaster,NP_610973.3,CG12863,Astyanax_mexicanus,XP_022526013.2,ZCCHC4,3.86e-40,165.0,2.14e-40,165.0
1125,CG12869,NP_001369085.1,,,,,,,,,,
1126,CG12877,NP_001034073.1,,,,,,,,,,
1127,CG12880,NP_651580.3,,,,,,,,,,
1128,CG12909,NP_610573.1,,,,,,,,,,
1129,CG12910,NP_001260857.1,,,,,,,,,,
1130,CG12912,NP_610564.1,,,,,,,,,,
1131,CG12917,NP_610558.2,,,,,,,,,,
1132,CG12920,NP_610550.1,,,,,,,,,,
1133,CG12926,NP_610510.2,,,,,,,,,,
1134,CG12934,NP_610601.1,,,,,,,,,,
1135,CG12945,NP_001262439.1,,,,,,,,,,
1136,CG12947,NP_001097731.1,,,,,,,,,,
1137,CG12948,NP_649936.1,,,,,,,,,,
1138,CG12963,NP_001261002.1,,,,,,,,,,
1139,CG12964,NP_611040.2,,,,,,,,,,
1140,CG12974,NP_730613.2,,,,,,,,,,
1141,CG12984,NP_649276.2,,,,,,,,,,
1142,CG1299,NP_647862.1,,,,,,,,,,
1143,CG12991,NP_573223.1,,,,,,,,,,
1144,CG12992,NP_001259651.1,,,,,,,,,,
1145,CG13001,NP_573181.1,Drosophila_melanogaster,NP_573181.1,CG13001,Astyanax_mexicanus,XP_007228439.1,LOC103036162,3.97e-32,138.0,1.31e-32,138.0
1146,CG13001,NP_573181.1,Drosophila_melanogaster,NP_573181.1,CG13001,Astyanax_mexicanus,XP_007256466.1,ZC4H2,3.17e-31,135.0,1.05e-31,135.0
1147,CG13003,NP_001162779.1,,,,,,,,,,
1148,CG13004,NP_001245721.1,,,,,,,,,,
1149,CG13014,NP_573134.1,,,,,,,,,,
1150,CG13016,NP_610929.2,Drosophila_melanogaster,NP_610929.2,CG13016,Astyanax_mexicanus,XP_022530564.1,TMEM39A,4.66e-47,188.0,2.51e-47,188.0
1151,CG13016,NP_610929.2,Drosophila_melanogaster,NP_610929.2,CG13016,Astyanax_mexicanus,XP_049326114.1,TMEM39A,4.66e-47,188.0,2.51e-47,188.0
1152,CG13023,NP_648935.1,,,,,,,,,,
1153,CG13024,NP_001246806.1,,,,,,,,,,
1154,CG13033,NP_648902.1,,,,,,,,,,
1155,CG13044,NP_648867.1,,,,,,,,,,
1156,CG13055,NP_648851.1,,,,,,,,,,
1157,CG13067,NP_648857.1,,,,,,,,,,
1158,CG13078,NP_609989.1,,,,,,,,,,
1159,CG13081,NP_609985.1,,,,,,,,,,
1160,CG13082,NP_609984.2,,,,,,,,,,
1161,CG13096,NP_609236.2,,,,,,,,,,
1162,CG13097,NP_609237.1,,,,,,,,,,
1163,CG13102,NP_609268.2,,,,,,,,,,
1164,CG13116,NP_609306.2,,,,,,,,,,
1165,CG13117,NP_609307.1,,,,,,,,,,
1166,CG13123,NP_609315.1,,,,,,,,,,
1167,CG13124,NP_001137811.1,,,,,,,,,,
1168,CG13126,NP_609330.1,Drosophila_melanogaster,NP_609330.1,CG13126,Astyanax_mexicanus,XP_022519320.2,METTL17,4.54e-56,218.0,2.24e-56,218.0
1169,CG1316,NP_647887.1,Drosophila_melanogaster,NP_647887.1,CG1316,Astyanax_mexicanus,XP_049340672.1,RBM45,6.39e-73,274.0,3.13e-73,274.0
1170,CG13177,NP_001097281.1,,,,,,,,,,
1171,CG13192,NP_610702.1,Drosophila_melanogaster,NP_610702.1,CG13192,Astyanax_mexicanus,XP_049326265.1,GNB1L,2.9899999999999998e-34,145.0,1.46e-34,145.0
1172,CG13197,NP_610696.1,,,,,,,,,,
1173,CG13204,NP_610678.1,,,,,,,,,,
1174,CG13220,NP_610664.1,,,,,,,,,,
1175,CG13227,NP_610646.1,,,,,,,,,,
1176,CG13229,NP_610637.1,,,,,,,,,,
1177,CG13239,NP_649422.1,,,,,,,,,,
1178,CG13248,NP_649219.1,Drosophila_melanogaster,NP_649219.1,CG13248,Astyanax_mexicanus,XP_022541444.2,SLC7A4,5.2699999999999995e-142,504.0,2.65e-142,504.0
1179,CG13250,NP_649245.1,,,,,,,,,,
1180,CG13251,NP_649246.1,,,,,,,,,,
1181,CG13252,NP_649248.3,,,,,,,,,,
1182,CG13255,NP_652282.1,,,,,,,,,,
1183,CG13258,NP_609785.1,,,,,,,,,,
1184,CG13285,NP_001246638.1,,,,,,,,,,
1185,CG13287,NP_001261454.1,,,,,,,,,,
1186,CG13288,NP_001097522.1,,,,,,,,,,
1187,CG13293,NP_648024.2,Drosophila_melanogaster,NP_648024.2,CG13293,Astyanax_mexicanus,XP_022523480.2,SCAI,8.19e-160,563.0,3.91e-160,563.0
1188,CG13293,NP_648024.2,Drosophila_melanogaster,NP_648024.2,CG13293,Astyanax_mexicanus,XP_022523481.2,SCAI,8.19e-160,563.0,3.91e-160,563.0
1189,CG13293,NP_648024.2,Drosophila_melanogaster,NP_648024.2,CG13293,Astyanax_mexicanus,XP_022523482.2,SCAI,1.05e-157,556.0,4.89e-158,556.0
1190,CG13300,NP_648043.1,,,,,,,,,,
1191,CG13305,NP_001137913.1,,,,,,,,,,
1192,CG13315,NP_652443.1,,,,,,,,,,
1193,CG13319,NP_610825.2,,,,,,,,,,
1194,CG13321,NP_610831.1,,,,,,,,,,
1195,CG13323,NP_610832.1,,,,,,,,,,
1196,CG13324,NP_610833.1,,,,,,,,,,
1197,CG13325,NP_610836.1,,,,,,,,,,
1198,CG13344,NP_610915.2,,,,,,,,,,
1199,CG13358,NP_569862.3,,,,,,,,,,
1200,CG13361,NP_569855.2,,,,,,,,,,
1201,CG13362,NP_569854.1,,,,,,,,,,
1202,CG13367,NP_569851.2,,,,,,,,,,
1203,CG13369,NP_569850.1,Drosophila_melanogaster,NP_569850.1,CG13369,Astyanax_mexicanus,XP_022528916.2,RBKS,3.6399999999999997e-60,231.0,1.84e-60,231.0
1204,CG13369,NP_569850.1,Drosophila_melanogaster,NP_569850.1,CG13369,Astyanax_mexicanus,XP_022528917.2,RBKS,3.6399999999999997e-60,231.0,1.84e-60,231.0
1205,CG13369,NP_569850.1,Drosophila_melanogaster,NP_569850.1,CG13369,Astyanax_mexicanus,XP_049319459.1,RBKS,3.6399999999999997e-60,231.0,1.84e-60,231.0
1206,CG13373,NP_001096858.1,,,,,,,,,,
1207,CG13384,NP_723383.1,Drosophila_melanogaster,NP_723383.1,CG13384,Astyanax_mexicanus,XP_007246500.3,SLC36A1,3.99e-83,308.0,1.84e-83,308.0
1208,CG13403,NP_572944.1,,,,,,,,,,
1209,CG13437,NP_611507.1,,,,,,,,,,
1210,CG1344,NP_001260711.1,Drosophila_melanogaster,NP_001260711.1,CG1344,Astyanax_mexicanus,XP_007245490.3,SCYL3,2.19e-51,203.0,1.21e-51,203.0
1211,CG1344,NP_001260711.1,Drosophila_melanogaster,NP_001260711.1,CG1344,Astyanax_mexicanus,XP_007245491.3,SCYL3,2.19e-51,203.0,1.21e-51,203.0
1212,CG13454,NP_648771.1,,,,,,,,,,
1213,CG13457,NP_648751.1,,,,,,,,,,
1214,CG13460,NP_648741.2,,,,,,,,,,
1215,CG13482,NP_648700.1,,,,,,,,,,
1216,CG13488,NP_001286699.1,,,,,,,,,,
1217,CG13492,NP_726121.3,,,,,,,,,,
1218,CG13506,NP_611666.2,,,,,,,,,,
1219,CG13510,NP_611700.2,,,,,,,,,,
1220,CG13511,NP_611701.1,,,,,,,,,,
1221,CG13532,NP_611728.1,,,,,,,,,,
