,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
210,CBS,XP_054180896.1,"[('XP_022530527.2', 'CBSA'), ('XP_022530528.2', 'CBSA'), ('XP_022530529.2', 'CBSA'), ('XP_022535821.2', 'CBSB'), ('XP_049325804.1', 'CBSA')]",211
211,CBX5,NP_001120793.1,"[('XP_007242320.1', 'CBX5'), ('XP_007242321.1', 'CBX5')]",212
212,CBX7,NP_001333673.1,"[('XP_007259143.2', 'CBX7B')]",213
213,CBX8,NP_065700.1,"[('XP_007234464.1', 'CBX8B')]",214
214,CCK,NP_001167609.1,"[('XP_022531953.2', 'CCKB')]",215
215,CCL11,NP_002977.1,"[('XP_022540058.2', 'LOC111195825')]",216
216,CCL13,NP_005399.1,"[('XP_022540071.2', 'LOC111195854'), ('XP_049338651.1', 'LOC111191212'), ('XP_049338652.1', 'LOC111191212'), ('XP_049338653.1', 'LOC111191212')]",217
217,CCL19,NP_006265.1,"[('XP_007229486.1', 'CCL19A.1'), ('XP_022536836.1', 'CCL19B')]",218
218,CCL20,NP_004582.1,"[('XP_007241523.3', 'CCL20A.3')]",219
219,CCL21,NP_002980.1,"[('XP_007241141.3', 'LOC103030954')]",220
220,CCL26,NP_001358867.1,"[('XP_007241975.1', 'LOC103039881')]",221
221,CCL3,NP_002974.1,"[('XP_007241975.1', 'LOC103039881')]",222
222,CCL4,NP_002975.1,"[('XP_022521184.2', 'LOC111191210')]",223
223,CCNA1,NP_001104516.1,"[('XP_007229817.1', 'CCNA1')]",224
224,CCNA2,NP_001228.2,"[('XP_007239105.3', 'CCNA2')]",225
225,CCNB1,NP_114172.1,"[('XP_007236730.3', 'CCNB1'), ('XP_007236731.3', 'CCNB1')]",226
226,CCNB2,NP_004692.1,"[('XP_015462712.2', 'CCNB2')]",227
227,CCNC,NP_005181.2,"[('XP_049331090.1', 'CCNC')]",228
228,CCND1,NP_444284.1,"[('XP_007254687.2', 'CCND1')]",229
229,CCND2,NP_001750.1,"[('XP_007228423.2', 'CCND2A')]",230
230,CCNE1,NP_001229.1,"[('XP_007235976.1', 'CCNE1')]",231
231,CCNE2,NP_477097.1,"[('XP_007228928.3', 'CCNE2'), ('XP_007228929.3', 'CCNE2'), ('XP_015458514.3', 'CCNE2'), ('XP_015458520.3', 'CCNE2'), ('XP_022529864.2', 'CCNE2'), ('XP_022529865.2', 'CCNE2')]",232
232,CCNG2,XP_054207169.1,"[('XP_007234030.1', 'CCNG2')]",233
233,CCR1,NP_001286.1,"[('XP_022529847.2', 'LOC111193412'), ('XP_022529848.2', 'LOC111193413'), ('XP_049336560.1', 'LOC111193414')]",234
234,CCR3,XP_054201143.1,"[('XP_022529848.2', 'LOC111193413')]",235
235,CCR4,XP_054201145.1,"[('XP_007232085.3', 'SI:CABZ01093077.1'), ('XP_007232086.3', 'LOC103028160')]",236
236,CCR5,NP_001093638.1,"[('XP_022529847.2', 'LOC111193412'), ('XP_049336560.1', 'LOC111193414')]",237
237,CCR6,NP_001381511.1,"[('XP_007257386.2', 'CCR6B'), ('XP_007260906.2', 'CCR6A')]",238
238,CCR7,NP_001829.1,"[('XP_007248894.1', 'CCR7'), ('XP_049335498.1', 'CCR7')]",239
239,CD151,NP_004348.2,"[('XP_049339216.1', 'LOC103028881'), ('XP_049339217.1', 'LOC103028881')]",240
240,CD163,NP_001357075.1,"[('XP_049332893.1', 'LOC125801097'), ('XP_049334521.1', 'LOC125801692'), ('XP_049334522.1', 'LOC125801692'), ('XP_049334525.1', 'LOC125780489'), ('XP_049334526.1', 'LOC125780489'), ('XP_049334527.1', 'LOC125780489'), ('XP_049334528.1', 'LOC125780489'), ('XP_049334529.1', 'LOC125780489'), ('XP_049334530.1', 'LOC125780489'), ('XP_049334531.1', 'LOC125780489'), ('XP_049334532.1', 'LOC125780489'), ('XP_049334533.1', 'LOC125780489'), ('XP_049334534.1', 'LOC125780489'), ('XP_049334535.1', 'LOC125780489'), ('XP_049334536.1', 'LOC125780489'), ('XP_049334537.1', 'LOC125780489'), ('XP_049334538.1', 'LOC125780489'), ('XP_049334539.1', 'LOC125780489'), ('XP_049334540.1', 'LOC125780489'), ('XP_049334541.1', 'LOC125780489'), ('XP_049334542.1', 'LOC125780489')]",241
241,CD2,NP_001315538.1,"[('XP_022524281.2', 'LOC103041163')]",242
242,CD22,NP_001762.2,"[('XP_049323196.1', 'SI:DKEY-24P1.1')]",243
243,CD247,NP_000725.1,"[('XP_007254908.2', 'CD247')]",244
244,CD2AP,NP_036252.1,"[('XP_007245463.3', 'LOC103029908')]",245
245,CD36,NP_001358003.1,"[('XP_022527183.1', 'CD36')]",246
246,CD38,NP_001766.2,"[('XP_015464033.2', 'LOC103029242'), ('XP_049319586.1', 'LOC125780995')]",247
247,CD40,XP_054180217.1,"[('XP_049341578.1', 'LOC111190374')]",248
248,CD58,NP_001770.1,"[('XP_022524281.2', 'LOC103041163')]",249
249,CD68,NP_001242.2,"[('XP_022518397.2', 'CD68')]",250
250,CD79A,NP_001774.1,"[('XP_007232501.3', 'CD79A')]",251
251,CD82,XP_054224673.1,"[('XP_022520082.2', 'CD82B'), ('XP_022525816.2', 'CD82A')]",252
252,CDA,NP_001776.1,"[('XP_049327610.1', 'CDAB')]",253
253,CDAN1,NP_612486.2,"[('XP_007252611.3', 'CDAN1')]",254
254,CDC20,NP_001246.2,"[('XP_022524019.2', 'CDC20'), ('XP_049334876.1', 'CDC20')]",255
255,CDC25B,NP_001274445.1,"[('XP_007237316.1', 'CDC25B')]",256
256,CDC34,NP_004350.1,"[('XP_022521262.1', 'LOC111191236'), ('XP_049321805.1', 'CDC34A'), ('XP_049321806.1', 'CDC34A')]",257
257,CDC42,NP_001782.1,"[('XP_007250068.1', 'CDC42L2'), ('XP_007251476.1', 'CDC42'), ('XP_007251477.1', 'CDC42')]",258
258,CDC5L,NP_001244.1,"[('XP_049319919.1', 'CDC5L')]",259
259,CDC6,XP_054174032.1,"[('XP_007240198.3', 'CDC6')]",260
260,CDC73,NP_078805.3,"[('XP_049337990.1', 'CDC73')]",261
261,CDCA7,NP_114148.3,"[('XP_007234924.3', 'CDCA7A')]",262
262,CDH1,NP_004351.1,"[('XP_049326984.1', 'LOC103023785'), ('XP_049326985.1', 'LOC103023785'), ('XP_049326986.1', 'LOC103023785'), ('XP_049326987.1', 'LOC103023785')]",263
263,CDH11,NP_001788.2,"[('XP_007259840.3', 'CDH11')]",264
264,CDH13,NP_001207417.1,"[('XP_022535349.2', 'CDH13')]",265
265,CDH5,XP_054235308.1,"[('XP_022520635.2', 'CDH5')]",266
266,CDH6,XP_054207350.1,"[('XP_007232159.3', 'CDH6'), ('XP_007250197.3', 'LOC103025391'), ('XP_022526083.2', 'LOC103025391'), ('XP_022526084.2', 'LOC103025391'), ('XP_022534853.1', 'CDH10A'), ('XP_049320689.1', 'LOC103041335'), ('XP_049320690.1', 'LOC103041335'), ('XP_049320776.1', 'LOC103025391')]",267
267,CDK1,NP_001307847.1,"[('XP_007258982.1', 'CDK1')]",268
268,CDK11B,XP_054195790.1,"[('XP_022526500.1', 'CDK11B'), ('XP_022526501.1', 'CDK11B'), ('XP_022526502.1', 'CDK11B'), ('XP_022526504.1', 'CDK11B'), ('XP_022526505.1', 'CDK11B'), ('XP_022526506.1', 'CDK11B')]",269
269,CDK2,XP_054226706.1,"[('XP_007242815.2', 'CDK2')]",270
270,CDK4,NP_000066.1,"[('XP_007248446.1', 'CDK4')]",271
271,CDK5R1,NP_003876.1,"[('XP_007259237.1', 'CDK5R1B')]",272
272,CDK6,NP_001138778.1,"[('XP_007259858.2', 'CDK6')]",273
273,CDKN1A,NP_001361439.1,"[('XP_007229906.3', 'CDKN1D'), ('XP_007256770.3', 'CDKN1A'), ('XP_007256771.3', 'CDKN1A')]",274
274,CDKN1B,NP_004055.1,"[('XP_007231643.3', 'CDKN1BB')]",275
275,CDKN2B,NP_004927.2,"[('XP_022518819.2', 'CDKN2A/B'), ('XP_022518820.2', 'CDKN2A/B')]",276
276,CDKN3,NP_005183.2,"[('XP_007247655.1', 'CDKN3')]",277
277,CDO1,NP_001310495.1,"[('XP_007260847.1', 'CDO1')]",278
278,CDX1,NP_001795.2,"[('XP_007236322.2', 'CDX1B')]",279
279,CEACAM5,NP_004354.3,"[('XP_007250934.3', 'CEACAM1')]",280
280,CEBPA,NP_001274353.1,"[('XP_007244901.2', 'CEBPA')]",281
281,CEBPD,NP_005186.2,"[('XP_007234932.3', 'CEBPD')]",282
282,CEBPG,NP_001239225.1,"[('XP_022522791.2', 'CEBPG')]",283
283,CEBPZ,NP_005751.2,"[('XP_007255500.3', 'CEBPZ')]",284
284,CEL,NP_001798.3,"[('XP_022532354.2', 'CEL.2'), ('XP_022532355.2', 'LOC103038270')]",285
285,CELSR3,NP_001398.2,"[('XP_049341549.1', 'CELSR3'), ('XP_049341550.1', 'CELSR3'), ('XP_049341551.1', 'CELSR3'), ('XP_049341552.1', 'CELSR3'), ('XP_049341553.1', 'CELSR3')]",286
286,CEP55,NP_060601.4,"[('XP_007232923.3', 'CEP55L'), ('XP_049321006.1', 'CEP55L')]",287
287,CERS2,XP_054192174.1,"[('XP_007230629.2', 'CERS2A'), ('XP_007237292.3', 'CERS3A'), ('XP_007237293.3', 'CERS3A'), ('XP_007237294.3', 'CERS3A'), ('XP_007254581.2', 'CERS2B'), ('XP_015457923.3', 'CERS3A'), ('XP_015457924.3', 'CERS3A'), ('XP_049332231.1', 'CERS2A')]",288
288,CETP,NP_000069.2,"[('XP_007249259.2', 'LOC103040429')]",289
289,CFB,NP_001701.2,"[('XP_007236818.3', 'SI:CH1073-280E3.1'), ('XP_049322154.1', 'LOC103039688')]",290
290,CFH,NP_000177.2,"[('XP_049321926.1', 'LOC103046808')]",291
291,CFLAR,NP_003870.4,"[('XP_022519644.2', 'LOC103047016'), ('XP_049341037.1', 'LOC103047016')]",292
292,CFTR,NP_000483.3,"[('XP_007256023.3', 'CFTR')]",293
293,CGA,NP_000726.1,"[('XP_007257486.1', 'CGA')]",294
294,CGB3,NP_000728.1,"[('XP_007243865.2', 'LHB')]",295
295,CGB5,NP_149032.1,"[('XP_007243865.2', 'LHB')]",296
296,CHAC1,XP_054234743.1,"[('XP_007231568.1', 'CHAC1')]",297
297,CHAT,NP_065574.4,"[('XP_007249546.2', 'CHATA')]",298
298,CHD4,NP_001284482.1,"[('XP_007230592.3', 'CHD4A'), ('XP_007256941.3', 'CHD4B'), ('XP_022529532.2', 'CHD4B'), ('XP_022529533.2', 'CHD4B'), ('XP_022529534.2', 'CHD4B'), ('XP_022529535.2', 'CHD4B'), ('XP_049332182.1', 'CHD4A'), ('XP_049332183.1', 'CHD4A'), ('XP_049332184.1', 'CHD4A'), ('XP_049332185.1', 'CHD4A')]",299
299,CHD8,NP_065971.2,"[('XP_049338259.1', 'CHD8'), ('XP_049338260.1', 'CHD8')]",300
300,CHRNA1,NP_000070.1,"[('XP_007234915.3', 'LOC103028684'), ('XP_007248905.1', 'CHRNA1')]",301
301,CHRNE,XP_054170908.1,"[('XP_007258146.2', 'CHRNE')]",302
302,CHUK,XP_054220630.1,"[('XP_007252321.2', 'CHUK')]",303
303,CIAO1,NP_004795.1,"[('XP_007247259.3', 'CIAO1')]",304
304,CIC,NP_001373227.1,"[('XP_022530043.2', 'CICB'), ('XP_049336671.1', 'CICB')]",305
305,CIITA,XP_054236303.1,"[('XP_049323743.1', 'CIITA'), ('XP_049323744.1', 'CIITA'), ('XP_049323745.1', 'CIITA'), ('XP_049323746.1', 'CIITA'), ('XP_049323747.1', 'CIITA')]",306
306,CIP2A,XP_054203382.1,"[('XP_022537301.2', 'CIP2A'), ('XP_022537306.2', 'CIP2A')]",307
307,CISH,NP_659508.1,"[('XP_007254431.1', 'CISH'), ('XP_007254432.1', 'CISH'), ('XP_007254433.1', 'CISH'), ('XP_049335711.1', 'CISH')]",308
308,CITED2,NP_001161861.2,"[('XP_007245512.3', 'CITED2')]",309
309,CKM,NP_001815.2,"[('XP_007230986.2', 'CKBB'), ('XP_007240392.1', 'CKBA'), ('XP_007246023.1', 'CKMB'), ('XP_007261035.1', 'CKMA')]",310
310,CKS2,NP_001818.1,"[('XP_007252842.1', 'ZGC:86839')]",311
311,CLCN5,XP_054182407.1,"[('XP_007254199.3', 'CLCN5A'), ('XP_007254200.3', 'CLCN5A'), ('XP_022531806.2', 'CLCN5A'), ('XP_049322127.1', 'CLCN5A')]",312
312,CLCNKA,NP_004061.3,"[('XP_007246307.3', 'CLCNK'), ('XP_007246308.3', 'CLCNK')]",313
313,CLDN3,NP_001297.1,"[('XP_007240514.3', 'LOC103034216'), ('XP_007254241.3', 'LOC103022279')]",314
314,CLDN7,NP_001298.3,"[('XP_015464312.3', 'CLDN7B')]",315
315,CLOCK,XP_054207263.1,"[('XP_007259584.3', 'CLOCKA'), ('XP_049337786.1', 'CLOCKA')]",316
316,CLU,NP_001822.3,"[('XP_007255478.3', 'CLU')]",317
317,CNMD,XP_054230035.1,"[('XP_007254868.3', 'LOC103032601')]",318
318,CNOT8,XP_054209778.1,"[('XP_007244485.1', 'CNOT8')]",319
319,CNP,NP_149124.3,"[('XP_007256321.3', 'LOC103043047')]",320
320,CNTNAP2,NP_054860.1,"[('XP_022539171.2', 'CNTNAP2A'), ('XP_049341674.1', 'CNTNAP2A')]",321
321,COL11A1,NP_001177638.1,"[('XP_049336825.1', 'COL11A1A'), ('XP_049336826.1', 'COL11A1A'), ('XP_049336827.1', 'COL11A1A')]",322
322,COMP,NP_000086.2,"[('XP_022525449.1', 'LOC103025571')]",323
323,COPS5,NP_006828.2,"[('XP_007248979.1', 'COPS5')]",324
324,CORO1C,NP_001098707.1,"[('XP_022522551.2', 'CORO1CA'), ('XP_022522553.2', 'CORO1CA')]",325
325,COX6A1,NP_004364.2,"[('XP_049323851.1', 'LOC103036470')]",326
326,COX7C,NP_001858.1,"[('XP_022523301.1', 'LOC111191755')]",327
327,CPD,NP_001295.2,"[('XP_007245992.3', 'CPDA')]",328
328,CPEB1,NP_085097.3,"[('XP_007239638.2', 'CPEB1B'), ('XP_015458649.2', 'CPEB1B'), ('XP_022541586.2', 'CPEB1B'), ('XP_022541588.2', 'CPEB1B')]",329
329,CPT1A,XP_054223670.1,"[('XP_007228131.1', 'CPT1AB'), ('XP_007228132.1', 'CPT1AB')]",330
330,CR2,NP_001006659.1,"[('XP_022533297.2', 'SI:CH73-217N20.1')]",331
331,CRABP1,NP_004369.1,"[('XP_007228615.1', 'CRABP1A'), ('XP_022541584.2', 'CRABP1B')]",332
332,CRABP2,NP_001186652.1,"[('XP_022519251.1', 'CRABP2A')]",333
333,CREB1,NP_001358355.1,"[('XP_007260494.1', 'CREB1B'), ('XP_022530382.1', 'CREB1A')]",334
334,CREB3L4,NP_570968.1,"[('XP_022529548.1', 'CREB3L4')]",335
335,CREB5,XP_054215370.1,"[('XP_049336380.1', 'CREB5B'), ('XP_049336381.1', 'CREB5B')]",336
336,CREBBP,XP_054235597.1,"[('XP_022524365.2', 'CREBBPA'), ('XP_049329239.1', 'CREBBPA'), ('XP_049329240.1', 'CREBBPA')]",337
337,CREG1,NP_003842.1,"[('XP_007254909.1', 'CREG1')]",338
338,CRH,XP_054215776.1,"[('XP_007237707.3', 'LOC103031770'), ('XP_007249007.1', 'CRHB')]",339
339,CRHBP,NP_001873.2,"[('XP_007247050.1', 'LOC103033396')]",340
340,CRHR1,NP_001138618.1,"[('XP_022520787.1', 'CRHR1'), ('XP_022529782.1', 'LOC103036295')]",341
341,CRISP3,NP_006052.2,"[('XP_049333232.1', 'LOC111194816')]",342
342,CRLF1,NP_004741.1,"[('XP_015456776.3', 'CRLF1B'), ('XP_022533595.1', 'CRLF1A')]",343
343,CRMP1,NP_001014809.1,"[('XP_049328511.1', 'CRMP1'), ('XP_049328512.1', 'CRMP1')]",344
344,CRTC1,NP_001091952.1,"[('XP_049321760.1', 'CRTC1B')]",345
345,CRY1,NP_001400389.1,"[('NP_001278191.1', 'CRY1A'), ('XP_022535359.2', 'CRY1B'), ('XP_049328963.1', 'CRY1A'), ('XP_049328968.1', 'CRY1A'), ('XP_049341457.1', 'CRY3A')]",346
346,CRYAB,NP_001355174.1,"[('XP_007245279.1', 'CRYABB')]",347
347,CRYGA,NP_055432.2,"[('XP_015461929.1', 'LOC103037405')]",348
348,CRYGB,NP_005201.2,"[('XP_007253587.1', 'LOC103034814')]",349
349,CSF1R,NP_001336665.1,"[('XP_022521309.2', 'CSF1RA'), ('XP_049330785.1', 'CSF1RA')]",350
350,CSF3R,NP_758519.1,"[('XP_007249684.3', 'CSF3R')]",351
351,CSH1,NP_001308.1,"[('XP_022522456.1', 'GH1')]",352
352,CSNK1A1,NP_001258670.1,"[('XP_022539352.1', 'CSNK1A1'), ('XP_022539353.1', 'CSNK1A1')]",353
353,CSNK2A1,NP_001349700.1,"[('XP_007248383.1', 'CSNK2A4'), ('XP_007249765.1', 'CSNK2A1'), ('XP_007249766.1', 'CSNK2A1')]",354
354,CSNK2B,NP_001311.3,"[('XP_022538828.1', 'CSNK2B'), ('XP_049331247.1', 'CSNK2B')]",355
355,CSRP1,NP_001180499.1,"[('XP_022531296.2', 'CSRP1B')]",356
356,CTBP1,NP_001319.1,"[('XP_022539195.1', 'LOC103035461'), ('XP_049339764.1', 'LOC103035461')]",357
357,CTBP2,NP_001307941.1,"[('XP_022521758.1', 'LOC103043993'), ('XP_022521759.1', 'LOC103043993'), ('XP_022521760.1', 'LOC103043993')]",358
358,CTCF,XP_054235373.1,"[('XP_007256278.1', 'CTCF'), ('XP_015463077.1', 'CTCF'), ('XP_022535435.1', 'CTCF'), ('XP_022535436.1', 'CTCF')]",359
359,CTLA4,NP_005205.2,"[('XP_007234205.2', 'CD28')]",360
360,CTNNB1,XP_054201291.1,"[('XP_015461596.3', 'CTNNB1')]",361
361,CTNNBIP1,XP_054193752.1,"[('XP_022532682.1', 'CTNNBIP1')]",362
362,CTPS1,XP_054190666.1,"[('XP_022529470.1', 'CTPS1B'), ('XP_022529471.1', 'CTPS1B'), ('XP_049331970.1', 'CTPS1A')]",363
363,CTSB,NP_001371654.1,"[('XP_007244714.3', 'CTSBA')]",364
364,CTSD,NP_001900.1,"[('XP_007250635.2', 'CTSD')]",365
365,CTSK,NP_000387.1,"[('XP_007249824.3', 'CTSK')]",366
366,CTSL,NP_001369686.1,"[('XP_007257747.3', 'CTSLA'), ('XP_007258141.3', 'LOC103028700'), ('XP_049326494.1', 'CTSLA')]",367
367,CTSV,NP_001324.2,"[('XP_007257747.3', 'CTSLA'), ('XP_007258141.3', 'LOC103028700'), ('XP_049326494.1', 'CTSLA')]",368
368,CUX1,NP_001904.2,"[('XP_022534521.2', 'CUX1B')]",369
369,CXCL10,NP_001556.2,"[('XP_022520624.2', 'LOC111191009')]",370
370,CXCL14,NP_004878.3,"[('XP_007246471.1', 'CXCL14')]",371
371,CXCL2,NP_002080.1,"[('XP_007229345.3', 'CXCL8A')]",372
372,CXCL8,NP_000575.1,"[('XP_007229345.3', 'CXCL8A')]",373
373,CXCR1,NP_000625.1,"[('XP_022519641.2', 'CXCR2')]",374
374,CXCR2,XP_054197796.1,"[('XP_022519641.2', 'CXCR2')]",375
375,CXCR4,NP_003458.1,"[('XP_007232446.2', 'CXCR4B')]",376
376,CXCR5,XP_054225616.1,"[('XP_007259597.2', 'LOC103046415')]",377
377,CXXC5,NP_057547.5,"[('XP_007254153.2', 'CXXC5A'), ('XP_007254154.2', 'CXXC5A'), ('XP_022531821.1', 'CXXC5A')]",378
378,CYBB,NP_000388.2,"[('XP_022523838.2', 'LOC103031151')]",379
379,CYC1,NP_001907.3,"[('XP_007241341.1', 'LOC103023575')]",380
380,CYFIP2,NP_001278651.1,"[('XP_007254506.2', 'CYFIP2')]",381
381,CYLD,NP_056062.1,"[('XP_007244893.3', 'CYLDA'), ('XP_007244894.3', 'CYLDA')]",382
382,CYP11A1,NP_000772.2,"[('XP_022527915.1', 'LOC103021835')]",383
383,CYP11B2,NP_000489.3,"[('XP_007256957.3', 'LOC103026652')]",384
384,CYP17A1,NP_000093.1,"[('XP_015461326.2', 'LOC103036160'), ('XP_049337419.1', 'LOC103036160')]",385
385,CYP19A1,NP_001334177.1,"[('XP_022542742.2', 'LOC103038449'), ('XP_049330368.1', 'CDHR5B')]",386
386,CYP1B1,NP_000095.2,"[('XP_007258757.3', 'LOC103036816'), ('XP_049319489.1', 'LOC103030149')]",387
387,CYP27A1,NP_000775.1,"[('XP_007227997.3', 'SI:DKEY-91I10.3'), ('XP_007260038.3', 'LOC103023980'), ('XP_007260039.2', 'LOC103024291')]",388
388,CYP27B1,NP_000776.1,"[('XP_007248449.2', 'LOC103035224')]",389
389,CYP2A6,NP_000753.3,"[('XP_022534787.2', 'LOC103025252')]",390
390,CYP2C19,NP_000760.1,"[('XP_022534786.2', 'LOC103027356'), ('XP_022534787.2', 'LOC103025252')]",391
391,CYP2C8,NP_000761.3,"[('XP_022534786.2', 'LOC103027356'), ('XP_022534787.2', 'LOC103025252')]",392
392,CYP2C9,NP_000762.2,"[('XP_022534786.2', 'LOC103027356'), ('XP_022534787.2', 'LOC103025252')]",393
393,CYP2F1,NP_000765.2,"[('XP_022534786.2', 'LOC103027356'), ('XP_022534787.2', 'LOC103025252')]",394
394,CYP2J2,NP_000766.2,"[('XP_007259570.3', 'LOC103036530'), ('XP_007259572.2', 'LOC103037239'), ('XP_049337725.1', 'LOC125803022'), ('XP_049342372.1', 'LOC103036904')]",395
395,CYP3A4,NP_001189784.1,"[('XP_022530141.2', 'LOC103031034')]",396
396,CYP3A5,NP_000768.1,"[('XP_022530141.2', 'LOC103031034')]",397
397,CYP3A7,NP_000756.3,"[('XP_022530141.2', 'LOC103031034')]",398
398,CYP46A1,NP_006659.1,"[('XP_022521519.2', 'LOC103039880')]",399
399,CYP4F12,NP_076433.3,"[('XP_022526025.2', 'LOC103027280')]",400
400,CYP7A1,NP_000771.2,"[('XP_022523433.1', 'LOC103040934')]",401
401,CYP8B1,NP_004382.2,"[('XP_007232532.2', 'LOC103039627')]",402
402,CYSLTR1,NP_001269115.1,"[('XP_007228460.1', 'CYSLTR1')]",403
403,DACT1,NP_057735.2,"[('XP_007251975.3', 'DACT1')]",404
404,DACT3,NP_659493.2,"[('XP_007252510.3', 'DACT3A')]",405
405,DAP3,NP_387506.1,"[('XP_049336576.1', 'DAP3')]",406
406,DAPK1,XP_054218179.1,"[('XP_007257746.2', 'DAPK1')]",407
407,DAPK2,NP_001371926.1,"[('XP_007228322.1', 'DAPK2B')]",408
408,DBF4,NP_006707.1,"[('XP_007242151.3', 'DBF4')]",409
409,DBH,NP_000778.3,"[('XP_022536658.2', 'DBH')]",410
410,DBI,NP_001171514.1,"[('XP_007261106.1', 'DBI')]",411
411,DCC,NP_005206.2,"[('XP_022524541.1', 'DCC'), ('XP_022524542.1', 'DCC')]",412
412,DCDC2,NP_057440.2,"[('XP_007254596.3', 'LOC103026450'), ('XP_022528597.2', 'LOC103038683'), ('XP_022528598.2', 'LOC103038683')]",413
413,DCK,NP_000779.1,"[('XP_007234039.2', 'DCK')]",414
414,DDB1,NP_001914.3,"[('XP_049339201.1', 'DDB1'), ('XP_049339202.1', 'DDB1')]",415
415,DDB2,NP_001386804.1,"[('XP_007256039.3', 'DDB2')]",416
416,DDIT4,NP_061931.1,"[('XP_007250187.2', 'DDIT4')]",417
417,DDR2,NP_001341911.1,"[('XP_007258427.2', 'DDR2A'), ('XP_007258428.2', 'DDR2A'), ('XP_007258429.2', 'DDR2A')]",418
418,DDX18,NP_006764.3,"[('XP_007261116.3', 'DDX18')]",419
419,DDX21,NP_004719.2,"[('XP_049328103.1', 'DDX21')]",420
420,DEDD,NP_127491.1,"[('XP_007237013.2', 'DEDD')]",421
421,DENND4A,NP_001363848.1,"[('XP_007249221.2', 'DENND4A'), ('XP_007249222.2', 'DENND4A')]",422
422,DES,NP_001369641.1,"[('XP_007234616.1', 'DESMB')]",423
423,DHCR24,NP_055577.1,"[('XP_049337308.1', 'DHCR24')]",424
424,DHFR,NP_000782.1,"[('XP_022523968.2', 'DHFR')]",425
425,DHX9,NP_001348.2,"[('XP_007258096.3', 'DHX9')]",426
426,DICER1,NP_001382606.1,"[('XP_022529006.2', 'DICER1')]",427
427,DKK1,NP_036374.1,"[('XP_007234058.2', 'DKK1B')]",428
428,DKK3,NP_056965.3,"[('XP_022525758.2', 'DKK3A')]",429
429,DLG1,NP_001353148.1,"[('XP_007248314.3', 'DLG1A'), ('XP_022530866.2', 'DLG1A'), ('XP_022534385.2', 'DLG1B'), ('XP_049335156.1', 'DLG1A')]",430
430,DLG4,NP_001308003.1,"[('XP_049319146.1', 'DLG4B'), ('XP_049319148.1', 'DLG4B'), ('XP_049319150.1', 'DLG4B'), ('XP_049319153.1', 'DLG4B'), ('XP_049321172.1', 'LOC103046947'), ('XP_049321173.1', 'LOC103046947'), ('XP_049321174.1', 'LOC103046947'), ('XP_049321175.1', 'LOC103046947'), ('XP_049321176.1', 'LOC103046947'), ('XP_049321178.1', 'LOC103046947')]",431
431,DLK1,NP_003827.4,"[('XP_007258966.3', 'LOC103042946')]",432
432,DLL4,NP_061947.1,"[('XP_007231567.2', 'DLL4')]",433
433,DLX3,NP_005211.1,"[('XP_007241582.2', 'DLX3B')]",434
434,DLX4,NP_612138.1,"[('XP_022521933.1', 'DLX4A')]",435
435,DLX5,NP_005212.1,"[('XP_007259889.2', 'DLX5A')]",436
436,DMAP1,NP_061973.1,"[('XP_007236177.1', 'DMAP1'), ('XP_049342045.1', 'DMAP1')]",437
437,DMD,XP_054182594.1,"[('XP_022530476.2', 'DMD'), ('XP_022530477.2', 'DMD'), ('XP_049325948.1', 'DMD'), ('XP_049325949.1', 'DMD'), ('XP_049325950.1', 'DMD'), ('XP_049325951.1', 'DMD'), ('XP_049325952.1', 'DMD')]",438
438,DMPK,NP_001411092.1,"[('XP_022537031.2', 'LOC103039616')]",439
439,DMRT1,XP_054218204.1,"[('XP_015463476.2', 'DMRT1'), ('XP_022520599.1', 'DMRT1')]",440
440,DNAJC12,NP_068572.1,"[('XP_007238594.3', 'DNAJC12')]",441
441,DNAJC3,XP_054230731.1,"[('XP_007248100.3', 'DNAJC3B'), ('XP_007260643.3', 'DNAJC3A')]",442
442,DNASE2,NP_001366.1,"[('XP_007242189.3', 'DNASE2')]",443
443,DNASE2B,NP_067056.2,"[('XP_007233258.3', 'DNASE2B')]",444
444,DNM3,XP_054191858.1,"[('XP_022518173.1', 'DNM3B'), ('XP_049337498.1', 'DNM3A'), ('XP_049337502.1', 'DNM3A'), ('XP_049337505.1', 'DNM3A'), ('XP_049337506.1', 'DNM3A'), ('XP_049338817.1', 'DNM3B')]",445
445,DNMT1,NP_001370.1,"[('XP_049332012.1', 'DNMT1')]",446
446,DNMT3A,NP_072046.2,"[('XP_022528614.2', 'DNMT3AB'), ('XP_022528615.2', 'DNMT3AB'), ('XP_022528616.2', 'DNMT3AB'), ('XP_022528617.2', 'DNMT3AB')]",447
447,DNMT3B,XP_054179091.1,"[('XP_007250066.2', 'DNMT3BB.1'), ('XP_015461457.2', 'DNMT3BB.1')]",448
448,DOCK1,NP_001364473.1,"[('XP_049320892.1', 'DOCK1'), ('XP_049320893.1', 'DOCK1')]",449
449,DOK1,NP_001372.1,"[('XP_007242097.3', 'DOK1B')]",450
450,DPYSL2,NP_001184222.1,"[('XP_007247271.3', 'DPYSL2A'), ('XP_022541024.1', 'DPYSL2B'), ('XP_022541025.1', 'DPYSL2B')]",451
451,DR1,NP_001929.1,"[('XP_007253510.1', 'DR1')]",452
452,DRAM1,NP_060840.2,"[('XP_007233756.2', 'DRAM1')]",453
