,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
783,FGF4,NP_034332.2,Astyanax_mexicanus,XP_022525756.1,FGF4,Mus_musculus,NP_034332.2,FGF4,1.9299999999999997e-54,212.0,1.2699999999999999e-54,212.0
784,FGF7,NP_032034.1,Astyanax_mexicanus,XP_022542725.1,FGF7,Mus_musculus,NP_032034.1,FGF7,5.52e-43,174.0,3.34e-43,174.0
785,FGF7,NP_032034.1,Astyanax_mexicanus,XP_022542726.1,FGF7,Mus_musculus,NP_032034.1,FGF7,5.52e-43,174.0,3.34e-43,174.0
786,FGF8,NP_001159834.1,Astyanax_mexicanus,NP_001278192.1,FGF8A,Mus_musculus,NP_001159834.1,FGF8,4.18e-85,314.0,2.6600000000000004e-85,314.0
787,FGFBP1,NP_001408505.1,Astyanax_mexicanus,XP_007239109.2,FGFBP1A,Mus_musculus,NP_001408505.1,FGFBP1,7.35e-16,84.0,5.36e-16,84.0
788,FGFR2,NP_001334567.1,Astyanax_mexicanus,XP_049336988.1,FGFR2,Mus_musculus,NP_001334567.1,FGFR2,0.0,1160.0,0.0,1160.0
789,FGFR2,NP_001334567.1,Astyanax_mexicanus,XP_049336989.1,FGFR2,Mus_musculus,NP_001334567.1,FGFR2,0.0,1169.0,0.0,1169.0
790,FHL2,NP_001399527.1,Astyanax_mexicanus,XP_022536137.2,FHL2A,Mus_musculus,NP_001399527.1,FHL2,4.02e-155,547.0,2.5e-155,547.0
791,FHL2,NP_001399527.1,Astyanax_mexicanus,XP_022536138.2,FHL2A,Mus_musculus,NP_001399527.1,FHL2,4.02e-155,547.0,2.5e-155,547.0
792,FHL2,NP_001399527.1,Astyanax_mexicanus,XP_022536139.2,FHL2A,Mus_musculus,NP_001399527.1,FHL2,4.02e-155,547.0,2.5e-155,547.0
793,FHL2,NP_001399527.1,Astyanax_mexicanus,XP_049335384.1,FHL2B,Mus_musculus,NP_001399527.1,FHL2,1.61e-154,545.0,1e-154,545.0
794,FKBP8,NP_001104536.1,Astyanax_mexicanus,XP_049321270.1,FKBP8,Mus_musculus,NP_001104536.1,FKBP8,5.13e-114,411.0,3.15e-114,411.0
795,FLI1,NP_001397180.1,Astyanax_mexicanus,XP_022535464.2,FLI1,Mus_musculus,NP_001397180.1,FLI1,2.17e-193,675.0,1.1300000000000001e-193,675.0
796,FLI1,NP_001397180.1,Astyanax_mexicanus,XP_049339637.1,FLI1,Mus_musculus,NP_001397180.1,FLI1,2.66e-194,678.0,1.4200000000000002e-194,678.0
797,FLI1,NP_001397180.1,Astyanax_mexicanus,XP_049339638.1,FLI1,Mus_musculus,NP_001397180.1,FLI1,2.3299999999999998e-197,688.0,1.38e-197,688.0
798,FLT1,NP_034358.2,Astyanax_mexicanus,XP_007249053.3,FLT1,Mus_musculus,NP_034358.2,FLT1,0.0,1196.0,0.0,1196.0
799,FLT3,NP_034359.2,Astyanax_mexicanus,XP_022538328.2,FLT3,Mus_musculus,NP_034359.2,FLT3,1.65e-164,580.0,1.04e-164,580.0
800,FMO3,NP_032056.1,,,,,,,,,,
801,FMR1,NP_032057.2,Astyanax_mexicanus,XP_022539181.1,FMR1,Mus_musculus,NP_032057.2,FMR1,1.76e-204,712.0,1.18e-204,712.0
802,FN1,NP_001263342.1,,,,,,,,,,
803,FOLR1,NP_001399365.1,Astyanax_mexicanus,XP_007247704.3,FOLR,Mus_musculus,NP_001399365.1,FOLR1,8.16e-81,300.0,5.1699999999999995e-81,300.0
804,FOSB,NP_032062.1,Astyanax_mexicanus,XP_007235608.3,FOSB,Mus_musculus,NP_032062.1,FOSB,3.19e-65,249.0,1.54e-65,249.0
805,FOSL2,NP_032063.2,Astyanax_mexicanus,XP_007248508.2,FOSL2,Mus_musculus,NP_032063.2,FOSL2,1.1e-77,290.0,6.76e-78,290.0
806,FOXA2,NP_001277994.1,Astyanax_mexicanus,XP_049320164.1,FOXA2,Mus_musculus,NP_001277994.1,FOXA2,1.2700000000000001e-132,473.0,7.87e-133,473.0
807,FOXA3,NP_032286.1,,,,,,,,,,
808,FOXC2,NP_038547.2,,,,,,,,,,
809,FOXD3,NP_034555.3,Astyanax_mexicanus,XP_007248267.2,FOXD3,Mus_musculus,NP_034555.3,FOXD3,5.8e-74,278.0,3.9899999999999995e-74,278.0
810,FOXE1,NP_899121.1,Astyanax_mexicanus,XP_007243593.2,FOXE1,Mus_musculus,NP_899121.1,FOXE1,8.070000000000001e-70,264.0,5.1700000000000004e-70,264.0
811,FOXE3,NP_056573.1,,,,,,,,,,
812,FOXF1,NP_034556.2,Astyanax_mexicanus,XP_007244078.1,FOXF1,Mus_musculus,NP_034556.2,FOXF1,5.200000000000001e-161,567.0,3.2300000000000004e-161,567.0
813,FOXJ3,NP_001344106.1,Astyanax_mexicanus,XP_022538173.2,FOXJ3,Mus_musculus,NP_001344106.1,FOXJ3,4.2400000000000005e-223,774.0,2.5900000000000004e-223,774.0
814,FOXL1,NP_032050.2,,,,,,,,,,
815,FOXL2,NP_036150.1,Astyanax_mexicanus,XP_007232357.3,FOXL2A,Mus_musculus,NP_036150.1,FOXL2,8.69e-99,360.0,6.59e-99,360.0
816,FOXM1,NP_032047.4,Astyanax_mexicanus,XP_049331061.1,FOXM1,Mus_musculus,NP_032047.4,FOXM1,1.79e-101,370.0,1.3e-101,370.0
817,FOXM1,NP_032047.4,Astyanax_mexicanus,XP_049331062.1,FOXM1,Mus_musculus,NP_032047.4,FOXM1,1.79e-101,370.0,1.3e-101,370.0
818,FOXM1,NP_032047.4,Astyanax_mexicanus,XP_049331063.1,FOXM1,Mus_musculus,NP_032047.4,FOXM1,1.78e-101,370.0,1.3e-101,370.0
819,FOXM1,NP_032047.4,Astyanax_mexicanus,XP_049331064.1,FOXM1,Mus_musculus,NP_032047.4,FOXM1,1.11e-99,364.0,8.31e-100,364.0
820,FOXN4,XP_006530184.1,Astyanax_mexicanus,XP_007241346.4,FOXN4,Mus_musculus,XP_006530184.1,FOXN4,5.820000000000001e-123,441.0,3.79e-123,441.0
821,FOXO1,NP_062713.2,Astyanax_mexicanus,XP_007236771.2,FOXO1A,Mus_musculus,NP_062713.2,FOXO1,1.53e-153,543.0,9.35e-154,543.0
822,FOXO1,NP_062713.2,Astyanax_mexicanus,XP_007236772.2,FOXO1A,Mus_musculus,NP_062713.2,FOXO1,1.53e-153,543.0,9.35e-154,543.0
823,FOXO3,NP_001363896.1,Astyanax_mexicanus,XP_007255737.1,FOXO3B,Mus_musculus,NP_001363896.1,FOXO3,1.09e-164,580.0,7.01e-165,580.0
824,FOXO4,NP_061259.1,Astyanax_mexicanus,XP_007258711.3,FOXO4,Mus_musculus,NP_061259.1,FOXO4,1.7399999999999998e-101,370.0,8.67e-102,370.0
825,FOXP1,NP_001184250.1,Astyanax_mexicanus,XP_049335431.1,FOXP1B,Mus_musculus,NP_001184250.1,FOXP1,9.9e-211,733.0,6.15e-211,733.0
826,FOXP1,NP_001184250.1,Astyanax_mexicanus,XP_049335432.1,FOXP1B,Mus_musculus,NP_001184250.1,FOXP1,9.43e-217,753.0,5.8600000000000004e-217,753.0
827,FOXP2,XP_036021645.1,Astyanax_mexicanus,XP_049329367.1,FOXP2,Mus_musculus,XP_036021645.1,FOXP2,2.9999999999999997e-221,768.0,1.9699999999999998e-221,768.0
828,FOXP2,XP_036021645.1,Astyanax_mexicanus,XP_049329368.1,FOXP2,Mus_musculus,XP_036021645.1,FOXP2,2.9999999999999997e-221,768.0,1.9699999999999998e-221,768.0
829,FOXP3,NP_473380.1,Astyanax_mexicanus,XP_015456426.3,FOXP3B,Mus_musculus,NP_473380.1,FOXP3,3.01e-56,219.0,2.1e-56,219.0
830,FRZB,NP_035486.1,Astyanax_mexicanus,XP_007244424.1,FRZB,Mus_musculus,NP_035486.1,FRZB,3.83e-120,431.0,2.4e-120,431.0
831,FSHB,NP_032071.1,Astyanax_mexicanus,XP_022522823.1,FSHB,Mus_musculus,NP_032071.1,FSHB,5.28e-26,117.0,3.23e-26,117.0
832,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_007228198.3,FURINB,Mus_musculus,NP_001074923.1,FURIN,8.299999999999999e-290,996.0,4.89e-290,996.0
833,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_022525305.1,FURINA,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
834,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_022525306.1,FURINA,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
835,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_022525307.1,FURINA,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
836,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_022525308.1,FURINA,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
837,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_022525309.1,FURINA,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
838,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_022525310.1,FURINA,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
839,FURIN,NP_001074923.1,Astyanax_mexicanus,XP_022525311.1,FURINA,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
840,FUS,NP_631888.1,Astyanax_mexicanus,XP_022534476.2,TAF15,Mus_musculus,NP_631888.1,FUS,3.54e-56,219.0,2.5400000000000003e-56,219.0
841,FUS,NP_631888.1,Astyanax_mexicanus,XP_022534477.2,TAF15,Mus_musculus,NP_631888.1,FUS,3.53e-56,219.0,2.5400000000000003e-56,219.0
842,FUS,NP_631888.1,Astyanax_mexicanus,XP_022534478.2,TAF15,Mus_musculus,NP_631888.1,FUS,2.6e-58,226.0,1.98e-58,226.0
843,FXN,NP_032070.1,Astyanax_mexicanus,XP_022526299.2,FXN,Mus_musculus,NP_032070.1,FXN,3.0999999999999997e-40,165.0,1.83e-40,165.0
844,FXYD1,XP_011248951.1,,,,,,,,,,
845,FXYD2,NP_439888.1,,,,,,,,,,
846,FXYD5,NP_001403938.1,,,,,,,,,,
847,G6PC2,NP_067306.1,,,,,,,,,,
848,GABPB1,NP_001393143.1,Astyanax_mexicanus,XP_022542723.2,GABPB1,Mus_musculus,NP_001393143.1,GABPB1,4.59e-83,308.0,2.58e-83,308.0
849,GABRB3,NP_001033790.1,Astyanax_mexicanus,XP_007249169.3,GABRB3,Mus_musculus,NP_001033790.1,GABRB3,7.35e-217,753.0,4.12e-217,753.0
850,GABRB3,NP_001033790.1,Astyanax_mexicanus,XP_007249170.3,GABRB3,Mus_musculus,NP_001033790.1,GABRB3,1.81e-217,755.0,1.03e-217,755.0
851,GABRB3,NP_001033790.1,Astyanax_mexicanus,XP_007249171.2,GABRB3,Mus_musculus,NP_001033790.1,GABRB3,1.41e-216,752.0,8.24e-217,752.0
852,GABRB3,NP_001033790.1,Astyanax_mexicanus,XP_007249172.3,GABRB3,Mus_musculus,NP_001033790.1,GABRB3,2.13e-221,768.0,1.26e-221,768.0
853,GABRB3,NP_001033790.1,Astyanax_mexicanus,XP_007249173.1,GABRB3,Mus_musculus,NP_001033790.1,GABRB3,4.0699999999999996e-221,767.0,2.51e-221,767.0
854,GABRE,XP_011245825.1,,,,,,,,,,
855,GAD1,NP_001407029.1,Astyanax_mexicanus,XP_007244205.2,GAD1B,Mus_musculus,NP_001407029.1,GAD1,2.91e-290,997.0,1.83e-290,997.0
856,GAD1,NP_001407029.1,Astyanax_mexicanus,XP_007253561.3,GAD1A,Mus_musculus,NP_001407029.1,GAD1,2.2299999999999998e-295,1014.0,1.39e-295,1014.0
857,GAD1,NP_001407029.1,Astyanax_mexicanus,XP_015462433.3,GAD1A,Mus_musculus,NP_001407029.1,GAD1,2.2299999999999998e-295,1014.0,1.39e-295,1014.0
858,GAD1,NP_001407029.1,Astyanax_mexicanus,XP_022536082.2,GAD1A,Mus_musculus,NP_001407029.1,GAD1,3.6599999999999994e-282,970.0,2.45e-282,970.0
859,GADD45A,NP_031862.1,Astyanax_mexicanus,XP_049335661.1,GADD45AB,Mus_musculus,NP_031862.1,GADD45A,3.29e-51,201.0,2.12e-51,201.0
860,GADD45B,NP_032681.1,Astyanax_mexicanus,XP_007240278.1,GADD45BA,Mus_musculus,NP_032681.1,GADD45B,1.37e-53,209.0,8.03e-54,209.0
861,GAL3ST1,XP_036012743.1,Astyanax_mexicanus,XP_007229474.1,GAL3ST1A,Mus_musculus,XP_036012743.1,GAL3ST1,2.84e-136,485.0,1.87e-136,485.0
862,GAL3ST1,XP_036012743.1,Astyanax_mexicanus,XP_022523008.1,GAL3ST1A,Mus_musculus,XP_036012743.1,GAL3ST1,2.84e-136,485.0,1.87e-136,485.0
863,GAS2,XP_036008574.1,Astyanax_mexicanus,XP_007228289.2,LOC103043407,Mus_musculus,XP_036008574.1,GAS2,1.7800000000000003e-129,462.0,1.18e-129,462.0
864,GATA1,NP_001397533.1,Astyanax_mexicanus,XP_022537879.2,GATA1A,Mus_musculus,NP_001397533.1,GATA1,7.22e-66,251.0,4.71e-66,251.0
865,GATA2,NP_001342182.1,Astyanax_mexicanus,XP_007228786.1,GATA2A,Mus_musculus,NP_001342182.1,GATA2,4.33e-181,634.0,2.7800000000000004e-181,634.0
866,GATA2,NP_001342182.1,Astyanax_mexicanus,XP_049327700.1,GATA2A,Mus_musculus,NP_001342182.1,GATA2,1.4000000000000002e-179,629.0,8.89e-180,629.0
867,GATA2,NP_001342182.1,Astyanax_mexicanus,XP_049327701.1,GATA2A,Mus_musculus,NP_001342182.1,GATA2,1.4000000000000002e-179,629.0,8.89e-180,629.0
868,GATA3,NP_001342039.1,Astyanax_mexicanus,XP_007235048.2,GATA3,Mus_musculus,NP_001342039.1,GATA3,2.1099999999999999e-178,625.0,1.31e-178,625.0
869,GATA3,NP_001342039.1,Astyanax_mexicanus,XP_007235049.2,GATA3,Mus_musculus,NP_001342039.1,GATA3,3.3899999999999998e-171,601.0,2.2e-171,601.0
870,GATA5,NP_032119.2,Astyanax_mexicanus,XP_007250842.2,GATA5,Mus_musculus,NP_032119.2,GATA5,1.49e-87,323.0,9.76e-88,323.0
871,GATA5,NP_032119.2,Astyanax_mexicanus,XP_022533063.1,GATA5,Mus_musculus,NP_032119.2,GATA5,1.49e-87,323.0,9.76e-88,323.0
872,GATA5,NP_032119.2,Astyanax_mexicanus,XP_049318860.1,GATA5,Mus_musculus,NP_032119.2,GATA5,5.56e-84,311.0,4e-84,311.0
873,GBP2,NP_034390.1,Astyanax_mexicanus,XP_022519957.2,GBP1,Mus_musculus,NP_034390.1,GBP2,3.76e-120,432.0,2.19e-120,432.0
874,GBP2,NP_034390.1,Astyanax_mexicanus,XP_049341129.1,LOC103024483,Mus_musculus,NP_034390.1,GBP2,4.71e-121,435.0,2.74e-121,435.0
875,GBX2,NP_034392.1,Astyanax_mexicanus,XP_049335850.1,GBX2,Mus_musculus,NP_034392.1,GBX2,6.610000000000001e-88,324.0,4.2e-88,324.0
876,GCFC2,NP_808552.2,Astyanax_mexicanus,XP_022528285.2,GCFC2,Mus_musculus,NP_808552.2,GCFC2,1.4600000000000001e-99,364.0,8.45e-100,364.0
877,GCG,NP_032126.1,,,,,,,,,,
878,GCK,NP_034422.2,Astyanax_mexicanus,XP_007234276.1,GCK,Mus_musculus,NP_034422.2,GCK,2.6799999999999997e-216,751.0,1.62e-216,751.0
879,GCLC,NP_034425.1,Astyanax_mexicanus,XP_049337053.1,GCLC,Mus_musculus,NP_034425.1,GCLC,0.0,1050.0,0.0,1050.0
880,GCLM,NP_032155.1,Astyanax_mexicanus,XP_049342039.1,GCLM,Mus_musculus,NP_032155.1,GCLM,5.159999999999999e-91,334.0,3.23e-91,334.0
881,GCM1,NP_032129.2,,,,,,,,,,
882,GDF15,NP_001317616.1,,,,,,,,,,
883,GDF5,NP_032135.2,Astyanax_mexicanus,XP_007241771.2,GDF5,Mus_musculus,NP_032135.2,GDF5,1.92e-125,449.0,1.41e-125,449.0
884,GFI1,NP_001254550.1,Astyanax_mexicanus,XP_007233675.2,GFI1AB,Mus_musculus,NP_001254550.1,GFI1,1.53e-53,210.0,1.23e-53,210.0
885,GFI1,NP_001254550.1,Astyanax_mexicanus,XP_015456870.2,GFI1AB,Mus_musculus,NP_001254550.1,GFI1,6.12e-53,208.0,4.91e-53,208.0
886,GFI1B,NP_032140.1,Astyanax_mexicanus,XP_022532344.2,GFI1B,Mus_musculus,NP_032140.1,GFI1B,3.8e-39,162.0,2.33e-39,162.0
887,GINS3,NP_084474.1,Astyanax_mexicanus,XP_022539604.1,GINS3,Mus_musculus,NP_084474.1,GINS3,3.52e-78,291.0,2.24e-78,291.0
888,GJA1,XP_036011510.1,Astyanax_mexicanus,XP_007255453.3,GJA1B,Mus_musculus,XP_036011510.1,GJA1,4.77e-173,607.0,2.97e-173,607.0
889,GJA4,NP_032146.1,,,,,,,,,,
890,GJA5,NP_001258557.1,Astyanax_mexicanus,XP_007227793.3,GJA5A,Mus_musculus,NP_001258557.1,GJA5,9.95e-92,337.0,5.2799999999999996e-92,337.0
891,GJA5,NP_001258557.1,Astyanax_mexicanus,XP_007251416.3,GJA5B,Mus_musculus,NP_001258557.1,GJA5,1.87e-91,336.0,1.0599999999999999e-91,336.0
892,GJA5,NP_001258557.1,Astyanax_mexicanus,XP_007251417.3,GJA5B,Mus_musculus,NP_001258557.1,GJA5,1.87e-91,336.0,1.0599999999999999e-91,336.0
893,GJD2,NP_001405278.1,Astyanax_mexicanus,XP_007252998.1,GJD2B,Mus_musculus,NP_001405278.1,GJD2,3.77e-145,514.0,2.4700000000000002e-145,514.0
894,GJD2,NP_001405278.1,Astyanax_mexicanus,XP_007257460.2,LOC103021563,Mus_musculus,NP_001405278.1,GJD2,2.43e-143,508.0,1.58e-143,508.0
895,GLB1,NP_033882.1,Astyanax_mexicanus,XP_049328142.1,GLB1,Mus_musculus,NP_033882.1,GLB1,4.4400000000000005e-251,867.0,2.7100000000000002e-251,867.0
896,GLI1,NP_034426.2,,,,,,,,,,
897,GLI2,NP_001074594.1,Astyanax_mexicanus,XP_007227973.3,GLI2A,Mus_musculus,NP_001074594.1,GLI2,0.0,1169.0,0.0,1169.0
898,GLI2,NP_001074594.1,Astyanax_mexicanus,XP_022536275.2,GLI2A,Mus_musculus,NP_001074594.1,GLI2,0.0,1169.0,0.0,1169.0
899,GLIPR1,NP_082884.1,Astyanax_mexicanus,XP_007244141.3,GLIPR1B,Mus_musculus,NP_082884.1,GLIPR1,8.57e-50,197.0,5.24e-50,197.0
900,GLIPR1,NP_082884.1,Astyanax_mexicanus,XP_022530010.2,GLIPR1A,Mus_musculus,NP_082884.1,GLIPR1,6.14e-51,201.0,3.27e-51,201.0
901,GLIS3,NP_780668.3,Astyanax_mexicanus,XP_007250297.3,GLIS3,Mus_musculus,NP_780668.3,GLIS3,3.59e-112,406.0,2.33e-112,406.0
902,GLIS3,NP_780668.3,Astyanax_mexicanus,XP_007250298.3,GLIS3,Mus_musculus,NP_780668.3,GLIS3,3.59e-112,406.0,2.33e-112,406.0
903,GLS2,NP_001028436.2,Astyanax_mexicanus,XP_007229642.3,GLS2B,Mus_musculus,NP_001028436.2,GLS2,7.66e-232,803.0,4.66e-232,803.0
904,GLS2,NP_001028436.2,Astyanax_mexicanus,XP_049341768.1,GLS2A,Mus_musculus,NP_001028436.2,GLS2,4.96e-227,787.0,3.05e-227,787.0
905,GLUL,NP_032157.2,Astyanax_mexicanus,XP_022531133.2,GLULB,Mus_musculus,NP_032157.2,GLUL,3.77e-200,697.0,2.3400000000000002e-200,697.0
906,GLUL,NP_032157.2,Astyanax_mexicanus,XP_049334879.1,GLULA,Mus_musculus,NP_032157.2,GLUL,6e-199,693.0,3.7499999999999997e-199,693.0
907,GNRHR,NP_034453.1,Astyanax_mexicanus,XP_007237799.2,LOC103037789,Mus_musculus,NP_034453.1,GNRHR,5.5200000000000004e-65,248.0,2.98e-65,248.0
908,GNRHR,NP_034453.1,Astyanax_mexicanus,XP_007259899.1,GNRHR1,Mus_musculus,NP_034453.1,GNRHR,2.73e-68,259.0,1.46e-68,259.0
909,GPAM,XP_036017329.1,Astyanax_mexicanus,XP_022524671.2,GPAM,Mus_musculus,XP_036017329.1,GPAM,0.0,1052.0,0.0,1052.0
910,GPAM,XP_036017329.1,Astyanax_mexicanus,XP_022524672.2,GPAM,Mus_musculus,XP_036017329.1,GPAM,0.0,1052.0,0.0,1052.0
911,GPC4,NP_032176.2,Astyanax_mexicanus,XP_007258721.2,GPC4,Mus_musculus,NP_032176.2,GPC4,2.11e-177,622.0,1.32e-177,622.0
912,GPR143,NP_035081.3,Astyanax_mexicanus,XP_007227758.2,GPR143,Mus_musculus,NP_035081.3,GPR143,2.4300000000000003e-123,442.0,1.4700000000000001e-123,442.0
913,GREM1,NP_035954.1,Astyanax_mexicanus,XP_007257986.2,GREM1B,Mus_musculus,NP_035954.1,GREM1,1.23e-58,226.0,7.0400000000000005e-59,226.0
914,GREM2,NP_001408412.1,Astyanax_mexicanus,XP_007259779.3,GREM2B,Mus_musculus,NP_001408412.1,GREM2,3.9000000000000004e-64,244.0,2.45e-64,244.0
915,GRIA2,NP_001344853.2,Astyanax_mexicanus,XP_007245583.1,GRIA2B,Mus_musculus,NP_001344853.2,GRIA2,0.0,1541.0,0.0,1541.0
916,GRIA2,NP_001344853.2,Astyanax_mexicanus,XP_007245584.1,GRIA2B,Mus_musculus,NP_001344853.2,GRIA2,0.0,1560.0,0.0,1560.0
917,GRIA2,NP_001344853.2,Astyanax_mexicanus,XP_022537484.1,GRIA2A,Mus_musculus,NP_001344853.2,GRIA2,0.0,1522.0,0.0,1522.0
918,GRIA2,NP_001344853.2,Astyanax_mexicanus,XP_022537486.1,GRIA2A,Mus_musculus,NP_001344853.2,GRIA2,0.0,1541.0,0.0,1541.0
919,GRIK2,NP_001345795.2,Astyanax_mexicanus,XP_007238229.1,LOC103044887,Mus_musculus,NP_001345795.2,GRIK2,0.0,1602.0,0.0,1602.0
920,GRIK2,NP_001345795.2,Astyanax_mexicanus,XP_022529324.1,GRIK2,Mus_musculus,NP_001345795.2,GRIK2,0.0,1675.0,0.0,1675.0
921,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_007230552.1,GRIN1B,Mus_musculus,NP_001171128.1,GRIN1,0.0,1544.0,0.0,1544.0
922,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_022523350.1,GRIN1B,Mus_musculus,NP_001171128.1,GRIN1,0.0,1540.0,0.0,1540.0
923,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_022532363.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1523.0,0.0,1523.0
924,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_022532370.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1541.0,0.0,1541.0
925,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_022532371.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1553.0,0.0,1553.0
926,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049322284.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1523.0,0.0,1523.0
927,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049322286.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1524.0,0.0,1524.0
928,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049322287.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1523.0,0.0,1523.0
929,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049322288.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1532.0,0.0,1532.0
930,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049322289.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1530.0,0.0,1530.0
931,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049322290.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1541.0,0.0,1541.0
932,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049322291.1,GRIN1A,Mus_musculus,NP_001171128.1,GRIN1,0.0,1535.0,0.0,1535.0
933,GRIN1,NP_001171128.1,Astyanax_mexicanus,XP_049326656.1,GRIN1B,Mus_musculus,NP_001171128.1,GRIN1,0.0,1557.0,0.0,1557.0
934,GRIN2B,NP_032197.3,Astyanax_mexicanus,XP_049325697.1,GRIN2BB,Mus_musculus,NP_032197.3,GRIN2B,0.0,1868.0,0.0,1868.0
935,GRIN2B,NP_032197.3,Astyanax_mexicanus,XP_049325698.1,GRIN2BB,Mus_musculus,NP_032197.3,GRIN2B,0.0,1868.0,0.0,1868.0
936,GRIN2B,NP_032197.3,Astyanax_mexicanus,XP_049331731.1,LOC103041816,Mus_musculus,NP_032197.3,GRIN2B,0.0,1852.0,0.0,1852.0
937,GRIN2B,NP_032197.3,Astyanax_mexicanus,XP_049331732.1,LOC103041816,Mus_musculus,NP_032197.3,GRIN2B,0.0,1852.0,0.0,1852.0
938,GRIN2B,NP_032197.3,Astyanax_mexicanus,XP_049331733.1,LOC103041816,Mus_musculus,NP_032197.3,GRIN2B,0.0,1852.0,0.0,1852.0
939,GRIN2B,NP_032197.3,Astyanax_mexicanus,XP_049331734.1,LOC103041816,Mus_musculus,NP_032197.3,GRIN2B,0.0,1852.0,0.0,1852.0
940,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_022526949.2,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1593.0,0.0,1593.0
941,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329280.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1569.0,0.0,1569.0
942,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329281.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1575.0,0.0,1575.0
943,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329282.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1570.0,0.0,1570.0
944,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329283.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1578.0,0.0,1578.0
945,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329285.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1579.0,0.0,1579.0
946,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329286.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1585.0,0.0,1585.0
947,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329287.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1599.0,0.0,1599.0
948,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329288.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1575.0,0.0,1575.0
949,GRIP1,XP_006514301.1,Astyanax_mexicanus,XP_049329290.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1605.0,0.0,1605.0
950,GRM2,NP_001153825.1,Astyanax_mexicanus,XP_007253330.2,GRM2A,Mus_musculus,NP_001153825.1,GRM2,0.0,1267.0,0.0,1267.0
951,GRM2,NP_001153825.1,Astyanax_mexicanus,XP_007254610.3,GRM2B,Mus_musculus,NP_001153825.1,GRM2,0.0,1247.0,0.0,1247.0
952,GRM2,NP_001153825.1,Astyanax_mexicanus,XP_007254611.3,GRM2B,Mus_musculus,NP_001153825.1,GRM2,0.0,1218.0,0.0,1218.0
