,Ast,a,a2,Homo,b  ,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
2095,Astyanax_mexicanus,XP_007229393.2,ARPC5LA,Homo_sapiens,NP_112240.1,ARPC5L,1.9499999999999998e-60,232.0,9.15e-61,232.0
4599,Astyanax_mexicanus,XP_007231462.3,ARPC5LB,Homo_sapiens,NP_112240.1,ARPC5L,2.01e-57,222.0,9.370000000000001e-58,222.0
32314,Astyanax_mexicanus,XP_007256299.1,ARPIN,Homo_sapiens,NP_872422.1,ARPIN,8.15e-77,287.0,3.75e-77,287.0
8306,Astyanax_mexicanus,XP_007235205.1,ARPP19B,Homo_sapiens,NP_001293124.1,ARPP19,3.5599999999999994e-42,171.0,1.54e-42,171.0
84266,Astyanax_mexicanus,XP_022539005.2,ARPP21,Homo_sapiens,NP_001372424.1,ARPP21,1.01e-100,368.0,5.81e-101,368.0
87888,Astyanax_mexicanus,XP_022541181.1,ARRB1,Homo_sapiens,NP_004032.2,ARRB1,6.04e-222,770.0,2.78e-222,770.0
108836,Astyanax_mexicanus,XP_049324818.1,ARRB2A,Homo_sapiens,NP_004304.1,ARRB2,1.1099999999999999e-199,696.0,5.1300000000000004e-200,696.0
144672,Astyanax_mexicanus,XP_049338429.1,ARRB2B,Homo_sapiens,NP_004304.1,ARRB2,1.3900000000000002e-200,699.0,6.42e-201,699.0
18255,Astyanax_mexicanus,XP_007246115.1,ARRDC1B,Homo_sapiens,NP_689498.1,ARRDC1,1.07e-127,457.0,4.8e-128,457.0
12966,Astyanax_mexicanus,XP_007240239.3,ARRDC2,Homo_sapiens,NP_056498.1,ARRDC2,2.12e-146,519.0,9.789999999999999e-147,519.0
29296,Astyanax_mexicanus,XP_007253927.1,ARRDC3A,Homo_sapiens,NP_065852.1,ARRDC3,1.6799999999999997e-207,722.0,7.74e-208,722.0
6991,Astyanax_mexicanus,XP_007233910.3,ARSA,Homo_sapiens,NP_000478.3,ARSA,8.86e-173,607.0,3.9600000000000005e-173,607.0
53734,Astyanax_mexicanus,XP_022524614.1,ARSG,Homo_sapiens,NP_001254656.1,ARSG,1.25e-158,560.0,5.74e-159,560.0
48438,Astyanax_mexicanus,XP_022521371.2,ARSH,Homo_sapiens,NP_001660.2,ARSD,3.9700000000000006e-200,698.0,1.8600000000000002e-200,698.0
551,Astyanax_mexicanus,XP_007228087.1,ARSIA,Homo_sapiens,NP_001012301.1,ARSI,8.450000000000001e-247,853.0,3.91e-247,853.0
9596,Astyanax_mexicanus,XP_007236325.2,ARSIB,Homo_sapiens,NP_001012301.1,ARSI,1.17e-235,816.0,5.369999999999999e-236,816.0
73656,Astyanax_mexicanus,XP_022533935.2,ARSJ,Homo_sapiens,NP_001341139.1,ARSJ,2.1e-247,855.0,1.0200000000000001e-247,855.0
14848,Astyanax_mexicanus,XP_007243974.3,ARSK,Homo_sapiens,NP_937793.1,ARSK,2.48e-192,672.0,1.13e-192,672.0
2888,Astyanax_mexicanus,XP_007230026.1,ARV1,Homo_sapiens,NP_073623.1,ARV1,6.790000000000001e-79,294.0,3.51e-79,294.0
112028,Astyanax_mexicanus,XP_049326400.1,ARVCFB,Homo_sapiens,XP_054181600.1,ARVCF,0.0,1140.0,0.0,1140.0
42331,Astyanax_mexicanus,XP_015462112.3,ARXA,Homo_sapiens,NP_620689.1,ARX,3.7e-123,442.0,2.04e-123,442.0
28475,Astyanax_mexicanus,XP_007253206.3,AS3MT,Homo_sapiens,NP_065733.2,AS3MT,9.96e-116,417.0,4.5700000000000004e-116,417.0
5639,Astyanax_mexicanus,XP_007232647.3,ASAH1B,Homo_sapiens,NP_808592.2,ASAH1,1.53e-154,546.0,7.08e-155,546.0
73379,Astyanax_mexicanus,XP_022533726.2,ASAP1A,Homo_sapiens,XP_054216492.1,ASAP1,0.0,1503.0,0.0,1503.0
50579,Astyanax_mexicanus,XP_022522739.2,ASAP1B,Homo_sapiens,NP_001234925.1,ASAP1,0.0,1500.0,0.0,1500.0
27131,Astyanax_mexicanus,XP_007252269.1,ASAP2A,Homo_sapiens,NP_003878.1,ASAP2,0.0,1431.0,0.0,1431.0
53201,Astyanax_mexicanus,XP_022524320.2,ASAP3,Homo_sapiens,XP_054193505.1,ASAP3,1.02e-232,807.0,4.47e-233,807.0
32473,Astyanax_mexicanus,XP_007256441.3,ASB1,Homo_sapiens,NP_001035535.1,ASB1,1.8e-96,353.0,7.54e-97,353.0
1094,Astyanax_mexicanus,XP_007228440.2,ASB12B,Homo_sapiens,NP_569059.3,ASB12,2.76e-80,299.0,1.29e-80,299.0
1734,Astyanax_mexicanus,XP_007228960.1,ASB13B,Homo_sapiens,NP_078977.2,ASB13,3.57e-41,169.0,1.53e-41,169.0
26221,Astyanax_mexicanus,XP_007251595.3,ASB14A,Homo_sapiens,NP_001136205.2,ASB14,1.86e-122,440.0,8.530000000000001e-123,440.0
72347,Astyanax_mexicanus,XP_022533119.2,ASB14B,Homo_sapiens,NP_001136205.2,ASB14,1.45e-124,447.0,6.67e-125,447.0
60199,Astyanax_mexicanus,XP_022527429.2,ASB15B,Homo_sapiens,XP_054213267.1,ASB15,1.66e-106,387.0,7.7e-107,387.0
47130,Astyanax_mexicanus,XP_022520729.2,ASB16,Homo_sapiens,NP_543139.4,ASB16,5.170000000000001e-109,395.0,2.32e-109,395.0
45795,Astyanax_mexicanus,XP_022519479.2,ASB18,Homo_sapiens,NP_997721.2,ASB18,3.43e-92,339.0,1.72e-92,339.0
34765,Astyanax_mexicanus,XP_007258266.3,ASB2A.1,Homo_sapiens,NP_001189358.1,ASB2,3.12e-102,373.0,1.36e-102,373.0
57542,Astyanax_mexicanus,XP_022526069.2,ASB3,Homo_sapiens,NP_057199.1,ASB3,3.58e-82,306.0,1.64e-82,306.0
37604,Astyanax_mexicanus,XP_007259879.3,ASB4,Homo_sapiens,NP_057200.1,ASB4,2.8100000000000003e-116,419.0,1.3e-116,419.0
142690,Astyanax_mexicanus,XP_049337363.1,ASB5B,Homo_sapiens,NP_543150.1,ASB5,1.4999999999999998e-74,280.0,6.99e-75,280.0
44271,Astyanax_mexicanus,XP_022517816.1,ASB6,Homo_sapiens,NP_060343.1,ASB6,1.3e-100,367.0,5.78e-101,367.0
10391,Astyanax_mexicanus,XP_007237296.2,ASB7,Homo_sapiens,NP_937886.1,ASB7,6.280000000000001e-124,444.0,2.8900000000000004e-124,444.0
14632,Astyanax_mexicanus,XP_007243438.1,ASB8,Homo_sapiens,NP_001306225.1,ASB8,2.52e-52,206.0,1.16e-52,206.0
24526,Astyanax_mexicanus,XP_007250188.3,ASCC1,Homo_sapiens,NP_001185727.1,ASCC1,7.33e-118,424.0,3.4e-118,424.0
112384,Astyanax_mexicanus,XP_049326544.1,ASCC2,Homo_sapiens,NP_001356850.1,ASCC2,2.2099999999999998e-221,769.0,1.01e-221,769.0
138257,Astyanax_mexicanus,XP_049335994.1,ASCC3,Homo_sapiens,NP_006819.2,ASCC3,0.0,3298.0,0.0,3298.0
36093,Astyanax_mexicanus,XP_007259060.2,ASCL1A,Homo_sapiens,NP_004307.2,ASCL1,6.69e-61,234.0,3.53e-61,234.0
1851,Astyanax_mexicanus,XP_007229078.1,ASF1BA,Homo_sapiens,NP_054753.1,ASF1A,3.3899999999999996e-83,308.0,1.61e-83,308.0
32436,Astyanax_mexicanus,XP_007256391.1,ASGRL2,Homo_sapiens,NP_001316999.1,CLEC10A,2.79e-40,166.0,1.2799999999999998e-40,166.0
3526,Astyanax_mexicanus,XP_007230635.3,ASH1L,Homo_sapiens,NP_060959.2,ASH1L,0.0,1835.0,0.0,1835.0
79150,Astyanax_mexicanus,XP_022536590.1,ASH2L,Homo_sapiens,XP_054217444.1,ASH2L,2.5399999999999998e-288,991.0,1.2499999999999998e-288,991.0
82588,Astyanax_mexicanus,XP_022538088.1,ASIC1B,Homo_sapiens,NP_001086.2,ASIC1,1.6e-243,842.0,7.429999999999999e-244,842.0
65735,Astyanax_mexicanus,XP_022529668.2,ASIC1C,Homo_sapiens,NP_001085.2,ASIC2,4.59e-201,701.0,2.01e-201,701.0
5457,Astyanax_mexicanus,XP_007232447.3,ASIC4A,Homo_sapiens,NP_061144.4,ASIC4,1.02e-188,660.0,4.65e-189,660.0
35153,Astyanax_mexicanus,XP_007258567.1,ASIP1,Homo_sapiens,NP_001372147.1,ASIP,6.08e-08,57.4,2.86e-08,57.4
69564,Astyanax_mexicanus,XP_022531797.2,ASL,Homo_sapiens,NP_000039.2,ASL,1.33e-193,676.0,6.11e-194,676.0
48486,Astyanax_mexicanus,XP_022521392.2,ASMT,Homo_sapiens,NP_001403454.1,ASMT,1.09e-94,347.0,4.9699999999999995e-95,347.0
62614,Astyanax_mexicanus,XP_022528449.2,ASMT2,Homo_sapiens,NP_001403454.1,ASMT,6.97e-93,341.0,3.18e-93,341.0
342,Astyanax_mexicanus,XP_007227927.2,ASMTL,Homo_sapiens,NP_004183.2,ASMTL,2.2599999999999997e-191,669.0,1.05e-191,669.0
28538,Astyanax_mexicanus,XP_007253303.3,ASNSD1,Homo_sapiens,NP_001340426.1,ASNSD1,2.32e-188,659.0,1.11e-188,659.0
38179,Astyanax_mexicanus,XP_007260434.1,ASPA,Homo_sapiens,NP_000040.1,ASPA,3.42e-112,405.0,1.56e-112,405.0
32374,Astyanax_mexicanus,XP_007256342.2,ASPDH,Homo_sapiens,NP_001108070.1,ASPDH,8.61e-67,254.0,4.0299999999999994e-67,254.0
29200,Astyanax_mexicanus,XP_007253853.2,ASPG,Homo_sapiens,XP_054231993.1,ASPG,5.9600000000000006e-133,475.0,2.45e-133,475.0
155718,Astyanax_mexicanus,XP_049341872.1,ASPHD2,Homo_sapiens,NP_065170.2,ASPHD2,1.35e-135,483.0,6.1e-136,483.0
99666,Astyanax_mexicanus,XP_049321864.1,ASPM,Homo_sapiens,NP_060606.3,ASPM,0.0,1152.0,0.0,1152.0
98788,Astyanax_mexicanus,XP_049321537.1,ASPSCR1,Homo_sapiens,NP_076988.1,ASPSCR1,4.2600000000000005e-110,399.0,1.77e-110,399.0
23586,Astyanax_mexicanus,XP_007249504.1,ASRGL1,Homo_sapiens,NP_001077395.1,ASRGL1,1.96e-91,336.0,9.08e-92,336.0
157011,Astyanax_mexicanus,XP_049342341.1,ASS1,Homo_sapiens,NP_000041.2,ASS1,7.21e-198,690.0,3.31e-198,690.0
12528,Astyanax_mexicanus,XP_007239924.3,ASTE1B,Homo_sapiens,NP_054784.2,ASTE1,1.83e-121,437.0,7.9e-122,437.0
73014,Astyanax_mexicanus,XP_022533457.2,ASTN1,Homo_sapiens,NP_004310.1,ASTN1,0.0,2160.0,0.0,2160.0
19514,Astyanax_mexicanus,XP_007246903.3,ASXL1,Homo_sapiens,NP_056153.2,ASXL1,1.24e-131,472.0,5.2200000000000003e-132,472.0
27103,Astyanax_mexicanus,XP_007252247.3,ASXL2,Homo_sapiens,NP_060733.4,ASXL2,2.3200000000000002e-157,557.0,1.26e-157,557.0
32129,Astyanax_mexicanus,XP_007256024.2,ASZ1,Homo_sapiens,NP_570124.1,ASZ1,2.58e-53,210.0,1.19e-53,210.0
25840,Astyanax_mexicanus,XP_007251222.1,ATAD1B,Homo_sapiens,NP_001308896.1,ATAD1,1.98e-171,602.0,8.98e-172,602.0
88538,Astyanax_mexicanus,XP_022542364.2,ATAD2B,Homo_sapiens,XP_054198590.1,ATAD2B,0.0,1407.0,0.0,1407.0
83050,Astyanax_mexicanus,XP_022538242.2,ATAD3,Homo_sapiens,NP_001164006.1,ATAD3A,3.1699999999999996e-242,838.0,1.3199999999999998e-242,838.0
129522,Astyanax_mexicanus,XP_049331441.1,ATAD5A,Homo_sapiens,NP_079133.3,ATAD5,6.14e-203,709.0,2.83e-203,709.0
83898,Astyanax_mexicanus,XP_022538837.2,ATAT1,Homo_sapiens,NP_001399996.1,ATAT1,1.81e-74,280.0,8.94e-75,280.0
18430,Astyanax_mexicanus,XP_007246258.2,ATCAYA,Homo_sapiens,NP_149053.1,ATCAY,2.56e-138,492.0,1.2e-138,492.0
74650,Astyanax_mexicanus,XP_022534545.2,ATCAYB,Homo_sapiens,NP_149053.1,ATCAY,8.199999999999999e-134,477.0,3.9199999999999997e-134,477.0
29774,Astyanax_mexicanus,XP_007254295.1,ATF1,Homo_sapiens,XP_054228084.1,ATF1,4.37e-76,285.0,2.02e-76,285.0
78038,Astyanax_mexicanus,XP_022536055.1,ATF2,Homo_sapiens,NP_001243020.1,ATF2,1.86e-188,659.0,8.399999999999999e-189,659.0
17375,Astyanax_mexicanus,XP_007245534.1,ATF3,Homo_sapiens,NP_001025458.1,ATF3,1.08e-56,220.0,4.43e-57,220.0
4508,Astyanax_mexicanus,XP_007231405.2,ATF4A,Homo_sapiens,NP_001666.2,ATF4,1.56e-36,154.0,6.34e-37,154.0
140161,Astyanax_mexicanus,XP_049336600.1,ATF6,Homo_sapiens,NP_001397819.1,ATF6,1.69e-121,437.0,7.78e-122,437.0
121165,Astyanax_mexicanus,XP_049328900.1,ATF6B,Homo_sapiens,NP_001129625.1,ATF6B,3.6e-84,313.0,1.73e-84,313.0
71042,Astyanax_mexicanus,XP_022532599.1,ATF7A,Homo_sapiens,NP_001353484.1,ATF7,4.6e-161,568.0,2.11e-161,568.0
41057,Astyanax_mexicanus,XP_015460365.3,ATF7IP2,Homo_sapiens,NP_001300943.1,POGK,4.41e-51,203.0,1.58e-51,203.0
13838,Astyanax_mexicanus,XP_007241441.1,ATG10,Homo_sapiens,NP_001124500.1,ATG10,1.65e-45,183.0,7.41e-46,183.0
36997,Astyanax_mexicanus,XP_007259501.1,ATG101,Homo_sapiens,NP_001092143.1,ATG101,7.75e-108,390.0,3.57e-108,390.0
140095,Astyanax_mexicanus,XP_049336572.1,ATG12,Homo_sapiens,NP_004698.3,ATG12,1.5e-38,159.0,7.91e-39,159.0
114216,Astyanax_mexicanus,XP_049326967.1,ATG13,Homo_sapiens,NP_001192048.1,ATG13,5.13e-223,774.0,2.2800000000000003e-223,774.0
26731,Astyanax_mexicanus,XP_007251965.2,ATG14,Homo_sapiens,NP_055739.2,ATG14,1.99e-154,546.0,8.82e-155,546.0
57382,Astyanax_mexicanus,XP_022526008.2,ATG16L1,Homo_sapiens,NP_110430.5,ATG16L1,3.16e-233,808.0,1.4699999999999999e-233,808.0
84632,Astyanax_mexicanus,XP_022539276.2,ATG2A,Homo_sapiens,NP_001354901.1,ATG2A,0.0,1994.0,0.0,1994.0
92205,Astyanax_mexicanus,XP_049319841.1,ATG2B,Homo_sapiens,NP_060506.6,ATG2B,0.0,2545.0,0.0,2545.0
15348,Astyanax_mexicanus,XP_007244253.3,ATG3,Homo_sapiens,NP_071933.2,ATG3,1.59e-152,539.0,7.2e-153,539.0
100343,Astyanax_mexicanus,XP_049322035.1,ATG4A,Homo_sapiens,XP_054182398.1,ATG4A,5.88e-166,584.0,2.6200000000000002e-166,584.0
67844,Astyanax_mexicanus,XP_022531169.2,ATG4B,Homo_sapiens,NP_037457.3,ATG4B,3.3200000000000005e-173,608.0,1.5300000000000002e-173,608.0
21501,Astyanax_mexicanus,XP_007248266.2,ATG4C,Homo_sapiens,NP_116241.2,ATG4C,1.3e-168,593.0,5.830000000000001e-169,593.0
66676,Astyanax_mexicanus,XP_022530286.2,ATG4DA,Homo_sapiens,NP_116274.3,ATG4D,1.1299999999999999e-136,487.0,4.9e-137,487.0
75169,Astyanax_mexicanus,XP_022534810.1,ATG5,Homo_sapiens,NP_001273035.1,ATG5,2.53e-133,475.0,1.16e-133,475.0
21625,Astyanax_mexicanus,XP_007248362.3,ATG7,Homo_sapiens,NP_001336161.1,ATG7,0.0,1128.0,0.0,1128.0
67506,Astyanax_mexicanus,XP_022530968.1,ATG9A,Homo_sapiens,NP_001070666.1,ATG9A,0.0,1204.0,0.0,1204.0
21876,Astyanax_mexicanus,XP_007248589.1,ATL1,Homo_sapiens,NP_056999.2,ATL1,8.84e-269,926.0,4.0600000000000005e-269,926.0
13274,Astyanax_mexicanus,XP_007240423.3,ATL2,Homo_sapiens,NP_001295005.1,ATL2,7.35e-243,840.0,3.18e-243,840.0
35308,Astyanax_mexicanus,XP_007258706.2,ATL3,Homo_sapiens,NP_001276977.1,ATL3,1.06e-204,713.0,5.01e-205,713.0
75067,Astyanax_mexicanus,XP_022534729.2,ATM,Homo_sapiens,NP_000042.3,ATM,0.0,3193.0,0.0,3193.0
15011,Astyanax_mexicanus,XP_007244072.3,ATMIN,Homo_sapiens,NP_056066.2,ATMIN,2.12e-168,593.0,1.05e-168,593.0
27244,Astyanax_mexicanus,XP_007252338.3,ATOH7,Homo_sapiens,NP_660161.1,ATOH7,9.44e-27,120.0,4.72e-27,120.0
18780,Astyanax_mexicanus,XP_007246499.1,ATOX1,Homo_sapiens,NP_004036.1,ATOX1,6.31e-17,86.3,2.95e-17,86.3
68971,Astyanax_mexicanus,XP_022531515.2,ATP10A,Homo_sapiens,NP_077816.1,ATP10A,0.0,1764.0,0.0,1764.0
60738,Astyanax_mexicanus,XP_022527718.2,ATP10B,Homo_sapiens,NP_001397751.1,ATP10B,0.0,1338.0,0.0,1338.0
8943,Astyanax_mexicanus,XP_007235849.3,ATP10D,Homo_sapiens,NP_065186.3,ATP10D,0.0,1424.0,0.0,1424.0
110012,Astyanax_mexicanus,XP_049325202.1,ATP11A,Homo_sapiens,NP_115565.3,ATP11A,0.0,1888.0,0.0,1888.0
85858,Astyanax_mexicanus,XP_022539984.2,ATP11C,Homo_sapiens,XP_054182863.1,ATP11C,0.0,1597.0,0.0,1597.0
1871,Astyanax_mexicanus,XP_007229112.1,ATP13A1,Homo_sapiens,NP_065143.2,ATP13A1,0.0,1763.0,0.0,1763.0
72026,Astyanax_mexicanus,XP_022532954.2,ATP13A2,Homo_sapiens,NP_001135445.1,ATP13A2,0.0,1074.0,0.0,1074.0
99021,Astyanax_mexicanus,XP_049321690.1,ATP13A3,Homo_sapiens,NP_001354478.1,ATP13A3,0.0,1769.0,0.0,1769.0
78664,Astyanax_mexicanus,XP_022536277.2,ATP1A1B,Homo_sapiens,NP_000692.2,ATP1A1,0.0,1816.0,0.0,1816.0
132152,Astyanax_mexicanus,XP_049332473.1,ATP1A2A,Homo_sapiens,NP_000693.1,ATP1A2,0.0,1773.0,0.0,1773.0
28423,Astyanax_mexicanus,XP_007253156.2,ATP1A3A,Homo_sapiens,NP_001243143.1,ATP1A3,0.0,1857.0,0.0,1857.0
140515,Astyanax_mexicanus,XP_049336677.1,ATP1A3B,Homo_sapiens,NP_001243143.1,ATP1A3,0.0,1869.0,0.0,1869.0
9829,Astyanax_mexicanus,XP_007236705.3,ATP1B1A,Homo_sapiens,NP_001668.1,ATP1B1,1.39e-102,373.0,6.500000000000001e-103,373.0
14044,Astyanax_mexicanus,XP_007241952.1,ATP1B1B,Homo_sapiens,NP_001668.1,ATP1B1,2.1500000000000002e-107,389.0,9.92e-108,389.0
72941,Astyanax_mexicanus,XP_022533338.1,ATP1B2A,Homo_sapiens,NP_001669.3,ATP1B2,7.3e-91,334.0,3.4199999999999996e-91,334.0
16952,Astyanax_mexicanus,XP_007245254.3,ATP1B2B,Homo_sapiens,NP_001669.3,ATP1B2,5.82e-90,331.0,2.74e-90,331.0
132681,Astyanax_mexicanus,XP_049332723.1,ATP1B3A,Homo_sapiens,NP_001670.1,ATP1B3,5.03e-77,288.0,2.32e-77,288.0
68280,Astyanax_mexicanus,XP_022531200.2,ATP1B3B,Homo_sapiens,NP_001670.1,ATP1B3,5.1e-74,278.0,2.37e-74,278.0
85986,Astyanax_mexicanus,XP_022540023.2,ATP1B4,Homo_sapiens,NP_001135919.1,ATP1B4,2.64e-70,266.0,1.24e-70,266.0
2584,Astyanax_mexicanus,XP_007229807.3,ATP23,Homo_sapiens,NP_150592.1,ATP23,3.8399999999999996e-89,328.0,1.86e-89,328.0
61895,Astyanax_mexicanus,XP_022528372.2,ATP2A1,Homo_sapiens,NP_775293.1,ATP2A1,0.0,1677.0,0.0,1677.0
55277,Astyanax_mexicanus,XP_022525100.2,ATP2A1L,Homo_sapiens,NP_004311.1,ATP2A1,0.0,1651.0,0.0,1651.0
58033,Astyanax_mexicanus,XP_022526303.1,ATP2A2A,Homo_sapiens,NP_001672.1,ATP2A2,0.0,1733.0,0.0,1733.0
70600,Astyanax_mexicanus,XP_022532348.2,ATP2A2B,Homo_sapiens,NP_733765.1,ATP2A2,0.0,1832.0,0.0,1832.0
1380,Astyanax_mexicanus,XP_007228659.1,ATP2A3,Homo_sapiens,NP_775293.1,ATP2A1,0.0,1599.0,0.0,1599.0
60352,Astyanax_mexicanus,XP_022527499.1,ATP2B1A,Homo_sapiens,NP_001353453.1,ATP2B1,0.0,2023.0,0.0,2023.0
11073,Astyanax_mexicanus,XP_007238148.1,ATP2B1B,Homo_sapiens,NP_001399977.1,ATP2B1,0.0,1906.0,0.0,1906.0
10955,Astyanax_mexicanus,XP_007238083.3,ATP2B2,Homo_sapiens,NP_001001331.1,ATP2B2,0.0,2086.0,0.0,2086.0
10204,Astyanax_mexicanus,XP_007237017.3,ATP2B3A,Homo_sapiens,XP_054183107.1,ATP2B3,0.0,1974.0,0.0,1974.0
72357,Astyanax_mexicanus,XP_022533127.2,ATP2B3B,Homo_sapiens,XP_054183109.1,ATP2B3,0.0,1955.0,0.0,1955.0
20870,Astyanax_mexicanus,XP_007247830.2,ATP2B4,Homo_sapiens,NP_001675.3,ATP2B4,0.0,1808.0,0.0,1808.0
12851,Astyanax_mexicanus,XP_007240230.1,ATP5F1B,Homo_sapiens,NP_001677.2,ATP5F1B,5.759999999999999e-255,880.0,2.71e-255,880.0
122430,Astyanax_mexicanus,XP_049329772.1,ATP5F1C,Homo_sapiens,NP_001001973.1,ATP5F1C,4.6300000000000003e-123,441.0,2.17e-123,441.0
27669,Astyanax_mexicanus,XP_007252680.1,ATP5F1D,Homo_sapiens,NP_001001975.1,ATP5F1D,7.19e-50,197.0,3.45e-50,197.0
13918,Astyanax_mexicanus,XP_007241600.1,ATP5F1E,Homo_sapiens,NP_008817.1,ATP5F1E,4.32e-10,63.2,1.99e-10,63.2
32688,Astyanax_mexicanus,XP_007256648.2,ATP5FA1,Homo_sapiens,NP_001001937.1,ATP5F1A,4.959999999999999e-282,970.0,2.2899999999999997e-282,970.0
12514,Astyanax_mexicanus,XP_007239906.1,ATP5IF1A,Homo_sapiens,NP_057395.1,ATP5IF1,2.13e-06,52.0,9.71e-07,52.0
38355,Astyanax_mexicanus,XP_007260571.3,ATP5L,Homo_sapiens,NP_006467.4,ATP5MG,4.14e-34,144.0,1.9099999999999999e-34,144.0
5330,Astyanax_mexicanus,XP_007232290.1,ATP5MC1,Homo_sapiens,NP_001317198.1,ATP5MC2,1.27e-46,186.0,5.93e-47,186.0
7935,Astyanax_mexicanus,XP_007234911.1,ATP5MC3A,Homo_sapiens,NP_001002258.1,ATP5MC3,4.96e-49,194.0,2.33e-49,194.0
22303,Astyanax_mexicanus,XP_007248904.1,ATP5MC3B,Homo_sapiens,NP_001317198.1,ATP5MC2,2e-48,192.0,9.27e-49,192.0
36139,Astyanax_mexicanus,XP_007259123.1,ATP5MD,Homo_sapiens,NP_001193355.1,ATP5MK,6.99e-15,79.3,3.22e-15,79.3
20976,Astyanax_mexicanus,XP_007247889.2,ATP5MF,Homo_sapiens,NP_004880.1,ATP5MF,2.4599999999999996e-23,108.0,1.1999999999999998e-23,108.0
45882,Astyanax_mexicanus,XP_022519673.2,ATP5MJ,Homo_sapiens,NP_004885.1,ATP5MJ,8.88e-06,48.9,4.56e-06,48.9
75641,Astyanax_mexicanus,XP_022535061.1,ATP5PB,Homo_sapiens,NP_001679.2,ATP5PB,5.82e-75,281.0,2.72e-75,281.0
8010,Astyanax_mexicanus,XP_007234959.2,ATP5PD,Homo_sapiens,NP_006347.1,ATP5PD,1.75e-53,209.0,8.08e-54,209.0
11198,Astyanax_mexicanus,XP_007238300.1,ATP5PF,Homo_sapiens,NP_001003696.1,ATP5PF,5.77e-26,117.0,2.68e-26,117.0
137,Astyanax_mexicanus,XP_007227800.1,ATP5PO,Homo_sapiens,NP_001688.1,ATP5PO,2.52e-69,262.0,1.19e-69,262.0
70879,Astyanax_mexicanus,XP_022532522.1,ATP6AP1A,Homo_sapiens,NP_001174.2,ATP6AP1,8.74e-102,371.0,4.03e-102,371.0
71904,Astyanax_mexicanus,XP_022532870.2,ATP6AP1B,Homo_sapiens,NP_001174.2,ATP6AP1,2.24e-96,353.0,1.06e-96,353.0
115142,Astyanax_mexicanus,XP_049327127.1,ATP6AP2,Homo_sapiens,NP_005756.2,ATP6AP2,2.4899999999999998e-138,492.0,1.13e-138,492.0
32338,Astyanax_mexicanus,XP_007256335.1,ATP6V0A1A,Homo_sapiens,NP_001123493.1,ATP6V0A1,0.0,1399.0,0.0,1399.0
12401,Astyanax_mexicanus,XP_007239824.2,ATP6V0A1B,Homo_sapiens,NP_001365464.1,ATP6V0A1,0.0,1410.0,0.0,1410.0
46564,Astyanax_mexicanus,XP_022520421.2,ATP6V0A2B,Homo_sapiens,NP_036595.2,ATP6V0A2,0.0,1173.0,0.0,1173.0
2009,Astyanax_mexicanus,XP_007229360.1,ATP6V0B,Homo_sapiens,NP_004038.1,ATP6V0B,2.01e-96,352.0,9.220000000000001e-97,352.0
32400,Astyanax_mexicanus,XP_007256360.1,ATP6V0CA,Homo_sapiens,NP_001185498.1,ATP6V0C,3.88e-63,241.0,1.81e-63,241.0
87930,Astyanax_mexicanus,XP_022541319.1,ATP6V0CB,Homo_sapiens,NP_001185498.1,ATP6V0C,6.29e-62,237.0,2.9e-62,237.0
19547,Astyanax_mexicanus,XP_007246947.1,ATP6V0D1,Homo_sapiens,NP_004682.2,ATP6V0D1,1e-193,676.0,4.6200000000000005e-194,676.0
48574,Astyanax_mexicanus,XP_022521441.1,ATP6V0E1,Homo_sapiens,NP_003936.1,ATP6V0E1,1.0700000000000001e-29,129.0,4.91e-30,129.0
22700,Astyanax_mexicanus,XP_007249087.1,ATP6V1AB,Homo_sapiens,NP_001681.2,ATP6V1A,0.0,1152.0,0.0,1152.0
2826,Astyanax_mexicanus,XP_007229971.1,ATP6V1B2,Homo_sapiens,NP_001684.2,ATP6V1B2,1.9600000000000002e-272,938.0,9.080000000000001e-273,938.0
92619,Astyanax_mexicanus,XP_049319960.1,ATP6V1BA,Homo_sapiens,NP_001684.2,ATP6V1B2,1.5600000000000001e-271,935.0,7.26e-272,935.0
49761,Astyanax_mexicanus,XP_022522136.1,ATP6V1C1A,Homo_sapiens,NP_001686.1,ATP6V1C1,2.8699999999999998e-188,658.0,1.3199999999999999e-188,658.0
23329,Astyanax_mexicanus,XP_007249407.2,ATP6V1C1B,Homo_sapiens,NP_001686.1,ATP6V1C1,1.19e-181,636.0,5.53e-182,636.0
31588,Astyanax_mexicanus,XP_007255547.1,ATP6V1D,Homo_sapiens,NP_057078.1,ATP6V1D,2.69e-112,405.0,1.23e-112,405.0
32170,Astyanax_mexicanus,XP_007256097.2,ATP6V1E1B,Homo_sapiens,NP_001687.1,ATP6V1E1,2.21e-96,352.0,1.02e-96,352.0
16676,Astyanax_mexicanus,XP_007245072.1,ATP6V1F,Homo_sapiens,NP_004222.2,ATP6V1F,2.59e-53,208.0,1.19e-53,208.0
4615,Astyanax_mexicanus,XP_007231476.1,ATP6V1G1,Homo_sapiens,NP_004879.1,ATP6V1G1,3.04e-32,138.0,1.4e-32,138.0
37970,Astyanax_mexicanus,XP_007260236.1,ATP6V1H,Homo_sapiens,NP_057025.2,ATP6V1H,4.71e-242,837.0,2.1799999999999996e-242,837.0
60746,Astyanax_mexicanus,XP_022527720.2,ATP7A,Homo_sapiens,NP_000043.4,ATP7A,0.0,1792.0,0.0,1792.0
