Source,Target,Interaction
NFKB1,CXCL11.6,?
NFKB1,CXCL8,+
NFKB1,CYP11A1,?
NFKB1,D215,+
NFKB1,DCST1,+
NFKB1,DCST2,+
NFKB1,EBNA1BP2,?
NFKB1,EGR2B,+
NFKB1,ELF3,?
NFKB1,FASLG,?
NFKB1,FOXP3,?
NFKB1,GADD45B,+
NFKB1,GCLM,-
NFKB1,HSD11B2,+
NFKB1,IKBKB,+
NFKB1,IL10,?
NFKB1,IL1B,+
NFKB1,ITA,+
NFKB1,ITGAX,+
NFKB1,JUNB,?
NFKB1,K4,-
NFKB1,KAG9263746.1,+
NFKB1,KAG9278600.1,-
NFKB1,KDR,?
NFKB1,LEF1,+
NFKB1,MMP2,?
NFKB1,MMP9,+
NFKB1,MYB,+
NFKB1,MYOZ2,+
NFKB1,NFKB1,+
NFKB1,NQO1,-
NFKB1,NRF1,?
NFKB1,NUDT1,?
NFKB1,PCK1,-
NFKB1,PDK3,-
NFKB1,PHEX,?
NFKB1,PLA2G4A,?
NFKB1,PLAUR,?
NFKB1,PLIN2,?
NFKB1,PPP1R13L,?
NFKB1,PTEN,-
NFKB1,PTGES,?
NFKB1,PTGS1,?
NFKB1,PTGS2,+
NFKB1,RELB,+
NFKB1,IHHB,+
NFKB1,SHHA,+
NFKB1,SLC1A3,+
NFKB1,SLC2A1,+
NFKB1,FYNA,+
NFKB1,STAT1,?
NFKB1,STK39,+
NFKB1,TEC,+
NFKB1,TGFB1,+
NFKB1,TIMP3,?
NFKB1,TLR2-2,+
NFKB1,TLR4,+
NFKB1,TNFAIP3,+
NFKB1,TNFSF13B,?
NFKB1,UPP1,+
NFKB1,VEGFC,?
NFKB1,WT1-A,+
NFKB1,XIAP,+
NFKB2,CCND1,+
NFKB2,CCND2,+
NFKB2,CDK4,+
NFKB2,HIF1A,-
NFKB2,RELB,-
NFKB2,SND1,+
NFKBIA,CD40,-
NFKBIA,CXCL8,?
NFKBIA,EBI3,-
NFKBIA,IL1B,-
NFKBIA,KAG9259909.1,+
NFKBIA,MMP9,?
NFKBIA,NOS2,-
NFKBIA,PON2,+
NFKBIA,TNFSF10,-
NFRKB,JUN,+
NFYA,ABCB11,?
NFYA,CBS,+
NFYA,CCND2,+
NFYA,CDKN1A,+
NFYA,CYP2G1,+
NFYA,FXR1,+
NFYA,GADD45G,+
NFYA,GFI1B,?
NFYA,HBB2,?
NFYA,HOXB4A,+
NFYA,HSPA5,?
NFYA,LPIN2,?
NFYA,OGG1,+
NFYA,SOX18,+
NFYA,SOX3,?
NFYA,SP3,+
NFYA,STK11,?
NFYB,CCND2,+
NFYC,CCND2,+
NHLH1,HES1-A,-
NHLH1,KAG9280174.1,+
NHLH1,MAO,+
NHLH1,PCSK2,?
NKX-2.5,GATA4,+
NKX-2.5,KAG9263557.1,-
NKX-2.5,KAG9268659.1,-
NKX-2.5,TBX5A,?
NKX2-1,LMO3,?
NKX2-1,SP1,?
NKX2-1,STK11,-
NKX2-3,EGR1,?
NKX3-1,ACTBA,+
NKX3-1,CCND1,-
NKX3-1,ESR1,?
NKX3-1,FOS,-
NKX3-1,INSR,-
NKX3-1,SIX6,?
NKX3-1,TMPRSS2,?
NONO,MIA,?
NPM1,BRD4,?
NPM1,CCND1,?
NPM1,CDKN1A,+
NPM1,DNMT1,?
NPM1,PTPN6,+
NPM1,USP7,?
NR0B1,AMH,-
NR0B1,CYP17A1,-
NR0B1,CYP19A1,-
NR0B1,ESRRG,-
NR0B1,NOS1,+
NR0B1,NR1H4,-
NR0B1,STAR,-
NR0B2,CLOCK,-
NR0B2,CYP27A1,?
NR0B2,CYP7A1,-
NR0B2,CYP8B1,-
NR0B2,KAG9260855.1,-
NR0B2,MTF1,-
NR0B2,MTTP,-
NR0B2,NEUROD1,-
NR0B2,NR5A2,+
NR0B2,PPARG,-
NR0B2,PTGS2,+
NR0B2,SERPINE1,-
NR0B2,SLC40A1,-
NR1H3,ABCA1,+
NR1H3,ABCG1,+
NR1H3,ABCG4,+
NR1H3,BHLHE40,+
NR1H3,CETP,?
NR1H3,CYP7A1,+
NR1H3,CYP7B1,-
NR1H3,F3,-
NR1H3,LIPE,?
NR1H3,MLXIPL,+
NR1H3,NR1H3,?
NR1H3,PLTP,?
NR1H4,ABCB11,+
NR1H4,ABCC2,+
NR1H4,ABCC4,-
NR1H4,CYP7A1,-
NR1H4,EDN1,-
NR1H4,FABP6,+
NR1H4,HHEX,?
NR1H4,HSD3B,?
NR1H4,INS,+
NR1H4,KAG9259909.1,+
NR1H4,KRT19,+
NR1H4,KLF11,?
NR1H4,NR0B2,+
NR1H4,NR1I2,+
NR1H4,STK11,+
NR1I2,ABCB11,+
NR1I2,BCL2,+
NR1I2,CCL11,-
NR1I2,CORO1CA,+
NR1I2,CYP2G1,?
NR1I2,CYP3A30,+
NR1I2,CYP4F3,?
NR1I2,FGF19,+
NR1I2,IL10,+
NR1I2,KAG9259909.1,-
NR1I2,NOD1,-
NR1I2,NOD2,-
NR1I2,PTAFR,+
NR1I2,RAB3C,+
NR1I2,RXRAA,?
NR1I2,THBS1,+
NR1I2,UGT1A5,+
NR2C1-B,ABCG2,?
NR2C1-B,ACSL1,?
NR2C1-B,AGAP3,?
NR2C1-B,CBFA2T2,?
NR2C1-B,CDH23,?
NR2C1-B,CELSR2,?
NR2C1-B,CSK,?
NR2C1-B,DAGLA,?
NR2C1-B,EML1,?
NR2C1-B,ENC1,?
NR2C1-B,ESR1,-
NR2C1-B,ETS2,?
NR2C1-B,FHOD3,?
NR2C1-B,GALNT2,?
NR2C1-B,GAPDH,?
NR2C1-B,GATA2,-
NR2C1-B,IKBKB,+
NR2C1-B,ITGA8,?
NR2C1-B,JUNB,+
NR2C1-B,KAG9265403.1,?
NR2C1-B,KAG9270642.1,?
NR2C1-B,KAG9278225.1,?
NR2C1-B,KAG9270647.1,?
NR2C1-B,KIF13B,?
NR2C1-B,KIRREL3,?
NR2C1-B,MMP25,?
NR2C1-B,NFKB1,+
NR2C1-B,NR2C1-B,?
NR2C1-B,PDE6D,?
NR2C1-B,PKN2,?
NR2C1-B,PSMA5,?
NR2C1-B,PSMD13,?
NR2C1-B,SLK,?
NR2C1-B,SPOP,?
NR2C1-B,SPTAN1,?
NR2C1-B,SPTBN1,?
NR2C1-B,SPTBN5,?
NR2C1-B,STMN4,?
NR2C1-B,TBC1D1,?
NR2C1-B,TMOD4,?
NR2C1-B,TRAF4,?
NR2C1-B,TRPM3,?
NR2C1-B,TUBB4B,?
NR2E3,ESR1,?
NR2E3,RHO,+
NR2F1A,APOB,?
NR2F1A,CYP17A1,-
NR2F1A,CYP19A1,?
NR2F1A,DR1,-
NR2F1A,MTTP,-
NR2F1A,SERPINC1,-
NR2F6,APOB,?
NR2F6,CYP19A1,?
NR2F6,KAG9270647.1,?
NR2F6,REN,-
NR3C2,MLLT3,-
NR3C2,SGK1,?
NR3C2,TNS,?
NR3C2,TSC22D3,?
NR4A1,CCNA1,-
NR4A1,CDKN1A,+
NR4A1,CYP11A1,?
NR4A1,CYP17A1,?
NR4A1,FASLG,?
NR4A1,HSD3B,+
NR4A1,MMP2,+
NR4A1,PPIB,?
NR4A1,PSMA5,?
NR4A1,RNF7,-
NR4A1,SERPINE1,?
NR4A1,STAR,?
NR4A1,TIMP2,+
NR4A1,TNF,-
NR4A2,FOXP3,+
NR4A2,KCNB1,-
NR4A2,NRP1A,?
NR4A2,PITX3,+
NR4A2,PTPRU,?
NR4A2,SLC18A2,?
NR4A3,KCNB1,-
NR4A3,PPARG,-
NR5A2,ABCG8,+
NR5A2,ALDH2,?
NR5A2,CCND1,+
NR5A2,CCNE1,+
NR5A2,CETP,+
NR5A2,COPG2,?
NR5A2,CYP11A1,?
NR5A2,CYP19A1,?
NR5A2,CYP7A1,+
NR5A2,CYP8B1,+
NR5A2,DUOXA1,?
NR5A2,HSD3B,+
NR5A2,KAG9278416.1,?
NR5A2,MAT2A,?
NR5A2,MEF2C,?
NR5A2,NR4A1,?
NR5A2,NR5A2,+
NR5A2,PTF1A,?
NR5A2,PTGDS,?
NR5A2,SLC10A2,?
NR5A2,SSR3,?
NR5A2,SSR4,?
NR5A2,STAR,+
NRF1,ATNB233,+
NRF1,ATP1A1,-
NRF1,CAPNS1,+
NRF1,FMR1-A,+
NRF1,FXR1,+
NRF1,GALNT3,?
NRF1,GRIA2,?
NRF1,GRIN1,+
NRF1,GRIN2B,+
NRF1,IDE,+
NRF1,KAG9264110.1,?
NRF1,KAG9272942.1,+
NRF1,KIF17,+
NRF1,NOS1,?
NRF1,PRDX3,+
NRF1,PRDX5,+
NRF1,SIRT6,+
NRF1,SNRPB,?
NRF1,SPAST,+
NRF1,TFAM,+
NRF1,TOMM34,?
NRIP1,SLC7A1,+
NUPR1,CCNA1,-
ONECUT1,FOXA2,?
ONECUT1,FOXF1,+
ONECUT1,MITF,?
ONECUT1,NEUROG3,+
ONECUT1,ONECUT3,+
ONECUT1,PDX1,+
ONECUT1,PROC,+
ONECUT1,SLC2A2,?
ONECUT2,MITF,+
ONECUT2,SYTL4,-
OTX1B,BEST1,+
OTX5-A,ANTXR1,+
OTX5-A,AURKA-A,+
OTX5-A,BEST1,+
OTX5-A,CCNG2,+
OTX5-A,HESX1,?
OTX5-A,KAG9280168.1,+
OTX5-A,TYR,+
PA2G4,KAG9276105.1,+
PARP1,BCL2,-
PARP1,BRCA2,-
PARP1,CDKN1A,?
PARP1,FBN1,?
PARP1,FOXO1B,-
PARP1,HTR7,-
PARP1,IL10,?
PARP1,JUN,?
PARP1,KAG9259909.1,?
PARP1,KAG9269893.1,-
PARP1,KAG9281403.1,?
PARP1,MMP9,?
PARP1,NFKB1,-
PARP1,SERPINE1,+
PARP1,SERPINF1,-
PARP1,SH3BP2,?
PARP1,SMARCB1A,?
PARP1,THBD,+
PARP1,VIM,+
PAWR,BCL2,-
PAX1,PDGFRA,?
PAX2A,CCND1,+
PAX2A,EMX2,?
PAX2A,ENG2B,?
PAX2A,ERBB2,?
PAX2A,GBX2,-
PAX2A,L1CAM,?
PAX2A,NCAM2,?
PAX2A,PAX6A,-
PAX2A,POU3F3B,?
PAX2A,RET,+
PAX2A,SFRP2,?
PAX2A,TP53,-
PAX2A,WT1-A,+
PAX3-A,DMRT2,+
PAX3-A,DPYSL2,?
PAX3-A,ITM2A,+
PAX3-A,KAG9263770.1,?
PAX3-A,LEF1,?
PAX3-A,MET,?
PAX3-A,MITF,+
PAX3-A,MYF-5,+
PAX3-A,MYOD1,+
PAX3-A,POU3F2,+
PAX3-A,ST8SIA2,?
PAX3-A,TGFB2,+
PAX3-A,TYRP1,+
PAX4,INS,-
PAX4,ISL1,?
PAX5,AICDA,+
PAX5,BLNK,?
PAX5,ENG2B,?
PAX5,FLT3,-
PAX5,PRDX6,+
PAX6A,BCL9L,+
PAX6A,CDK4,-
PAX6A,CDKN1A,?
PAX6A,CRYAB,+
PAX6A,DKK3,+
PAX6A,FGF19,-
PAX6A,GCK,?
PAX6A,MAB21L2,?
PAX6A,MAF,+
PAX6A,MET,+
PAX6A,MMP9,+
PAX6A,NR2E1,+
PAX6A,ODF2,+
PAX6A,PAX2A,-
PAX6A,PCSK2,+
PAX6A,PDX1,?
PAX6A,SFRP2,+
PAX6A,IHHB,+
PAX6A,SHHA,+
PAX6A,SHROOM3,?
PAX6A,SOX2,?
PAX6A,TGFB2,?
PAX6A,TLR4,+
PAX7,ACE2,?
PAX7,ETS2,?
PAX7,FOXD5-A,?
PAX7,ID3,+
PAX7,LHX1A,?
PAX7,LHX6,?
PAX7,MYF-5,?
PAX7,MYOD1,+
PAX7,NAB2,?
PAX7,PAX3-A,?
PAX7,PAX7,?
PAX7,PI15A,?
PAX7,WNT1,?
PAX7,WNT6,?
PAX8,ENG2B,?
PAX8,NCAM2,+
PAX8,RET,+
PAX8,SLC3A1,+
PAX8,SLC5A5,+
PAX8,TP53,-
PAX8,TSHR,-
PAX8,WT1-A,+
PDX1,GCK,+
PDX1,INS,+
PDX1,NEUROG3,+
PDX1,NR5A2,+
PDX1,SLC2A2,?
PDX1,ST18,?
PHF10,CASP3,?
PHF8,KAG9278856.1,?
PHOX2A,DBH,+
PHOX2A,NCAM2,+
PHOX2A,TLX3,+
PHOX2B,ALK,+
PHOX2B,DBH,+
PHOX2B,GATA2,+
PHOX2B,GATA3,+
PHOX2B,KAG9263746.1,-
PHOX2B,PHOX2A,?
PHOX2B,TLX3,+
PIAS2,CYP17A1,?
PIAS2,FABP2,+
PIAS2,MGAM,+
PIAS2,PRMT1,-
PIAS2,LRRN3,-
PIAS4A,CCL20,-
PIAS4A,VDRA,?
PITX1,CGBA,?
PITX1,CGBB,?
PITX1,HES1-A,-
PITX1,IRF2,-
PITX1,IRF3,-
PITX1,JUN,-
PITX1,KAG9260490.1,-
PITX1,NKX3-1,-
PITX1,PRL,+
PITX1,RUNX2,-
PITX1,TBX4,?
PITX3,ABCB11,?
PITX3,CGBA,?
PITX3,DLX2A,+
PITX3,EN1,+
PITX3,FGF16,?
PITX3,GAD1,+
PITX3,LEF1,+
PITX3,LHX6,+
PITX3,MYF-5,+
PITX3,MYOD1,+
PITX3,PLOD1,?
PITX3,PRL,+
PITX3,SLC18A2,+
PITX3,TBX15,+
PITX3,TBX5A,-
PITX3,TH,+
PITX3,WNT2,?
PITX3,WNT5A,?
PKNOX1,MEIS2,?
PKNOX1,PTPN6,+
PKNOX1,SYP,+
PLAG1,CRLF1,+
PLAG1,IGF2,+
PLAG1,XRCC1,?
PLAGL2,IGF2,+
PLAGL2,METAP2,+
PLAGL2,MPL,+
POU2AF1,BTK,+
POU2AF1,CXCR5,+
POU2AF1,ID2,?
POU2AF1,ID3,?
POU2AF1,POU2F1,+
POU2AF1,SPI1,+
POU2F1,ATP11C,?
POU2F1,BTK,+
POU2F1,CCND1,+
POU2F1,GADD45G,+
POU2F1,GATA2,?
POU2F1,GFI1B,?
POU2F1,HBB2,-
POU2F1,ID1,?
POU2F1,IRF3,?
POU2F1,LCT,+
POU2F1,LGALS4,+
POU2F1,LPL,?
POU2F1,MAD2L1,+
POU2F1,PLAU,?
POU2F1,POU2AF1,?
POU2F1,PTGIR,+
POU2F1,RPTOR,?
POU2F1,SDC4,?
POU2F1,SNAI2,+
POU2F1,SNAPC1,?
POU2F1,ST6GAL1,?
POU2F1,VCAM1,-
POU2F1,VWF,+
POU3F1,EGR2B,?
POU3F1,MYF-5,+
POU3F2,CDH13,?
POU3F2,MITF,?
POU3F2,NKX2-1,?
POU3F2,PAX3-A,?
POU3F2,PDE11A,-
POU3F4,EPHA4-A,?
POU4F1,HSP90AA1,+
POU4F2,CCND1,+
POU4F2,EOMES,+
POU4F2,HSP90AA1,+
PPARA,ACADL,?
PPARA,ACOX1,?
PPARA,ANGPTL4,+
PPARA,APOB,+
PPARA,CD36,?
PPARA,CETP,+
PPARA,CGBB,?
PPARA,CPT1A,-
PPARA,CYP2G1,-
PPARA,IGFBP1,?
PPARA,TUBA,?
PPARA,LPL,+
PPARA,MLYCD,?
PPARA,MMP9,-
PPARA,NFKBIA,+
PPARA,PDK3,+
PPARA,PLIN2,-
PPARA,PTGS2,+
PPARA,SERPINE1,+
PPARA,SLC25A20,?
PPARA,SLC9A1,?
PPARA,SREBF2,-
PPARA,TXNIP,-
PPARD,ANGPTL4,-
PPARD,CAT,+
PPARD,HSD11B2,-
PPARD,LPL,+
PPARD,PDK3,+
PPARD,SAT1,+
PPARD,SOD1,+
PPARG,ABCG2,+
PPARG,ACAT1,+
PPARG,ANGPTL4,+
PPARG,APOB,-
PPARG,ATP2A2,?
PPARG,BCL2,+
PPARG,CAT,?
PPARG,CAV1,+
PPARG,CCND1,-
PPARG,CCNE1,-
PPARG,CD36,+
PPARG,CDKN1A,+
PPARG,CEBPA,?
PPARG,CFLAR,-
PPARG,CIDEC,?
PPARG,CIITA,+
PPARG,DBI,?
PPARG,ERBB4,-
PPARG,ERP44,+
PPARG,FASLG,+
PPARG,GCK,?
PPARG,GK,+
PPARG,GYS2,+
PPARG,HGF,+
PPARG,INSR,-
PPARG,JAG1B,?
PPARG,KLF4,?
PPARG,LIPE,?
PPARG,MAF,-
PPARG,MMP9,-
PPARG,MSTNB,?
PPARG,MYCB,-
PPARG,NR1H3,?
PPARG,PAQR7B,+
PPARG,PDK3,-
PPARG,PDX1,?
PPARG,PLIN2,+
PPARG,POU2F1,+
PPARG,PTEN,+
PPARG,PTGS2,+
PPARG,RARB,+
PPARG,REN,-
PPARG,SAT1,+
PPARG,SERPINE1,?
PPARG,SLC27A1,+
PPARG,SLC2A2,?
PPARG,SLC2A1,-
PPARG,SLC5A5,+
PPARG,SLC9A1,-
PPARG,SOCS7,?
PPARG,TNFRSF11B,?
PPARG,TP53,+
PPARG,TSHR,-
PPARG,TXNIP,?
PPARG,UCP2,+
PPARG,VLDLR,+
PRDM1,BMP7,-
PRDM1,CIITA,-
PRDM1,CXCR5,-
PRDM1,ID3,-
PRDM1,LMO2,-
PRDM1,MAP3K5,-
PRDM1,MYCB,-
PRDM1,PAX5,-
PRDM1,PCNA,?
PRDM13,KAG9280174.1,-
PRDM13,TLX1,-
PRDM13,TLX3,-
PRDM16,PPARG,+
PRDM16,RBL1,-
PRDM8,CDH11,-
PROX1,CALCRLA,?
PROX1,CCNE1,+
PROX1,CDKN1A,+
PROX1,CYP7A1,-
PROX1,GFI1,?
PROX1,KAG9261813.1,?
PROX1,NR1I2,-
PROX1,NR5A2,-
PROX1,RGS4,-
PROX1,SIX3,+
PTF1A,CEL,?
PTF1A,NR5A2,?
PTF1A,PRDM13,?
PTHLH,CCND1,+
PTHLH,CDK1,+
PTTG1,CCNB2,+
PTTG1,CDK1,+
PTTG1,DOCK1,+
PTTG1,FGF2,?
PTTG1,ID3,+
PTTG1,KAG9260262.1,+
PTTG1,KAG9263879.1,+
PTTG1,KAG9275887.1,+
PTTG1,KDR,+
PTTG1,MYCB,+
PTTG1,RAC2,+
PTTG1,TIMP2,-
PURA,ERBB2,?
PURA,PCNA,-
RARA,ABCC3,-
RARA,CCNA1,-
RARA,CDKN1A,+
RARA,CRABP1,+
RARA,CRF1,+
RARA,CXCR5,+
RARA,FGFBP1,+
RARA,HCK,?
RARA,HSD17B2,+
RARA,SCD5,+
RARA,MACROD2,-
RARA,MAO,?
RARA,PLAU,?
RARA,PRKCBB,+
RARA,RARB,+
RARA,RPTOR,?
RARA,THBD,+
RARB,KAG9272321.1,?
RARB,RARB,+
RARB,THBD,?
RARG,BGLAP,+
RARG,CYP19A1,?
RARG,RARB,?
RARG,THBD,?
RBL1,FGF2,?
RBL1,KAG9260765.1,?
RBL1,MYBL2,?
RBL2,CCNA1,-
RBL2,CDC25A,?
RBL2,CDK2,?
RBL2,DNMT3B,-
RBL2,E2F4,?
RBL2,STMN1,?
RBL2,KAG9282298.1,-
RBL2,PCNA,-
RBL2,SOX2,+
RBMX,JUND,-
RBPJ,CSMD3,+
RBPJ,KAG9267480.1,?
RBPJ,KAG9280174.1,?
RBPJ,PLCG2,-
RBPJ,PRDM1,-
RBPJ,PTEN,-
RBPJ,RBPJ,?
RBPJ,RFNG,?
RBPJ,RNF12-B,+
RBPJ,TYROBP,+
RELB,CCL19,+
RELB,CCND1,+
RELB,CD40,?
RELB,MYB,+
RFX3,AAD-A,?
RFX3,BCR,?
RFX3,TGFBR1,?
RFX3,ADAM10,?
RFX3,ADARB1,?
RFX3,ADCY1,?
RFX3,ADD1,?
RFX3,AGAP3,?
RFX3,APP,?
RFX3,ARFGEF3,?
RFX3,ARHGAP35,?
RFX3,ARID1B,?
RFX3,ATP1A1,?
RFX3,ATP2B2,?
RFX3,ATP9B,?
RFX3,ATRNL1,?
RFX3,BCAR1,?
RFX3,BCHE,?
RFX3,BPTF,?
RFX3,BRSK2,?
RFX3,PHIP,?
RFX3,BTBD3,?
RFX3,BVES,?
RFX3,CADN,?
RFX3,CAMK2D2,?
RFX3,CAMTA2,?
RFX3,CASK,?
RFX3,CBFA2T2,?
RFX3,CCNYL1,?
RFX3,CELSR2,?
RFX3,CFL2,?
RFX3,CLASP1B,?
RFX3,CLK2,?
RFX3,CORO1CA,?
RFX3,COTL1,?
RFX3,CPD,?
RFX3,CSDE1,?
RFX3,CSK,?
RFX3,DAAM2,?
RFX3,DAGLA,?
RFX3,DDR2,?
RFX3,DDX5,?
RFX3,DERL1,?
RFX3,DGKH,?
RFX3,DIMT1,?
RFX3,DTNB,?
RFX3,DYNC1I2A,?
RFX3,EHMT2,?
RFX3,FBXL6,?
RFX3,FCHSD2,?
RFX3,FNBP1,?
RFX3,GALNT2,?
RFX3,GAPDH,?
RFX3,GRK6,?
RFX3,HLCS,?
RFX3,HNRNPA1,?
RFX3,HS6ST3B,?
RFX3,IDH1,?
RFX3,KAG9260001.1,?
RFX3,KAG9260490.1,?
RFX3,KAG9261508.1,?
RFX3,KAG9261676.1,?
RFX3,KAG9262992.1,?
RFX3,KAG9264128.1,?
RFX3,KAG9264971.1,?
RFX3,KAG9265038.1,?
RFX3,PPIF,?
RFX3,KAG9277005.1,?
RFX3,KAG9277335.1,?
RFX3,KAG9279892.1,?
RFX3,KAG9280552.1,?
RFX3,KAG9280779.1,?
RFX3,KALRN,?
RFX3,KAZNA,?
RFX3,KCNC1,?
RFX3,KCND1,?
RFX3,KDM6A,?
RFX3,KIF13B,?
RFX3,KIF1A,?
RFX3,LAP-2,?
RFX3,LIMK1,?
RFX3,LMAN1,?
RFX3,LMLN,?
RFX3,LRP1,?
RFX3,MAB21L2,?
RFX3,MACO1A,?
RFX3,MADD,?
RFX3,MANF,?
RFX3,MAP1A,-
RFX3,MAP2K6,?
RFX3,MAP4K3,?
RFX3,MARK1,?
RFX3,MED13,?
RFX3,MRPL13,?
RFX3,MRPL14,?
RFX3,MRPL55,?
RFX3,MTA3,?
RFX3,MYCBP2,?
RFX3,MYO18A,?
RFX3,NCS1,?
RFX3,NEGR1,?
RFX3,NF1,?
RFX3,NHP2,?
RFX3,NIPBLB,?
RFX3,NPHS1,?
RFX3,NRF1,?
RFX3,NRXN3A,?
RFX3,NUDC,?
RFX3,PCNX1,?
RFX3,PCSK2,?
RFX3,PDCL,?
RFX3,PDIA6,?
RFX3,PLCB1,?
RFX3,PLXNA2,?
RFX3,PNPLA7,?
RFX3,PPA1,?
RFX3,PPIL1,?
RFX3,PPIP5K1,?
RFX3,PPP3CC,?
RFX3,PPP4R3B,?
RFX3,PRKACA,?
RFX3,PRKAR2A,?
RFX3,PSMA5,?
RFX3,PSMC4,?
RFX3,PSMD13,?
RFX3,PSMD3,?
RFX3,PTPN11,?
RFX3,PTPRD,?
RFX3,RAB35,?
RFX3,RAB37,?
RFX3,RALGAPA1,?
RFX3,RAPGEF4,?
RFX3,RASD1,?
RFX3,RBMS2,?
RFX3,RFX3,?
RFX3,RPS6KA5,?
RFX3,SCAI,?
RFX3,SCN8A,?
RFX3,SH3GL3,?
RFX3,SIN3A,?
RFX3,SLC2A1,?
RFX3,SLC41A1,?
RFX3,SLC7A14A,?
RFX3,SLK,?
RFX3,SMC1A,?
RFX3,SNTB2,?
RFX3,SNU13,?
RFX3,SPAG9,?
RFX3,SPON2,?
RFX3,SPTBN1,?
RFX3,SRSF3,?
RFX3,SSBP1,?
RFX3,SSBP2,?
RFX3,SSR4,?
RFX3,STRN3,?
RFX3,STXBP5,?
RFX3,SUV39H1A,?
RFX3,SYAP1,?
RFX3,SYT1,?
RFX3,TAF4,?
RFX3,TBC1D1,?
RFX3,TCF7L2,?
RFX3,TENM4,?
RFX3,TIAL1,?
RFX3,TLN1,?
RFX3,TMED6,?
RFX3,TRAK1,?
RFX3,TRIM71,?
RFX3,TRIM9,?
RFX3,TRPM3,?
RFX3,TRRAP,?
RFX3,UBE2S,?
RFX3,UHRF1BP1L,?
RFX3,ULK2,?
RFX3,UNC5C,?
RFX3,UQCRFS1,?
RFX3,USP9X,?
RFX3,WDFY3,?
RFX3,WDR12,?
RFX3,WDR7,?
RFX3,WDYHV1,?
RFX3,XPO7,?
RFX3,ZC3H15,?
RFX3,ZDHHC17,?
RFX3,ZDHHC3,?
RFX3,ZFR,?
RFX3,IL5RA,?
RFX3,GCK,?
RFX4,KAG9263092.1,+
RNF14,CCND1,+
RNF2,SOX2,+
RORAA,CAV3,?
RORAA,CYP7B1,+
RORAA,TUBA,?
RORAA,NR1D1,+
RREB1,SLC39A3,?
CBFA2T2,BCL2,+
RUNX2,ESR1,?
RUNX2,IHHB,?
RUNX2,LRP5,?
RUNX2,MMP13,+
RUNX2,MMP2,+
RUNX2,PLAU,?
RUNX2,SNAI2,+
RUNX2,SNAI3,+
RUNX2,SP7,?
RUNX2,VEGFC,+
RUNX3,THBS1,?
RXRAA,ABCA1,+
RXRAA,ABCB11,+
RXRAA,ABCC2,+
RXRAA,ABCC3,-
RXRAA,CGBB,?
RXRAA,CXCR5,+
RXRAA,CYP26A1,?
RXRAA,CYP2G1,?
RXRAA,CYP3A30,?
RXRAA,CYP7A1,?
RXRAA,DR1,?
RXRAA,HNF1A,?
RXRAA,HSD17B2,+
RXRAA,IL2RB,+
RXRAA,IL2RG,+
RXRAA,LIPE,?
RXRAA,MTTP,+
RXRAA,NR0B2,+
RXRAA,PLD1,?
RXRAA,SERPINC1,+
RXRAA,SUV39H1A,?
RXRAA,THBD,?
RXRAA,TRPC5,?
SALL1,KIF26B,?
SALL3,DNMT3A,?
SATB1,HBB2,+
SATB1,BCL2,+
SATB1,CDK4,+
SATB1,CSMD3,?
SATB1,CYBB,-
SATB1,GATA3,+
SATB1,HDAC1,?
SATB1,SPARC,+
SATB1,SPI1,+
SATB2,TP63,-
SATB2,UPF3B,+
SCD5,EGR2B,?
SEC14L2,PSMB9,?
SETBP1,PTGER2,-
SETBP1,PTGS2,-
SETBP1,PTPA,-
SF1,AMH,+
SF1,CGBB,?
SF1,CYP11A1,+
SF1,HSD3B,?
SF1,MC2R,+
SF1,NR0B1,?
SF1,SF3B1,?
SF1,SOX9,?
SF1,STAR,?
SF1,TCERG1,-
SF1,U2AF2,?
SHOX,B3GLCT,?
SHOX,CRHR1,?
SHOX,DBH,?
SHOX,FJX1,?
SHOX,GYC88E,?
SHOX,NOS1,?
SHOX,RASD1,?
SHOX,SGSM1,?
SHOX,HCN4,+
SIN3A,SMARCA2,?
SIN3A,SP3,+
SIN3A,STAR,?
SIN3B,BMI1B,-
SIX1B,VEGFC,+
SKI,FHL2,+
SKIL,ADAM12,-
SKIL,ITCH,-
SKIL,KAG9266355.1,-
SMARCA2,CCNA1,?
SMARCA2,TMEM50A,?
SMARCA2,ABCG2,+
SMARCA2,CAD,?
SMARCA2,CCND1,-
SMARCA2,CDKN1A,+
SMARCA2,FOS,-
SMARCA2,MITF,?
SMARCA2,MYOG,+
SMARCA2,PSAP,+
SMARCA2,SOX2,?
SMARCA2,TBX5A,?
SMARCA5,DIDO1,-
SMG6,UPF1,?
SMURF2,KLF5,-
SMYD1,HAND1,?
SNAI2,JAG1B,+
SNAI2,MMP17,?
SNAI2,MMP9,+
SNAI2,UBE2D2,-
SNAI2,VDRA,-
SOX10,MIA,+
SOX10,MITF,+
SOX10,PMP22,?
SOX11,SPAST,+
SOX11,TUBB4B,?
SOX11-B,DHX9,?
SOX11-B,DICER1,?
SOX11-B,KMT2A,?
SOX11-B,NCAM2,+
SOX11-B,NKX3-1,?
SOX17A,MACC1,-
SOX17A,NFAT5,-
SOX17A,SERBP1,-
SOX18,PROX1,+
SOX2,ABCC3,+
SOX2,ASXL1,+
SOX2,BMP2,-
SOX2,CCND1,-
SOX2,CDKN1A,+
SOX2,DKK1,+
SOX2,FGF4-B,+
SOX2,ISL1,-
SOX2,ITGA7,+
SOX2,JAG1B,?
SOX2,PGA,+
