,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Homo,b  ,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
1054,ADAM12,NP_001275902.1,Astyanax_mexicanus,XP_049320340.1,LOC103040611,Homo_sapiens,NP_001275902.1,ADAM12,0.0,1047.0,0.0,1047.0
1055,GAPDH,NP_001276674.1,Astyanax_mexicanus,XP_007249860.1,GAPDH,Homo_sapiens,NP_001276674.1,GAPDH,4.6100000000000004e-169,594.0,2.13e-169,594.0
1056,RARB,NP_001277145.1,,,,,,,,,,
1057,ESR1,NP_001278159.1,Astyanax_mexicanus,XP_007253959.3,ESR1,Homo_sapiens,NP_001278159.1,ESR1,1.01e-141,504.0,4.7e-142,504.0
1058,PCSK6,NP_001278238.1,,,,,,,,,,
1059,BAX,NP_001278357.1,,,,,,,,,,
1060,SALL2,NP_001278375.1,,,,,,,,,,
1061,CYFIP2,NP_001278651.1,Astyanax_mexicanus,XP_007254506.2,CYFIP2,Homo_sapiens,NP_001278651.1,CYFIP2,0.0,2469.0,0.0,2469.0
1062,RBM38,NP_001278709.1,,,,,,,,,,
1063,FAP,NP_001278736.1,,,,,,,,,,
1064,GUCY1B1,NP_001278880.1,Astyanax_mexicanus,XP_049328209.1,GUCY1B1,Homo_sapiens,NP_001278880.1,GUCY1B1,0.0,1094.0,0.0,1094.0
1065,NRF1,NP_001280092.1,Astyanax_mexicanus,XP_007237823.1,NRF1,Homo_sapiens,NP_001280092.1,NRF1,5.95e-221,767.0,2.78e-221,767.0
1066,NRF1,NP_001280092.1,Astyanax_mexicanus,XP_007237824.1,NRF1,Homo_sapiens,NP_001280092.1,NRF1,5.67e-224,777.0,2.71e-224,777.0
1067,NRF1,NP_001280092.1,Astyanax_mexicanus,XP_007237825.1,NRF1,Homo_sapiens,NP_001280092.1,NRF1,5.67e-224,777.0,2.71e-224,777.0
1068,MYCN,NP_001280160.1,,,,,,,,,,
1069,DEAF1,NP_001280563.1,,,,,,,,,,
1070,CA12,NP_001280571.1,,,,,,,,,,
1071,MYBL1,NP_001281211.1,Astyanax_mexicanus,XP_007248988.3,MYBL1,Homo_sapiens,NP_001281211.1,MYBL1,2.6299999999999996e-197,689.0,1.1099999999999998e-197,689.0
1072,MYBL1,NP_001281211.1,Astyanax_mexicanus,XP_022537851.2,MYBL1,Homo_sapiens,NP_001281211.1,MYBL1,3.3900000000000003e-195,682.0,1.4200000000000001e-195,682.0
1073,MYBL1,NP_001281211.1,Astyanax_mexicanus,XP_022537862.2,MYBL1,Homo_sapiens,NP_001281211.1,MYBL1,3.34e-192,672.0,1.46e-192,672.0
1074,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_007230592.3,CHD4A,Homo_sapiens,NP_001284482.1,CHD4,0.0,2503.0,0.0,2503.0
1075,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_007256941.3,CHD4B,Homo_sapiens,NP_001284482.1,CHD4,0.0,2452.0,0.0,2452.0
1076,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_022529532.2,CHD4B,Homo_sapiens,NP_001284482.1,CHD4,0.0,2446.0,0.0,2446.0
1077,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_022529533.2,CHD4B,Homo_sapiens,NP_001284482.1,CHD4,0.0,2446.0,0.0,2446.0
1078,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_022529534.2,CHD4B,Homo_sapiens,NP_001284482.1,CHD4,0.0,2446.0,0.0,2446.0
1079,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_022529535.2,CHD4B,Homo_sapiens,NP_001284482.1,CHD4,0.0,2446.0,0.0,2446.0
1080,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_049332182.1,CHD4A,Homo_sapiens,NP_001284482.1,CHD4,0.0,2503.0,0.0,2503.0
1081,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_049332183.1,CHD4A,Homo_sapiens,NP_001284482.1,CHD4,0.0,2503.0,0.0,2503.0
1082,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_049332184.1,CHD4A,Homo_sapiens,NP_001284482.1,CHD4,0.0,2503.0,0.0,2503.0
1083,CHD4,NP_001284482.1,Astyanax_mexicanus,XP_049332185.1,CHD4A,Homo_sapiens,NP_001284482.1,CHD4,0.0,2503.0,0.0,2503.0
1084,UGT2B4,NP_001284545.1,,,,,,,,,,
1085,ETNK2,NP_001284691.1,,,,,,,,,,
1086,CCR1,NP_001286.1,Astyanax_mexicanus,XP_022529847.2,LOC111193412,Homo_sapiens,NP_001286.1,CCR1,8.24e-62,238.0,3.32e-62,238.0
1087,CCR1,NP_001286.1,Astyanax_mexicanus,XP_022529848.2,LOC111193413,Homo_sapiens,NP_001286.1,CCR1,5.98e-64,245.0,2.59e-64,245.0
1088,CCR1,NP_001286.1,Astyanax_mexicanus,XP_049336560.1,LOC111193414,Homo_sapiens,NP_001286.1,CCR1,3.8299999999999998e-62,239.0,1.66e-62,239.0
1089,RASGEF1B,NP_001287664.1,Astyanax_mexicanus,XP_007250538.3,RASGEF1BA,Homo_sapiens,NP_001287664.1,RASGEF1B,5.06e-245,847.0,2.0800000000000003e-245,847.0
1090,RASGEF1B,NP_001287664.1,Astyanax_mexicanus,XP_007250539.3,RASGEF1BA,Homo_sapiens,NP_001287664.1,RASGEF1B,1.8e-244,845.0,8.3e-245,845.0
1091,FOSL1,NP_001287786.1,,,,,,,,,,
1092,EMSY,NP_001287871.1,Astyanax_mexicanus,XP_007247333.3,EMSY,Homo_sapiens,NP_001287871.1,EMSY,5.8e-279,961.0,2.83e-279,961.0
1093,EMSY,NP_001287871.1,Astyanax_mexicanus,XP_049324611.1,EMSY,Homo_sapiens,NP_001287871.1,EMSY,2.8899999999999998e-279,962.0,1.42e-279,962.0
1094,TRIB3,NP_001288130.1,Astyanax_mexicanus,XP_007228622.2,TRIB3,Homo_sapiens,NP_001288130.1,TRIB3,2.23e-91,336.0,1.14e-91,336.0
1095,ABCC4,NP_001288758.1,Astyanax_mexicanus,XP_022531083.2,ABCC4,Homo_sapiens,NP_001288758.1,ABCC4,0.0,1720.0,0.0,1720.0
1096,KLF13,NP_001289390.1,,,,,,,,,,
1097,NLRC4,NP_001289433.1,,,,,,,,,,
1098,APOE,NP_001289617.1,,,,,,,,,,
1099,PKP3,NP_001289958.1,Astyanax_mexicanus,XP_007228299.3,PKP3A,Homo_sapiens,NP_001289958.1,PKP3,6.98e-154,545.0,2.91e-154,545.0
1100,PKP3,NP_001289958.1,Astyanax_mexicanus,XP_007228300.3,PKP3A,Homo_sapiens,NP_001289958.1,PKP3,6.28e-154,545.0,2.91e-154,545.0
1101,HIP1R,NP_001290028.1,,,,,,,,,,
1102,ACLY,NP_001290204.1,Astyanax_mexicanus,XP_007256318.3,ACLYA,Homo_sapiens,NP_001290204.1,ACLY,0.0,1948.0,0.0,1948.0
1103,ACLY,NP_001290204.1,Astyanax_mexicanus,XP_049320392.1,LOC103023371,Homo_sapiens,NP_001290204.1,ACLY,0.0,1963.0,0.0,1963.0
1104,ACLY,NP_001290204.1,Astyanax_mexicanus,XP_049320393.1,LOC103023371,Homo_sapiens,NP_001290204.1,ACLY,0.0,1957.0,0.0,1957.0
1105,ACLY,NP_001290204.1,Astyanax_mexicanus,XP_049320395.1,LOC103023371,Homo_sapiens,NP_001290204.1,ACLY,0.0,1970.0,0.0,1970.0
1106,ACLY,NP_001290204.1,Astyanax_mexicanus,XP_049320396.1,LOC103023371,Homo_sapiens,NP_001290204.1,ACLY,0.0,1969.0,0.0,1969.0
1107,ACLY,NP_001290204.1,Astyanax_mexicanus,XP_049320397.1,LOC103023371,Homo_sapiens,NP_001290204.1,ACLY,0.0,1977.0,0.0,1977.0
1108,PIK3R3,NP_001290357.1,Astyanax_mexicanus,XP_049335854.1,PIK3R3B,Homo_sapiens,NP_001290357.1,PIK3R3,1.67e-222,772.0,7.94e-223,772.0
1109,HNF1B,NP_001291215.1,,,,,,,,,,
1110,MUC5AC,NP_001291288.1,,,,,,,,,,
1111,ALAS1,NP_001291373.1,Astyanax_mexicanus,XP_049327949.1,ALAS1,Homo_sapiens,NP_001291373.1,ALAS1,3.97e-265,914.0,1.96e-265,914.0
1112,PAX2,NP_001291498.1,Astyanax_mexicanus,XP_007249554.1,PAX2A,Homo_sapiens,NP_001291498.1,PAX2,1.1e-186,653.0,4.69e-187,653.0
1113,PAX2,NP_001291498.1,Astyanax_mexicanus,XP_007249555.1,PAX2A,Homo_sapiens,NP_001291498.1,PAX2,2.9000000000000003e-194,678.0,1.4e-194,678.0
1114,PAX2,NP_001291498.1,Astyanax_mexicanus,XP_007249556.1,PAX2A,Homo_sapiens,NP_001291498.1,PAX2,4.36e-196,684.0,2.19e-196,684.0
1115,PTEN,NP_001291646.4,Astyanax_mexicanus,XP_007244645.3,PTENA,Homo_sapiens,NP_001291646.4,PTEN,6.44e-200,697.0,3.6200000000000005e-200,697.0
1116,PTEN,NP_001291646.4,Astyanax_mexicanus,XP_007244646.3,PTENA,Homo_sapiens,NP_001291646.4,PTEN,3.74e-204,711.0,2.2099999999999998e-204,711.0
1117,PTEN,NP_001291646.4,Astyanax_mexicanus,XP_007251223.2,PTENB,Homo_sapiens,NP_001291646.4,PTEN,1.31e-206,719.0,8.619999999999999e-207,719.0
1118,FMN2,NP_001292353.1,Astyanax_mexicanus,XP_022526034.2,FMN2B,Homo_sapiens,NP_001292353.1,FMN2,7.51e-223,775.0,3.58e-223,775.0
1119,SLBP,NP_001293004.1,Astyanax_mexicanus,XP_007228507.2,LOC103030345,Homo_sapiens,NP_001293004.1,SLBP,4.52e-58,225.0,1.7700000000000002e-58,225.0
1120,SLBP,NP_001293004.1,Astyanax_mexicanus,XP_007228508.2,LOC103030345,Homo_sapiens,NP_001293004.1,SLBP,2.2999999999999998e-55,216.0,9.05e-56,216.0
1121,TGFBR1,NP_001293139.1,Astyanax_mexicanus,XP_007233450.3,TGFBR1B,Homo_sapiens,NP_001293139.1,TGFBR1,2.4799999999999997e-239,828.0,1.17e-239,828.0
1122,CPD,NP_001295.2,Astyanax_mexicanus,XP_007245992.3,CPDA,Homo_sapiens,NP_001295.2,CPD,0.0,1651.0,0.0,1651.0
1123,EGLN3,NP_001295032.1,,,,,,,,,,
1124,IL2RA,NP_001295172.1,,,,,,,,,,
1125,POLD1,NP_001295561.1,Astyanax_mexicanus,XP_007256346.2,POLD1,Homo_sapiens,NP_001295561.1,POLD1,0.0,1555.0,0.0,1555.0
1126,EPHB2,NP_001296122.1,Astyanax_mexicanus,XP_022518824.2,EPHB2A,Homo_sapiens,NP_001296122.1,EPHB2,0.0,1768.0,0.0,1768.0
1127,EPHB2,NP_001296122.1,Astyanax_mexicanus,XP_022518825.2,EPHB2A,Homo_sapiens,NP_001296122.1,EPHB2,0.0,1754.0,0.0,1754.0
1128,EPHB2,NP_001296122.1,Astyanax_mexicanus,XP_049327834.1,EPHB2B,Homo_sapiens,NP_001296122.1,EPHB2,0.0,1753.0,0.0,1753.0
1129,EPHB2,NP_001296122.1,Astyanax_mexicanus,XP_049327835.1,EPHB2B,Homo_sapiens,NP_001296122.1,EPHB2,0.0,1758.0,0.0,1758.0
1130,EPHB2,NP_001296122.1,Astyanax_mexicanus,XP_049327836.1,EPHB2B,Homo_sapiens,NP_001296122.1,EPHB2,0.0,1738.0,0.0,1738.0
1131,SPARC,NP_001296373.1,Astyanax_mexicanus,XP_007246498.1,SPARC,Homo_sapiens,NP_001296373.1,SPARC,1.0199999999999999e-138,493.0,5.5e-139,493.0
1132,CLDN3,NP_001297.1,Astyanax_mexicanus,XP_007240514.3,LOC103034216,Homo_sapiens,NP_001297.1,CLDN3,3.93e-72,272.0,1.2e-72,272.0
1133,CLDN3,NP_001297.1,Astyanax_mexicanus,XP_007254241.3,LOC103022279,Homo_sapiens,NP_001297.1,CLDN3,1.08e-75,284.0,2.92e-76,284.0
1134,SHH,NP_001297391.1,,,,,,,,,,
1135,CLDN7,NP_001298.3,Astyanax_mexicanus,XP_015464312.3,CLDN7B,Homo_sapiens,NP_001298.3,CLDN7,4.07e-68,258.0,1.88e-68,258.0
1136,NFE2L2,NP_001300832.1,,,,,,,,,,
1137,RHOA,NP_001300873.1,,,,,,,,,,
1138,AURKB,NP_001300882.1,,,,,,,,,,
1139,PLOD1,NP_001303249.1,Astyanax_mexicanus,XP_007247977.3,PLOD1A,Homo_sapiens,NP_001303249.1,PLOD1,0.0,1045.0,0.0,1045.0
1140,PLOD1,NP_001303249.1,Astyanax_mexicanus,XP_007247978.3,PLOD1A,Homo_sapiens,NP_001303249.1,PLOD1,0.0,1028.0,0.0,1028.0
1141,PLOD1,NP_001303249.1,Astyanax_mexicanus,XP_022526418.2,PLOD1A,Homo_sapiens,NP_001303249.1,PLOD1,2.0299999999999997e-292,1005.0,9.32e-293,1005.0
1142,PTH,NP_001303281.1,,,,,,,,,,
1143,DNAJB4,NP_001304029.1,,,,,,,,,,
1144,SNF8,NP_001304122.1,,,,,,,,,,
1145,SALL4,NP_001304960.1,,,,,,,,,,
1146,SNCB,NP_001304963.1,Astyanax_mexicanus,XP_049328901.1,LOC111191461,Homo_sapiens,NP_001304963.1,SNCB,5.8e-14,77.4,2.48e-14,77.4
1147,SNCB,NP_001304963.1,Astyanax_mexicanus,XP_049328971.1,LOC125789915,Homo_sapiens,NP_001304963.1,SNCB,5.8e-14,77.4,2.48e-14,77.4
1148,AQP3,NP_001305073.1,,,,,,,,,,
1149,TSC2,NP_001305761.1,Astyanax_mexicanus,XP_022530230.2,TSC2,Homo_sapiens,NP_001305761.1,TSC2,0.0,2029.0,0.0,2029.0
1150,TSC2,NP_001305761.1,Astyanax_mexicanus,XP_022530231.2,TSC2,Homo_sapiens,NP_001305761.1,TSC2,0.0,2029.0,0.0,2029.0
1151,TSC2,NP_001305761.1,Astyanax_mexicanus,XP_022530232.2,TSC2,Homo_sapiens,NP_001305761.1,TSC2,0.0,2029.0,0.0,2029.0
1152,TSC2,NP_001305761.1,Astyanax_mexicanus,XP_022530233.2,TSC2,Homo_sapiens,NP_001305761.1,TSC2,0.0,2041.0,0.0,2041.0
1153,TSC2,NP_001305761.1,Astyanax_mexicanus,XP_022530234.2,TSC2,Homo_sapiens,NP_001305761.1,TSC2,0.0,2050.0,0.0,2050.0
1154,SNW1,NP_001305773.1,,,,,,,,,,
1155,FABP7,NP_001305971.1,,,,,,,,,,
1156,CYP1A1,NP_001306145.1,,,,,,,,,,
1157,SLC19A2,NP_001306596.1,,,,,,,,,,
1158,ADAM10,NP_001307499.1,,,,,,,,,,
1159,ICAM3,NP_001307534.1,,,,,,,,,,
1160,KPNA2,NP_001307540.1,Astyanax_mexicanus,XP_007252192.1,LOC103045972,Homo_sapiens,NP_001307540.1,KPNA2,1.4e-115,417.0,6.45e-116,417.0
1161,KPNA2,NP_001307540.1,Astyanax_mexicanus,XP_022520768.1,KPNA2,Homo_sapiens,NP_001307540.1,KPNA2,3.56e-113,409.0,1.65e-113,409.0
1162,S1PR1,NP_001307659.1,Astyanax_mexicanus,XP_007240171.3,S1PR1,Homo_sapiens,NP_001307659.1,S1PR1,2.06e-137,489.0,9.86e-138,489.0
1163,STS,NP_001307679.1,Astyanax_mexicanus,XP_022530401.2,STS,Homo_sapiens,NP_001307679.1,STS,3.1299999999999997e-205,715.0,1.4099999999999999e-205,715.0
1164,ORMDL3,NP_001307731.1,Astyanax_mexicanus,XP_049320612.1,ORMDL3,Homo_sapiens,NP_001307731.1,ORMDL3,1.1e-76,286.0,5.08e-77,286.0
1165,ORMDL3,NP_001307731.1,Astyanax_mexicanus,XP_049320613.1,ORMDL3,Homo_sapiens,NP_001307731.1,ORMDL3,1.1e-76,286.0,5.08e-77,286.0
1166,CDK1,NP_001307847.1,Astyanax_mexicanus,XP_007258982.1,CDK1,Homo_sapiens,NP_001307847.1,CDK1,3.16e-146,518.0,1.43e-146,518.0
1167,IL1R1,NP_001307907.1,Astyanax_mexicanus,XP_022541496.2,IL1RL1,Homo_sapiens,NP_001307907.1,IL1R1,6.23e-47,189.0,2.99e-47,189.0
1168,CTBP2,NP_001307941.1,Astyanax_mexicanus,XP_022521758.1,LOC103043993,Homo_sapiens,NP_001307941.1,CTBP2,7.499999999999999e-232,803.0,3.44e-232,803.0
1169,CTBP2,NP_001307941.1,Astyanax_mexicanus,XP_022521759.1,LOC103043993,Homo_sapiens,NP_001307941.1,CTBP2,7.499999999999999e-232,803.0,3.44e-232,803.0
1170,CTBP2,NP_001307941.1,Astyanax_mexicanus,XP_022521760.1,LOC103043993,Homo_sapiens,NP_001307941.1,CTBP2,2.54e-221,768.0,1.18e-221,768.0
1171,AKR1C2,NP_001307956.1,,,,,,,,,,
1172,SIRT6,NP_001307988.1,,,,,,,,,,
1173,CSH1,NP_001308.1,Astyanax_mexicanus,XP_022522456.1,GH1,Homo_sapiens,NP_001308.1,CSH1,7.11e-21,101.0,3.53e-21,101.0
1174,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049319146.1,DLG4B,Homo_sapiens,NP_001308003.1,DLG4,0.0,1138.0,0.0,1138.0
1175,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049319148.1,DLG4B,Homo_sapiens,NP_001308003.1,DLG4,0.0,1138.0,0.0,1138.0
1176,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049319150.1,DLG4B,Homo_sapiens,NP_001308003.1,DLG4,0.0,1139.0,0.0,1139.0
1177,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049319153.1,DLG4B,Homo_sapiens,NP_001308003.1,DLG4,0.0,1139.0,0.0,1139.0
1178,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049321172.1,LOC103046947,Homo_sapiens,NP_001308003.1,DLG4,0.0,1186.0,0.0,1186.0
1179,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049321173.1,LOC103046947,Homo_sapiens,NP_001308003.1,DLG4,0.0,1196.0,0.0,1196.0
1180,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049321174.1,LOC103046947,Homo_sapiens,NP_001308003.1,DLG4,0.0,1186.0,0.0,1186.0
1181,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049321175.1,LOC103046947,Homo_sapiens,NP_001308003.1,DLG4,0.0,1196.0,0.0,1196.0
1182,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049321176.1,LOC103046947,Homo_sapiens,NP_001308003.1,DLG4,0.0,1187.0,0.0,1187.0
1183,DLG4,NP_001308003.1,Astyanax_mexicanus,XP_049321178.1,LOC103046947,Homo_sapiens,NP_001308003.1,DLG4,0.0,1170.0,0.0,1170.0
1184,LTF,NP_001308051.1,Astyanax_mexicanus,XP_049332706.1,TFA,Homo_sapiens,NP_001308051.1,LTF,1.3200000000000002e-163,577.0,5.82e-164,577.0
1185,NAB1,NP_001308242.1,Astyanax_mexicanus,XP_007253296.3,NAB1B,Homo_sapiens,NP_001308242.1,NAB1,8.11e-148,524.0,3.66e-148,524.0
1186,NAB1,NP_001308242.1,Astyanax_mexicanus,XP_049340865.1,NAB1B,Homo_sapiens,NP_001308242.1,NAB1,5.06e-149,528.0,2.29e-149,528.0
1187,PTN,NP_001308316.1,Astyanax_mexicanus,XP_007235128.2,PTN,Homo_sapiens,NP_001308316.1,PTN,1.3900000000000001e-49,196.0,6.86e-50,196.0
1188,PLAA,NP_001308475.1,Astyanax_mexicanus,XP_007248067.2,PLAA,Homo_sapiens,NP_001308475.1,PLAA,8.38e-233,807.0,3.73e-233,807.0
1189,ZNF224,NP_001308574.1,,,,,,,,,,
1190,NCOA2,NP_001308640.1,,,,,,,,,,
1191,HTRA2,NP_001308656.1,,,,,,,,,,
1192,RAD51B,NP_001308747.1,,,,,,,,,,
1193,JAK1,NP_001308786.1,Astyanax_mexicanus,XP_022531588.2,JAK1,Homo_sapiens,NP_001308786.1,JAK1,0.0,1456.0,0.0,1456.0
1194,HDAC9,NP_001308797.1,,,,,,,,,,
1195,ACP5,NP_001308952.1,Astyanax_mexicanus,XP_007257220.1,ACP5A,Homo_sapiens,NP_001308952.1,ACP5,1.52e-105,383.0,6.81e-106,383.0
1196,ACP5,NP_001308952.1,Astyanax_mexicanus,XP_007257221.1,ACP5A,Homo_sapiens,NP_001308952.1,ACP5,1.52e-105,383.0,6.81e-106,383.0
1197,ADA,NP_001308980.1,,,,,,,,,,
1198,CNOT7,NP_001309023.1,,,,,,,,,,
1199,DCT,NP_001309115.1,,,,,,,,,,
1200,JAK2,NP_001309124.1,Astyanax_mexicanus,XP_007252861.3,JAK2A,Homo_sapiens,NP_001309124.1,JAK2,0.0,1590.0,0.0,1590.0
1201,JAK2,NP_001309124.1,Astyanax_mexicanus,XP_049322277.1,JAK2A,Homo_sapiens,NP_001309124.1,JAK2,0.0,1590.0,0.0,1590.0
1202,JAK2,NP_001309124.1,Astyanax_mexicanus,XP_049322278.1,JAK2A,Homo_sapiens,NP_001309124.1,JAK2,0.0,1590.0,0.0,1590.0
1203,JAK2,NP_001309124.1,Astyanax_mexicanus,XP_049326582.1,JAK2B,Homo_sapiens,NP_001309124.1,JAK2,0.0,1647.0,0.0,1647.0
1204,FHL5,NP_001309395.1,,,,,,,,,,
1205,MUC4,NP_001309397.1,,,,,,,,,,
1206,GSS,NP_001309423.1,Astyanax_mexicanus,XP_049319244.1,GSS,Homo_sapiens,NP_001309423.1,GSS,7.8e-163,574.0,3.16e-163,574.0
1207,GSS,NP_001309423.1,Astyanax_mexicanus,XP_049319245.1,GSS,Homo_sapiens,NP_001309423.1,GSS,7.8e-163,574.0,3.16e-163,574.0
1208,GSS,NP_001309423.1,Astyanax_mexicanus,XP_049319246.1,GSS,Homo_sapiens,NP_001309423.1,GSS,6.920000000000001e-163,574.0,3.16e-163,574.0
1209,ADRA1A,NP_001309432.1,,,,,,,,,,
1210,IDE,NP_001309723.1,Astyanax_mexicanus,XP_007258746.1,IDE,Homo_sapiens,NP_001309723.1,IDE,0.0,1701.0,0.0,1701.0
1211,SOD2,NP_001309743.1,,,,,,,,,,
1212,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_015456589.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,1.92e-282,972.0,7.89e-283,972.0
1213,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323518.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,1.9299999999999998e-282,972.0,7.89e-283,972.0
1214,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323519.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,1.9299999999999998e-282,972.0,7.89e-283,972.0
1215,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323520.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,1.9299999999999998e-282,972.0,7.89e-283,972.0
1216,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323521.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,2.3800000000000002e-283,975.0,9.86e-284,975.0
1217,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323522.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,1.83e-285,982.0,7.7e-286,982.0
1218,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323523.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,9.13e-286,983.0,3.85e-286,983.0
1219,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323525.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,2.28e-286,985.0,9.63e-287,985.0
1220,SATB1,NP_001309801.1,Astyanax_mexicanus,XP_049323526.1,LOC103038899,Homo_sapiens,NP_001309801.1,SATB1,1.13e-286,986.0,4.8199999999999997e-287,986.0
1221,SNAP25,NP_001309831.1,Astyanax_mexicanus,XP_007245417.1,SNAP25A,Homo_sapiens,NP_001309831.1,SNAP25,1.71e-86,319.0,7.96e-87,319.0
1222,NFKB2,NP_001309863.1,Astyanax_mexicanus,XP_022540294.2,NFKB2,Homo_sapiens,NP_001309863.1,NFKB2,3.87e-201,702.0,1.77e-201,702.0
1223,NFKB2,NP_001309863.1,Astyanax_mexicanus,XP_022540295.2,NFKB2,Homo_sapiens,NP_001309863.1,NFKB2,3.84e-201,702.0,1.77e-201,702.0
1224,FRMD5,NP_001309880.1,,,,,,,,,,
1225,OAT,NP_001309900.1,,,,,,,,,,
1226,PCBD1,NP_001309933.1,,,,,,,,,,
1227,MAPK8,NP_001310258.1,Astyanax_mexicanus,XP_007233629.2,MAPK8B,Homo_sapiens,NP_001310258.1,MAPK8,1.33e-212,739.0,6.09e-213,739.0
1228,MAPK8,NP_001310258.1,Astyanax_mexicanus,XP_007233630.2,MAPK8B,Homo_sapiens,NP_001310258.1,MAPK8,1.33e-212,739.0,6.09e-213,739.0
1229,MAPK8,NP_001310258.1,Astyanax_mexicanus,XP_007249601.2,MAPK8A,Homo_sapiens,NP_001310258.1,MAPK8,2.6e-218,758.0,1.16e-218,758.0
1230,MAPK8,NP_001310258.1,Astyanax_mexicanus,XP_007249602.2,MAPK8A,Homo_sapiens,NP_001310258.1,MAPK8,5.32e-215,747.0,2.38e-215,747.0
1231,MAPK8,NP_001310258.1,Astyanax_mexicanus,XP_015456858.2,MAPK8B,Homo_sapiens,NP_001310258.1,MAPK8,1.3e-215,749.0,5.95e-216,749.0
1232,MAPK8,NP_001310258.1,Astyanax_mexicanus,XP_049337450.1,MAPK8A,Homo_sapiens,NP_001310258.1,MAPK8,1.7800000000000002e-213,742.0,7.62e-214,742.0
1233,CDO1,NP_001310495.1,Astyanax_mexicanus,XP_007260847.1,CDO1,Homo_sapiens,NP_001310495.1,CDO1,1.35e-85,316.0,6.15e-86,316.0
1234,RBL2,NP_001310537.1,Astyanax_mexicanus,XP_007228258.3,RBL2,Homo_sapiens,NP_001310537.1,RBL2,0.0,1279.0,0.0,1279.0
1235,RBL2,NP_001310537.1,Astyanax_mexicanus,XP_007228259.3,RBL2,Homo_sapiens,NP_001310537.1,RBL2,0.0,1271.0,0.0,1271.0
1236,GABPB2,NP_001310835.1,,,,,,,,,,
1237,CSNK2B,NP_001311.3,Astyanax_mexicanus,XP_022538828.1,CSNK2B,Homo_sapiens,NP_001311.3,CSNK2B,1.3300000000000001e-125,449.0,6.099999999999999e-126,449.0
1238,CSNK2B,NP_001311.3,Astyanax_mexicanus,XP_049331247.1,CSNK2B,Homo_sapiens,NP_001311.3,CSNK2B,1.3300000000000001e-125,449.0,6.099999999999999e-126,449.0
1239,KLF8,NP_001311033.1,,,,,,,,,,
1240,CYP7B1,NP_001311041.1,,,,,,,,,,
1241,ZBTB17,NP_001311067.1,,,,,,,,,,
1242,HMGCS1,NP_001311151.1,,,,,,,,,,
1243,P2RY10,NP_001311154.1,Astyanax_mexicanus,XP_022539455.2,P2RY10,Homo_sapiens,NP_001311154.1,P2RY10,3.3e-96,352.0,1.64e-96,352.0
1244,CD2,NP_001315538.1,Astyanax_mexicanus,XP_022524281.2,LOC103041163,Homo_sapiens,NP_001315538.1,CD2,2.62e-07,56.2,1.88e-07,56.2
1245,HSD3B1,NP_001315544.1,Astyanax_mexicanus,XP_007255664.3,HSD3B1,Homo_sapiens,NP_001315544.1,HSD3B1,9.58e-91,334.0,4.3999999999999996e-91,334.0
1246,IAPP,NP_001316130.1,,,,,,,,,,
1247,VMP1,NP_001316324.1,Astyanax_mexicanus,XP_049323059.1,VMP1,Homo_sapiens,NP_001316324.1,VMP1,3.68e-164,578.0,1.75e-164,578.0
1248,GPX1,NP_001316384.1,,,,,,,,,,
1249,SERPINF1,NP_001316832.1,Astyanax_mexicanus,XP_007259651.3,SERPINF1,Homo_sapiens,NP_001316832.1,SERPINF1,2.42e-72,273.0,1.14e-72,273.0
