Model_nodos,NCBI_Product_accesion
CG30122,NP_611354.2
CG30148,NP_665889.1
CG30154,NP_665881.1
CG30156,NP_724520.1
CG30158,NP_652315.2
CG30159,NP_610254.1
CG30183,NP_611819.2
CG30187,NP_726265.4
CG30203,NP_725128.2
CG3021,NP_652639.1
CG30269,NP_611704.2
CG30273,NP_726223.1
CG30281,NP_726164.1
CG30283,NP_611587.2
CG30291,NP_726016.1
CG30340,NP_724812.2
CG30344,NP_724759.1
CG30345,NP_724760.2
CG30357,NP_724707.1
CG3036,NP_608873.1
CG30371,NP_610370.1
CG30373,NP_724654.1
CG30377,NP_610329.2
CG30389,NP_001261117.1
CG30394,NP_611578.1
CG30419,NP_611899.1
CG30423,NP_726490.3
CG30427,NP_726498.1
CG3045,NP_611646.1
CG30457,NP_611198.1
CG30460,NP_001097355.1
CG30496,NP_724595.1
CG3065,NP_611861.1
CG3071,NP_569993.1
CG3091,NP_569990.2
CG3097,NP_572259.1
CG31036,NP_733329.1
CG31038,NP_001400985.1
CG3104,NP_608724.1
CG31051,NP_733247.1
CG31055,NP_733225.1
CG3106,NP_572577.1
CG31064,NP_733203.1
CG31075,NP_733183.1
CG31076,NP_733184.2
CG31087,NP_733100.1
CG31098,NP_733091.1
CG31102,NP_733092.2
CG31121,NP_733058.1
CG31122,NP_001356888.1
CG31140,NP_651199.2
CG31145,NP_001356923.1
CG31156,NP_651070.3
CG31176,NP_732650.1
CG31183,NP_650505.2
CG31191,NP_001097850.3
CG31195,NP_732553.2
CG31211,NP_788641.1
CG31221,NP_001262729.1
CG31223,NP_732563.2
CG31224,NP_732361.1
CG3123,NP_608716.1
CG31249,NP_732262.1
CG31259,NP_731251.1
CG31313,NP_731919.1
CG31323,NP_651467.1
CG31337,NP_731817.1
CG31342,NP_001097763.1
CG31368,NP_996198.2
CG31431,NP_732672.1
CG31445,NP_651689.1
CG31464,NP_731226.2
CG31495,NP_731866.1
CG31510,NP_733082.1
CG31523,NP_649474.1
CG31559,NP_731045.1
CG31635,NP_001097102.1
CG31637,NP_609043.1
CG31642,NP_723159.1
CG31663,NP_001245843.1
CG31675,NP_724298.1
CG31676,NP_652593.3
CG31678,NP_724277.2
CG3168,NP_572345.1
CG31683,NP_001260626.1
CG31710,NP_723480.1
CG31729,NP_609634.1
CG31751,NP_001334743.1
CG31759,NP_723735.2
CG31760,NP_723730.2
CG31769,NP_723866.2
CG31777,NP_722933.1
CG31778,NP_722932.1
CG31789,NP_724118.1
CG31808,NP_001188822.1
CG31869,NP_001137815.1
CG31871,NP_723607.1
CG31883,NP_609292.2
CG31908,NP_723239.1
CG3191,NP_726804.1
CG31915,NP_723087.1
CG31937,NP_608616.2
CG31998,NP_726548.1
CG32006,NP_726538.1
CG32026,NP_729420.1
CG32032,NP_729454.1
CG32037,NP_648326.1
CG32066,NP_729619.1
CG32069,NP_729654.1
CG32075,NP_648428.1
CG32085,NP_729732.1
CG32091,NP_729728.1
CG32104,NP_648573.2
CG32109,NP_729822.1
CG32112,NP_001261779.1
CG32115,NP_729854.1
CG32121,NP_001097599.1
CG3213,NP_608787.1
CG32137,NP_729935.1
CG32147,NP_730035.1
CG32152,NP_001287079.2
CG32195,NP_730328.1
CG32196,NP_001262014.1
CG32204,NP_001369059.1
CG32206,NP_788538.2
CG3222,NP_648333.1
CG3224,NP_572335.1
CG32241,NP_729000.2
CG32249,NP_729001.2
CG3225,NP_608860.1
CG3226,NP_572332.1
CG32264,NP_995990.3
CG32267,NP_728885.1
CG32276,NP_728830.1
CG32278,NP_728822.1
CG32281,NP_728821.2
CG32302,NP_728732.1
CG32333,NP_001261246.1
CG32344,NP_612028.4
CG32365,NP_729304.1
CG32369,NP_729296.1
CG32407,NP_729113.1
CG32409,NP_729108.2
CG32425,NP_001097649.1
CG32432,NP_001262131.1
CG32437,NP_730625.1
CG32447,NP_001262188.1
CG32459,NP_730752.1
CG32473,NP_731786.1
CG32485,NP_728794.1
CG32486,NP_647765.1
CG32532,NP_608318.5
CG32547,NP_728174.2
CG32568,NP_728019.3
CG32633,NP_572898.1
CG32638,NP_727668.2
CG32647,NP_727642.1
CG32668,NP_727502.1
CG32683,NP_727419.1
CG32687,NP_727428.1
CG32695,NP_727367.1
CG32755,NP_727055.1
CG32767,NP_001259249.1
CG32772,NP_572196.3
CG32793,NP_726835.1
CG32809,NP_001259136.1
CG3281,NP_650132.1
CG32813,NP_001368967.1
CG32815,NP_726709.2
CG3288,NP_649264.1
CG32982,NP_001260277.1
CG3301,NP_650964.1
CG33080,NP_788858.1
CG33095,NP_788738.1
CG33096,NP_001356926.1
CG33111,NP_788725.1
CG33120,NP_788073.1
CG33128,NP_787961.1
CG33143,NP_788426.1
CG33144,NP_788324.1
CG33155,NP_001027417.1
CG33158,NP_788515.1
CG33169,NP_001137999.1
CG33181,NP_001285022.1
CG33203,NP_001138119.2
CG33228,NP_995940.2
CG33234,NP_001097483.2
CG33253,NP_001259699.1
CG33267,NP_996046.2
CG3328,NP_001369116.1
CG33298,NP_995666.1
CG33303,NP_001260335.1
CG33306,NP_995706.1
CG33346,NP_996301.2
CG3335,NP_648337.1
CG3339,NP_001036762.2
CG3342,NP_572324.1
CG33458,NP_995854.2
CG33459,NP_995855.2
CG33460,NP_001033949.1
CG33465,NP_001033950.2
CG33494,NP_001262958.1
CG33514,NP_001014558.1
CG33521,NP_001014703.1
CG3355,NP_608848.1
CG33635,NP_001027215.1
CG33639,NP_001259676.1
CG3368,NP_651555.1
CG3376,NP_001246491.1
CG33774,NP_001027396.1
CG33958,NP_001033958.1
CG33969,NP_001034035.2
CG33978,NP_001259046.1
CG33985,NP_001034018.1
CG33986,NP_001034017.2
CG34007,NP_001286104.1
CG3402,NP_612045.1
CG34038,NP_001033975.2
CG34039,NP_001034012.2
CG34045,NP_001033961.2
CG34056,NP_001033979.1
CG3407,NP_608809.1
CG3408,NP_001261635.1
CG34117,NP_001036690.1
CG34126,NP_001260066.1
CG34132,NP_001036344.1
CG34133,NP_001036772.2
CG34134,NP_001036347.1
CG34136,NP_001036371.1
CG34141,NP_001036534.2
CG34150,NP_001036756.2
CG34155,NP_001036778.1
CG34159,NP_001097137.1
CG34171,NP_001097175.2
CG34194,NP_001097358.1
CG3420,NP_610234.3
CG34217,NP_001097229.1
CG34220,NP_001097253.1
CG34221,NP_001097255.2
CG34232,NP_001097282.1
CG34236,NP_001097303.2
CG34244,NP_001097604.1
CG34245,NP_001189107.1
CG34247,NP_001097617.1
CG34250,NP_001287094.1
CG34251,NP_001097634.1
CG34276,NP_001097810.1
CG34278,NP_001097817.1
CG34282,NP_001097830.1
CG3430,NP_542438.1
CG34325,NP_001285348.1
CG34330,NP_001097029.1
CG34331,NP_001285478.1
CG3434,NP_648320.1
CG34347,NP_001369035.1
CG34348,NP_001096954.1
CG34353,NP_001097949.1
CG34354,NP_001097953.2
CG34355,NP_001247269.1
CG34357,NP_001356914.1
CG34367,NP_001097140.1
CG34370,NP_001097404.2
CG34376,NP_001097872.1
CG34382,NP_001097565.1
CG34384,NP_001246969.1
CG34393,NP_608753.2
CG34396,NP_001097392.1
CG34398,NP_001097128.1
CG34404,NP_650457.2
CG34408,NP_001285078.1
CG34409,NP_001097728.2
CG34417,NP_001162679.1
CG34436,NP_001097954.1
CG34437,NP_001097955.1
CG34451,NP_001369052.1
CG34452,NP_001097611.2
CG34453,NP_001097458.2
CG34459,NP_001097348.1
CG3505,NP_650380.2
CG3520,NP_611792.1
CG3529,NP_648315.1
CG3552,NP_001137926.1
CG3556,NP_572164.2
CG3566,NP_572304.5
CG3587,NP_569965.1
CG3625,NP_001097046.1
CG3631,NP_731951.2
CG3634,NP_649260.1
CG3638,NP_726720.3
CG3655,NP_001259118.1
CG3662,NP_608549.2
CG3663,NP_611952.1
CG3679,NP_573113.1
CG3699,NP_569875.2
CG3702,NP_608819.1
CG3703,NP_569874.1
CG3706,NP_652634.1
CG3726,NP_001284917.1
CG3732,NP_611692.1
CG3735,NP_611851.1
CG3744,NP_996292.2
CG3760,NP_726501.1
CG3764,NP_001261977.1
CG3777,NP_569839.2
CG3792,NP_608889.1
CG3808,NP_649083.2
CG3817,NP_650405.2
CG3819,NP_649078.1
CG3823,NP_572313.1
CG3829,NP_611992.3
CG3860,NP_611865.1
CG3868,NP_648702.1
CG3894,NP_611963.5
CG3902,NP_649069.2
CG3909,NP_649969.1
CG3918,NP_572323.1
CG3919,NP_001261840.1
CG3939,NP_570048.1
CG3955,NP_610837.1
CG3961,NP_730369.1
CG3987,NP_650421.3
CG40006,NP_001036401.1
CG40045,NP_001036640.1
CG4022,NP_648307.1
CG4025,NP_569979.1
CG4042,NP_649250.2
CG40485,NP_001036313.1
CG4069,NP_648590.1
CG4080,NP_648305.1
CG4115,NP_650179.1
CG4133,NP_608526.1
CG4168,NP_609740.4
CG4194,NP_569975.1
CG4199,NP_569976.1
CG4213,NP_608520.1
CG42232,NP_001138060.1
CG42238,NP_001137845.1
CG42246,NP_001138173.1
CG42258,NP_572801.2
CG42260,NP_001356969.1
CG42268,NP_729544.2
CG42269,NP_648019.2
CG42271,NP_996434.2
CG4230,NP_001260087.1
CG42322,NP_732549.2
CG42324,NP_647819.3
CG42327,NP_001036706.2
CG42329,NP_608590.2
CG42331,NP_651282.2
CG42335,NP_732655.3
CG42336,NP_610668.1
CG42337,NP_649286.2
CG42340,NP_001368973.1
CG42342,NP_001189235.2
CG42346,NP_001036306.3
CG42354,NP_001138201.1
CG42359,NP_732404.2
CG42366,NP_001260307.1
CG42369,NP_609024.1
CG4238,NP_001097053.2
CG4239,NP_573122.1
CG42390,NP_001369028.1
CG42392,NP_001137681.1
CG42394,NP_001138035.1
CG42404,NP_650437.4
CG42445,NP_001163378.1
CG42458,NP_996010.2
CG42494,NP_001163333.1
CG42495,NP_001163464.1
CG42524,NP_001163160.1
CG42525,NP_001261361.1
CG42526,NP_001163401.1
CG42534,NP_651560.2
CG42540,NP_652337.2
CG42542,NP_001163614.1
CG42554,NP_001163314.1
CG42562,NP_611245.2
CG42565,NP_611702.1
CG42587,NP_001162981.1
CG42588,NP_648604.2
CG4259,NP_608645.1
CG42594,NP_001162668.2
CG42613,NP_001401046.1
CG42663,NP_001188915.1
CG4267,NP_608661.1
CG42671,NP_001287029.1
CG42673,NP_001189078.1
CG42674,NP_001189137.1
CG42675,NP_649593.1
CG42676,NP_995960.2
CG4269,NP_611683.1
CG42694,NP_001188994.1
CG42699,NP_572263.2
CG42700,NP_001286339.1
CG42709,NP_648600.1
CG42717,NP_001189115.1
CG42724,NP_001189184.1
CG42728,NP_001189111.1
CG42729,NP_001034019.2
CG42741,NP_611747.2
CG42747,NP_648045.2
CG42748,NP_001260684.1
CG42749,NP_001188545.1
CG42750,NP_001286032.1
CG42784,NP_001188798.2
CG42788,NP_001189222.1
CG42795,NP_001287271.1
CG42808,NP_001188920.1
CG42854,NP_001188661.1
CG4287,NP_650514.1
CG4293,NP_001259099.1
CG4294,NP_001246462.1
CG4297,NP_608527.2
CG4301,NP_001245712.1
CG4306,NP_649038.1
CG43062,NP_001247057.1
CG43064,NP_001246726.1
CG43066,NP_001246408.1
CG43078,NP_001261590.1
CG43102,NP_001262684.1
CG43107,NP_001246386.1
CG43116,NP_001247308.1
CG43124,NP_001247345.1
CG43163,NP_001246673.1
CG43165,NP_001245858.1
CG43169,NP_001246686.1
CG43179,NP_001247094.1
CG43218,NP_001246864.1
CG4328,NP_648567.2
CG4338,NP_650441.1
CG4360,NP_650879.1
CG4362,NP_650876.1
CG4374,NP_651146.2
CG4382,NP_609301.2
CG4390,NP_732486.2
CG4393,NP_651143.2
CG4408,NP_651141.2
CG4409,NP_001097337.1
CG4452,NP_648303.1
CG4455,NP_609791.1
CG4459,NP_650850.1
CG4461,NP_648304.1
CG4467,NP_001036747.1
CG4476,NP_648293.1
CG4496,NP_609101.1
CG4497,NP_609102.1
CG4502,NP_609103.1
CG4554,NP_611676.1
CG4563,NP_611913.1
CG4572,NP_650836.1
CG4576,NP_650495.1
CG4577,NP_001259855.1
CG4592,NP_001260306.1
CG4596,NP_650031.1
CG4598,NP_609322.1
CG4610,NP_611677.1
CG4612,NP_611924.1
CG4619,NP_001162929.1
CG4622,NP_611929.1
CG4627,NP_610846.2
CG4629,NP_722676.3
CG4646,NP_610848.1
CG4650,NP_609722.2
CG4658,NP_788020.1
CG4660,NP_572293.1
CG4681,NP_611937.2
CG4686,NP_650837.1
CG4702,NP_650156.1
CG4716,NP_610858.1
CG4741,NP_001246497.1
CG4751,NP_609495.1
CG4752,NP_611675.2
CG4757,NP_650043.1
CG4766,NP_572287.1
CG4768,NP_573164.2
CG4781,NP_611951.1
CG4783,NP_650851.1
CG4789,NP_573166.1
CG4793,NP_723941.2
CG4806,NP_611955.2
CG4822,NP_722602.1
CG4829,NP_728030.2
CG4830,NP_650160.1
CG4835,NP_647965.3
CG4839,NP_609349.1
CG4866,NP_611224.1
CG4882,NP_477377.1
CG4896,NP_608583.5
CG4907,NP_651086.1
CG4911,NP_001261613.1
CG4914,NP_648711.1
CG4928,NP_573179.1
CG4942,NP_648286.1
CG4945,NP_725590.1
CG4950,NP_648855.2
CG4962,NP_648865.1
CG4968,NP_609375.1
CG4984,NP_001163182.1
CG4998,NP_001036609.1
CG5001,NP_001245832.1
CG5004,NP_573195.1
CG5013,NP_650520.1
CG5023,NP_650867.1
CG5033,NP_611270.1
CG5050,NP_609839.2
CG5065,NP_611143.1
CG5070,NP_573198.1
CG5079,NP_651405.1
CG5080,NP_608578.1
CG5084,NP_611279.1
CG5087,NP_648279.1
CG5096,NP_723576.1
CG5098,NP_001261066.1
CG5114,NP_001246760.1
CG5131,NP_609845.1
CG5151,NP_648844.1
CG5157,NP_648843.1
CG5162,NP_573202.1
CG5171,NP_001188709.1
CG5174,NP_725788.1
CG5177,NP_609114.1
CG5188,NP_609401.2
CG5191,NP_650893.2
CG5196,NP_650191.1
CG5214,NP_650064.1
CG5254,NP_569856.2
CG5262,NP_649223.1
CG5273,NP_569857.1
CG5280,NP_648278.1
CG5290,NP_649026.1
CG5321,NP_572967.2
CG5326,NP_651060.1
CG5346,NP_651058.1
CG5377,NP_651052.1
CG5382,NP_732721.1
CG5390,NP_609374.1
CG5397,NP_608591.1
CG5399,NP_650481.1
CG5412,NP_650895.1
CG5455,NP_651481.1
CG5498,NP_730525.2
CG5506,NP_649021.1
CG5509,NP_650204.1
CG5510,NP_651224.1
CG5516,NP_650515.1
CG5521,NP_001163748.1
CG5535,NP_649019.2
CG5541,NP_996437.1
CG5550,NP_001246376.1
CG5567,NP_649015.2
CG5608,NP_650208.1
CG5611,NP_651574.1
CG5639,NP_651570.1
CG5644,NP_648274.1
CG5645,NP_648550.1
CG5646,NP_651568.1
CG5653,NP_648269.1
CG5687,NP_647678.3
CG5726,NP_611304.1
CG5742,NP_001261069.1
CG5746,NP_001262912.1
CG5756,NP_725747.1
CG5757,NP_611290.3
CG5773,NP_611281.1
CG5776,NP_609585.1
CG5793,NP_001247226.1
CG5800,NP_573230.1
CG5819,NP_611660.1
CG5828,NP_608907.1
CG5835,NP_650785.1
CG5846,NP_609333.1
CG5854,NP_651196.1
CG5861,NP_609789.1
CG5877,NP_573014.2
CG5883,NP_648526.2
CG5885,NP_609321.1
CG5886,NP_651435.1
CG5888,NP_609794.1
CG5890,NP_001356889.1
CG5897,NP_001356901.1
CG5909,NP_651544.1
CG5910,NP_649226.1
CG5913,NP_651439.2
CG5921,NP_727061.2
CG5937,NP_001096888.2
CG5953,NP_609796.1
CG5966,NP_572286.1
CG5973,NP_609120.1
CG6000,NP_651210.3
CG6006,NP_001097812.1
CG6012,NP_609817.1
CG6023,NP_996503.2
CG6026,NP_650778.2
CG6034,NP_649005.1
CG6040,NP_650781.2
CG6041,NP_572281.1
CG6048,NP_572282.1
CG6051,NP_001287556.1
CG6055,NP_609122.1
CG6073,NP_651468.1
CG6094,NP_609416.1
CG6118,NP_650467.2
CG6142,NP_651466.1
CG6154,NP_733146.2
CG6163,NP_648460.1
CG6168,NP_648459.1
CG6180,NP_609588.1
CG6184,NP_732444.2
CG6191,NP_001260958.1
CG6204,NP_651229.2
CG6225,NP_001097759.1
CG6231,NP_650819.1
CG6277,NP_651525.1
CG6280,NP_610898.1
CG6283,NP_651524.1
CG6287,NP_609496.1
CG6295,NP_651521.1
CG6296,NP_651520.1
CG6310,NP_648429.2
CG6321,NP_648426.1
CG6324,NP_001285273.1
CG6329,NP_610904.1
CG6330,NP_651515.1
CG6340,NP_573034.1
CG6345,NP_650002.1
CG6356,NP_651240.1
CG6357,NP_610907.1
CG6398,NP_573244.1
CG6403,NP_651501.2
CG6409,NP_648415.1
CG6414,NP_570089.1
CG6415,NP_609441.1
CG6418,NP_648413.1
CG6420,NP_651499.2
CG6424,NP_725709.1
CG6426,NP_611163.2
CG6432,NP_651247.1
CG6479,NP_001261981.1
CG6495,NP_609451.1
CG6511,NP_648252.1
CG6550,NP_611207.1
CG6565,NP_609644.1
CG6567,NP_001097742.1
CG6574,NP_650029.1
CG6607,NP_651266.1
CG6621,NP_001189210.1
CG6638,NP_648239.1
CG6659,NP_573317.1
CG6660,NP_651104.1
CG6664,NP_648944.1
CG6678,NP_650996.1
CG6688,NP_651110.1
CG6689,NP_650051.1
CG6696,NP_573318.1
CG6707,NP_648372.1
CG6712,NP_477479.1
CG6724,NP_001260363.1
CG6726,NP_651120.1
CG6749,NP_648354.1
CG6753,NP_650219.2
CG6765,NP_648233.1
CG6769,NP_573252.1
CG6770,NP_609539.1
CG6785,NP_609538.2
CG6793,NP_648541.1
CG6834,NP_650104.2
CG6839,NP_649076.1
CG6847,NP_573259.2
CG6865,NP_001246825.1
CG6870,NP_609852.1
CG6891,NP_573323.1
CG6901,NP_650531.1
CG6933,NP_649191.1
CG6937,NP_651066.2
CG6938,NP_001261733.1
CG6959,NP_001138037.1
CG6966,NP_001097796.1
CG6983,NP_648227.1
CG7006,NP_651296.1
CG7011,NP_648758.1
CG7017,NP_649190.1
CG7024,NP_572182.1
CG7029,NP_788719.1
CG7049,NP_612003.1
CG7058,NP_573327.2
CG7059,NP_651034.2
CG7065,NP_572529.2
CG7080,NP_651019.1
CG7084,NP_651016.1
CG7091,NP_650243.2
CG7101,NP_573329.2
CG7110,NP_609652.3
CG7115,NP_001260215.1
CG7137,NP_611400.1
CG7166,NP_649339.2
CG7168,NP_650695.1
CG7182,NP_648212.1
CG7191,NP_609146.3
CG7201,NP_648200.1
CG7227,NP_609169.1
CG7236,NP_001285635.1
CG7246,NP_572520.1
CG7248,NP_648530.1
CG7252,NP_648527.1
CG7255,NP_001036608.1
CG7298,NP_649187.3
CG7320,NP_649034.3
CG7322,NP_573333.2
CG7326,NP_573335.1
CG7330,NP_649032.1
CG7332,NP_573338.1
CG7342,NP_650815.2
CG7367,NP_001162906.1
CG7368,NP_001036599.1
CG7369,NP_649415.2
CG7378,NP_001285421.1
CG7381,NP_001262514.1
CG7409,NP_648155.1
CG7420,NP_001259871.1
CG7432,NP_650825.2
CG7453,NP_573355.1
CG7458,NP_649374.1
CG7460,NP_649004.1
CG7484,NP_649000.1
CG7492,NP_648146.1
CG7497,NP_648999.2
CG7509,NP_647931.1
CG7512,NP_001097585.3
CG7518,NP_731761.3
CG7530,NP_650387.1
CG7546,NP_001261523.1
CG7564,NP_648991.1
CG7565,NP_648171.1
CG7567,NP_651699.1
CG7568,NP_001263071.1
CG7611,NP_649326.1
CG7627,NP_001245943.1
CG7639,NP_995838.1
CG7646,NP_649167.1
CG7650,NP_648786.1
CG7656,NP_730059.1
CG7685,NP_650724.1
CG7692,NP_648972.2
CG7694,NP_001138076.1
CG7702,NP_650740.1
CG7706,NP_650742.2
CG7714,NP_650747.1
CG7715,NP_650748.2
CG7720,NP_650753.1
CG7724,NP_648957.1
CG7728,NP_648945.1
CG7745,NP_610671.1
CG7763,NP_001356891.1
CG7766,NP_001285036.1
CG7781,NP_609210.1
CG7794,NP_650674.1
CG7800,NP_649770.1
CG7841,NP_648770.1
CG7857,NP_648769.2
CG7879,NP_647626.1
CG7884,NP_001259701.1
CG7886,NP_650378.1
CG7896,NP_651754.1
CG7906,NP_001261835.1
CG7916,NP_609682.1
CG7920,NP_651762.1
CG7945,NP_648773.1
CG7953,NP_609683.1
CG7974,NP_647643.1
CG7985,NP_650689.1
CG7987,NP_650375.1
CG7990,NP_573361.1
CG7991,NP_647649.2
CG7992,NP_573369.1
CG8004,NP_649161.1
CG8012,NP_652448.1
CG8026,NP_724769.2
CG8031,NP_650252.1
CG8034,NP_573376.2
CG8036,NP_649812.2
CG8042,NP_648165.1
CG8046,NP_724761.1
CG8051,NP_573377.1
CG8064,NP_650705.1
CG8066,NP_650374.1
CG8067,NP_610922.1
CG8079,NP_001286442.1
CG8112,NP_731269.2
CG8149,NP_649898.1
CG8160,NP_611031.3
CG8170,NP_001036533.1
CG8172,NP_001097236.2
CG8173,NP_573239.1
CG8176,NP_001097723.1
CG8188,NP_573237.2
CG8192,NP_611047.2
CG8202,NP_649826.3
CG8204,NP_611050.1
CG8219,NP_648038.1
CG8229,NP_610432.2
CG8230,NP_610431.1
CG8272,NP_001260812.1
CG8281,NP_648161.1
CG8289,NP_001285379.1
CG8292,NP_609198.1
CG8298,NP_610718.1
CG8300,NP_572384.1
CG8312,NP_649918.1
CG8314,NP_611070.1
CG8321,NP_610720.1
CG8353,NP_609196.1
CG8379,NP_996185.1
CG8389,NP_725515.1
CG8405,NP_725521.1
CG8420,NP_649869.1
CG8468,NP_610940.1
CG8478,NP_001163576.1
CG8483,NP_650264.1
CG8500,NP_649948.1
CG8501,NP_610771.2
CG8545,NP_610786.2
CG8547,NP_610947.3
CG8560,NP_648120.3
CG8568,NP_573217.1
CG8607,NP_648100.2
CG8611,NP_573214.1
CG8620,NP_001137895.1
CG8630,NP_731781.1
CG8635,NP_610401.1
CG8641,NP_648073.1
CG8661,NP_573212.1
CG8664,NP_573211.1
CG8668,NP_609184.1
CG8671,NP_001260671.1
CG8675,NP_573209.1
CG8726,NP_610341.2
CG8736,NP_610394.2
CG8745,NP_648665.1
CG8773,NP_650273.2
CG8778,NP_610805.1
CG8785,NP_610804.1
CG8833,NP_648669.1
CG8850,NP_725122.2
CG8858,NP_610746.1
CG8861,NP_001163567.1
CG8888,NP_610724.1
CG8892,NP_608891.1
CG8907,NP_001247146.1
CG8910,NP_611167.2
CG8925,NP_650526.1
CG8929,NP_725957.2
CG8939,NP_573099.1
CG8944,NP_573065.1
CG8952,NP_573072.1
CG8997,NP_609681.1
CG9003,NP_001260901.1
CG9004,NP_647717.1
CG9008,NP_609670.1
CG9016,NP_608970.2
CG9021,NP_608967.1
CG9044,NP_001260114.1
CG9067,NP_610662.1
CG9084,NP_610640.2
CG9095,NP_001259562.1
CG9098,NP_608979.2
CG9109,NP_608982.2
CG9119,NP_612081.1
CG9132,NP_996490.1
CG9135,NP_608985.1
CG9150,NP_608991.2
CG9164,NP_573021.1
CG9171,NP_723117.1
CG9184,NP_612099.1
CG9192,NP_612085.1
CG9205,NP_612075.1
CG9231,NP_649128.1
CG9254,NP_609664.1
CG9265,NP_610081.3
CG9270,NP_995741.2
CG9281,NP_573057.1
CG9286,NP_650317.3
CG9289,NP_609245.1
CG9297,NP_788674.1
CG9300,NP_649127.1
CG9302,NP_609645.2
CG9304,NP_611624.3
CG9312,NP_650313.1
CG9313,NP_001286657.1
CG9328,NP_610059.1
CG9331,NP_788080.1
CG9338,NP_610071.1
CG9368,NP_730432.1
CG9372,NP_649132.1
CG9380,NP_001036571.2
CG9386,NP_649904.2
CG9391,NP_649294.1
CG9394,NP_611548.1
CG9395,NP_609639.2
CG9411,NP_572962.1
CG9416,NP_611415.2
CG9449,NP_001137976.1
CG9451,NP_649118.1
CG9467,NP_001369000.1
CG9471,NP_001097729.1
CG9485,NP_726062.2
CG9503,NP_572987.1
CG9512,NP_572982.1
CG9514,NP_572981.1
CG9521,NP_572977.1
CG9522,NP_644677.1
CG9547,NP_609040.1
CG9568,NP_609267.1
CG9586,NP_609277.1
CG9590,NP_650488.1
CG9626,NP_001262369.1
CG9628,NP_729982.1
CG9630,NP_649777.1
CG9636,NP_649774.1
CG9643,NP_608733.1
CG9646,NP_611183.1
CG9663,NP_608760.2
CG9664,NP_001245853.1
CG9672,NP_573151.1
CG9674,NP_648922.1
CG9682,NP_001287607.1
CG9691,NP_572588.1
CG9717,NP_651812.1
CG9727,NP_001262317.1
CG9733,NP_001287606.1
CG9737,NP_651783.1
CG9747,NP_651779.1
CG9757,NP_476675.1
CG9760,NP_001261746.1
CG9782,NP_573137.1
CG9784,NP_001259623.1
CG9795,NP_730812.3
CG9799,NP_650284.2
CG9801,NP_649827.2
CG9813,NP_731796.1
CG9822,NP_611581.1
CG9837,NP_649838.5
CG9855,NP_649463.2
CG9886,NP_608684.1
CG9896,NP_611745.1
CG9899,NP_611764.1
CG9902,NP_573133.2
CG9903,NP_573132.1
CG9919,NP_001285321.1
CG9921,NP_001259608.1
CG9922,NP_650329.1
CG9932,NP_001260428.1
CG9967,NP_608669.1
CG9988,NP_651625.1
CG9992,NP_573121.1
CG9993,NP_611518.1
CHB,NP_524651.2
CHC,NP_001096993.1
CHD1,NP_001259975.1
CHD64,NP_647860.1
CHER,NP_001262657.2
CHES-1-LIKE,NP_001259312.1
CHI,NP_726403.2
CHIC,NP_477016.1
CHICO,NP_723540.1
CHIF,NP_523583.2
CHINMO,NP_001188680.1
CHLD3,NP_609806.1
CHM,NP_609117.4
CHMP1,NP_649051.3
CHN,NP_001246331.1
CHOP24,NP_572165.1
CHP,NP_001263137.1
CHRB,NP_648470.2
CHT2,NP_477298.2
CHT9,NP_611543.3
CI,NP_524617.3
CIB,NP_525065.1
CIC,NP_001262755.1
CID,NP_523730.2
CINDR,NP_001263129.1
CIP4,NP_001261412.1
CIRL,NP_610397.4
CK,NP_523571.1
CKA,NP_001245936.1
CKD,NP_728847.2
CKIALPHA,NP_511140.1
CKIIALPHA-I1,NP_524096.2
CKIIBETA,NP_996415.1
CKS85A,NP_649817.1
CL,NP_608930.1
CLBN,NP_001163721.1
CLC,NP_524178.2
CLC-A,NP_001097751.2
CLC-C,NP_730105.3
CLIC,NP_572928.1
CLIP-190,NP_001368962.1
CLK,NP_523964.2
CLOS,NP_001097246.3
CLT,NP_536784.1
CLU,NP_611095.1
CMET,NP_001260382.1
CNC,NP_001262864.1
CNGL,NP_001356908.1
CNI,NP_477068.1
CNK,NP_725671.1
CNN,NP_477084.1
CNO,NP_730891.1
CNX99A,NP_001036767.1
COMM,NP_524095.1
COMM2,NP_648801.2
COMM3,NP_648791.2
CON,NP_001246635.1
CONT,NP_649461.2
CONV,NP_610948.2
COPROX,NP_524777.1
CORA,NP_725864.1
COREST,NP_001188671.1
CORIN,NP_610297.2
CORN,NP_001261496.1
CORO,NP_610242.1
CORP,NP_572468.1
CORTO,NP_524231.2
CP15,NP_523979.1
CP18,NP_523978.1
CP190,NP_524359.2
CPA,NP_611539.1
CPB,NP_477005.1
CPO,NP_001262689.1
CPR,NP_477158.1
CPR11A,NP_572803.1
CPR11B,NP_572807.1
CPR12A,NP_572896.1
CPR31A,NP_995678.1
CPR49AC,NP_725150.2
CPR49AG,NP_610776.1
CPR51A,NP_610968.1
CPR56F,NP_611470.1
CPR64AA,NP_647872.1
CPR64AD,NP_647875.1
CPR65EC,NP_648077.1
CPR66CB,NP_648209.1
CPR66D,NP_729400.1
CPR67B,NP_648306.1
CPR67FB,NP_648420.1
CPR78E,NP_649345.1
CPR92F,NP_650905.2
CPR97EB,NP_651530.1
CPSF100,NP_651658.1
CPX,NP_525019.2
CRAG,NP_525080.3
CRALBP,NP_523939.1
CRB,NP_001262909.1
CRC,NP_524897.1
