,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Homo,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
651,RDX,NP_001247425.1,,,,,,,,,,
652,P2RX4,NP_001248327.1,,,,,,,,,,
653,LPIN1,NP_001248357.1,Astyanax_pachon,KAG9282351.1,LPIN1,Homo_sapiens,NP_001248357.1,LPIN1,9.67e-295,1013.0,1.52e-295,1013.0
654,BABAM2,NP_001248769.1,,,,,,,,,,
655,RTN3,NP_001252520.1,,,,,,,,,,
656,CASP7,NP_001253986.1,Astyanax_pachon,KAG9267896.1,CASP7,Homo_sapiens,NP_001253986.1,CASP7,9.53e-110,397.0,1.6500000000000002e-110,397.0
657,PHB2,NP_001254629.1,,,,,,,,,,
658,CTCFL,NP_001255972.1,,,,,,,,,,
659,CDX2,NP_001256.4,,,,,,,,,,
660,CES1,NP_001257.4,,,,,,,,,,
661,LMO1,NP_001257357.1,Astyanax_pachon,KAG9267177.1,LMO1,Homo_sapiens,NP_001257357.1,LMO1,5.68e-86,317.0,7.96e-87,317.0
662,TBXT,NP_001257413.1,,,,,,,,,,
663,MED23,NP_001257450.1,Astyanax_pachon,KAG9282327.1,MED23,Homo_sapiens,NP_001257450.1,MED23,0.0,2498.0,0.0,2498.0
664,MEAF6,NP_001257805.1,,,,,,,,,,
665,LTBR,NP_001257916.1,,,,,,,,,,
666,TFPI2,NP_001257932.1,,,,,,,,,,
667,FCGR3B,NP_001257964.2,,,,,,,,,,
668,MAX,NP_001257998.1,,,,,,,,,,
669,CSNK1A1,NP_001258670.1,,,,,,,,,,
670,PSMD6,NP_001258709.1,,,,,,,,,,
671,NOX1,NP_001258744.1,,,,,,,,,,
672,PPP2R2B,NP_001258828.1,,,,,,,,,,
673,MAZ,NP_001263204.1,,,,,,,,,,
674,USF1,NP_001263302.1,Astyanax_pachon,KAG9265126.1,USF1,Homo_sapiens,NP_001263302.1,USF1,6.6399999999999995e-84,311.0,1.02e-84,311.0
675,CXCL12,NP_001264919.1,,,,,,,,,,
676,CASP9,NP_001264983.1,,,,,,,,,,
677,ADORA2A,NP_001265426.1,Astyanax_pachon,KAG9266218.1,ADORA2A,Homo_sapiens,NP_001265426.1,ADORA2A,7.58e-117,421.0,1.04e-117,421.0
678,PDK1,NP_001265478.1,Astyanax_pachon,KAG9271455.1,PDK1,Homo_sapiens,NP_001265478.1,PDK1,5.12e-181,634.0,8.77e-182,634.0
679,NFATC1,NP_001265598.1,Astyanax_pachon,KAG9278471.1,NFATC1,Homo_sapiens,NP_001265598.1,NFATC1,2.09e-214,746.0,3.49e-215,746.0
680,NFATC1,NP_001265598.1,Astyanax_pachon,KAG9278930.1,NFATC1,Homo_sapiens,NP_001265598.1,NFATC1,6.19e-222,771.0,1.04e-222,771.0
681,CCL5,NP_001265665.1,,,,,,,,,,
682,PAX5,NP_001267479.1,,,,,,,,,,
683,MAP2K4,NP_001268364.1,Astyanax_pachon,KAG9267752.1,MAP2K4,Homo_sapiens,NP_001268364.1,MAP2K4,1.16e-196,686.0,1.75e-197,686.0
684,MAP2K4,NP_001268364.1,Astyanax_pachon,KAG9279213.1,MAP2K4,Homo_sapiens,NP_001268364.1,MAP2K4,1.4499999999999998e-197,689.0,2.19e-198,689.0
685,CYSLTR1,NP_001269115.1,Astyanax_pachon,KAG9271911.1,CYSLTR1,Homo_sapiens,NP_001269115.1,CYSLTR1,8.040000000000001e-103,374.0,1.2e-103,374.0
686,SIGMAR1,NP_001269134.1,,,,,,,,,,
687,NDRG2,NP_001269140.1,,,,,,,,,,
688,ABCB8,NP_001269222.1,Astyanax_pachon,KAG9276103.1,ABCB8,Homo_sapiens,NP_001269222.1,ABCB8,1.07e-215,750.0,1.46e-216,750.0
689,BARD1,NP_001269477.1,,,,,,,,,,
690,STIP1,NP_001269581.1,Astyanax_pachon,KAG9281909.1,STIP1,Homo_sapiens,NP_001269581.1,STIP1,1.68e-215,749.0,2.7299999999999997e-216,749.0
691,PDIA6,NP_001269634.1,Astyanax_pachon,KAG9268818.1,PDIA6,Homo_sapiens,NP_001269634.1,PDIA6,1.97e-195,682.0,3.3299999999999998e-196,682.0
692,PDIA6,NP_001269634.1,Astyanax_pachon,KAG9282913.1,PDIA6,Homo_sapiens,NP_001269634.1,PDIA6,7.770000000000001e-198,690.0,1.3e-198,690.0
693,RSPO2,NP_001269792.1,,,,,,,,,,
694,SMARCA1,NP_001269804.1,Astyanax_pachon,KAG9282211.1,SMARCA1,Homo_sapiens,NP_001269804.1,SMARCA1,0.0,1679.0,0.0,1679.0
695,TRPS1,NP_001269831.1,Astyanax_pachon,KAG9279882.1,TRPS1,Homo_sapiens,NP_001269831.1,TRPS1,0.0,1113.0,0.0,1113.0
696,MX1,NP_001269849.1,,,,,,,,,,
697,GUSB,NP_001271219.1,,,,,,,,,,
698,SLC9A3,NP_001271280.1,Astyanax_pachon,KAG9279441.1,SLC9A3,Homo_sapiens,NP_001271280.1,SLC9A3,6.99e-204,711.0,1.05e-204,711.0
699,NQO1,NP_001273066.1,,,,,,,,,,
700,DACT2,NP_001273280.1,,,,,,,,,,
701,ITGAX,NP_001273304.1,Astyanax_pachon,KAG9267405.1,ITGAX,Homo_sapiens,NP_001273304.1,ITGAX,6.04e-174,612.0,9.43e-175,612.0
702,CENPW,NP_001273453.1,,,,,,,,,,
703,ANAPC4,NP_001273685.1,Astyanax_pachon,KAG9282781.1,ANAPC4,Homo_sapiens,NP_001273685.1,ANAPC4,1.52e-275,949.0,2.3300000000000002e-276,949.0
704,PTTG1IP,NP_001273751.1,,,,,,,,,,
705,BTK,NP_001274273.1,Astyanax_pachon,KAG9272766.1,BTK,Homo_sapiens,NP_001274273.1,BTK,1.5899999999999998e-239,829.0,2.65e-240,829.0
706,CEBPA,NP_001274353.1,Astyanax_pachon,KAG9260932.1,CEBPA,Homo_sapiens,NP_001274353.1,CEBPA,2.8099999999999997e-52,206.0,5.24e-53,206.0
707,CDC25B,NP_001274445.1,Astyanax_pachon,KAG9275203.1,CDC25A,Homo_sapiens,NP_001274445.1,CDC25B,2.9000000000000002e-118,426.0,4.08e-119,426.0
708,FDFT1,NP_001274671.1,Astyanax_pachon,KAG9282542.1,FDFT1,Homo_sapiens,NP_001274671.1,FDFT1,1.76e-154,546.0,2.4800000000000002e-155,546.0
709,ADAM12,NP_001275902.1,Astyanax_pachon,KAG9267464.1,ADAM12,Homo_sapiens,NP_001275902.1,ADAM12,0.0,1048.0,0.0,1048.0
710,GAPDH,NP_001276674.1,Astyanax_pachon,KAG9276573.1,GAPDH,Homo_sapiens,NP_001276674.1,GAPDH,4.6100000000000004e-169,594.0,7.08e-170,594.0
711,RARB,NP_001277145.1,Astyanax_pachon,KAG9278911.1,RARB,Homo_sapiens,NP_001277145.1,RARB,2.03e-201,702.0,2.96e-202,702.0
712,ESR1,NP_001278159.1,Astyanax_pachon,KAG9283012.1,ESR1,Homo_sapiens,NP_001278159.1,ESR1,1.01e-141,504.0,1.56e-142,504.0
713,PCSK6,NP_001278238.1,,,,,,,,,,
714,BAX,NP_001278357.1,,,,,,,,,,
715,SALL2,NP_001278375.1,,,,,,,,,,
716,CYFIP2,NP_001278651.1,Astyanax_pachon,KAG9272717.1,CYFIP2,Homo_sapiens,NP_001278651.1,CYFIP2,0.0,2470.0,0.0,2470.0
717,RBM38,NP_001278709.1,,,,,,,,,,
718,FAP,NP_001278736.1,,,,,,,,,,
719,GUCY1B1,NP_001278880.1,Astyanax_pachon,KAG9259988.1,GUCY1B1,Homo_sapiens,NP_001278880.1,GUCY1B1,0.0,1093.0,0.0,1093.0
720,NRF1,NP_001280092.1,Astyanax_pachon,KAG9280525.1,NRF1,Homo_sapiens,NP_001280092.1,NRF1,6.389999999999999e-221,767.0,9.22e-222,767.0
721,MYCN,NP_001280160.1,,,,,,,,,,
722,DEAF1,NP_001280563.1,,,,,,,,,,
723,CA12,NP_001280571.1,,,,,,,,,,
724,MYBL1,NP_001281211.1,Astyanax_pachon,KAG9283384.1,MYBL1,Homo_sapiens,NP_001281211.1,MYBL1,5.25e-197,688.0,7.37e-198,688.0
725,CHD4,NP_001284482.1,Astyanax_pachon,KAG9276304.1,CHD4,Homo_sapiens,NP_001284482.1,CHD4,0.0,2446.0,0.0,2446.0
726,UGT2B4,NP_001284545.1,,,,,,,,,,
727,ETNK2,NP_001284691.1,,,,,,,,,,
728,CCR1,NP_001286.1,Astyanax_pachon,KAG9276167.1,CCR4,Homo_sapiens,NP_001286.1,CCR1,2.1599999999999998e-69,263.0,3.28e-70,263.0
729,RASGEF1B,NP_001287664.1,Astyanax_pachon,KAG9261703.1,RASGEF1BA,Homo_sapiens,NP_001287664.1,RASGEF1B,7.910000000000001e-247,853.0,1.08e-247,853.0
730,FOSL1,NP_001287786.1,,,,,,,,,,
731,EMSY,NP_001287871.1,Astyanax_pachon,KAG9263658.1,EMSY,Homo_sapiens,NP_001287871.1,EMSY,9.27e-278,957.0,1.4999999999999998e-278,957.0
732,TRIB3,NP_001288130.1,Astyanax_pachon,KAG9260490.1,KAG9260490.1,Homo_sapiens,NP_001288130.1,TRIB3,4.46e-91,335.0,7.539999999999999e-92,335.0
733,ABCC4,NP_001288758.1,Astyanax_pachon,KAG9277872.1,ABCC4,Homo_sapiens,NP_001288758.1,ABCC4,0.0,1719.0,0.0,1719.0
734,KLF13,NP_001289390.1,,,,,,,,,,
735,NLRC4,NP_001289433.1,,,,,,,,,,
736,APOE,NP_001289617.1,,,,,,,,,,
737,PKP3,NP_001289958.1,Astyanax_pachon,KAG9281029.1,PKP3,Homo_sapiens,NP_001289958.1,PKP3,6.94e-154,545.0,9.66e-155,545.0
738,HIP1R,NP_001290028.1,,,,,,,,,,
739,ACLY,NP_001290204.1,Astyanax_pachon,KAG9264241.1,ACLY,Homo_sapiens,NP_001290204.1,ACLY,0.0,1948.0,0.0,1948.0
740,ACLY,NP_001290204.1,Astyanax_pachon,KAG9267434.1,ACLY,Homo_sapiens,NP_001290204.1,ACLY,0.0,1973.0,0.0,1973.0
741,PIK3R3,NP_001290357.1,Astyanax_pachon,KAG9259460.1,PIK3R3,Homo_sapiens,NP_001290357.1,PIK3R3,2.09e-223,775.0,3.3e-224,775.0
742,PIK3R3,NP_001290357.1,Astyanax_pachon,KAG9269200.1,PIK3R3,Homo_sapiens,NP_001290357.1,PIK3R3,8.37e-223,773.0,1.32e-223,773.0
743,HNF1B,NP_001291215.1,,,,,,,,,,
744,MUC5AC,NP_001291288.1,,,,,,,,,,
745,ALAS1,NP_001291373.1,Astyanax_pachon,KAG9260450.1,ALAS1,Homo_sapiens,NP_001291373.1,ALAS1,3.97e-265,914.0,6.5e-266,914.0
746,PAX2,NP_001291498.1,Astyanax_pachon,KAG9267230.1,PAX2A,Homo_sapiens,NP_001291498.1,PAX2,5.16e-178,624.0,8.37e-179,624.0
747,PAX2,NP_001291498.1,Astyanax_pachon,KAG9275365.1,PAX2-A,Homo_sapiens,NP_001291498.1,PAX2,1.26e-177,623.0,1.67e-178,623.0
748,PTEN,NP_001291646.4,Astyanax_pachon,KAG9267703.1,PTEN,Homo_sapiens,NP_001291646.4,PTEN,2.61e-206,718.0,5.73e-207,718.0
749,PTEN,NP_001291646.4,Astyanax_pachon,KAG9268398.1,PTEN,Homo_sapiens,NP_001291646.4,PTEN,1.61e-200,699.0,3e-201,699.0
750,FMN2,NP_001292353.1,Astyanax_pachon,KAG9268033.1,FMN2,Homo_sapiens,NP_001292353.1,FMN2,6.04e-222,772.0,9.52e-223,772.0
751,SLBP,NP_001293004.1,Astyanax_pachon,KAG9271862.1,SLBP,Homo_sapiens,NP_001293004.1,SLBP,9.050000000000001e-58,224.0,1.17e-58,224.0
752,TGFBR1,NP_001293139.1,Astyanax_pachon,KAG9276696.1,TGFBR1,Homo_sapiens,NP_001293139.1,TGFBR1,1.76e-237,822.0,2.48e-238,822.0
753,CPD,NP_001295.2,Astyanax_pachon,KAG9265183.1,CPD,Homo_sapiens,NP_001295.2,CPD,0.0,1652.0,0.0,1652.0
754,EGLN3,NP_001295032.1,,,,,,,,,,
755,IL2RA,NP_001295172.1,,,,,,,,,,
756,POLD1,NP_001295561.1,Astyanax_pachon,KAG9264263.1,POLD1,Homo_sapiens,NP_001295561.1,POLD1,0.0,1557.0,0.0,1557.0
757,EPHB2,NP_001296122.1,Astyanax_pachon,KAG9260155.1,EPHB2,Homo_sapiens,NP_001296122.1,EPHB2,0.0,1741.0,0.0,1741.0
758,EPHB2,NP_001296122.1,Astyanax_pachon,KAG9269650.1,EPHB2,Homo_sapiens,NP_001296122.1,EPHB2,0.0,1767.0,0.0,1767.0
759,SPARC,NP_001296373.1,Astyanax_pachon,KAG9272503.1,SPARC,Homo_sapiens,NP_001296373.1,SPARC,1.0199999999999999e-138,493.0,1.8299999999999998e-139,493.0
760,CLDN3,NP_001297.1,Astyanax_pachon,KAG9262938.1,CLDN5,Homo_sapiens,NP_001297.1,CLDN3,2.33e-53,209.0,3.6599999999999995e-54,209.0
761,SHH,NP_001297391.1,,,,,,,,,,
762,CLDN7,NP_001298.3,Astyanax_pachon,KAG9263161.1,CLDN7A,Homo_sapiens,NP_001298.3,CLDN7,2.0299999999999998e-68,259.0,3.1199999999999996e-69,259.0
763,NFE2L2,NP_001300832.1,,,,,,,,,,
764,RHOA,NP_001300873.1,,,,,,,,,,
765,AURKB,NP_001300882.1,,,,,,,,,,
766,PLOD1,NP_001303249.1,Astyanax_pachon,KAG9270328.1,PLOD1,Homo_sapiens,NP_001303249.1,PLOD1,0.0,1046.0,0.0,1046.0
767,PTH,NP_001303281.1,,,,,,,,,,
768,DNAJB4,NP_001304029.1,,,,,,,,,,
769,SNF8,NP_001304122.1,,,,,,,,,,
770,SALL4,NP_001304960.1,,,,,,,,,,
771,SNCB,NP_001304963.1,Astyanax_pachon,KAG9281366.1,KAG9281366.1,Homo_sapiens,NP_001304963.1,SNCB,1.91e-14,79.0,2.72e-15,79.0
772,AQP3,NP_001305073.1,,,,,,,,,,
773,TSC2,NP_001305761.1,Astyanax_pachon,KAG9262659.1,TSC2,Homo_sapiens,NP_001305761.1,TSC2,0.0,2027.0,0.0,2027.0
774,SNW1,NP_001305773.1,,,,,,,,,,
775,FABP7,NP_001305971.1,,,,,,,,,,
776,CYP1A1,NP_001306145.1,,,,,,,,,,
777,SLC19A2,NP_001306596.1,,,,,,,,,,
778,ADAM10,NP_001307499.1,,,,,,,,,,
779,ICAM3,NP_001307534.1,,,,,,,,,,
780,KPNA2,NP_001307540.1,Astyanax_pachon,KAG9264498.1,KPNA2,Homo_sapiens,NP_001307540.1,KPNA2,3.56e-113,409.0,5.48e-114,409.0
781,KPNA2,NP_001307540.1,Astyanax_pachon,KAG9277460.1,KPNA2,Homo_sapiens,NP_001307540.1,KPNA2,1.4e-115,417.0,2.14e-116,417.0
782,S1PR1,NP_001307659.1,Astyanax_pachon,KAG9266643.1,S1PR1,Homo_sapiens,NP_001307659.1,S1PR1,5.16e-138,491.0,8.189999999999999e-139,491.0
783,STS,NP_001307679.1,Astyanax_pachon,KAG9262512.1,STS,Homo_sapiens,NP_001307679.1,STS,3.1299999999999997e-205,715.0,4.69e-206,715.0
784,ORMDL3,NP_001307731.1,Astyanax_pachon,KAG9268066.1,ORMDL3,Homo_sapiens,NP_001307731.1,ORMDL3,1.1e-76,286.0,1.69e-77,286.0
785,CDK1,NP_001307847.1,Astyanax_pachon,KAG9268240.1,CDK1,Homo_sapiens,NP_001307847.1,CDK1,3.16e-146,518.0,4.74e-147,518.0
786,IL1R1,NP_001307907.1,Astyanax_pachon,KAG9271298.1,IL1RL1,Homo_sapiens,NP_001307907.1,IL1R1,1.25e-46,188.0,1.99e-47,188.0
787,CTBP2,NP_001307941.1,Astyanax_pachon,KAG9272202.1,CTBP1,Homo_sapiens,NP_001307941.1,CTBP2,6.27e-197,687.0,9.5e-198,687.0
788,AKR1C2,NP_001307956.1,,,,,,,,,,
789,SIRT6,NP_001307988.1,,,,,,,,,,
790,CSH1,NP_001308.1,Astyanax_pachon,KAG9279222.1,GH,Homo_sapiens,NP_001308.1,CSH1,7.11e-21,101.0,1.1700000000000001e-21,101.0
791,DLG4,NP_001308003.1,Astyanax_pachon,KAG9269420.1,KAG9269420.1,Homo_sapiens,NP_001308003.1,DLG4,0.0,1138.0,0.0,1138.0
792,DLG4,NP_001308003.1,Astyanax_pachon,KAG9281562.1,KAG9281562.1,Homo_sapiens,NP_001308003.1,DLG4,0.0,1182.0,0.0,1182.0
793,LTF,NP_001308051.1,Astyanax_pachon,KAG9278863.1,TF2,Homo_sapiens,NP_001308051.1,LTF,1.5500000000000002e-167,590.0,2.36e-168,590.0
794,NAB1,NP_001308242.1,Astyanax_pachon,KAG9271710.1,NAB1,Homo_sapiens,NP_001308242.1,NAB1,1.8299999999999999e-147,523.0,2.43e-148,523.0
795,PTN,NP_001308316.1,Astyanax_pachon,KAG9280743.1,PTN-A,Homo_sapiens,NP_001308316.1,PTN,2.79e-49,195.0,4.56e-50,195.0
796,PLAA,NP_001308475.1,Astyanax_pachon,KAG9274357.1,PLAA,Homo_sapiens,NP_001308475.1,PLAA,4.19e-233,808.0,6.199999999999999e-234,808.0
797,ZNF224,NP_001308574.1,,,,,,,,,,
798,NCOA2,NP_001308640.1,,,,,,,,,,
799,HTRA2,NP_001308656.1,,,,,,,,,,
800,RAD51B,NP_001308747.1,,,,,,,,,,
801,JAK1,NP_001308786.1,Astyanax_pachon,KAG9277322.1,JAK1,Homo_sapiens,NP_001308786.1,JAK1,0.0,1457.0,0.0,1457.0
802,HDAC9,NP_001308797.1,,,,,,,,,,
803,ACP5,NP_001308952.1,Astyanax_pachon,KAG9277353.1,ACP5,Homo_sapiens,NP_001308952.1,ACP5,1.52e-105,383.0,2.26e-106,383.0
804,ADA,NP_001308980.1,,,,,,,,,,
805,CNOT7,NP_001309023.1,,,,,,,,,,
806,DCT,NP_001309115.1,,,,,,,,,,
807,JAK2,NP_001309124.1,Astyanax_pachon,KAG9261802.1,JAK2,Homo_sapiens,NP_001309124.1,JAK2,0.0,1647.0,0.0,1647.0
808,JAK2,NP_001309124.1,Astyanax_pachon,KAG9266318.1,JAK2,Homo_sapiens,NP_001309124.1,JAK2,0.0,1588.0,0.0,1588.0
809,FHL5,NP_001309395.1,,,,,,,,,,
810,MUC4,NP_001309397.1,,,,,,,,,,
811,GSS,NP_001309423.1,Astyanax_pachon,KAG9269310.1,GSS,Homo_sapiens,NP_001309423.1,GSS,6.920000000000001e-163,574.0,1.0500000000000001e-163,574.0
812,ADRA1A,NP_001309432.1,,,,,,,,,,
813,IDE,NP_001309723.1,Astyanax_pachon,KAG9275516.1,IDE,Homo_sapiens,NP_001309723.1,IDE,0.0,1701.0,0.0,1701.0
814,SOD2,NP_001309743.1,,,,,,,,,,
815,SATB1,NP_001309801.1,Astyanax_pachon,KAG9283752.1,SATB1,Homo_sapiens,NP_001309801.1,SATB1,1.92e-282,972.0,2.62e-283,972.0
816,SNAP25,NP_001309831.1,Astyanax_pachon,KAG9268978.1,SNAP25B,Homo_sapiens,NP_001309831.1,SNAP25,1.83e-77,289.0,2.84e-78,289.0
817,SNAP25,NP_001309831.1,Astyanax_pachon,KAG9282647.1,SNAP25A,Homo_sapiens,NP_001309831.1,SNAP25,2.87e-79,295.0,4.4400000000000004e-80,295.0
818,NFKB2,NP_001309863.1,Astyanax_pachon,KAG9275553.1,NFKB2,Homo_sapiens,NP_001309863.1,NFKB2,4.08e-201,702.0,5.86e-202,702.0
819,FRMD5,NP_001309880.1,,,,,,,,,,
820,OAT,NP_001309900.1,,,,,,,,,,
821,PCBD1,NP_001309933.1,,,,,,,,,,
822,MAPK8,NP_001310258.1,Astyanax_pachon,KAG9267362.1,MAPK8,Homo_sapiens,NP_001310258.1,MAPK8,5.2e-215,747.0,7.909999999999999e-216,747.0
823,MAPK8,NP_001310258.1,Astyanax_pachon,KAG9275335.1,MAPK8A,Homo_sapiens,NP_001310258.1,MAPK8,3.25e-219,761.0,4.83e-220,761.0
824,CDO1,NP_001310495.1,Astyanax_pachon,KAG9270681.1,CDO1,Homo_sapiens,NP_001310495.1,CDO1,1.35e-85,316.0,2.04e-86,316.0
825,RBL2,NP_001310537.1,Astyanax_pachon,KAG9281048.1,RBL2,Homo_sapiens,NP_001310537.1,RBL2,0.0,1278.0,0.0,1278.0
826,GABPB2,NP_001310835.1,,,,,,,,,,
827,CSNK2B,NP_001311.3,Astyanax_pachon,KAG9279620.1,CSNK2B,Homo_sapiens,NP_001311.3,CSNK2B,1.63e-125,449.0,2.03e-126,449.0
828,KLF8,NP_001311033.1,,,,,,,,,,
829,CYP7B1,NP_001311041.1,,,,,,,,,,
830,ZBTB17,NP_001311067.1,,,,,,,,,,
831,HMGCS1,NP_001311151.1,,,,,,,,,,
832,P2RY10,NP_001311154.1,Astyanax_pachon,KAG9271913.1,P2RY10,Homo_sapiens,NP_001311154.1,P2RY10,3.3e-96,352.0,5.44e-97,352.0
833,CD2,NP_001315538.1,,,,,,,,,,
834,HSD3B1,NP_001315544.1,Astyanax_pachon,KAG9271359.1,HSD3B,Homo_sapiens,NP_001315544.1,HSD3B1,9.58e-91,334.0,1.46e-91,334.0
835,IAPP,NP_001316130.1,Astyanax_pachon,KAG9280430.1,IAPP,Homo_sapiens,NP_001316130.1,IAPP,3.74e-13,74.7,3.98e-14,74.7
836,VMP1,NP_001316324.1,Astyanax_pachon,KAG9265368.1,VMP1,Homo_sapiens,NP_001316324.1,VMP1,3.68e-164,578.0,5.8e-165,578.0
837,GPX1,NP_001316384.1,,,,,,,,,,
838,SERPINF1,NP_001316832.1,Astyanax_pachon,KAG9265789.1,SERPINF1,Homo_sapiens,NP_001316832.1,SERPINF1,2.42e-72,273.0,3.77e-73,273.0
839,TGFB3,NP_001316868.1,Astyanax_pachon,KAG9268793.1,TGFB3,Homo_sapiens,NP_001316868.1,TGFB3,7.85e-186,650.0,1.21e-186,650.0
840,TP63,NP_001316893.1,Astyanax_pachon,KAG9277739.1,TP63,Homo_sapiens,NP_001316893.1,TP63,8.729999999999999e-268,923.0,1.3099999999999999e-268,923.0
841,NRXN1,NP_001317025.1,,,,,,,,,,
842,HSD17B1,NP_001317148.1,Astyanax_pachon,KAG9264237.1,HSD17B1,Homo_sapiens,NP_001317148.1,HSD17B1,2.39e-79,296.0,3.54e-80,296.0
843,CD70,NP_001317261.1,,,,,,,,,,
844,AICDA,NP_001317272.1,,,,,,,,,,
845,MTA3,NP_001317371.1,Astyanax_pachon,KAG9268012.1,MTA3,Homo_sapiens,NP_001317371.1,MTA3,5.28e-247,854.0,6.780000000000001e-248,854.0
846,PREB,NP_001317414.1,,,,,,,,,,
847,AKT2,NP_001317440.1,,,,,,,,,,
848,ZIC3,NP_001317590.1,,,,,,,,,,
849,PPARGC1A,NP_001317681.1,,,,,,,,,,
850,CTBP1,NP_001319.1,Astyanax_pachon,KAG9272194.1,CTBP1,Homo_sapiens,NP_001319.1,CTBP1,1.55e-225,782.0,2.37e-226,782.0
851,CTSV,NP_001324.2,Astyanax_pachon,KAG9261742.1,CTSL,Homo_sapiens,NP_001324.2,CTSV,1.01e-128,460.0,1.54e-129,460.0
852,CTSV,NP_001324.2,Astyanax_pachon,KAG9281925.1,CTSL,Homo_sapiens,NP_001324.2,CTSV,2.04e-128,459.0,3.08e-129,459.0
853,ZNF383,NP_001332877.1,,,,,,,,,,
854,IL2RB,NP_001333151.1,Astyanax_pachon,KAG9279201.1,IL2RB,Homo_sapiens,NP_001333151.1,IL2RB,8.209999999999999e-23,109.0,1.16e-23,109.0
855,SF1,NP_001333293.1,Astyanax_pachon,KAG9274495.1,SF1,Homo_sapiens,NP_001333293.1,SF1,1.09e-175,617.0,1.43e-176,617.0
856,LCOR,NP_001333445.1,,,,,,,,,,
857,TK1,NP_001333592.1,,,,,,,,,,
858,CBX7,NP_001333673.1,,,,,,,,,,
859,TPMT,NP_001333747.1,,,,,,,,,,
860,IFNL3,NP_001333866.1,,,,,,,,,,
861,ITGB3BP,NP_001334074.1,,,,,,,,,,
862,CYP19A1,NP_001334177.1,Astyanax_pachon,KAG9273473.1,CYP19A1,Homo_sapiens,NP_001334177.1,CYP19A1,1.37e-146,520.0,2.0099999999999998e-147,520.0
863,A2M,NP_001334352.2,Astyanax_pachon,KAG9265127.1,A2M,Homo_sapiens,NP_001334352.2,A2M,4.67e-265,915.0,7.29e-266,915.0
864,A2M,NP_001334352.2,Astyanax_pachon,KAG9265130.1,A2ML1,Homo_sapiens,NP_001334352.2,A2M,6.13e-260,898.0,9.56e-261,898.0
865,A2M,NP_001334352.2,Astyanax_pachon,KAG9265132.1,A2ML1,Homo_sapiens,NP_001334352.2,A2M,2.44e-256,886.0,3.92e-257,886.0
866,PDGFRA,NP_001334759.1,Astyanax_pachon,KAG9282764.1,PDGFRA,Homo_sapiens,NP_001334759.1,PDGFRA,0.0,1263.0,0.0,1263.0
867,BMP4,NP_001334841.1,Astyanax_pachon,KAG9268760.1,BMP4,Homo_sapiens,NP_001334841.1,BMP4,4.46e-161,568.0,6.45e-162,568.0
868,IRF5,NP_001334857.1,Astyanax_pachon,KAG9280642.1,IRF5,Homo_sapiens,NP_001334857.1,IRF5,1.2800000000000001e-143,510.0,2.1e-144,510.0
869,TRIM16,NP_001335050.1,,,,,,,,,,
870,ABCG4,NP_001335120.1,Astyanax_pachon,KAG9265125.1,ABCG4,Homo_sapiens,NP_001335120.1,ABCG4,2.8199999999999998e-285,981.0,4.33e-286,981.0
871,ABCG4,NP_001335120.1,Astyanax_pachon,KAG9281752.1,ABCG4,Homo_sapiens,NP_001335120.1,ABCG4,4.31e-290,997.0,6.61e-291,997.0
872,WWTR1,NP_001335291.1,Astyanax_pachon,KAG9266413.1,WWTR1,Homo_sapiens,NP_001335291.1,WWTR1,2.31e-118,426.0,3.16e-119,426.0
873,ST3GAL4,NP_001335325.1,,,,,,,,,,
874,ZNF148,NP_001335363.1,,,,,,,,,,
875,ABCB1,NP_001335874.1,Astyanax_pachon,KAG9283635.1,ABCB1,Homo_sapiens,NP_001335874.1,ABCB1,0.0,1628.0,0.0,1628.0
876,ABCG2,NP_001335916.1,Astyanax_pachon,KAG9269220.1,ABCG2,Homo_sapiens,NP_001335916.1,ABCG2,4.07e-218,758.0,5.899999999999999e-219,758.0
877,ABCG2,NP_001335916.1,Astyanax_pachon,KAG9275618.1,ABCG2,Homo_sapiens,NP_001335916.1,ABCG2,1.19e-222,773.0,1.8e-223,773.0
878,RNF144A,NP_001336110.1,,,,,,,,,,
879,ATG7,NP_001336164.1,Astyanax_pachon,KAG9260376.1,ATG7,Homo_sapiens,NP_001336164.1,ATG7,0.0,1128.0,0.0,1128.0
880,ERAP1,NP_001336173.1,Astyanax_pachon,KAG9262956.1,ERAP1,Homo_sapiens,NP_001336173.1,ERAP1,0.0,1083.0,0.0,1083.0
881,SNRPN,NP_001336391.1,Astyanax_pachon,KAG9276959.1,SNRPB,Homo_sapiens,NP_001336391.1,SNRPN,1.6400000000000002e-85,316.0,2.46e-86,316.0
882,CSF1R,NP_001336665.1,Astyanax_pachon,KAG9281198.1,CSF1R,Homo_sapiens,NP_001336665.1,CSF1R,3.23e-203,709.0,4.95e-204,709.0
883,RASGRP3,NP_001336905.1,Astyanax_pachon,KAG9268383.1,RASGRP3,Homo_sapiens,NP_001336905.1,RASGRP3,4.8299999999999995e-287,987.0,7.23e-288,987.0
884,SUPT3H,NP_001337254.1,Astyanax_pachon,KAG9268730.1,KAG9268730.1,Homo_sapiens,NP_001337254.1,SUPT3H,4.300000000000001e-109,395.0,5.350000000000001e-110,395.0
885,SMUG1,NP_001338169.1,,,,,,,,,,
886,CARD8,NP_001338712.1,,,,,,,,,,
