,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
277,CG1785,NP_572502.1,"[('KAG9278579.1', 'NOP53')]",278
278,CG1789,NP_572504.1,"[('KAG9276401.1', 'UTP11')]",279
279,CG17896,NP_569845.2,"[('KAG9268579.1', 'ALDH6A1')]",280
280,CG1812,NP_608397.1,"[('KAG9266768.1', 'KLHL26')]",281
281,CG18473,NP_731339.1,"[('KAG9278766.1', 'PTER')]",282
282,CG18858,NP_652700.1,"[('KAG9272010.1', 'PLA2G15')]",283
283,CG1983,NP_651776.2,"[('KAG9269149.1', 'PLPBP')]",284
284,CG2006,NP_001189310.1,"[('KAG9273489.1', 'DTWD1')]",285
285,CG2065,NP_610309.1,"[('KAG9276224.1', 'RDH13'), ('KAG9276478.1', 'RDH12'), ('KAG9279825.1', 'RDH13'), ('KAG9283283.1', 'RDH12')]",286
286,CG2200,NP_572852.1,"[('KAG9271796.1', 'AAD-A')]",287
287,CG2201,NP_724348.1,"[('KAG9273018.1', 'CHKA'), ('KAG9273226.1', 'CHKA')]",288
288,CG2218,NP_651790.1,"[('KAG9270646.1', 'UBOX5')]",289
289,CG2224,NP_651796.1,"[('KAG9270462.1', 'STAMBPA')]",290
290,CG2258,NP_572439.1,"[('KAG9260703.1', 'NCKIPSD')]",291
291,CG2260,NP_572441.1,"[('KAG9270254.1', 'WDR46')]",292
292,CG2608,NP_610042.1,"[('KAG9281573.1', 'SPAG7')]",293
293,CG2656,NP_649699.1,"[('KAG9266330.1', 'GPN3')]",294
294,CG2747,NP_001163547.1,"[('KAG9259903.1', 'HEATR5B')]",295
295,CG2852,NP_611695.1,"[('KAG9280754.1', 'PPIB')]",296
296,CG2924,NP_569994.1,"[('KAG9272789.1', 'UBE2Q2'), ('KAG9280924.1', 'UBE2Q2')]",297
297,CG2930,NP_788855.1,"[('KAG9271145.1', 'SLC15A2'), ('KAG9277623.1', 'SLC15A1')]",298
298,CG2938,NP_570085.1,"[('KAG9279797.1', 'CASD1')]",299
299,CG2972,NP_572603.1,"[('KAG9272966.1', 'NOB1')]",300
300,CG30010,NP_724847.2,"[('KAG9282523.1', 'KAG9282523.1')]",301
301,CG3008,NP_608871.1,"[('KAG9275819.1', 'RIOK3')]",302
302,CG3021,NP_652639.1,"[('KAG9280418.1', 'TRMU')]",303
303,CG30281,NP_726164.1,"[('KAG9262861.1', 'MFAP4'), ('KAG9262863.1', 'MFAP4'), ('KAG9262864.1', 'MFAP4')]",304
304,CG30291,NP_726016.1,"[('KAG9267841.1', 'CDK5RAP3')]",305
305,CG30373,NP_724654.1,"[('KAG9276189.1', 'CCSMST1')]",306
306,CG30389,NP_001261117.1,"[('KAG9279651.1', 'MACO1A')]",307
307,CG30423,NP_726490.3,"[('KAG9273677.1', 'LEPROT')]",308
308,CG3045,NP_611646.1,"[('KAG9276110.1', 'PUS3')]",309
309,CG30496,NP_724595.1,"[('KAG9278829.1', 'GLMN')]",310
310,CG3071,NP_569993.1,"[('KAG9272989.1', 'KAG9272989.1')]",311
311,CG3097,NP_572259.1,"[('KAG9271968.1', 'CPA2')]",312
312,CG31064,NP_733203.1,"[('KAG9275556.1', 'RUFY2')]",313
313,CG31076,NP_733184.2,"[('KAG9274217.1', 'LRMDA')]",314
314,CG31122,NP_001356888.1,"[('KAG9271284.1', 'KAG9271284.1')]",315
315,CG31156,NP_651070.3,"[('KAG9275130.1', 'SRBD1')]",316
316,CG31183,NP_650505.2,"[('KAG9279608.1', 'NPR1'), ('KAG9281861.1', 'NPR2')]",317
317,CG31249,NP_732262.1,"[('KAG9268944.1', 'KAG9268944.1')]",318
318,CG31368,NP_996198.2,"[('KAG9268764.1', 'AQR')]",319
319,CG31445,NP_651689.1,"[('KAG9273223.1', 'ANPEP')]",320
320,CG31637,NP_609043.1,"[('KAG9272003.1', 'CHST1'), ('KAG9272091.1', 'CHST6')]",321
321,CG3168,NP_572345.1,"[('KAG9280751.1', 'SV2B')]",322
322,CG31683,NP_001260626.1,"[('KAG9272010.1', 'PLA2G15')]",323
323,CG31729,NP_609634.1,"[('KAG9278931.1', 'ATP9B')]",324
324,CG31751,NP_001334743.1,"[('KAG9266899.1', 'HYKK')]",325
325,CG31759,NP_723735.2,"[('KAG9260202.1', 'PDE12')]",326
326,CG31871,NP_723607.1,"[('KAG9267707.1', 'LIPA')]",327
327,CG31915,NP_723087.1,"[('KAG9262809.1', 'COLGALT1'), ('KAG9263269.1', 'COLGALT2'), ('KAG9270071.1', 'COLGALT2'), ('KAG9273745.1', 'COLGALT2'), ('KAG9279008.1', 'COLGALT1')]",328
328,CG31937,NP_608616.2,"[('KAG9274957.1', 'DHRS7')]",329
329,CG32066,NP_729619.1,"[('KAG9273956.1', 'FAM49B'), ('KAG9282639.1', 'FAM49A'), ('KAG9283496.1', 'FAM49B')]",330
330,CG32069,NP_729654.1,"[('KAG9263462.1', 'IER3IP1')]",331
331,CG32104,NP_648573.2,"[('KAG9268121.1', 'RPAP1')]",332
332,CG32112,NP_001261779.1,"[('KAG9263810.1', 'ABHD18')]",333
333,CG32137,NP_729935.1,"[('KAG9269981.1', 'BICDL1')]",334
334,CG32147,NP_730035.1,"[('KAG9278670.1', 'PGPEP1')]",335
335,CG3224,NP_572335.1,"[('KAG9268403.1', 'ZNF593')]",336
336,CG3225,NP_608860.1,"[('KAG9269884.1', 'DHX35')]",337
337,CG3226,NP_572332.1,"[('KAG9273619.1', 'CACYBP')]",338
338,CG32276,NP_728830.1,"[('KAG9271408.1', 'SERP2')]",339
339,CG32281,NP_728821.2,"[('KAG9274950.1', 'TRMT5')]",340
340,CG32333,NP_001261246.1,"[('KAG9260074.1', 'FAM135A')]",341
341,CG32344,NP_612028.4,"[('KAG9281887.1', 'DDX54')]",342
342,CG32369,NP_729296.1,"[('KAG9262404.1', 'LONRF2')]",343
343,CG32473,NP_731786.1,"[('KAG9275173.1', 'ENPEP')]",344
344,CG32486,NP_647765.1,"[('KAG9279838.1', 'CYHR1')]",345
345,CG32668,NP_727502.1,"[('KAG9282497.1', 'ARMC2')]",346
346,CG32755,NP_727055.1,"[('KAG9275927.1', 'TRY4')]",347
347,CG33096,NP_001356926.1,"[('KAG9259387.1', 'ABHD17A'), ('KAG9261509.1', 'ABHD17B'), ('KAG9266534.1', 'ABHD17C'), ('KAG9270143.1', 'ABHD17A'), ('KAG9278107.1', 'ABHD17A')]",348
348,CG33158,NP_788515.1,"[('KAG9266552.1', 'EFL1')]",349
349,CG33181,NP_001285022.1,"[('KAG9260275.1', 'SLC41A1'), ('KAG9269836.1', 'SLC41A1'), ('KAG9280218.1', 'SLC41A2')]",350
350,CG33203,NP_001138119.2,"[('KAG9264105.1', 'PAQR4'), ('KAG9267266.1', 'PAQR4')]",351
351,CG33253,NP_001259699.1,"[('KAG9263569.1', 'STOM'), ('KAG9265009.1', 'STOM')]",352
352,CG33298,NP_995666.1,"[('KAG9275167.1', 'ATP10D'), ('KAG9277226.1', 'ATP10A')]",353
353,CG33303,NP_001260335.1,"[('KAG9260596.1', 'RPN1')]",354
354,CG3335,NP_648337.1,"[('KAG9276991.1', 'RBM19')]",355
355,CG33459,NP_995855.2,"[('KAG9266026.1', 'KAG9266026.1')]",356
356,CG3355,NP_608848.1,"[('KAG9264123.1', 'PRSS27'), ('KAG9267409.1', 'PRSS8')]",357
357,CG33635,NP_001027215.1,"[('KAG9278797.1', 'SFT2D3')]",358
358,CG3376,NP_001246491.1,"[('KAG9263563.1', 'SMPD1')]",359
359,CG3402,NP_612045.1,"[('KAG9266741.1', 'TAX1BP3')]",360
360,CG34039,NP_001034012.2,"[('KAG9281020.1', 'COMMD4')]",361
361,CG34117,NP_001036690.1,"[('KAG9279099.1', 'KAG9279099.1')]",362
362,CG34126,NP_001260066.1,"[('KAG9280669.1', 'UHRF1BP1L')]",363
363,CG34132,NP_001036344.1,"[('KAG9266928.1', 'TIMM13')]",364
364,CG34133,NP_001036772.2,"[('KAG9282103.1', 'WDR44')]",365
365,CG34150,NP_001036756.2,"[('KAG9263491.1', 'LYRM7')]",366
366,CG3430,NP_542438.1,"[('KAG9275424.1', 'MCMBP')]",367
367,CG3434,NP_648320.1,"[('KAG9283322.1', 'QTRT2')]",368
368,CG34348,NP_001096954.1,"[('KAG9274049.1', 'TMEM68'), ('KAG9278425.1', 'TMEM68')]",369
369,CG34367,NP_001097140.1,"[('KAG9271106.1', 'SHOX'), ('KAG9278537.1', 'SHOX2')]",370
370,CG34384,NP_001246969.1,"[('KAG9271401.1', 'DGKH')]",371
371,CG34396,NP_001097392.1,"[('KAG9268452.1', 'KCNK18')]",372
372,CG3529,NP_648315.1,"[('KAG9267680.1', 'TOM1L2')]",373
373,CG3552,NP_001137926.1,"[('KAG9281094.1', 'GDPGP1')]",374
374,CG3587,NP_569965.1,"[('KAG9273295.1', 'KAG9273295.1')]",375
375,CG3631,NP_731951.2,"[('KAG9282721.1', 'FAM20B')]",376
376,CG3634,NP_649260.1,"[('KAG9273574.1', 'KAG9273574.1'), ('KAG9277029.1', 'ST7L')]",377
377,CG3663,NP_611952.1,"[('KAG9263553.1', 'ISOC1')]",378
378,CG3703,NP_569874.1,"[('KAG9264080.1', 'RUNDC1')]",379
379,CG3735,NP_611851.1,"[('KAG9274943.1', 'KAG9274943.1')]",380
380,CG3744,NP_996292.2,"[('KAG9270317.1', 'DPP9')]",381
381,CG3792,NP_608889.1,"[('KAG9274247.1', 'MPDU1')]",382
382,CG3808,NP_649083.2,"[('KAG9262047.1', 'KAG9262047.1')]",383
383,CG3860,NP_611865.1,"[('KAG9269446.1', 'OSBPL2'), ('KAG9269698.1', 'OSBPL1A')]",384
384,CG3894,NP_611963.5,"[('KAG9267676.1', 'NEURL2')]",385
385,CG3902,NP_649069.2,"[('KAG9267510.1', 'ACADSB')]",386
386,CG3961,NP_730369.1,"[('KAG9259686.1', 'ACSL1'), ('KAG9266207.1', 'ACSL6'), ('KAG9267886.1', 'ACSL5'), ('KAG9281245.1', 'ACSL1')]",387
387,CG40045,NP_001036640.1,"[('KAG9266332.1', 'UBE2G1'), ('KAG9281743.1', 'UBE2G1')]",388
388,CG4025,NP_569979.1,"[('KAG9260746.1', 'DRAM2'), ('KAG9270153.1', 'DRAM2')]",389
389,CG4042,NP_649250.2,"[('KAG9278577.1', 'DMAC2')]",390
390,CG40485,NP_001036313.1,"[('KAG9281696.1', 'DHRS11')]",391
391,CG4069,NP_648590.1,"[('KAG9272044.1', 'KLHDC4')]",392
392,CG4199,NP_569976.1,"[('KAG9261992.1', 'AIFM3'), ('KAG9265198.1', 'AIFM3'), ('KAG9265761.1', 'AIFM3')]",393
393,CG42269,NP_648019.2,"[('KAG9268275.1', 'SLC22A7')]",394
394,CG42271,NP_996434.2,"[('KAG9277660.1', 'INPP4A')]",395
395,CG4238,NP_001097053.2,"[('KAG9268807.1', 'AREL1')]",396
396,CG4239,NP_573122.1,"[('KAG9266765.1', 'TMEM38A')]",397
397,CG42540,NP_652337.2,"[('KAG9263569.1', 'STOM'), ('KAG9266290.1', 'STOM')]",398
398,CG42673,NP_001189078.1,"[('KAG9281946.1', 'NOS1AP')]",399
399,CG42724,NP_001189184.1,"[('KAG9265477.1', 'TCERG1'), ('KAG9272545.1', 'TCERG1')]",400
400,CG4293,NP_001259099.1,"[('KAG9272396.1', 'ERGIC2')]",401
401,CG4301,NP_001245712.1,"[('KAG9266912.1', 'ATP11B')]",402
402,CG4306,NP_649038.1,"[('KAG9283931.1', 'GGCT')]",403
403,CG43066,NP_001246408.1,"[('KAG9260780.1', 'SLC6A17'), ('KAG9264865.1', 'SLC6A15'), ('KAG9264881.1', 'SLC6A15'), ('KAG9270770.1', 'SLC6A17'), ('KAG9273120.1', 'SLC6A15'), ('KAG9276096.1', 'SLC6A19'), ('KAG9276098.1', 'SLC6A19'), ('KAG9276121.1', 'SLC6A15'), ('KAG9276136.1', 'SLC6A15'), ('KAG9281483.1', 'SLC6A18'), ('KAG9281485.1', 'SLC6A19')]",404
404,CG43163,NP_001246673.1,"[('KAG9262977.1', 'TTC28')]",405
405,CG4328,NP_648567.2,"[('KAG9270285.1', 'LMX1B'), ('KAG9281918.1', 'LMX1B')]",406
406,CG4338,NP_650441.1,"[('KAG9276208.1', 'KAG9276208.1')]",407
407,CG4390,NP_732486.2,"[('KAG9270953.1', 'ESD')]",408
408,CG4461,NP_648304.1,"[('KAG9264938.1', 'CRYAB')]",409
409,CG4502,NP_609103.1,"[('KAG9279640.1', 'UBE2QL1')]",410
410,CG4572,NP_650836.1,"[('KAG9276687.1', 'CPVL')]",411
411,CG4598,NP_609322.1,"[('KAG9263863.1', 'ECI1')]",412
412,CG4610,NP_611677.1,"[('KAG9267274.1', 'KAG9267274.1')]",413
413,CG4627,NP_610846.2,"[('KAG9261314.1', 'TMEM186')]",414
414,CG4629,NP_722676.3,"[('KAG9266737.1', 'NIM1K')]",415
415,CG4646,NP_610848.1,"[('KAG9273692.1', 'KAG9273692.1')]",416
416,CG4752,NP_611675.2,"[('KAG9267554.1', 'OPLAH')]",417
417,CG4766,NP_572287.1,"[('KAG9259945.1', 'MAB21L2'), ('KAG9264626.1', 'MAB21L1')]",418
418,CG4768,NP_573164.2,"[('KAG9262278.1', 'KAG9262278.1')]",419
419,CG4789,NP_573166.1,"[('KAG9271049.1', 'RABL3')]",420
420,CG4806,NP_611955.2,"[('KAG9273032.1', 'RBM28')]",421
421,CG4866,NP_611224.1,"[('KAG9273668.1', 'IMP3')]",422
422,CG4896,NP_608583.5,"[('KAG9276896.1', 'RBM5')]",423
423,CG4914,NP_648711.1,"[('KAG9262335.1', 'F7')]",424
424,CG4928,NP_573179.1,"[('KAG9283040.1', 'KAG9283040.1')]",425
425,CG4942,NP_648286.1,"[('KAG9263799.1', 'COX18')]",426
426,CG4945,NP_725590.1,"[('KAG9264344.1', 'SBK1'), ('KAG9267766.1', 'SBK1')]",427
427,CG4968,NP_609375.1,"[('KAG9265741.1', 'OTUB1'), ('KAG9274301.1', 'OTUB1')]",428
428,CG5001,NP_001245832.1,"[('KAG9261676.1', 'KAG9261676.1'), ('KAG9262717.1', 'KAG9262717.1'), ('KAG9273711.1', 'KAG9273711.1'), ('KAG9279037.1', 'KAG9279037.1')]",429
429,CG5013,NP_650520.1,"[('KAG9263956.1', 'METTL23')]",430
430,CG5033,NP_611270.1,"[('KAG9280116.1', 'BOP1')]",431
431,CG5065,NP_611143.1,"[('KAG9271977.1', 'FAR1'), ('KAG9280497.1', 'FAR1')]",432
432,CG5087,NP_648279.1,"[('KAG9261553.1', 'UBE3B')]",433
433,CG5114,NP_001246760.1,"[('KAG9277893.1', 'AAMP')]",434
434,CG5131,NP_609845.1,"[('KAG9280595.1', 'KAG9280595.1')]",435
435,CG5188,NP_609401.2,"[('KAG9262567.1', 'METAP1D')]",436
436,CG5214,NP_650064.1,"[('KAG9268799.1', 'DLST')]",437
437,CG5254,NP_569856.2,"[('KAG9268516.1', 'SLC25A21')]",438
438,CG5262,NP_649223.1,"[('KAG9264325.1', 'TMEM104')]",439
439,CG5290,NP_649026.1,"[('KAG9268385.1', 'TTC27')]",440
440,CG5321,NP_572967.2,"[('KAG9260847.1', 'BBOX1')]",441
441,CG5382,NP_732721.1,"[('KAG9281903.1', 'ZFPL1')]",442
442,CG5412,NP_650895.1,"[('KAG9263734.1', 'OVCA2')]",443
443,CG5510,NP_651224.1,"[('KAG9272513.1', 'LMAN2')]",444
444,CG5521,NP_001163748.1,"[('KAG9268969.1', 'RALGAPA1')]",445
445,CG5535,NP_649019.2,"[('KAG9272613.1', 'SLC7A2'), ('KAG9281595.1', 'SLC7A2')]",446
446,CG5567,NP_649015.2,"[('KAG9267672.1', 'PGP')]",447
447,CG5608,NP_650208.1,"[('KAG9272117.1', 'KAG9272117.1')]",448
448,CG5645,NP_648550.1,"[('KAG9264332.1', 'KAG9264332.1')]",449
449,CG5742,NP_001261069.1,"[('KAG9267054.1', 'ANKRD13C-A'), ('KAG9274605.1', 'ANKRD13C')]",450
450,CG5757,NP_611290.3,"[('KAG9277762.1', 'DTYMK')]",451
451,CG5793,NP_001247226.1,"[('KAG9264307.1', 'FAHD1')]",452
452,CG5800,NP_573230.1,"[('KAG9265643.1', 'DDX10')]",453
453,CG5846,NP_609333.1,"[('KAG9281961.1', 'ANKRA2')]",454
454,CG5861,NP_609789.1,"[('KAG9283679.1', 'TMEM147')]",455
455,CG5885,NP_609321.1,"[('KAG9273373.1', 'SSR3')]",456
456,CG5886,NP_651435.1,"[('KAG9279656.1', 'TXLNA')]",457
457,CG5890,NP_001356889.1,"[('KAG9260126.1', 'KCNIP4'), ('KAG9263155.1', 'KCNIP1')]",458
458,CG5913,NP_651439.2,"[('KAG9268382.1', 'FAM98A')]",459
459,CG5937,NP_001096888.2,"[('KAG9275036.1', 'ARFGEF3')]",460
460,CG5966,NP_572286.1,"[('KAG9275286.1', 'PNLIP')]",461
461,CG6000,NP_651210.3,"[('KAG9278365.1', 'TSTD3')]",462
462,CG6073,NP_651468.1,"[('KAG9280115.1', 'KAG9280115.1')]",463
463,CG6094,NP_609416.1,"[('KAG9267745.1', 'MRPL58')]",464
464,CG6154,NP_733146.2,"[('KAG9267068.1', 'DPEP1')]",465
465,CG6330,NP_651515.1,"[('KAG9271673.1', 'UPP2')]",466
466,CG6345,NP_650002.1,"[('KAG9260299.1', 'CDK5RAP1')]",467
467,CG6415,NP_609441.1,"[('KAG9270920.1', 'AMT')]",468
468,CG6418,NP_648413.1,"[('KAG9264172.1', 'DDX42')]",469
469,CG6420,NP_651499.2,"[('KAG9265349.1', 'DMWD'), ('KAG9268215.1', 'WDR20')]",470
470,CG6432,NP_651247.1,"[('KAG9280488.1', 'ACSS3')]",471
471,CG6479,NP_001261981.1,"[('KAG9280361.1', 'TMEM209')]",472
472,CG6511,NP_648252.1,"[('KAG9268627.1', 'EDRF1')]",473
473,CG6550,NP_611207.1,"[('KAG9276333.1', 'CDKAL1')]",474
474,CG6565,NP_609644.1,"[('KAG9263336.1', 'STARD7')]",475
475,CG6567,NP_001097742.1,"[('KAG9276392.1', 'LYPLAL1')]",476
476,CG6574,NP_650029.1,"[('KAG9272899.1', 'SLC19A3'), ('KAG9277916.1', 'SLC19A2')]",477
477,CG6638,NP_648239.1,"[('KAG9268118.1', 'IVD')]",478
478,CG6664,NP_648944.1,"[('KAG9267295.1', 'CCDC6')]",479
479,CG6678,NP_650996.1,"[('KAG9281070.1', 'RCCD1')]",480
480,CG6707,NP_648372.1,"[('KAG9278115.1', 'TMEM55BA'), ('KAG9279671.1', 'PIP4P2')]",481
481,CG6712,NP_477479.1,"[('KAG9266785.1', 'RPF1')]",482
482,CG6724,NP_001260363.1,"[('KAG9277563.1', 'WDR12')]",483
483,CG6726,NP_651120.1,"[('KAG9260693.1', 'ACY1')]",484
484,CG6769,NP_573252.1,"[('KAG9273769.1', 'ZNF622')]",485
485,CG6891,NP_573323.1,"[('KAG9273048.1', 'COTL1')]",486
486,CG6937,NP_651066.2,"[('KAG9271134.1', 'NIFK')]",487
487,CG6938,NP_001261733.1,"[('KAG9260888.1', 'ANO5'), ('KAG9281031.1', 'ANO5')]",488
488,CG6966,NP_001097796.1,"[('KAG9270684.1', 'KAG9270684.1'), ('KAG9278232.1', 'KAG9278232.1')]",489
489,CG6983,NP_648227.1,"[('KAG9274534.1', 'KAG9274534.1')]",490
490,CG7006,NP_651296.1,"[('KAG9272964.1', 'KAG9272964.1')]",491
491,CG7011,NP_648758.1,"[('KAG9277950.1', 'ERGIC3')]",492
492,CG7049,NP_612003.1,"[('KAG9277183.1', 'SUMF1')]",493
493,CG7115,NP_001260215.1,"[('KAG9273703.1', 'PPM1L'), ('KAG9278519.1', 'PPM1L')]",494
494,CG7236,NP_001285635.1,"[('KAG9275484.1', 'CDKL1'), ('KAG9278553.1', 'CDKL1')]",495
495,CG7322,NP_573333.2,"[('KAG9267373.1', 'DCXR')]",496
496,CG7332,NP_573338.1,"[('KAG9283627.1', 'MINDY3')]",497
497,CG7369,NP_649415.2,"[('KAG9261703.1', 'RASGEF1BA')]",498
498,CG7378,NP_001285421.1,"[('KAG9267533.1', 'DUPD1'), ('KAG9267535.1', 'KAG9267535.1'), ('KAG9267536.1', 'DUPD1')]",499
499,CG7484,NP_649000.1,"[('KAG9264739.1', 'SELENOF')]",500
500,CG7497,NP_648999.2,"[('KAG9277351.1', 'PTGER1')]",501
501,CG7530,NP_650387.1,"[('KAG9261714.1', 'PAQR3'), ('KAG9263281.1', 'PAQR3')]",502
502,CG7564,NP_648991.1,"[('KAG9262689.1', 'LUC7L2'), ('KAG9276810.1', 'LUC7L')]",503
503,CG7565,NP_648171.1,"[('KAG9279859.1', 'KAG9279859.1')]",504
504,CG7611,NP_649326.1,"[('KAG9276389.1', 'WDR26'), ('KAG9282288.1', 'WDR26')]",505
505,CG7627,NP_001245943.1,"[('KAG9277872.1', 'ABCC4')]",506
506,CG7639,NP_995838.1,"[('KAG9272371.1', 'KAG9272371.1'), ('KAG9280214.1', 'KAG9280214.1')]",507
507,CG7650,NP_648786.1,"[('KAG9266049.1', 'PDCL')]",508
508,CG7656,NP_730059.1,"[('KAG9266309.1', 'UBE2R2'), ('KAG9266858.1', 'CDC34'), ('KAG9278108.1', 'CDC34')]",509
509,CG7694,NP_001138076.1,"[('KAG9261471.1', 'RNF181')]",510
510,CG7706,NP_650742.2,"[('KAG9268862.1', 'SLC4A1AP')]",511
511,CG7724,NP_648957.1,"[('KAG9264121.1', 'HSD3B7')]",512
512,CG7728,NP_648945.1,"[('KAG9267859.1', 'KAG9267859.1')]",513
513,CG7766,NP_001285036.1,"[('KAG9265701.1', 'PHKA1'), ('KAG9266453.1', 'PHKA2'), ('KAG9274305.1', 'PHKA1')]",514
514,CG7857,NP_648769.2,"[('KAG9279688.1', 'OTUD6B')]",515
515,CG7945,NP_648773.1,"[('KAG9275054.1', 'BAG2')]",516
516,CG7974,NP_647643.1,"[('KAG9281780.1', 'KAG9281780.1')]",517
517,CG7985,NP_650689.1,"[('KAG9264312.1', 'HEXD'), ('KAG9267936.1', 'HEXD')]",518
518,CG8004,NP_649161.1,"[('KAG9277594.1', 'MTX2')]",519
519,CG8026,NP_724769.2,"[('KAG9279538.1', 'SLC25A32'), ('KAG9283731.1', 'SLC25A32')]",520
520,CG8031,NP_650252.1,"[('KAG9259858.1', 'MEMO1')]",521
521,CG8036,NP_649812.2,"[('KAG9269605.1', 'TKT')]",522
522,CG8042,NP_648165.1,"[('KAG9271237.1', 'UBXN4')]",523
523,CG8064,NP_650705.1,"[('KAG9271365.1', 'WDR3')]",524
524,CG8067,NP_610922.1,"[('KAG9262638.1', 'NDUFAF5')]",525
525,CG8112,NP_731269.2,"[('KAG9270147.1', 'SOAT1')]",526
526,CG8173,NP_573239.1,"[('KAG9283079.1', 'PBK')]",527
527,CG8188,NP_573237.2,"[('KAG9276033.1', 'UBE2S')]",528
528,CG8202,NP_649826.3,"[('KAG9267584.1', 'KAG9267584.1')]",529
529,CG8204,NP_611050.1,"[('KAG9281701.1', 'ZNHIT3')]",530
530,CG8230,NP_610431.1,"[('KAG9266356.1', 'DYM')]",531
531,CG8314,NP_611070.1,"[('KAG9276372.1', 'ZDHHC3'), ('KAG9281377.1', 'ZDHHC3')]",532
532,CG8379,NP_996185.1,"[('KAG9266439.1', 'KAG9266439.1')]",533
533,CG8483,NP_650264.1,"[('KAG9283246.1', 'PI15A')]",534
534,CG8500,NP_649948.1,"[('KAG9263498.1', 'DIRAS2'), ('KAG9266727.1', 'DIRAS1')]",535
535,CG8607,NP_648100.2,"[('KAG9261198.1', 'KAG9261198.1')]",536
536,CG8611,NP_573214.1,"[('KAG9261923.1', 'DDX31')]",537
537,CG8635,NP_610401.1,"[('KAG9271798.1', 'ZC3H15')]",538
538,CG8641,NP_648073.1,"[('KAG9264566.1', 'RASD1'), ('KAG9267345.1', 'RASD1')]",539
539,CG8668,NP_609184.1,"[('KAG9261951.1', 'B3GALT2')]",540
540,CG8675,NP_573209.1,"[('KAG9261508.1', 'KAG9261508.1')]",541
541,CG8726,NP_610341.2,"[('KAG9260333.1', 'PXK')]",542
542,CG8745,NP_648665.1,"[('KAG9274206.1', 'ETNPPL')]",543
543,CG8773,NP_650273.2,"[('KAG9275173.1', 'ENPEP')]",544
544,CG8778,NP_610805.1,"[('KAG9263496.1', 'AUH')]",545
545,CG8833,NP_648669.1,"[('KAG9260953.1', 'GPATCH1')]",546
546,CG8858,NP_610746.1,"[('KAG9260060.1', 'KAG9260060.1')]",547
547,CG8888,NP_610724.1,"[('KAG9276751.1', 'BDH1')]",548
548,CG8892,NP_608891.1,"[('KAG9278864.1', 'UBXN7')]",549
549,CG8939,NP_573099.1,"[('KAG9266963.1', 'FTSJ3')]",550
550,CG9004,NP_647717.1,"[('KAG9274699.1', 'NOM1')]",551
551,CG9067,NP_610662.1,"[('KAG9261255.1', 'TRAPPC2L')]",552
552,CG9098,NP_608979.2,"[('KAG9261823.1', 'SH2D3C'), ('KAG9263271.1', 'SH2D3C')]",553
553,CG9109,NP_608982.2,"[('KAG9263697.1', 'B3GLCT')]",554
554,CG9119,NP_612081.1,"[('KAG9282073.1', 'KAG9282073.1')]",555
555,CG9132,NP_996490.1,"[('KAG9260710.1', 'NECAP2'), ('KAG9276013.1', 'NECAP1')]",556
556,CG9135,NP_608985.1,"[('KAG9269644.1', 'RCC2')]",557
557,CG9270,NP_995741.2,"[('KAG9277872.1', 'ABCC4')]",558
558,CG9281,NP_573057.1,"[('KAG9273950.1', 'ABCF2'), ('KAG9274082.1', 'ABCF2')]",559
559,CG9286,NP_650317.3,"[('KAG9267466.1', 'BCCIP')]",560
560,CG9302,NP_609645.2,"[('KAG9271141.1', 'PDIA5')]",561
561,CG9313,NP_001286657.1,"[('KAG9266297.1', 'KAG9266297.1')]",562
562,CG9386,NP_649904.2,"[('KAG9274202.1', 'TRMT44')]",563
563,CG9391,NP_649294.1,"[('KAG9276707.1', 'IMPA2'), ('KAG9278439.1', 'IMPA1'), ('KAG9283529.1', 'IMPA1')]",564
564,CG9416,NP_611415.2,"[('KAG9266133.1', 'ERMP1')]",565
565,CG9467,NP_001369000.1,"[('KAG9268333.1', 'KCTD3')]",566
566,CG9485,NP_726062.2,"[('KAG9264788.1', 'AGL'), ('KAG9276162.1', 'AGL')]",567
567,CG9514,NP_572981.1,"[('KAG9270210.1', 'CHDH')]",568
568,CG9586,NP_609277.1,"[('KAG9264184.1', 'CCDC43')]",569
569,CG9590,NP_650488.1,"[('KAG9259742.1', 'FAM114A1')]",570
570,CG9630,NP_649777.1,"[('KAG9262972.1', 'DDX55')]",571
571,CG9636,NP_649774.1,"[('KAG9275364.1', 'CUEDC2')]",572
572,CG9643,NP_608733.1,"[('KAG9268134.1', 'EEF1AKMT2')]",573
573,CG9737,NP_651783.1,"[('KAG9267066.1', 'HP')]",574
574,CG9784,NP_001259623.1,"[('KAG9261371.1', 'INPP5J'), ('KAG9263577.1', 'INPP5J')]",575
575,CG9799,NP_650284.2,"[('KAG9281839.1', 'WDR36')]",576
576,CG9855,NP_649463.2,"[('KAG9263421.1', 'MARCHF5'), ('KAG9275515.1', 'MARCHF5')]",577
577,CG9886,NP_608684.1,"[('KAG9276882.1', 'GLYCTK')]",578
578,CG9921,NP_001259608.1,"[('KAG9263815.1', 'HIGD2A')]",579
579,CG9922,NP_650329.1,"[('KAG9260802.1', 'HYPK')]",580
580,CG9967,NP_608669.1,"[('KAG9260359.1', 'MKRN2OS')]",581
581,CHB,NP_524651.2,"[('KAG9267036.1', 'CLASP1B'), ('KAG9271133.1', 'CLASP1')]",582
582,CHC,NP_001096993.1,"[('KAG9263240.1', 'CLTC'), ('KAG9265367.1', 'CLTC')]",583
