,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
197,CASP7,XP_006526679.3,Astyanax_pachon,KAG9267896.1,CASP7,Mus_musculus,XP_006526679.3,CASP7,1.38e-112,406.0,2.9e-113,406.0
198,CASP8,NP_001073595.1,Astyanax_pachon,KAG9277633.1,CASP8,Mus_musculus,NP_001073595.1,CASP8,2.5500000000000003e-79,296.0,5.17e-80,296.0
199,CASP8AP2,XP_006538012.1,,,,,,,,,,
200,CASZ1,XP_006539220.1,Astyanax_pachon,KAG9269729.1,KAG9269729.1,Mus_musculus,XP_006539220.1,CASZ1,0.0,2043.0,0.0,2043.0
201,CAT,NP_033934.2,Astyanax_pachon,KAG9280725.1,CAT,Mus_musculus,NP_033934.2,CAT,1.65e-260,898.0,3.42e-261,898.0
202,CAV1,NP_001396487.1,Astyanax_pachon,KAG9272138.1,CAV1,Mus_musculus,NP_001396487.1,CAV1,4.0400000000000004e-70,264.0,8.23e-71,264.0
203,CAV3,NP_031643.1,Astyanax_pachon,KAG9277110.1,CAV3,Mus_musculus,NP_031643.1,CAV3,2.26e-62,238.0,4.69e-63,238.0
204,CBFA2T3,NP_033954.2,,,,,,,,,,
205,CBL,XP_006510026.1,,,,,,,,,,
206,CCK,NP_112438.1,Astyanax_pachon,KAG9263824.1,CCK,Mus_musculus,NP_112438.1,CCK,1.12e-13,75.9,2.24e-14,75.9
207,CCK,NP_112438.1,Astyanax_pachon,KAG9276531.1,CCK,Mus_musculus,NP_112438.1,CCK,8.27e-13,73.2,1.45e-13,73.2
208,CCL19,NP_036018.1,Astyanax_pachon,KAG9261977.1,CCL19,Mus_musculus,NP_036018.1,CCL19,9.68e-10,62.8,1.84e-10,62.8
209,CCL20,NP_058656.1,Astyanax_pachon,KAG9273787.1,CCL20,Mus_musculus,NP_058656.1,CCL20,1.87e-11,68.6,2.97e-12,68.6
210,CCL21A,NP_035254.1,,,,,,,,,,
211,CCL21B,XP_036019422.1,,,,,,,,,,
212,CCL22,NP_033163.1,Astyanax_pachon,KAG9282566.1,K4,Mus_musculus,NP_033163.1,CCL22,7.43e-07,53.1,1.31e-07,53.1
213,CCL25,XP_006508799.1,,,,,,,,,,
214,CCNA1,XP_036018767.1,,,,,,,,,,
215,CCNA2,NP_033958.2,Astyanax_pachon,KAG9272231.1,CCNA2,Mus_musculus,NP_033958.2,CCNA2,1.5e-127,456.0,3.11e-128,456.0
216,CCNB2,NP_031656.2,Astyanax_pachon,KAG9261285.1,CCNB2,Mus_musculus,NP_031656.2,CCNB2,3.0199999999999997e-115,415.0,6.45e-116,415.0
217,CCND1,NP_031657.1,Astyanax_pachon,KAG9267104.1,CCND1,Mus_musculus,NP_031657.1,CCND1,1.4e-119,429.0,2.92e-120,429.0
218,CCND2,XP_036021678.1,Astyanax_pachon,KAG9271954.1,CCND2,Mus_musculus,XP_036021678.1,CCND2,8.9e-121,433.0,2.16e-121,433.0
219,CCNE1,NP_031659.2,Astyanax_pachon,KAG9261199.1,CCNE1,Mus_musculus,NP_031659.2,CCNE1,1.58e-118,426.0,3.2299999999999996e-119,426.0
220,CCNG2,NP_031661.3,Astyanax_pachon,KAG9266044.1,CCNG2,Mus_musculus,NP_031661.3,CCNG2,1.15e-102,373.0,2.4500000000000003e-103,373.0
221,CCR2,XP_036010478.1,Astyanax_pachon,KAG9276167.1,CCR4,Mus_musculus,XP_036010478.1,CCR2,3.2e-69,262.0,6.900000000000001e-70,262.0
222,CCR9,NP_001160097.1,Astyanax_pachon,KAG9273882.1,CCR9,Mus_musculus,NP_001160097.1,CCR9,1.4899999999999999e-84,313.0,3.03e-85,313.0
223,CD19,NP_001344020.1,,,,,,,,,,
224,CD1D1,NP_001366431.1,,,,,,,,,,
225,CD34,NP_598415.1,,,,,,,,,,
226,CD36,XP_030109948.1,Astyanax_pachon,KAG9280477.1,CD36,Mus_musculus,XP_030109948.1,CD36,5.77e-145,514.0,1.21e-145,514.0
227,CD38,NP_031672.2,Astyanax_pachon,KAG9283530.1,CD38,Mus_musculus,NP_031672.2,CD38,1.15e-50,200.0,2.59e-51,200.0
228,CD3D,XP_006510028.1,,,,,,,,,,
229,CD3E,XP_006510029.1,,,,,,,,,,
230,CD4,NP_038516.1,,,,,,,,,,
231,CD40,NP_035741.2,Astyanax_pachon,KAG9270932.1,CD40,Mus_musculus,NP_035741.2,CD40,4.44e-28,125.0,9.31e-29,125.0
232,CD44,NP_001034240.1,,,,,,,,,,
233,CD52,NP_038734.1,,,,,,,,,,
234,CD55,XP_030102097.1,,,,,,,,,,
235,CD5L,NP_033820.2,,,,,,,,,,
236,CD72,NP_001103792.1,,,,,,,,,,
237,CD79A,NP_031681.2,,,,,,,,,,
238,CD8A,NP_001074579.1,,,,,,,,,,
239,CDC25A,NP_001397314.1,Astyanax_pachon,KAG9275203.1,CDC25A,Mus_musculus,NP_001397314.1,CDC25A,5.64e-113,408.0,1.08e-113,408.0
240,CDC73,NP_666103.1,Astyanax_pachon,KAG9273634.1,CDC73,Mus_musculus,NP_666103.1,CDC73,9.469999999999999e-274,942.0,1.96e-274,942.0
241,CDCA7,NP_080142.1,Astyanax_pachon,KAG9271459.1,CDCA7,Mus_musculus,NP_080142.1,CDCA7,2.4699999999999997e-89,329.0,4.79e-90,329.0
242,CDH1,NP_033994.1,,,,,,,,,,
243,CDH11,NP_033996.4,Astyanax_pachon,KAG9261214.1,CDH11,Mus_musculus,NP_033996.4,CDH11,0.0,1076.0,0.0,1076.0
244,CDH15,NP_031688.2,Astyanax_pachon,KAG9261259.1,CDH15,Mus_musculus,NP_031688.2,CDH15,3.87e-178,625.0,7.72e-179,625.0
245,CDH17,XP_006537646.1,Astyanax_pachon,KAG9283600.1,CDH17,Mus_musculus,XP_006537646.1,CDH17,8.49e-147,521.0,1.65e-147,521.0
246,CDH5,NP_033998.2,Astyanax_pachon,KAG9261212.1,CDH5,Mus_musculus,NP_033998.2,CDH5,1.75e-125,450.0,3.7e-126,450.0
247,CDK1,NP_031685.2,Astyanax_pachon,KAG9268240.1,CDK1,Mus_musculus,NP_031685.2,CDK1,3.74e-145,514.0,7.59e-146,514.0
248,CDK2,NP_058036.1,Astyanax_pachon,KAG9260368.1,CDK2,Mus_musculus,NP_058036.1,CDK2,8.48e-158,556.0,1.73e-158,556.0
249,CDK4,NP_034000.1,Astyanax_pachon,KAG9260434.1,CDK4,Mus_musculus,NP_034000.1,CDK4,1.65e-119,429.0,3e-120,429.0
250,CDK5,XP_006535689.1,,,,,,,,,,
251,CDK5R2,NP_034002.2,Astyanax_pachon,KAG9277651.1,CDK5R1,Mus_musculus,NP_034002.2,CDK5R2,3.87e-86,318.0,9.47e-87,318.0
252,CDK6,NP_034003.1,Astyanax_pachon,KAG9279787.1,CDK6,Mus_musculus,NP_034003.1,CDK6,3.21e-144,511.0,6.670000000000001e-145,511.0
253,CDK9,NP_570930.1,Astyanax_pachon,KAG9266031.1,CDK9,Mus_musculus,NP_570930.1,CDK9,3.7199999999999997e-190,664.0,6.66e-191,664.0
254,CDKN1B,NP_034005.2,Astyanax_pachon,KAG9280827.1,CDKN1B,Mus_musculus,NP_034005.2,CDKN1B,5.34e-28,124.0,1.27e-28,124.0
255,CDKN1C,NP_001399168.1,,,,,,,,,,
256,CDKN2A,NP_001035744.1,,,,,,,,,,
257,CDKN2B,NP_031696.1,Astyanax_pachon,KAG9275760.1,CDKN2B,Mus_musculus,NP_031696.1,CDKN2B,7.78e-24,110.0,1.37e-24,110.0
258,CDKN2C,NP_031697.1,,,,,,,,,,
259,CDKN2D,NP_001396593.1,Astyanax_pachon,KAG9277502.1,CDKN2D,Mus_musculus,NP_001396593.1,CDKN2D,8.5e-27,120.0,1.71e-27,120.0
260,CDON,NP_067314.2,Astyanax_pachon,KAG9273311.1,CDON,Mus_musculus,NP_067314.2,CDON,1.59e-287,989.0,3.2699999999999996e-288,989.0
261,CDX2,NP_031699.2,,,,,,,,,,
262,CDX4,NP_031700.1,Astyanax_pachon,KAG9272683.1,CDX4,Mus_musculus,NP_031700.1,CDX4,8.35e-59,227.0,1.7900000000000001e-59,227.0
263,CEBPA,NP_001274443.1,Astyanax_pachon,KAG9260932.1,CEBPA,Mus_musculus,NP_001274443.1,CEBPA,8.52e-49,194.0,2.16e-49,194.0
264,CEBPB,NP_034013.1,,,,,,,,,,
265,CEBPG,NP_034014.1,Astyanax_pachon,KAG9260933.1,CEBPG,Mus_musculus,NP_034014.1,CEBPG,1.47e-41,169.0,2.7499999999999997e-42,169.0
266,CELSR3,NP_001346501.1,,,,,,,,,,
267,CEND1,NP_067291.1,,,,,,,,,,
268,CER1,NP_034017.1,,,,,,,,,,
269,CES1D,NP_444430.2,,,,,,,,,,
270,CES2C,NP_663578.1,Astyanax_pachon,KAG9273149.1,KAG9273149.1,Mus_musculus,NP_663578.1,CES2C,7.67e-130,464.0,1.61e-130,464.0
271,CETN2,NP_062278.2,Astyanax_pachon,KAG9281169.1,CETN1,Mus_musculus,NP_062278.2,CETN2,4.55e-49,194.0,9.39e-50,194.0
272,CFDP1,NP_001355267.1,,,,,,,,,,
273,CFLAR,XP_030100848.1,Astyanax_pachon,KAG9271806.1,CFLAR,Mus_musculus,XP_030100848.1,CFLAR,9.250000000000001e-63,241.0,1.87e-63,241.0
274,CFTR,NP_066388.1,Astyanax_pachon,KAG9273217.1,CFTR,Mus_musculus,NP_066388.1,CFTR,0.0,1522.0,0.0,1522.0
275,CGA,XP_006537649.1,Astyanax_pachon,KAG9268757.1,CGA,Mus_musculus,XP_006537649.1,CGA,1.12e-35,149.0,2.3e-36,149.0
276,CH25H,NP_034020.1,Astyanax_pachon,KAG9267710.1,CH25H,Mus_musculus,NP_034020.1,CH25H,2.55e-82,305.0,6.27e-83,305.0
277,CHD4,NP_001390521.1,Astyanax_pachon,KAG9276304.1,CHD4,Mus_musculus,NP_001390521.1,CHD4,0.0,2419.0,0.0,2419.0
278,CHD7,NP_001264078.1,Astyanax_pachon,KAG9264732.1,CHD7,Mus_musculus,NP_001264078.1,CHD7,0.0,3051.0,0.0,3051.0
279,CHEK1,NP_001397136.1,Astyanax_pachon,KAG9265594.1,CHEK1,Mus_musculus,NP_001397136.1,CHEK1,2.6400000000000003e-185,648.0,5.59e-186,648.0
280,CHEK2,XP_006535134.3,,,,,,,,,,
281,CHRNA7,NP_031416.3,Astyanax_pachon,KAG9267084.1,CHRNA7,Mus_musculus,NP_031416.3,CHRNA7,1.2899999999999998e-228,792.0,2.64e-229,792.0
282,CHRNA7,NP_031416.3,Astyanax_pachon,KAG9280846.1,CHRNA7,Mus_musculus,NP_031416.3,CHRNA7,2.7299999999999997e-225,781.0,5.4100000000000005e-226,781.0
283,CHST11,NP_067414.2,Astyanax_pachon,KAG9280219.1,CHST11,Mus_musculus,NP_067414.2,CHST11,3.25e-153,541.0,6.7e-154,541.0
284,CIDEC,NP_001359193.1,Astyanax_pachon,KAG9277097.1,CIDEC,Mus_musculus,NP_001359193.1,CIDEC,5.02e-48,191.0,1.09e-48,191.0
285,CIRBP,NP_001366352.1,,,,,,,,,,
286,CISH,NP_034025.1,Astyanax_pachon,KAG9260568.1,CISH,Mus_musculus,NP_034025.1,CISH,2.47e-45,182.0,5.75e-46,182.0
287,CISH,NP_034025.1,Astyanax_pachon,KAG9277115.1,CISH,Mus_musculus,NP_034025.1,CISH,2.03e-47,189.0,4.49e-48,189.0
288,CITED2,XP_036011557.1,Astyanax_pachon,KAG9278898.1,CITED3,Mus_musculus,XP_036011557.1,CITED2,2e-22,106.0,4.5399999999999993e-23,106.0
289,CKAP2,NP_001004140.2,,,,,,,,,,
290,CKM,NP_031736.1,Astyanax_pachon,KAG9265157.1,CKM,Mus_musculus,NP_031736.1,CKM,2.5800000000000003e-192,671.0,5.33e-193,671.0
291,CKM,NP_031736.1,Astyanax_pachon,KAG9275271.1,CKB,Mus_musculus,NP_031736.1,CKM,7.889999999999999e-197,686.0,1.63e-197,686.0
292,CKM,NP_031736.1,Astyanax_pachon,KAG9282155.1,CKM,Mus_musculus,NP_031736.1,CKM,1.9300000000000002e-200,698.0,3.97e-201,698.0
293,CKM,NP_031736.1,Astyanax_pachon,KAG9282811.1,CKB,Mus_musculus,NP_031736.1,CKM,5.91e-192,670.0,1.07e-192,670.0
294,CKS1B,NP_058600.1,Astyanax_pachon,KAG9279369.1,CKS1B,Mus_musculus,NP_058600.1,CKS1B,3.63e-36,150.0,7.59e-37,150.0
295,CLCNKB,XP_006539130.1,,,,,,,,,,
296,CLDN11,NP_032796.1,Astyanax_pachon,KAG9264711.1,CLDN11,Mus_musculus,NP_032796.1,CLDN11,6.5e-62,237.0,1.28e-62,237.0
297,CLDN11,NP_032796.1,Astyanax_pachon,KAG9283450.1,CLDN11,Mus_musculus,NP_032796.1,CLDN11,1.2999999999999999e-61,236.0,2.57e-62,236.0
298,CLDN19,NP_001033679.1,Astyanax_pachon,KAG9260266.1,CLDN19,Mus_musculus,NP_001033679.1,CLDN19,8.84e-85,313.0,1.84e-85,313.0
299,CLDN2,XP_006528549.1,,,,,,,,,,
300,CLDN3,NP_034032.1,Astyanax_pachon,KAG9264103.1,CLDN4,Mus_musculus,NP_034032.1,CLDN3,1.75e-50,199.0,3.74e-51,199.0
301,CLDN4,NP_034033.1,Astyanax_pachon,KAG9264103.1,CLDN4,Mus_musculus,NP_034033.1,CLDN4,1.09e-51,203.0,2.24e-52,203.0
302,CLNK,XP_011239036.1,,,,,,,,,,
303,CLOCK,XP_017176140.1,Astyanax_pachon,KAG9282177.1,CLOCK,Mus_musculus,XP_017176140.1,CLOCK,1.3099999999999999e-176,620.0,2.6e-177,620.0
304,CNOT3,XP_036008812.1,,,,,,,,,,
305,CNOT7,XP_036009724.1,,,,,,,,,,
306,CNR1,NP_001341950.1,Astyanax_pachon,KAG9282446.1,CNR1A,Mus_musculus,NP_001341950.1,CNR1,4.39e-181,634.0,9.09e-182,634.0
307,COL10A1,NP_034055.1,,,,,,,,,,
308,COL11A1,NP_031755.2,Astyanax_pachon,KAG9276794.1,COL11A1,Mus_musculus,NP_031755.2,COL11A1,8.820000000000001e-144,512.0,1.84e-144,512.0
309,COL11A1,NP_031755.2,Astyanax_pachon,KAG9278882.1,COL11A1,Mus_musculus,NP_031755.2,COL11A1,3.65e-143,510.0,7.380000000000001e-144,510.0
310,COL1A2,NP_031769.2,,,,,,,,,,
311,COL3A1,NP_034060.2,,,,,,,,,,
312,COL4A1,NP_034061.2,,,,,,,,,,
313,COL4A2,NP_034062.3,,,,,,,,,,
314,COL5A1,NP_056549.2,,,,,,,,,,
315,COL5A2,NP_031763.2,,,,,,,,,,
316,COL5A3,NP_001304317.1,,,,,,,,,,
317,COMP,NP_057894.2,Astyanax_pachon,KAG9266766.1,THBS4,Mus_musculus,NP_057894.2,COMP,1.65e-218,759.0,3.41e-219,759.0
318,COPS5,NP_001264030.1,,,,,,,,,,
319,CORO1A,NP_001399176.1,,,,,,,,,,
320,COX2,NP_904331.1,,,,,,,,,,
321,COX4I1,NP_034071.2,Astyanax_pachon,KAG9272942.1,KAG9272942.1,Mus_musculus,NP_034071.2,COX4I1,6.12e-56,217.0,1.34e-56,217.0
322,COX6A1,NP_031774.2,Astyanax_pachon,KAG9270571.1,KAG9270571.1,Mus_musculus,NP_031774.2,COX6A1,2.18e-26,118.0,4.58e-27,118.0
323,CR2,NP_031784.1,Astyanax_pachon,KAG9269252.1,CSMD3,Mus_musculus,NP_031784.1,CR2,1.99e-43,177.0,7.38e-44,177.0
324,CRABP1,NP_038524.1,Astyanax_pachon,KAG9280708.1,CRABP1,Mus_musculus,NP_038524.1,CRABP1,1.3e-63,242.0,2.66e-64,242.0
325,CRABP2,NP_031785.1,Astyanax_pachon,KAG9275779.1,CRABP2,Mus_musculus,NP_031785.1,CRABP2,1.7e-53,209.0,2.3e-54,209.0
326,CREB1,NP_034082.1,Astyanax_pachon,KAG9262523.1,CREB1,Mus_musculus,NP_034082.1,CREB1,4.2399999999999995e-136,484.0,9.36e-137,484.0
327,CREB1,NP_034082.1,Astyanax_pachon,KAG9271194.1,CREB1,Mus_musculus,NP_034082.1,CREB1,5.26e-140,497.0,1.14e-140,497.0
328,CREB3,NP_038525.2,,,,,,,,,,
329,CREB3L1,NP_036087.2,Astyanax_pachon,KAG9260985.1,CREB3L1,Mus_musculus,NP_036087.2,CREB3L1,8.79e-106,384.0,1.81e-106,384.0
330,CREB3L3,NP_001369747.1,Astyanax_pachon,KAG9266874.1,CREB3L3B,Mus_musculus,NP_001369747.1,CREB3L3,1.8900000000000001e-75,283.0,4.22e-76,283.0
331,CREB3L4,XP_006502373.5,Astyanax_pachon,KAG9276291.1,CREB3L4,Mus_musculus,XP_006502373.5,CREB3L4,7.67e-59,228.0,1.41e-59,228.0
332,CREBZF,NP_660133.2,,,,,,,,,,
333,CRH,NP_991338.1,Astyanax_pachon,KAG9278249.1,CRF1,Mus_musculus,NP_991338.1,CRH,5.1e-19,94.0,1.29e-19,94.0
334,CRP,NP_031794.3,Astyanax_pachon,KAG9276808.1,PXN1,Mus_musculus,NP_031794.3,CRP,4.78e-26,118.0,9.28e-27,118.0
335,CRTC1,NP_001391350.1,,,,,,,,,,
336,CRTC2,NP_083157.1,Astyanax_pachon,KAG9276670.1,CRTC2,Mus_musculus,NP_083157.1,CRTC2,6.5699999999999995e-112,405.0,1.15e-112,405.0
337,CRX,NP_001106801.1,,,,,,,,,,
338,CRY1,NP_031797.1,Astyanax_pachon,KAG9280281.1,CRY1,Mus_musculus,NP_031797.1,CRY1,6.07e-293,1006.0,1.21e-293,1006.0
339,CRY2,XP_017170770.1,Astyanax_pachon,KAG9272004.1,CRY2,Mus_musculus,XP_017170770.1,CRY2,3.26e-253,874.0,6.44e-254,874.0
340,CRYAB,XP_030099896.1,Astyanax_pachon,KAG9281994.1,CRYAB,Mus_musculus,XP_030099896.1,CRYAB,2.65e-59,228.0,5.56e-60,228.0
341,CRYGD,NP_031802.2,,,,,,,,,,
342,CSF1,NP_001107001.1,,,,,,,,,,
343,CSF3R,NP_031808.2,Astyanax_pachon,KAG9276441.1,CSF3R,Mus_musculus,NP_031808.2,CSF3R,2.11e-57,224.0,4.26e-58,224.0
344,CSL,NP_082221.2,Astyanax_pachon,KAG9269146.1,CS,Mus_musculus,NP_082221.2,CSL,1.49e-229,795.0,3.07e-230,795.0
345,CSN1S1,NP_031810.1,,,,,,,,,,
346,CSN2,NP_001272953.1,,,,,,,,,,
347,CSRP1,NP_001347711.1,,,,,,,,,,
348,CSRP2,NP_031818.3,Astyanax_pachon,KAG9280511.1,CSRP2,Mus_musculus,NP_031818.3,CSRP2,5.59e-96,350.0,1.15e-96,350.0
349,CSRP3,NP_001185770.1,,,,,,,,,,
350,CTCF,XP_006530709.1,Astyanax_pachon,KAG9273247.1,CTCF,Mus_musculus,XP_006530709.1,CTCF,6.26e-146,518.0,1.1899999999999998e-146,518.0
351,CTCFL,NP_001074856.1,,,,,,,,,,
352,CTF1,NP_001399217.1,,,,,,,,,,
353,CTLA4,NP_033973.2,Astyanax_pachon,KAG9271562.1,CD28,Mus_musculus,NP_033973.2,CTLA4,2.06e-12,72.4,4.91e-13,72.4
354,CTNNB1,NP_001159374.1,Astyanax_pachon,KAG9263822.1,CTNNB1,Mus_musculus,NP_001159374.1,CTNNB1,0.0,1209.0,0.0,1209.0
355,CTNNB1,NP_001159374.1,Astyanax_pachon,KAG9276534.1,CTNNB1,Mus_musculus,NP_001159374.1,CTNNB1,0.0,1216.0,0.0,1216.0
356,CTR9,NP_033457.2,Astyanax_pachon,KAG9267133.1,KAG9267133.1,Mus_musculus,NP_033457.2,CTR9,0.0,1666.0,0.0,1666.0
357,CTSE,NP_031825.2,Astyanax_pachon,KAG9280375.1,CTSE,Mus_musculus,NP_031825.2,CTSE,2.3e-98,359.0,4.63e-99,359.0
358,CTSK,NP_031828.2,Astyanax_pachon,KAG9276598.1,CTSK,Mus_musculus,NP_031828.2,CTSK,3.1699999999999997e-119,428.0,6.51e-120,428.0
359,CUX1,NP_941004.2,,,,,,,,,,
360,CUX2,NP_001402709.1,Astyanax_pachon,KAG9270618.1,CUX2,Mus_musculus,NP_001402709.1,CUX2,0.0,1211.0,0.0,1211.0
361,CX3CR1,NP_034117.3,,,,,,,,,,
362,CXCL1,NP_032202.1,,,,,,,,,,
363,CXCL10,NP_067249.1,Astyanax_pachon,KAG9261722.1,CXCL11.6,Mus_musculus,NP_067249.1,CXCL10,1.84e-11,68.2,3.96e-12,68.2
364,CXCL12,NP_038683.1,Astyanax_pachon,KAG9275342.1,CXCL12,Mus_musculus,NP_038683.1,CXCL12,3.3e-14,77.4,6.39e-15,77.4
365,CXCL13,NP_061354.1,,,,,,,,,,
366,CXCL15,NP_035469.1,,,,,,,,,,
367,CXCL2,NP_033166.1,Astyanax_pachon,KAG9259640.1,CXCL8,Mus_musculus,NP_033166.1,CXCL2,3.62e-13,73.9,7.78e-14,73.9
368,CXCL5,NP_033167.2,,,,,,,,,,
369,CXCL9,NP_032625.2,,,,,,,,,,
370,CXCR2,XP_006495701.1,Astyanax_pachon,KAG9271812.1,CXCR1,Mus_musculus,XP_006495701.1,CXCR2,3.07e-72,272.0,6.48e-73,272.0
371,CXCR4,NP_001343438.1,,,,,,,,,,
372,CXCR5,NP_031577.2,Astyanax_pachon,KAG9273314.1,CXCR5,Mus_musculus,NP_031577.2,CXCR5,3.28e-69,262.0,6.92e-70,262.0
373,CYP11A1,NP_062753.3,Astyanax_pachon,KAG9281025.1,CYP11A1,Mus_musculus,NP_062753.3,CYP11A1,1.77e-133,476.0,3.7e-134,476.0
374,CYP17A1,NP_031835.3,Astyanax_pachon,KAG9275388.1,CYP17A1,Mus_musculus,NP_031835.3,CYP17A1,4.99e-119,428.0,1e-119,428.0
375,CYP19A1,NP_001335101.1,Astyanax_pachon,KAG9273473.1,CYP19A1,Mus_musculus,NP_001335101.1,CYP19A1,1.93e-152,539.0,3.83e-153,539.0
376,CYP1A1,NP_001129531.1,Astyanax_pachon,KAG9273424.1,CYP1A1,Mus_musculus,NP_001129531.1,CYP1A1,1.61e-176,619.0,3.3e-177,619.0
377,CYP1A1,NP_001129531.1,Astyanax_pachon,KAG9273425.1,CYP1A1,Mus_musculus,NP_001129531.1,CYP1A1,6.3e-179,627.0,1.29e-179,627.0
378,CYP1A2,NP_034123.1,,,,,,,,,,
379,CYP24A1,NP_034126.1,Astyanax_pachon,KAG9276948.1,CYP24A1,Mus_musculus,NP_034126.1,CYP24A1,1.8499999999999997e-189,662.0,3.6799999999999997e-190,662.0
380,CYP26A1,NP_031837.2,Astyanax_pachon,KAG9267616.1,CYP26A1,Mus_musculus,NP_031837.2,CYP26A1,4.17e-193,674.0,8.69e-194,674.0
381,CYP26B1,XP_030111198.1,Astyanax_pachon,KAG9274282.1,CYP26B1,Mus_musculus,XP_030111198.1,CYP26B1,6.519999999999999e-229,793.0,1.35e-229,793.0
382,CYP27A1,NP_077226.2,Astyanax_pachon,KAG9271146.1,CYP27A1,Mus_musculus,NP_077226.2,CYP27A1,9.91e-122,437.0,2.06e-122,437.0
383,CYP27A1,NP_077226.2,Astyanax_pachon,KAG9271618.1,CYP27A1,Mus_musculus,NP_077226.2,CYP27A1,7.47e-127,454.0,1.57e-127,454.0
384,CYP27A1,NP_077226.2,Astyanax_pachon,KAG9271619.1,CYP27A1,Mus_musculus,NP_077226.2,CYP27A1,2.39e-125,449.0,5.03e-126,449.0
385,CYP2A4,NP_034127.2,Astyanax_pachon,KAG9278554.1,CYP2G1,Mus_musculus,NP_034127.2,CYP2A4,2.6700000000000003e-132,472.0,5.55e-133,472.0
386,CYP2A5,NP_031838.2,Astyanax_pachon,KAG9278554.1,CYP2G1,Mus_musculus,NP_031838.2,CYP2A5,1.0399999999999999e-134,480.0,2.17e-135,480.0
387,CYP2B10,NP_034129.1,Astyanax_pachon,KAG9278554.1,CYP2G1,Mus_musculus,NP_034129.1,CYP2B10,1.37e-129,463.0,2.83e-130,463.0
388,CYP2B9,NP_034130.1,,,,,,,,,,
389,CYP2C29,NP_031841.3,Astyanax_pachon,KAG9278554.1,CYP2G1,Mus_musculus,NP_031841.3,CYP2C29,2.6700000000000003e-132,472.0,5.51e-133,472.0
390,CYP2E1,NP_067257.1,,,,,,,,,,
391,CYP3A11,NP_031844.1,Astyanax_pachon,KAG9262887.1,CYP3A30,Mus_musculus,NP_031844.1,CYP3A11,5.670000000000001e-157,554.0,1.17e-157,554.0
392,CYP3A41A,NP_059092.2,,,,,,,,,,
393,CYP4A12A,NP_803125.2,,,,,,,,,,
394,CYP4A12B,NP_758510.2,,,,,,,,,,
395,CYP7A1,NP_031850.2,Astyanax_pachon,KAG9264736.1,CYP7A1,Mus_musculus,NP_031850.2,CYP7A1,1.3500000000000001e-194,679.0,2.75e-195,679.0
396,CYP7B1,NP_031851.3,Astyanax_pachon,KAG9278243.1,CYP7B1,Mus_musculus,NP_031851.3,CYP7B1,1.79e-102,373.0,3.6100000000000003e-103,373.0
397,CYP8B1,NP_034142.3,Astyanax_pachon,KAG9274772.1,CYP8B1,Mus_musculus,NP_034142.3,CYP8B1,3.07e-148,525.0,6.24e-149,525.0
398,D7ERTD443E,XP_011240205.1,,,,,,,,,,
399,DACH2,XP_030107383.1,Astyanax_pachon,KAG9265489.1,KAG9265489.1,Mus_musculus,XP_030107383.1,DACH2,2.24e-152,539.0,5.13e-153,539.0
400,DBH,NP_620392.2,Astyanax_pachon,KAG9263268.1,DBH,Mus_musculus,NP_620392.2,DBH,1.1e-214,746.0,2.3000000000000002e-215,746.0
401,DBI,NP_031856.1,Astyanax_pachon,KAG9271527.1,DBI,Mus_musculus,NP_031856.1,DBI,6.96e-26,116.0,1.44e-26,116.0
402,DBP,NP_058670.2,,,,,,,,,,
403,DCK,NP_031858.1,Astyanax_pachon,KAG9266035.1,DCK,Mus_musculus,NP_031858.1,DCK,8.29e-111,400.0,1.38e-111,400.0
404,DCST1,NP_084250.1,Astyanax_pachon,KAG9276649.1,DCST1,Mus_musculus,NP_084250.1,DCST1,6.35e-122,438.0,1.4100000000000002e-122,438.0
405,DCST2,XP_011238650.1,Astyanax_pachon,KAG9276648.1,DCST2,Mus_musculus,XP_011238650.1,DCST2,9.95e-136,484.0,2.08e-136,484.0
406,DCTN2,NP_001177383.1,Astyanax_pachon,KAG9276977.1,DCTN2,Mus_musculus,NP_001177383.1,DCTN2,2.38e-151,535.0,4.96e-152,535.0
407,DCTN6,NP_035852.1,Astyanax_pachon,KAG9259610.1,DCTN6,Mus_musculus,NP_035852.1,DCTN6,1.89e-88,325.0,3.8099999999999995e-89,325.0
408,DCX,NP_001396939.1,Astyanax_pachon,KAG9281556.1,DCX,Mus_musculus,NP_001396939.1,DCX,1.24e-158,559.0,2.6099999999999997e-159,559.0
409,DDB2,NP_001349634.1,,,,,,,,,,
410,DDIT3,XP_030100727.1,,,,,,,,,,
411,DDIT4,NP_083359.1,Astyanax_pachon,KAG9267988.1,DDIT4,Mus_musculus,NP_083359.1,DDIT4,3.84e-41,168.0,8.39e-42,168.0
412,DDR2,XP_036018652.1,Astyanax_pachon,KAG9277271.1,DDR2,Mus_musculus,XP_036018652.1,DDR2,0.0,1310.0,0.0,1310.0
413,DDX54,NP_082317.1,Astyanax_pachon,KAG9281887.1,DDX54,Mus_musculus,NP_082317.1,DDX54,1.57e-270,932.0,3.3e-271,932.0
414,DEAF1,XP_006536269.1,,,,,,,,,,
415,DEFB2,NP_034160.1,,,,,,,,,,
416,DES,NP_034173.1,Astyanax_pachon,KAG9277654.1,DES,Mus_musculus,NP_034173.1,DES,6.23e-167,587.0,1.2700000000000002e-167,587.0
