Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
DLX6,NP_034187.1,XP_007259888.1,DLX6A
DMAP1,NP_075667.1,XP_007236177.1,DMAP1
DMAP1,NP_075667.1,XP_049342045.1,DMAP1
DMBX1,XP_017175446.1,XP_007235510.2,DMBX1A
DMBX1,XP_017175446.1,XP_007244214.1,DMBX1B
DMD,XP_006527831.1,XP_022530476.2,DMD
DMD,XP_006527831.1,XP_022530477.2,DMD
DMD,XP_006527831.1,XP_049325948.1,DMD
DMD,XP_006527831.1,XP_049325949.1,DMD
DMD,XP_006527831.1,XP_049325950.1,DMD
DMRT1,NP_056641.2,XP_015463476.2,DMRT1
DMRT1,NP_056641.2,XP_022520599.1,DMRT1
DMRT2,NP_665830.1,XP_022520609.2,DMRT2A
DMRT3,NP_796334.2,XP_007257773.2,DMRT3A
DNAJC2,NP_033610.1,XP_007233743.2,DNAJC2
DNASE2A,NP_034192.1,XP_007242189.3,DNASE2
DNM1,XP_006497717.2,XP_022523167.1,DNM1B
DNM1,XP_006497717.2,XP_022523169.1,DNM1B
DNM1,XP_006497717.2,XP_022523170.1,DNM1B
DNM1,XP_006497717.2,XP_022523172.1,DNM1B
DNM1,XP_006497717.2,XP_049326511.1,DNM1B
DNM1,XP_006497717.2,XP_049326512.1,DNM1B
DNM1,XP_006497717.2,XP_049342327.1,DNM1A
DNMT1,NP_034196.5,XP_049332012.1,DNMT1
DNMT3B,XP_006498745.1,XP_007250066.2,DNMT3BB.1
DNMT3B,XP_006498745.1,XP_015461457.2,DNMT3BB.1
DNTT,NP_033371.2,XP_049337610.1,DNTT
DOT1L,NP_955354.1,XP_022525499.2,DOT1L
DOT1L,NP_955354.1,XP_022525500.2,DOT1L
DOT1L,NP_955354.1,XP_049321436.1,DOT1L
DPAGT1,XP_006510054.1,XP_007260565.1,DPAGT1
DPP6,NP_034205.1,XP_049336836.1,DPP6A
DPP6,NP_034205.1,XP_049336837.1,DPP6A
DPP6,NP_034205.1,XP_049336838.1,DPP6A
DR1,NP_080382.2,XP_007253510.1,DR1
DRD2,NP_034207.2,XP_007245302.3,DRD2B
DRD2,NP_034207.2,XP_007245303.3,DRD2B
DRD2,NP_034207.2,XP_022530824.2,DRD2A
DTX1,NP_001404403.1,XP_007235932.2,DTX1
DUOX2,NP_001349684.1,XP_015460600.3,DUOX
DUSP2,NP_034220.2,XP_007234271.1,DUSP2
DUSP4,NP_795907.1,XP_007239656.1,DUSP4
DUSP6,NP_080544.1,XP_007234248.1,DUSP6
E2F1,NP_031917.1,XP_015457993.1,E2F1
E2F2,NP_808401.1,XP_007239241.2,E2F2
E2F4,NP_683754.1,XP_049340484.1,E2F4
E2F4,NP_683754.1,XP_049340485.1,E2F4
E2F5,NP_031918.2,XP_049338459.1,E2F5
E2F8,NP_001347741.1,XP_007237322.3,E2F8
EBNA1BP2,NP_081208.1,XP_007250704.3,EBNA1BP2
ECE1,NP_001356106.1,XP_049327771.1,ECE1
ECE1,NP_001356106.1,XP_049327772.1,ECE1
EDEM1,NP_619618.1,XP_049335436.1,EDEM1
EED,NP_068676.1,XP_007254895.1,EED
EFNA1,NP_034237.3,XP_007230616.1,EFNA1A
EFNA1,NP_034237.3,XP_007255991.3,EFNA1B
EGF,XP_006501053.1,XP_049340309.1,EGF
EGF,XP_006501053.1,XP_049340311.1,EGF
EGF,XP_006501053.1,XP_049340312.1,EGF
EGR2,XP_030100730.1,XP_007255179.2,EGR2B
EHF,XP_006498758.1,XP_007228212.1,EHF
EHF,XP_006498758.1,XP_022527884.1,EHF
EHMT1,XP_036018609.1,XP_022532222.2,EHMT1B
EHMT1,XP_036018609.1,XP_022532224.2,EHMT1B
EHMT1,XP_036018609.1,XP_022532225.2,EHMT1B
EHMT1,XP_036018609.1,XP_022532226.2,EHMT1B
EHMT1,XP_036018609.1,XP_022532227.2,EHMT1B
EI24,NP_001186423.2,XP_007244781.1,EI24
EIF4E,XP_006501056.1,XP_007238053.1,EIF4EB
EIF4E,XP_006501056.1,XP_007245597.2,EIF4EA
EIF4E,XP_006501056.1,XP_049339933.1,EIF4EA
EIF4G3,XP_006538839.1,XP_022533174.2,EIF4G3B
EIF4G3,XP_006538839.1,XP_022533175.2,EIF4G3B
EIF4G3,XP_006538839.1,XP_022533176.2,EIF4G3B
EIF4G3,XP_006538839.1,XP_022533177.2,EIF4G3B
EIF4G3,XP_006538839.1,XP_022533178.2,EIF4G3B
EIF4G3,XP_006538839.1,XP_022533180.2,EIF4G3B
ELF3,NP_031947.1,XP_007256772.2,ELF3
ELF4,NP_001368805.1,XP_022539371.2,ELF1
ELF4,NP_001368805.1,XP_022539372.2,ELF1
ELK1,NP_031948.4,XP_007245910.3,ELK1
ELOVL5,XP_030100414.1,XP_007240116.1,ELOVL5
ELOVL5,XP_030100414.1,XP_022540762.1,ELOVL5
EMX2,NP_034262.2,XP_007238640.3,EMX2
EN1,NP_034263.2,XP_007236460.1,EN1B
EN2,NP_034264.1,XP_007253035.1,EN2B
ENO1,NP_001366056.1,XP_007246350.1,ENO1A
ENO1,NP_001366056.1,XP_007246351.1,ENO1A
ENO1,NP_001366056.1,XP_007254360.2,ENO1B
ENPP1,NP_032839.3,XP_022523864.2,ENPP1
ENPP1,NP_032839.3,XP_022523865.2,ENPP1
ENPP1,NP_032839.3,XP_022523866.2,ENPP1
ENTPD1,NP_001291650.1,XP_007259268.3,ENTPD1
ENTPD1,NP_001291650.1,XP_022524656.2,ENTPD1
EOMES,NP_034266.2,XP_007240913.2,EOMESA
EOMES,NP_034266.2,XP_049328860.1,LOC125788937
EOMES,NP_034266.2,XP_049328976.1,EOMESA
EPHA2,NP_034269.2,XP_007246310.3,EPHA2B
EPHA2,NP_034269.2,XP_007253452.2,EPHA2A
EPHA4,NP_031962.2,XP_007228735.2,EPHA4A
EPHA4,NP_031962.2,XP_049337956.1,EPHA4A
EPHA4,NP_031962.2,XP_049337957.1,EPHA4A
EPHB2,XP_030109051.1,XP_022518824.2,EPHB2A
EPHB2,XP_030109051.1,XP_022518825.2,EPHB2A
EPHB2,XP_030109051.1,XP_049327834.1,EPHB2B
EPHB2,XP_030109051.1,XP_049327835.1,EPHB2B
EPHB2,XP_030109051.1,XP_049327836.1,EPHB2B
EPO,NP_001299804.1,XP_007250217.2,EPOA
EPO,NP_001299804.1,XP_007250218.2,EPOA
EPOR,NP_034279.3,XP_022520828.2,EPOR
ERF,NP_034285.3,XP_007253158.3,ERF
ESR1,XP_006512496.1,XP_007253959.3,ESR1
ESRRG,XP_030110282.1,XP_007240543.2,ESRRGA
ESRRG,XP_030110282.1,XP_007240544.2,ESRRGA
ESRRG,XP_030110282.1,XP_022528396.1,ESRRGA
ESRRG,XP_030110282.1,XP_022528397.1,ESRRGA
ESRRG,XP_030110282.1,XP_022528398.1,ESRRGA
ESRRG,XP_030110282.1,XP_022528399.1,ESRRGA
ESRRG,XP_030110282.1,XP_022528400.1,ESRRGA
ESRRG,XP_030110282.1,XP_022528401.1,ESRRGA
ETS1,NP_001359463.1,XP_007251055.1,ETS1
ETS1,NP_001359463.1,XP_022535463.2,ETS1
ETV6,NP_031987.3,XP_007239062.2,ETV6
ETV6,NP_031987.3,XP_007239063.2,ETV6
ETV6,NP_031987.3,XP_007239064.2,ETV6
ETV6,NP_031987.3,XP_007239065.2,ETV6
EYA2,NP_034295.1,XP_022531333.2,EYA2
EYA2,NP_034295.1,XP_049335446.1,EYA2
F3,NP_034301.3,XP_007240471.3,F3B
F3,NP_034301.3,XP_007250450.3,F3A
F7,NP_034302.2,XP_007254914.2,F7
FABP1,NP_059095.1,XP_007254048.2,FABP1A
FABP1,NP_059095.1,XP_007254135.2,LOC103043953
FABP1,NP_059095.1,XP_049330587.1,FABP1A
FABP7,NP_067247.1,XP_022529016.1,FABP7A
FASL,NP_034307.1,XP_007259540.3,FASLG
FBXW7,NP_001171244.1,XP_007230290.3,FBXW7
FBXW7,NP_001171244.1,XP_007230291.3,FBXW7
FBXW7,NP_001171244.1,XP_007230294.2,FBXW7
FBXW7,NP_001171244.1,XP_022537732.2,FBXW7
FBXW7,NP_001171244.1,XP_022537733.2,FBXW7
FCER1G,NP_034315.1,XP_007255128.2,FCER1G
FCER1G,NP_034315.1,XP_022534615.2,FCER1GL
FCER2A,NP_001240676.1,XP_049338801.1,LOC111194205
FCGR1,NP_034316.1,XP_022518339.2,LOC103021574
FES,NP_034324.2,XP_007252659.2,FES
FES,NP_034324.2,XP_015462195.2,FES
FGF15,NP_032029.1,XP_007254686.2,FGF19
FGF16,NP_085117.2,XP_007228483.1,FGF16
FGF2,XP_006535462.1,XP_022532324.1,FGF2
FGF20,NP_085113.2,XP_007258738.3,FGF20B
FGF21,NP_064397.1,XP_007254686.2,FGF19
FGF23,XP_036008152.1,XP_049331091.1,FGF23
FGF3,NP_032033.2,XP_007232020.2,FGF3
FGF4,NP_034332.2,XP_022525756.1,FGF4
FGF7,NP_032034.1,XP_022542725.1,FGF7
FGF7,NP_032034.1,XP_022542726.1,FGF7
FGF8,NP_001159834.1,NP_001278192.1,FGF8A
FGFBP1,NP_001408505.1,XP_007239109.2,FGFBP1A
FGFR2,NP_001334567.1,XP_049336988.1,FGFR2
FGFR2,NP_001334567.1,XP_049336989.1,FGFR2
FHL2,NP_001399527.1,XP_022536137.2,FHL2A
FHL2,NP_001399527.1,XP_022536138.2,FHL2A
FHL2,NP_001399527.1,XP_022536139.2,FHL2A
FHL2,NP_001399527.1,XP_049335384.1,FHL2B
FKBP8,NP_001104536.1,XP_049321270.1,FKBP8
FLI1,NP_001397180.1,XP_022535464.2,FLI1
FLI1,NP_001397180.1,XP_049339637.1,FLI1
FLI1,NP_001397180.1,XP_049339638.1,FLI1
FLT1,NP_034358.2,XP_007249053.3,FLT1
FLT3,NP_034359.2,XP_022538328.2,FLT3
FMR1,NP_032057.2,XP_022539181.1,FMR1
FOLR1,NP_001399365.1,XP_007247704.3,FOLR
FOSB,NP_032062.1,XP_007235608.3,FOSB
FOSL2,NP_032063.2,XP_007248508.2,FOSL2
FOXA2,NP_001277994.1,XP_049320164.1,FOXA2
FOXD3,NP_034555.3,XP_007248267.2,FOXD3
FOXE1,NP_899121.1,XP_007243593.2,FOXE1
FOXF1,NP_034556.2,XP_007244078.1,FOXF1
FOXJ3,NP_001344106.1,XP_022538173.2,FOXJ3
FOXL2,NP_036150.1,XP_007232357.3,FOXL2A
FOXM1,NP_032047.4,XP_049331061.1,FOXM1
FOXM1,NP_032047.4,XP_049331062.1,FOXM1
FOXM1,NP_032047.4,XP_049331063.1,FOXM1
FOXM1,NP_032047.4,XP_049331064.1,FOXM1
FOXN4,XP_006530184.1,XP_007241346.4,FOXN4
FOXO1,NP_062713.2,XP_007236771.2,FOXO1A
FOXO1,NP_062713.2,XP_007236772.2,FOXO1A
FOXO3,NP_001363896.1,XP_007255737.1,FOXO3B
FOXO4,NP_061259.1,XP_007258711.3,FOXO4
FOXP1,NP_001184250.1,XP_049335431.1,FOXP1B
FOXP1,NP_001184250.1,XP_049335432.1,FOXP1B
FOXP2,XP_036021645.1,XP_049329367.1,FOXP2
FOXP2,XP_036021645.1,XP_049329368.1,FOXP2
FOXP3,NP_473380.1,XP_015456426.3,FOXP3B
FRZB,NP_035486.1,XP_007244424.1,FRZB
FSHB,NP_032071.1,XP_022522823.1,FSHB
FURIN,NP_001074923.1,XP_007228198.3,FURINB
FURIN,NP_001074923.1,XP_022525305.1,FURINA
FURIN,NP_001074923.1,XP_022525306.1,FURINA
FURIN,NP_001074923.1,XP_022525307.1,FURINA
FURIN,NP_001074923.1,XP_022525308.1,FURINA
FURIN,NP_001074923.1,XP_022525309.1,FURINA
FURIN,NP_001074923.1,XP_022525310.1,FURINA
FURIN,NP_001074923.1,XP_022525311.1,FURINA
FUS,NP_631888.1,XP_022534476.2,TAF15
FUS,NP_631888.1,XP_022534477.2,TAF15
FUS,NP_631888.1,XP_022534478.2,TAF15
FXN,NP_032070.1,XP_022526299.2,FXN
GABPB1,NP_001393143.1,XP_022542723.2,GABPB1
GABRB3,NP_001033790.1,XP_007249169.3,GABRB3
GABRB3,NP_001033790.1,XP_007249170.3,GABRB3
GABRB3,NP_001033790.1,XP_007249171.2,GABRB3
GABRB3,NP_001033790.1,XP_007249172.3,GABRB3
GABRB3,NP_001033790.1,XP_007249173.1,GABRB3
GAD1,NP_001407029.1,XP_007244205.2,GAD1B
GAD1,NP_001407029.1,XP_007253561.3,GAD1A
GAD1,NP_001407029.1,XP_015462433.3,GAD1A
GAD1,NP_001407029.1,XP_022536082.2,GAD1A
GADD45A,NP_031862.1,XP_049335661.1,GADD45AB
GADD45B,NP_032681.1,XP_007240278.1,GADD45BA
GAL3ST1,XP_036012743.1,XP_007229474.1,GAL3ST1A
GAL3ST1,XP_036012743.1,XP_022523008.1,GAL3ST1A
GAS2,XP_036008574.1,XP_007228289.2,LOC103043407
GATA1,NP_001397533.1,XP_022537879.2,GATA1A
GATA2,NP_001342182.1,XP_007228786.1,GATA2A
GATA2,NP_001342182.1,XP_049327700.1,GATA2A
GATA2,NP_001342182.1,XP_049327701.1,GATA2A
GATA3,NP_001342039.1,XP_007235048.2,GATA3
GATA3,NP_001342039.1,XP_007235049.2,GATA3
GATA5,NP_032119.2,XP_007250842.2,GATA5
GATA5,NP_032119.2,XP_022533063.1,GATA5
GATA5,NP_032119.2,XP_049318860.1,GATA5
GBP2,NP_034390.1,XP_022519957.2,GBP1
GBP2,NP_034390.1,XP_049341129.1,LOC103024483
GBX2,NP_034392.1,XP_049335850.1,GBX2
GCFC2,NP_808552.2,XP_022528285.2,GCFC2
GCK,NP_034422.2,XP_007234276.1,GCK
GCLC,NP_034425.1,XP_049337053.1,GCLC
GCLM,NP_032155.1,XP_049342039.1,GCLM
GDF5,NP_032135.2,XP_007241771.2,GDF5
GFI1,NP_001254550.1,XP_007233675.2,GFI1AB
GFI1,NP_001254550.1,XP_015456870.2,GFI1AB
GFI1B,NP_032140.1,XP_022532344.2,GFI1B
GINS3,NP_084474.1,XP_022539604.1,GINS3
GJA1,XP_036011510.1,XP_007255453.3,GJA1B
GJA5,NP_001258557.1,XP_007227793.3,GJA5A
GJA5,NP_001258557.1,XP_007251416.3,GJA5B
GJA5,NP_001258557.1,XP_007251417.3,GJA5B
GJD2,NP_001405278.1,XP_007252998.1,GJD2B
GJD2,NP_001405278.1,XP_007257460.2,LOC103021563
GLB1,NP_033882.1,XP_049328142.1,GLB1
GLI2,NP_001074594.1,XP_007227973.3,GLI2A
GLI2,NP_001074594.1,XP_022536275.2,GLI2A
GLIPR1,NP_082884.1,XP_007244141.3,GLIPR1B
GLIPR1,NP_082884.1,XP_022530010.2,GLIPR1A
GLIS3,NP_780668.3,XP_007250297.3,GLIS3
GLIS3,NP_780668.3,XP_007250298.3,GLIS3
GLS2,NP_001028436.2,XP_007229642.3,GLS2B
GLS2,NP_001028436.2,XP_049341768.1,GLS2A
GLUL,NP_032157.2,XP_022531133.2,GLULB
GLUL,NP_032157.2,XP_049334879.1,GLULA
GNRHR,NP_034453.1,XP_007237799.2,LOC103037789
GNRHR,NP_034453.1,XP_007259899.1,GNRHR1
GPAM,XP_036017329.1,XP_022524671.2,GPAM
GPAM,XP_036017329.1,XP_022524672.2,GPAM
GPC4,NP_032176.2,XP_007258721.2,GPC4
GPR143,NP_035081.3,XP_007227758.2,GPR143
GREM1,NP_035954.1,XP_007257986.2,GREM1B
GREM2,NP_001408412.1,XP_007259779.3,GREM2B
GRIA2,NP_001344853.2,XP_007245583.1,GRIA2B
GRIA2,NP_001344853.2,XP_007245584.1,GRIA2B
GRIA2,NP_001344853.2,XP_022537484.1,GRIA2A
GRIA2,NP_001344853.2,XP_022537486.1,GRIA2A
GRIK2,NP_001345795.2,XP_007238229.1,LOC103044887
GRIK2,NP_001345795.2,XP_022529324.1,GRIK2
GRIN1,NP_001171128.1,XP_007230552.1,GRIN1B
GRIN1,NP_001171128.1,XP_022523350.1,GRIN1B
GRIN1,NP_001171128.1,XP_022532363.1,GRIN1A
GRIN1,NP_001171128.1,XP_022532370.1,GRIN1A
GRIN1,NP_001171128.1,XP_022532371.1,GRIN1A
GRIN1,NP_001171128.1,XP_049322284.1,GRIN1A
GRIN1,NP_001171128.1,XP_049322286.1,GRIN1A
GRIN1,NP_001171128.1,XP_049322287.1,GRIN1A
GRIN1,NP_001171128.1,XP_049322288.1,GRIN1A
GRIN1,NP_001171128.1,XP_049322289.1,GRIN1A
GRIN1,NP_001171128.1,XP_049322290.1,GRIN1A
GRIN1,NP_001171128.1,XP_049322291.1,GRIN1A
GRIN1,NP_001171128.1,XP_049326656.1,GRIN1B
GRIN2B,NP_032197.3,XP_049325697.1,GRIN2BB
GRIN2B,NP_032197.3,XP_049325698.1,GRIN2BB
GRIN2B,NP_032197.3,XP_049331731.1,LOC103041816
GRIN2B,NP_032197.3,XP_049331732.1,LOC103041816
GRIN2B,NP_032197.3,XP_049331733.1,LOC103041816
GRIN2B,NP_032197.3,XP_049331734.1,LOC103041816
GRIP1,XP_006514301.1,XP_022526949.2,GRIP1
GRIP1,XP_006514301.1,XP_049329280.1,GRIP1
GRIP1,XP_006514301.1,XP_049329281.1,GRIP1
GRIP1,XP_006514301.1,XP_049329282.1,GRIP1
GRIP1,XP_006514301.1,XP_049329283.1,GRIP1
GRIP1,XP_006514301.1,XP_049329285.1,GRIP1
GRIP1,XP_006514301.1,XP_049329286.1,GRIP1
GRIP1,XP_006514301.1,XP_049329287.1,GRIP1
GRIP1,XP_006514301.1,XP_049329288.1,GRIP1
GRIP1,XP_006514301.1,XP_049329290.1,GRIP1
GRM2,NP_001153825.1,XP_007253330.2,GRM2A
GRM2,NP_001153825.1,XP_007254610.3,GRM2B
GRM2,NP_001153825.1,XP_007254611.3,GRM2B
GSTK1,NP_083831.1,XP_007256928.3,GSTK1
GSTK1,NP_083831.1,XP_022529515.2,GSTK1
GSTK1,NP_083831.1,XP_049336088.1,GSTK1
GSTM2,NP_032209.1,XP_049341438.1,LOC103025109
GSX2,NP_573555.1,XP_007257105.1,GSX2
GTF2B,NP_663521.1,XP_049322915.1,GTF2B
GTF2H1,NP_001347004.1,XP_015457338.3,GTF2H1
GTF2H1,NP_001347004.1,XP_022528138.2,GTF2H1
GTF2IRD1,XP_017176536.1,XP_007245313.3,GTF2IRD1
GTF2IRD1,XP_017176536.1,XP_007245314.3,GTF2IRD1
GTF2IRD1,XP_017176536.1,XP_007245315.3,GTF2IRD1
GTF2IRD1,XP_017176536.1,XP_007245316.3,GTF2IRD1
GUCA2A,NP_032216.1,XP_007246372.1,LOC103044303
GUCA2A,NP_032216.1,XP_022537900.1,SI:CH211-220M17.5
GYS2,NP_001398553.1,XP_049330962.1,GYS2
GZF1,NP_001342618.1,XP_007229765.3,GZF1
GZF1,NP_001342618.1,XP_015460694.3,GZF1
HADH,NP_032238.2,XP_007229531.1,HADH
HAND2,NP_034532.3,XP_022540220.1,HAND2
HBB-BH1,NP_032245.1,XP_007238249.1,HBBA2
HBB-BS,NP_001188320.1,XP_007238249.1,HBBA2
HBB-Y,NP_032247.1,XP_007238249.1,HBBA2
HBB-Y,NP_032247.1,XP_007238250.1,BA1L
HBB-Y,NP_032247.1,XP_007238254.2,LOC103025741
HBB-Y,NP_032247.1,XP_007238257.2,LOC103026581
HBB-Y,NP_032247.1,XP_007238258.3,LOC103026871
HCFC1,NP_032250.2,XP_022526584.2,HCFC1B
HCFC1,NP_032250.2,XP_022526585.2,HCFC1B
HCN4,NP_001074661.1,XP_049329556.1,HCN4
HCRTR2,NP_945200.1,XP_007239681.2,HCRTR2
HDAC1,NP_032254.1,XP_007249467.3,HDAC1
HDAC1,NP_032254.1,XP_007249469.3,HDAC1
HDAC1,NP_032254.1,XP_007259970.1,LOC103028934
HDAC11,NP_659168.1,XP_022538185.1,HDAC11
HDAC11,NP_659168.1,XP_022538186.1,HDAC11
HDAC2,NP_032255.2,XP_007249467.3,HDAC1
HDAC2,NP_032255.2,XP_007249469.3,HDAC1
HDAC2,NP_032255.2,XP_007259970.1,LOC103028934
HECA,NP_001028604.1,XP_007245509.4,HECA
HELT,NP_776150.2,XP_007232863.3,HELT
HEPH,NP_034547.2,XP_022537039.2,HEPHL1B
HEPH,NP_034547.2,XP_049332767.1,HEPHL1A
HERPUD1,NP_071726.1,XP_007249258.2,HERPUD1
HES6,NP_001347828.1,XP_007235626.1,HES6
HES6,NP_001347828.1,XP_007253054.3,LOC103027623
HEY1,NP_034553.2,XP_007249366.2,HEY1
HEY2,NP_038932.1,XP_007255471.1,HEY2
HEYL,NP_038933.2,XP_007249387.2,HEYL
HGF,NP_034557.3,XP_007245083.3,HGFA
HGF,NP_034557.3,XP_007251001.2,LOC103033838
HGF,NP_034557.3,XP_022527113.2,HGFA
HHEX,NP_032271.1,XP_049321095.1,HHEX
HINFP,XP_006509960.1,XP_007260566.2,LOC103033142
HIPK2,NP_001281073.1,XP_007251022.3,HIPK2
HIPK2,NP_001281073.1,XP_007251023.3,HIPK2
HIVEP2,NP_001345712.1,XP_007245529.3,HIVEP2A
HIVEP2,NP_001345712.1,XP_007245530.3,HIVEP2A
HIVEP2,NP_001345712.1,XP_007245531.3,HIVEP2A
HIVEP2,NP_001345712.1,XP_022521888.2,HIVEP2A
HLTF,NP_001342026.1,XP_049322791.1,HLTF
HLTF,NP_001342026.1,XP_049322792.1,HLTF
HLTF,NP_001342026.1,XP_049322793.1,HLTF
HLX,NP_032276.1,XP_007255704.1,HLX1
HMBS,NP_038579.2,XP_022523388.2,HMBSA
HMBS,NP_038579.2,XP_022531810.1,HMBSB
HMBS,NP_038579.2,XP_022531811.1,HMBSB
HMBS,NP_038579.2,XP_049326170.1,HMBSA
HMGCL,NP_032280.2,XP_007257629.2,HMGCL
HMGCL,NP_032280.2,XP_022528391.2,HMGCL
HMGXB4,NP_821136.1,XP_022529351.2,HMGXB4A
HNF1A,NP_033353.2,XP_007247197.3,HNF1A
HNRNPD,NP_001070735.1,XP_015459109.3,HNRNPD
HNRNPD,NP_001070735.1,XP_022536985.2,HNRNPD
HNRNPD,NP_001070735.1,XP_049324772.1,HNRNPD
HOXA1,NP_034579.3,XP_015458620.2,HOXA1A
HOXA11,NP_034580.1,XP_007233427.3,HOXA11B
HOXA11,NP_034580.1,XP_007239553.3,HOXA11A
HOXA2,NP_034581.1,XP_049336585.1,HOXA2B
HOXA3,XP_017176891.1,XP_007239556.3,HOXA3A
HOXA3,XP_017176891.1,XP_015458612.3,HOXA3A
HOXA3,XP_017176891.1,XP_015458613.3,HOXA3A
HOXA3,XP_017176891.1,XP_015458614.3,HOXA3A
HOXA3,XP_017176891.1,XP_015458617.3,HOXA3A
HOXA5,NP_034583.1,XP_007239558.3,HOXA5A
HOXD3,NP_034598.2,XP_007258013.1,HOXD3A
HOXD4,NP_034599.2,XP_007258014.2,HOXD4A
HRAS,NP_001123915.1,XP_007228117.1,HRASA
HRAS,NP_001123915.1,XP_049326960.1,HRASB
HSD11B2,NP_032315.2,XP_007246946.3,HSD11B2
HSD3B1,XP_006501099.1,XP_007255664.3,HSD3B1
HSD3B6,NP_038849.2,XP_007255664.3,HSD3B1
HSPA5,NP_071705.3,XP_007252148.1,HSPA5
HSPB1,NP_038588.2,XP_007255889.3,HSPB1
HTATIP2,XP_006541052.1,XP_022519654.2,HTATIP2
HTR2C,NP_032338.3,XP_022534262.1,HTR2CL1
ID3,NP_032347.1,XP_007239240.1,ID3
IDE,XP_036017339.1,XP_007258746.1,IDE
IDE,XP_036017339.1,XP_022540334.1,IDE
IDH1,NP_034627.3,XP_007260488.1,IDH1
IDS,NP_001388858.1,XP_049340138.1,IDS
IFIH1,NP_001157949.1,XP_007230472.3,IFIH1
IFIH1,NP_001157949.1,XP_007230473.3,IFIH1
IFITM5,NP_444318.1,XP_007235107.1,IFITM5
IGF1,NP_001104745.1,XP_007241889.1,IGF1
IGF1R,XP_006540704.1,XP_007246206.3,IGF1RB
IGF1R,XP_006540704.1,XP_007256305.3,IGF1RA
IGF2,NP_034644.2,XP_007228126.2,IGF2B
IGF2,NP_034644.2,XP_007231794.2,IGF2A
IGFBP1,NP_032367.3,XP_007245384.3,IGFBP1A
IGFBP2,NP_032368.2,XP_007256430.3,IGFBP2B
IGFBP2,NP_032368.2,XP_022531060.1,IGFBP2A
IGFBP2,NP_032368.2,XP_022531061.1,IGFBP2A
IGFBP5,NP_034648.2,XP_007256432.1,IGFBP5B
IHH,NP_034674.2,XP_007260006.3,IHHA
IKBKB,NP_001153246.1,XP_022526263.2,IKBKB
IKZF1,NP_001391419.1,XP_007240369.1,IKZF1
IKZF1,NP_001391419.1,XP_007240370.1,IKZF1
IL12RB2,XP_006505680.1,XP_007258415.3,IL12RB2
IL17F,NP_665855.2,XP_007245412.3,IL17A/F3
IL17F,NP_665855.2,XP_022520498.1,IL17A/F1
IL1B,NP_032387.1,XP_022536472.2,LOC103026214
IL1B,NP_032387.1,XP_022536473.2,LOC111194997
IL1RL1,NP_001407279.1,XP_022541495.2,IL1RL1
IL1RL1,NP_001407279.1,XP_022541496.2,IL1RL1
ILF2,NP_080650.1,XP_007249327.2,ILF2
ILF2,NP_080650.1,XP_007249328.2,ILF2
ILF2,NP_080650.1,XP_049331329.1,ILF2
ILF3,XP_011240705.1,XP_007242018.3,ILF3B
ILF3,XP_011240705.1,XP_007242019.3,ILF3B
ILF3,XP_011240705.1,XP_049323584.1,ILF3B
ILF3,XP_011240705.1,XP_049323586.1,ILF3B
ILF3,XP_011240705.1,XP_049323587.1,ILF3B
ILK,NP_034692.2,XP_007247330.1,ILK
ING1,NP_036049.2,XP_007228759.3,LOC103029173
ING1,NP_036049.2,XP_007253285.2,ING1
ING4,NP_001355624.1,XP_007258320.1,ING4
INHA,NP_034694.3,XP_007244302.2,INHA
INPP5D,XP_006529212.1,XP_022531201.2,INPP5D
INS1,NP_032412.3,XP_007247543.2,INSB
INS1,NP_032412.3,XP_007261072.1,INS
INS2,NP_001172012.1,XP_007247543.2,INSB
INS2,NP_001172012.1,XP_007261072.1,INS
INSIG1,NP_705746.1,XP_022533479.1,INSIG1
INSM1,NP_058585.2,XP_007255508.3,INSM1A
INSR,XP_006508764.1,XP_007236388.3,INSRA
INSR,XP_006508764.1,XP_007236609.3,INSRB
IRAK1,NP_001171447.1,XP_022526582.2,IRAK1
IRF2,XP_011240477.1,XP_007247534.2,IRF2
IRF2,XP_011240477.1,XP_007247535.2,IRF2
IRF3,XP_006541058.1,XP_007248791.3,IRF3
IRF3,XP_006541058.1,XP_007248792.3,IRF3
IRF5,XP_006505158.1,XP_022527369.2,IRF5
IRF6,NP_058547.2,XP_049327779.1,IRF6
IRF7,XP_006536277.1,XP_007228105.2,IRF7
IRF7,XP_006536277.1,XP_007228106.2,IRF7
IRF8,NP_032346.1,XP_007244056.1,IRF8
IRS1,NP_034700.2,XP_007233587.2,IRS1
IRS1,NP_034700.2,XP_049322984.1,IRS1
IRX3,NP_001240751.1,XP_049327300.1,IRX3A
IRX5,NP_061296.1,XP_049327210.1,IRX5A
ITCH,NP_032421.2,XP_007252741.2,ITCHA
ITCH,NP_032421.2,XP_022524317.2,ITCHB
ITGA4,NP_034706.3,XP_049340800.1,ITGA4
ITGA6,NP_001264899.1,XP_049340510.1,ITGA6A
ITGA6,NP_001264899.1,XP_049340511.1,ITGA6A
ITGA7,XP_030100775.1,XP_007248426.3,ITGA7
ITGA7,XP_030100775.1,XP_007248427.3,ITGA7
ITGA7,XP_030100775.1,XP_049327666.1,ITGA7
ITGAM,NP_001076429.1,XP_049320697.1,LOC103046566
ITGAM,NP_001076429.1,XP_049320698.1,LOC103046566
ITGB6,NP_067334.1,XP_007237399.3,ITGB6
