Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
DCDC2,NP_057440.2,KAG9268490.1,DCDC2
DCDC2,NP_057440.2,KAG9276337.1,DCDC2
DCK,NP_000779.1,KAG9266035.1,DCK
DDB1,NP_001914.3,KAG9272921.1,DDB1
DDB2,NP_001386804.1,KAG9273204.1,DDB2
DDIT4,NP_061931.1,KAG9267988.1,DDIT4
DDR2,NP_001341911.1,KAG9277271.1,DDR2
DDX18,NP_006764.3,KAG9271542.1,DDX18
DDX21,NP_004719.2,KAG9260095.1,DDX21
DEDD,NP_127491.1,KAG9270173.1,DEDD
DENND4A,NP_001363848.1,KAG9273183.1,DENND4A
DES,NP_001369641.1,KAG9277654.1,DES
DHCR24,NP_055577.1,KAG9282682.1,DHCR24
DHFR,NP_000782.1,KAG9261484.1,DHFR
DHX9,NP_001348.2,KAG9273827.1,DHX9
DICER1,NP_001382606.1,KAG9268913.1,DICER1
DKK1,NP_036374.1,KAG9267310.1,DKK1
DKK3,NP_056965.3,KAG9267121.1,DKK3
DLG4,NP_001308003.1,KAG9269420.1,KAG9269420.1
DLG4,NP_001308003.1,KAG9281562.1,KAG9281562.1
DLK1,NP_003827.4,KAG9268219.1,KAG9268219.1
DLL4,NP_061947.1,KAG9282989.1,DLL4
DLX3,NP_005211.1,KAG9267324.1,DLX3B
DLX4,NP_612138.1,KAG9263941.1,DLX4A
DLX5,NP_005212.1,KAG9279805.1,DLX5A
DMAP1,NP_061973.1,KAG9270121.1,DMAP1
DMD,XP_054182594.1,KAG9262123.1,DMD
DMRT1,XP_054218204.1,KAG9261729.1,DMRT1
DNAJC12,NP_068572.1,KAG9274832.1,KAG9274832.1
DNAJC3,XP_054230731.1,KAG9271209.1,KAG9271209.1
DNAJC3,XP_054230731.1,KAG9274323.1,KAG9274323.1
DNASE2,NP_001366.1,KAG9283693.1,DNASE2
DNASE2B,NP_067056.2,KAG9266784.1,DNASE2B
DNM3,XP_054191858.1,KAG9282705.1,DNM2
DNMT1,NP_001370.1,KAG9278979.1,DNMT1
DNMT3A,NP_072046.2,KAG9268498.1,DNMT3A
DNMT3A,NP_072046.2,KAG9282349.1,DNMT3A
DNMT3B,XP_054179091.1,KAG9269527.1,DNMT3B
DOCK1,NP_001364473.1,KAG9267461.1,DOCK1
DOK1,NP_001372.1,KAG9274393.1,DOK1
DPYSL2,NP_001184222.1,KAG9263300.1,DPYSL2
DR1,NP_001929.1,KAG9277792.1,DR1
DRAM1,NP_060840.2,KAG9280677.1,DRAM1
DRAP1,NP_006433.2,KAG9259907.1,DRAP1
DRD1,NP_000785.1,KAG9265973.1,D14
DRG2,XP_054171280.1,KAG9279926.1,DRG2
DROSHA,NP_001093882.1,KAG9267549.1,DROSHA
DSC2,NP_077740.1,KAG9282790.1,DSC1
DST,NP_001138241.1,KAG9275052.1,MACF1
DUSP1,NP_004408.1,KAG9271856.1,DUSP1
DUSP10,NP_009138.1,KAG9282519.1,DUSP10
DUSP4,NP_001385.1,KAG9265526.1,DUSP4
DYRK1A,NP_001387.2,KAG9263649.1,DYRK1A
DYRK1A,NP_001387.2,KAG9265386.1,DYRK1A
E2F3,NP_001940.1,KAG9276156.1,E2F3
E2F4,NP_001941.2,KAG9272113.1,E2F4
E2F5,NP_001942.2,KAG9273987.1,E2F5
E4F1,XP_054235707.1,KAG9264313.1,E4F1
EAF1,NP_149074.3,KAG9278485.1,EAF1
EAF2,NP_060926.2,KAG9271147.1,EAF2
EAPP,NP_060923.2,KAG9268638.1,EAPP
EBI3,NP_005746.2,KAG9273764.1,EBI3
EBNA1BP2,NP_001153408.1,KAG9273685.1,EBNA1BP2
ECE1,NP_001106819.1,KAG9260766.1,ECE1
ECM1,NP_004416.2,KAG9276551.1,ECM1
ECT2,XP_054201521.1,KAG9266450.1,ECT2
EDN1,NP_001946.3,KAG9280082.1,EDN1
EFNB3,NP_001397.1,KAG9263168.1,EFNB3
EFNB3,NP_001397.1,KAG9274528.1,EFNB3
EGF,NP_001954.2,KAG9272341.1,EGF
EGFR,NP_005219.2,KAG9278768.1,EGFR
EGLN1,NP_071334.1,KAG9266431.1,KAG9266431.1
EGR1,NP_001955.1,KAG9272198.1,EGR1
EGR2,NP_001397860.1,KAG9267612.1,EGR2B
EGR3,NP_004421.2,KAG9270436.1,EGR3
EHF,NP_001364982.1,KAG9281081.1,EHF
EHMT2,NP_001382094.1,KAG9281379.1,EHMT2
EIF2AK1,NP_001127807.1,KAG9267697.1,EIF2AK1
EIF3M,NP_006351.2,KAG9272836.1,EIF3M
ELAVL1,XP_054176123.1,KAG9266717.1,ELAVL1
ELAVL1,XP_054176123.1,KAG9273929.1,ELAVL1
ELF1,NP_001138825.1,KAG9272756.1,ELF4
ELF3,NP_001107781.1,KAG9260735.1,ELF3
ELK1,NP_005220.2,KAG9270037.1,ELK1
ELK3,NP_001400690.1,KAG9280344.1,ELK3
ELK4,NP_001964.2,KAG9260271.1,ELK4
ELL,NP_006523.1,KAG9266837.1,ELL
ELMO3,NP_078988.3,KAG9272114.1,ELMO3
EMSY,NP_001287871.1,KAG9263658.1,EMSY
EMX2,NP_004089.1,KAG9274868.1,EMX2
EN1,NP_001417.3,KAG9262302.1,EN1
ENO1,NP_001419.1,KAG9269661.1,ENO1
ENO1,NP_001419.1,KAG9277156.1,ENO1
ENPP2,XP_054216631.1,KAG9276180.1,ENPP2
EP300,NP_001420.2,KAG9267782.1,EP300
EPAS1,NP_001421.2,KAG9268019.1,EPAS1
EPB41L4B,XP_054219103.1,KAG9283594.1,EPB41L4B
EPCAM,NP_002345.2,KAG9275121.1,TACSTD1
EPHA2,NP_004422.2,KAG9269684.1,EPHA2
EPHA3,NP_005224.2,KAG9271388.1,EPHA3
EPHB2,NP_001296122.1,KAG9260155.1,EPHB2
EPHB2,NP_001296122.1,KAG9269650.1,EPHB2
EPO,NP_000790.2,KAG9274523.1,EPO
EPOR,NP_000112.1,KAG9264523.1,EPOR
EPSTI1,XP_054231168.1,KAG9271404.1,EPSTI1
ERAP1,NP_001336173.1,KAG9262956.1,ERAP1
ERAP2,NP_071745.1,KAG9261850.1,ERAP2
ERBB2,XP_054171396.1,KAG9267287.1,ERBB2
ERBB3,NP_001973.2,KAG9277050.1,ERBB3
ERBB4,NP_001036064.1,KAG9262223.1,ERBB4
ERBB4,NP_001036064.1,KAG9271734.1,ERBB4
ERCC2,XP_054176156.1,KAG9265159.1,ERCC2
ERCC4,XP_054235785.1,KAG9267656.1,ERCC4
ERCC5,NP_000114.3,KAG9262187.1,ERCC5
ERF,NP_006485.2,KAG9279337.1,ERF
ERN1,NP_001424.3,KAG9264572.1,ERN1
ERP44,NP_055866.1,KAG9283609.1,ERP44
ESR1,NP_001278159.1,KAG9283012.1,ESR1
ESRRB,NP_001397967.1,KAG9268797.1,ESRRG
ESRRG,XP_054191044.1,KAG9268335.1,ESRRG
ETS2,NP_001243224.1,KAG9263653.1,ETS2
ETV4,NP_001356296.1,KAG9267819.1,ETV4
ETV5,NP_004445.1,KAG9277658.1,ETV5
ETV6,NP_001978.1,KAG9280587.1,ETV6
EVPL,NP_001979.2,KAG9277454.1,EVPL
EVPL,NP_001979.2,KAG9279249.1,EVPL
EVX1,NP_001980.1,KAG9280062.1,EVX1
EXO1,XP_054195548.1,KAG9268388.1,EXO1
EXT1,NP_000118.2,KAG9279896.1,EXT1B
EXT1,NP_000118.2,KAG9283741.1,EXT1A
F10,NP_000495.1,KAG9262332.1,KAG9262332.1
F2R,NP_001983.2,KAG9261773.1,F2R
F3,NP_001984.1,KAG9276508.1,F3
F3,NP_001984.1,KAG9278886.1,F3
F7,XP_054230139.1,KAG9262334.1,F7
F8,NP_000123.1,KAG9263782.1,F8
F9,NP_000124.1,KAG9263220.1,F9
FAAH,NP_001432.2,KAG9277829.1,FAAH
FABP1,XP_054197003.1,KAG9281894.1,FABP1
FABP2,NP_000125.2,KAG9259989.1,FABP2
FABP6,NP_001124430.1,KAG9265722.1,FABP6
FADD,NP_003815.1,KAG9267097.1,FADD
FAF1,NP_008982.1,KAG9270858.1,FAF1
FAM162A,NP_055182.3,KAG9283318.1,FAM162B
FANCA,NP_000126.2,KAG9272099.1,FANCA
FASLG,NP_000630.1,KAG9282718.1,FASLG
FASN,XP_054171452.1,KAG9267961.1,FASN
FAT1,XP_054205234.1,KAG9259655.1,FAT1
FBLN1,NP_006477.3,KAG9280831.1,FBLN1
FBN1,NP_001393645.1,KAG9273485.1,FBN1
FBP1,NP_000498.2,KAG9261740.1,FBP1
FBP1,NP_000498.2,KAG9281926.1,FBP1
FCGR1A,NP_001365733.1,KAG9278516.1,FCGR1
FDFT1,NP_001274671.1,KAG9282542.1,FDFT1
FDPS,NP_001129293.1,KAG9276046.1,FDPS
FDXR,NP_001244943.2,KAG9267239.1,FDXR
FES,XP_054233470.1,KAG9266570.1,V-FPS
FGA,XP_054205235.1,KAG9259403.1,FGA
FGA,XP_054205235.1,KAG9259404.1,FGA
FGA,XP_054205235.1,KAG9262095.1,FGA
FGB,NP_005132.2,KAG9259406.1,FGB
FGB,NP_005132.2,KAG9262097.1,FGB
FGF10,NP_004456.1,KAG9265518.1,FGF10
FGF10,NP_004456.1,KAG9266661.1,FGF10
FGF16,NP_003859.1,KAG9271884.1,FGF16
FGF19,NP_005108.1,KAG9267102.1,FGF19
FGF2,NP_001997.5,KAG9263773.1,FGF2
FGF4,NP_001998.1,KAG9267101.1,FGF4-B
FGF7,NP_002000.1,KAG9273487.1,FGF7
FGF8,NP_006110.1,KAG9275391.1,FGF8A
FGF9,NP_002001.1,KAG9272618.1,FGF9
FGFBP1,NP_005121.1,KAG9272234.1,FGFBP1
FGFR4,NP_001341913.1,KAG9265904.1,FGFR4
FGG,NP_000500.2,KAG9259983.1,FGG
FGL1,XP_054216106.1,KAG9272609.1,FGL1
FGL2,NP_006673.1,KAG9280657.1,FGL2
FHL1,NP_001153173.1,KAG9272655.1,FHL1
FHL2,NP_001361328.1,KAG9259430.1,FHL2
FHL2,NP_001361328.1,KAG9271325.1,FHL2
FHL2,NP_001361328.1,KAG9277668.1,FHL2
FKBP4,NP_002005.1,KAG9272976.1,FKBP4
FLT1,NP_002010.2,KAG9283348.1,FLT1
FLT3,NP_004110.2,KAG9283346.1,FLT3
FLT4,NP_891555.2,KAG9271854.1,FLT4
FMN2,NP_001292353.1,KAG9268033.1,FMN2
FMR1,NP_002015.1,KAG9272183.1,FMR1-A
FOLR1,NP_000793.1,KAG9265304.1,FOLR1
FOS,NP_005243.1,KAG9282293.1,FOS
FOSB,NP_006723.2,KAG9272818.1,FOSB
FOSL2,XP_054197196.1,KAG9268867.1,FOSL2
FOXA1,NP_004487.2,KAG9268649.1,FOXA1
FOXA2,NP_068556.2,KAG9268601.1,FOXA2
FOXC1,NP_001444.2,KAG9274637.1,FOXC1A
FOXD3,NP_036315.1,KAG9277315.1,FOXD3-A
FOXE1,NP_004464.2,KAG9259451.1,FOXE1
FOXE1,NP_004464.2,KAG9275750.1,FOXE1
FOXF1,NP_001442.2,KAG9272945.1,FOXF1
FOXF2,NP_001443.1,KAG9274638.1,FOXF2
FOXG1,NP_005240.3,KAG9268195.1,FOXG1
FOXH1,NP_003914.1,KAG9267553.1,FOXH1
FOXI1,NP_036320.2,KAG9272728.1,FOXI1E
FOXJ1,NP_001445.2,KAG9263960.1,FOXJ1A
FOXK2,NP_004505.2,KAG9267747.1,FOXK2
FOXL2,NP_075555.1,KAG9278725.1,FOXL2
FOXN4,NP_998761.2,KAG9261556.1,FOXN4
FOXO1,NP_002006.2,KAG9263180.1,FOXO1B
FOXO1,NP_002006.2,KAG9265011.1,FOXO1A
FOXO4,NP_005929.2,KAG9272637.1,FOXO4
FOXP3,NP_001107849.1,KAG9270734.1,FOXP3
FSHB,NP_001369218.1,KAG9260878.1,CGBA
FSHR,NP_852111.2,KAG9267998.1,FSHR
FST,XP_054207405.1,KAG9261691.1,FSTA
FSTL3,NP_005851.1,KAG9266582.1,FSTL3
FTH1,NP_002023.2,KAG9266555.1,KAG9266555.1
FTO,NP_001350820.1,KAG9260917.1,FTO
FUBP1,NP_001362985.1,KAG9273721.1,FUBP1
FUBP3,NP_003925.1,KAG9281629.1,FUBP3
FURIN,NP_001369549.1,KAG9266571.1,FURIN
FURIN,NP_001369549.1,KAG9281091.1,FURIN
FUS,NP_004951.1,KAG9278544.1,TAF15
FUT4,NP_002024.1,KAG9278378.1,FUT4
FUT7,NP_004470.1,KAG9261961.1,FUT7
FUT7,NP_004470.1,KAG9266226.1,FUT7
FXN,NP_000135.2,KAG9269992.1,FXN
FXR2,NP_004851.2,KAG9274501.1,FXR2
FZD1,NP_003496.1,KAG9271551.1,FZD7
FZD1,NP_003496.1,KAG9277566.1,FZD7-A
G6PD,NP_000393.4,KAG9269299.1,G6PD
GABPA,XP_054180389.1,KAG9271118.1,GABPA
GABPB1,XP_054233631.1,KAG9273501.1,GABPB1
GABRB3,NP_068712.1,KAG9277227.1,GABRB3
GAD1,XP_054197263.1,KAG9271444.1,GAD1
GAD1,XP_054197263.1,KAG9277820.1,GAD1
GADD45A,NP_001915.1,KAG9277794.1,GADD45A
GADD45G,NP_006696.1,KAG9270592.1,GADD45G
GALNT3,NP_004473.2,KAG9271504.1,GALNT3
GALT,NP_000146.2,KAG9263466.1,GALT
GAPDH,NP_001276674.1,KAG9276573.1,GAPDH
GAS2,NP_001378862.1,KAG9281034.1,GAS2
GATA1,NP_002040.1,KAG9260152.1,GATA2
GATA3,XP_054221503.1,KAG9280464.1,GATA3
GATA4,NP_002043.2,KAG9282541.1,GATA4
GATA5,NP_536721.1,KAG9269509.1,GATA5-A
GATA6,NP_005248.2,KAG9278771.1,GATA6-A
GBP1,NP_002044.2,KAG9271305.1,GBP1
GBP1,NP_002044.2,KAG9271306.1,GBP3
GBP1,NP_002044.2,KAG9271801.1,GBP2
GBX2,XP_054197330.1,KAG9277921.1,GBX2
GC,NP_001191236.1,KAG9261735.1,GC
GCGR,XP_054171686.1,KAG9265102.1,GCGR
GCK,NP_001341729.1,KAG9270492.1,GCK
GCM2,NP_004743.1,KAG9283538.1,GCM2
GDF3,NP_065685.1,KAG9268737.1,DVR1
GDF5,NP_000548.2,KAG9259419.1,GDF5
GDF5,NP_000548.2,KAG9277681.1,GDF5
GDNF,NP_001177398.1,KAG9263060.1,GDNF
GFAP,NP_002046.1,KAG9264176.1,GFAP
GFER,NP_005253.3,KAG9279927.1,GFER
GFI1,NP_001120687.1,KAG9277734.1,GFI1
GFI1B,NP_001358837.1,KAG9266328.1,GFI1B
GGPS1,NP_001358407.1,KAG9274825.1,GGPS1
GHR,NP_001229328.1,KAG9270597.1,GHR
GJA1,NP_000156.1,KAG9268927.1,GJA1
GJA5,NP_859054.1,KAG9271023.1,GJA5
GJD2,NP_065711.1,KAG9268763.1,GJD2
GJD2,NP_065711.1,KAG9283190.1,GJD2
GK,XP_054182803.1,KAG9262407.1,GK
GLCE,XP_054233691.1,KAG9260862.1,GLCEB
GLI1,XP_054227728.1,KAG9276983.1,GLI1
GLI2,NP_001358200.1,KAG9271132.1,GLI2
GLI3,NP_000159.3,KAG9283514.1,GLI3
GLRA1,NP_000162.2,KAG9272501.1,GLRA1
GMPS,XP_054204247.1,KAG9273375.1,GMPS
GNMT,NP_061833.1,KAG9268874.1,GNMT
GP1BB,NP_000398.1,KAG9270625.1,GP1BB
GP9,XP_054202216.1,KAG9269854.1,GP9
GPA33,NP_005805.1,KAG9271079.1,GPA33
GPNMB,NP_001005340.1,KAG9280041.1,QNR-71
GPR39,NP_001499.1,KAG9271547.1,GPR39
GREB1,XP_054200680.1,KAG9268337.1,GREB1
GRHL1,XP_054197516.1,KAG9268140.1,KAG9268140.1
GRIN1,NP_001172019.1,KAG9261926.1,GRIN1
GRIN1,NP_001172019.1,KAG9266339.1,GRIN1
GRIN2B,NP_000825.2,KAG9262497.1,GRIN2B
GRIN2B,NP_000825.2,KAG9279098.1,GRIN2B
GRM2,XP_054202342.1,KAG9260651.1,GRM2
GRM2,XP_054202342.1,KAG9277106.1,GRM2
GRPR,NP_005305.1,KAG9261021.1,GRPR
GSC,NP_776248.1,KAG9268912.1,GSC
GSK3A,NP_063937.2,KAG9275972.1,GSK3B
GSK3A,NP_063937.2,KAG9279339.1,GSK3A
GSPT1,NP_001123478.2,KAG9267648.1,GSPT1
GSS,NP_001309423.1,KAG9269310.1,GSS
GSTA1,NP_665683.1,KAG9274839.1,GSTA4
GSTP1,NP_000843.1,KAG9281262.1,GSTP1
GTF2B,NP_001505.1,KAG9264743.1,GTF2B
GTF2F1,NP_002087.2,KAG9263905.1,GTF2F1
GTF3A,NP_002088.2,KAG9281578.1,GTF3A
GTF3C1,XP_054236158.1,KAG9262891.1,GTF3C1
GTF3C2,XP_054197511.1,KAG9282561.1,GTF3C2
GUCY1B1,NP_001278880.1,KAG9259988.1,GUCY1B1
GUCY2C,NP_004954.2,KAG9279281.1,GUCY2C
GZF1,NP_071927.1,KAG9282869.1,GZF1
GZMB,NP_004122.2,KAG9266879.1,MCPT4
GZMB,NP_004122.2,KAG9266883.1,GZMB
HAND2,NP_068808.1,KAG9275714.1,HAND2
HAS2,NP_005319.1,KAG9276069.1,HAS2
HAX1,NP_006109.2,KAG9279366.1,HAX1
HBA1,NP_000549.1,KAG9280087.1,KAG9280087.1
HBA1,NP_000549.1,KAG9280093.1,HBA
HBA1,NP_000549.1,KAG9280095.1,HBA
HBA1,NP_000549.1,KAG9280099.1,KAG9280099.1
HBA2,NP_000508.1,KAG9280087.1,KAG9280087.1
HBA2,NP_000508.1,KAG9280093.1,HBA
HBA2,NP_000508.1,KAG9280095.1,HBA
HBA2,NP_000508.1,KAG9280099.1,KAG9280099.1
HBB,NP_000509.1,KAG9280088.1,HBB2
HBD,NP_000510.1,KAG9280088.1,HBB2
HBE1,NP_005321.1,KAG9280088.1,HBB2
HBE1,NP_005321.1,KAG9280094.1,BA1L//BA1
HBEGF,NP_001936.1,KAG9265727.1,HBEGF
HBG1,NP_000550.2,KAG9280088.1,HBB2
HBP1,NP_001231191.1,KAG9281060.1,HBP1
HBZ,NP_005323.1,KAG9280087.1,KAG9280087.1
HBZ,NP_005323.1,KAG9280091.1,HBA
HBZ,NP_005323.1,KAG9280097.1,KAG9280097.1
HBZ,NP_005323.1,KAG9280099.1,KAG9280099.1
HCK,NP_002101.2,KAG9269506.1,HCK
HCN2,NP_001185.3,KAG9266659.1,HCN2
HCN2,NP_001185.3,KAG9278619.1,HCN2
HCN4,NP_005468.1,KAG9273545.1,HCN4
HDAC1,NP_004955.2,KAG9279654.1,HDAC1
HDAC1,NP_004955.2,KAG9282264.1,HDAC2
HDAC11,NP_079103.2,KAG9260775.1,HDAC11
HDAC2,NP_001518.3,KAG9279654.1,HDAC1
HDAC2,NP_001518.3,KAG9282264.1,HDAC2
HDAC3,NP_003874.2,KAG9272780.1,HDAC3
HDAC5,XP_054170595.1,KAG9279064.1,HDAC5
HECA,NP_057301.1,KAG9282591.1,KAG9282591.1
HEPH,XP_054184197.1,KAG9263574.1,HEPHL1
HEPH,XP_054184197.1,KAG9278253.1,HEPHL1
HERC2,XP_054235025.1,KAG9277231.1,HERC2
HES1,NP_005515.1,KAG9277258.1,HES1-A
HES6,NP_001136325.1,KAG9278599.1,HES6
HESX1,NP_001362988.1,KAG9260197.1,HESX1
HEXIM1,NP_006451.1,KAG9267730.1,HEXIM
HEY1,NP_036390.3,KAG9279729.1,HEY1
HEY2,NP_036391.1,KAG9283076.1,HEY2
HEYL,NP_055386.2,KAG9279717.1,HEYL
HFE,NP_001371093.1,KAG9281403.1,KAG9281403.1
HGF,NP_001010932.1,KAG9273035.1,HGF
HGF,NP_001010932.1,KAG9280633.1,HGF
HHEX,NP_002720.1,KAG9268098.1,HHEX
HIC1,NP_001091672.1,KAG9265208.1,HIC1
HIF1A,NP_001521.1,KAG9282821.1,HIF1A
HINFP,XP_054224331.1,KAG9281754.1,HINFP
HIPK2,XP_054213971.1,KAG9273058.1,HIPK2
HIRA,NP_003316.3,KAG9262018.1,HIRA
HIVEP2,NP_006725.3,KAG9282580.1,HIVEP2
HK2,XP_054197615.1,KAG9262061.1,HK2
HLA-A,NP_002107.3,KAG9261548.1,KAG9261548.1
HLA-A,NP_002107.3,KAG9261550.1,PATR-A
HLA-A,NP_002107.3,KAG9261552.1,KAG9261552.1
HLA-DPA1,NP_001391949.1,KAG9274907.1,KAG9274907.1
HLA-DQA1,NP_002113.2,KAG9274907.1,KAG9274907.1
HLA-DQA2,NP_064440.1,KAG9274907.1,KAG9274907.1
HLA-DRA,NP_061984.2,KAG9270535.1,H2-AA
HLA-DRB1,NP_002115.2,KAG9270537.1,KAG9270537.1
HLA-DRB3,NP_072049.2,KAG9270537.1,KAG9270537.1
HLA-E,NP_005507.3,KAG9281405.1,H2-L
HLF,XP_054171888.1,KAG9267950.1,HLF
HLF,XP_054171888.1,KAG9279231.1,HLF
HLTF,XP_054203604.1,KAG9264693.1,HLTF
HLX,NP_068777.1,KAG9282520.1,HLX
HMG20B,NP_006330.2,KAG9266871.1,HMG20B
HMGA1,NP_665906.1,KAG9269898.1,HMGA1
HMGA1,NP_665906.1,KAG9276909.1,KAG9276909.1
HMGB1,NP_001357269.1,KAG9263244.1,HMGB1
HMGB2,NP_002120.1,KAG9263244.1,HMGB1
HMGCR,XP_054208459.1,KAG9266342.1,HMGCR
HMGXB4,XP_054180949.1,KAG9264336.1,HMGXB4
HNF1A,XP_054229081.1,KAG9270574.1,HNF1A
HNRNPA1,NP_112420.1,KAG9260409.1,HNRNPA1
HNRNPA1,NP_112420.1,KAG9269038.1,HNRNPA1
HOXA1,NP_005513.2,KAG9280053.1,HOXA1A
HOXA10,NP_061824.3,KAG9276680.1,HOXA10B
HOXA11,NP_005514.1,KAG9276681.1,HOXA11B
HOXA2,NP_006726.1,KAG9276678.1,HOXA2B
HOXB1,NP_002135.2,KAG9264414.1,HOXB1
HOXB13,NP_006352.2,KAG9264406.1,HOXB13A
HOXB4,NP_076920.1,KAG9264411.1,HOXB4A
HOXB8,NP_076921.1,KAG9264408.1,HOXB8A
HOXC11,NP_055027.1,KAG9269047.1,HOXC11A
HOXC13,NP_059106.2,KAG9260417.1,HOXC13A
HOXC13,NP_059106.2,KAG9269049.1,HOXC13A
HOXC6,NP_004494.1,KAG9260413.1,HOXC6A
HOXC6,NP_004494.1,KAG9269044.1,HOXC6A
HOXC9,NP_008828.1,KAG9269045.1,HOXC9A
HOXD3,NP_008829.3,KAG9271480.1,HOXD3A
HRAS,NP_001123914.1,KAG9260819.1,HRAS
HRAS,NP_001123914.1,KAG9281141.1,HRAS
HRH1,NP_001091681.1,KAG9260375.1,HRH1
HSD11B2,NP_000187.3,KAG9260904.1,HSD11B2
HSD17B1,NP_001317148.1,KAG9264237.1,HSD17B1
HSD17B2,NP_002144.1,KAG9281052.1,HSD17B2
HSD17B6,NP_003716.2,KAG9266694.1,RDH7
HSD17B6,NP_003716.2,KAG9271596.1,RDH7
HSD3B1,NP_001315544.1,KAG9271359.1,HSD3B
HSD3B2,NP_001159592.1,KAG9271359.1,HSD3B
HSF2,NP_004497.1,KAG9283065.1,HSF2
HSP90AA1,XP_054231954.1,KAG9282906.1,HSP90AA1
HSP90AB1,NP_001358167.1,KAG9283136.1,HSP90AB1
HSPA4,XP_054208468.1,KAG9281216.1,HSPA4
HSPA5,NP_005338.1,KAG9281622.1,HSPA5
HSPB1,NP_001531.1,KAG9265274.1,HSPB1
HSPD1,NP_002147.2,KAG9271056.1,HSPD1
HTATIP2,NP_001091990.1,KAG9266398.1,HTATIP2
HTR1A,NP_000515.2,KAG9265546.1,HTR1A-B
HYOU1,NP_001124463.1,KAG9263605.1,HYOU1
IAPP,NP_001316130.1,KAG9280430.1,IAPP
ID1,NP_002156.2,KAG9260570.1,ID1
ID2,NP_002157.2,KAG9268478.1,ID2
ID3,NP_002158.3,KAG9268365.1,ID3
ID4,NP_001537.1,KAG9276545.1,ID4
IDE,NP_001309723.1,KAG9275516.1,IDE
IDO2,NP_001382135.1,KAG9270433.1,IDO2
IFITM5,NP_001020466.1,KAG9280726.1,IFITM5
IGF1,XP_054227928.1,KAG9280168.1,KAG9280168.1
IGF1R,XP_054233806.1,KAG9266987.1,IGF1R
IGF1R,XP_054233806.1,KAG9273221.1,IGF1R
IGF2,NP_001121070.1,KAG9260824.1,IGF2
IGF2,NP_001121070.1,KAG9281129.1,IGF2
IGF2BP1,XP_054170702.1,KAG9264402.1,IGF2BP1
IGF2R,NP_000867.3,KAG9283047.1,IGF2R
IGFBP1,XP_054214093.1,KAG9282676.1,IGFBP1
IGFBP3,XP_054214094.1,KAG9282675.1,IGFBP3
IGFBP4,NP_001543.2,KAG9282676.1,IGFBP1
IGFBP5,NP_000590.1,KAG9271644.1,IGFBP5
IGFBP5,NP_000590.1,KAG9277900.1,IGFBP5
IHH,NP_002172.2,KAG9271585.1,IHHB
IKBKE,XP_054195701.1,KAG9260522.1,IKBKE
IL10,NP_000563.1,KAG9260526.1,IL10
IL12B,NP_002178.2,KAG9265921.1,IL12B
IL12B,NP_002178.2,KAG9272735.1,IL12B
IL12RB2,NP_001361188.1,KAG9277274.1,IL12RB2
IL1B,NP_000567.1,KAG9262952.1,IL1B
IL1B,NP_000567.1,KAG9262953.1,IL1B
IL1R1,NP_001307907.1,KAG9271298.1,IL1RL1
IL1RL1,XP_054200481.1,KAG9271298.1,IL1RL1
IL2RB,NP_001333151.1,KAG9279201.1,IL2RB
IL2RG,NP_000197.1,KAG9263211.1,IL2RG
IL5RA,NP_000555.2,KAG9262364.1,IL5RA
ILF2,NP_004506.2,KAG9279752.1,ILF2
ILF3,NP_001381738.1,KAG9264506.1,ILF3
ILK,NP_004508.1,KAG9263660.1,ILK
ING2,NP_001555.1,KAG9275730.1,ING2
INO80,XP_054234202.1,KAG9282991.1,INO80
INPP5J,XP_054181519.1,KAG9261371.1,INPP5J
INPP5J,XP_054181519.1,KAG9263350.1,INPP5J
INS,NP_001172026.1,KAG9282128.1,INS
INSM1,NP_002187.1,KAG9283108.1,INSM1A
INSR,XP_054176874.1,KAG9266932.1,INSR
INSR,XP_054176874.1,KAG9273912.1,INSR
IPO13,NP_055467.3,KAG9282733.1,IPO13
IPO7,NP_006382.1,KAG9267114.1,IPO7
IRF1,NP_001341853.1,KAG9266208.1,IRF1
IRF2,NP_002190.2,KAG9272586.1,IRF2
IRF2BP2,NP_001070865.1,KAG9266998.1,IRF2BP2B
IRF4,NP_002451.2,KAG9274640.1,IRF4
IRF5,NP_001334857.1,KAG9280642.1,IRF5
IRF6,NP_006138.1,KAG9260759.1,IRF6
IRF7,XP_054224665.1,KAG9281146.1,IRF3
IRF8,NP_001350836.1,KAG9272944.1,IRF8
IRS2,NP_003740.2,KAG9262395.1,IRS2
IRS2,NP_003740.2,KAG9271154.1,IRS2
ISL1,NP_002193.2,KAG9261690.1,ISL1
ITGA2,NP_002194.2,KAG9263290.1,ITGA2
ITGA2B,XP_054171931.1,KAG9264483.1,ITGA2B
ITGA5,NP_002196.4,KAG9269138.1,ITGA5
ITGA6,XP_054197849.1,KAG9271449.1,ITGA6
ITGA9,NP_002198.2,KAG9275015.1,ITGA9
ITGAL,NP_002200.2,KAG9262914.1,ITGAX
ITGAM,NP_001139280.1,KAG9267405.1,ITGAX
ITGAV,NP_002201.2,KAG9271797.1,ITGAV
ITGAX,NP_001273304.1,KAG9267405.1,ITGAX
ITGB1,NP_002202.2,KAG9278222.1,ITGB1
ITGB2,NP_000202.3,KAG9271628.1,ITGB2
ITGB3,NP_000203.2,KAG9268029.1,ITGB3
ITGB4,XP_054171941.1,KAG9270157.1,ITGB4
ITGB8,XP_054214135.1,KAG9278959.1,ITGB8
