Astyanax_ortologos,Symbol,ID_nuevo
XP_022526457.1,PBX3B,PBX1A
XP_015456909.1,PBX2,PBX1A
XP_015456908.1,PBX2,PBX1A
XP_022526453.1,PBX3B,PBX1A
XP_007230028.1,EXOC8,EXOC8
XP_007230029.1,EXOC8,EXOC8
XP_049341392.1,USP9,USP9
XP_049341393.1,USP9,USP9
XP_049341388.1,USP9,USP9
XP_022531074.1,LOC103045332,USP9
XP_049341387.1,USP9,USP9
XP_022531072.1,LOC103045332,USP9
XP_049341390.1,USP9,USP9
XP_022531073.1,LOC103045332,USP9
XP_049341385.1,USP9,USP9
XP_049341391.1,USP9,USP9
XP_049341389.1,USP9,USP9
XP_049341383.1,USP9,USP9
XP_049341386.1,USP9,USP9
XP_049341382.1,USP9,USP9
XP_049341384.1,USP9,USP9
XP_007227944.2,NCAM2,NCAM2
XP_007227945.2,NCAM2,NCAM2
XP_049322775.1,NCAM1B,NCAM2
XP_049322773.1,NCAM1B,NCAM2
XP_049322774.1,NCAM1B,NCAM2
XP_049322461.1,NCAM1A,NCAM2
XP_049322771.1,NCAM1B,NCAM2
XP_049322772.1,NCAM1B,NCAM2
XP_022531747.2,NCAM1A,NCAM2
XP_049322460.1,NCAM1A,NCAM2
XP_022539540.2,SPON1B,SPON1B
XP_049339497.1,SPON1A,SPON1B
XP_049331073.1,FAXCA,FAXCA
XP_049319861.1,PANK1A,PANK1A
XP_007251209.3,PANK1B,PANK1A
XP_049319860.1,PANK1A,PANK1A
XP_007236482.3,PANK2,PANK1A
XP_049319862.1,PANK1A,PANK1A
XP_022523088.2,FBXL6,FBXL6
XP_022523089.2,FBXL6,FBXL6
XP_007245596.2,ADH5,ADH5
XP_049339932.1,ADH5,ADH5
XP_007228301.1,HEXA,HEXA
XP_007231252.1,FEM1B,FEM1B
XP_022522670.1,FEN1,FEN1
XP_007235104.2,PRC1A,PRC1A
XP_007235103.2,PRC1A,PRC1A
XP_049327336.1,PRC1B,PRC1A
XP_049327335.1,PRC1B,PRC1A
XP_049327334.1,PRC1B,PRC1A
XP_007253031.1,PTF1A,PTF1A
XP_049329476.1,FHOD3A,FHOD3A
XP_049329475.1,FHOD3A,FHOD3A
XP_049329477.1,FHOD3A,FHOD3A
XP_049329474.1,FHOD3A,FHOD3A
XP_049329473.1,FHOD3A,FHOD3A
XP_007261115.2,CCDC93,CCDC93
XP_007261114.2,CCDC93,CCDC93
XP_007228487.1,PLS3,PLS3
XP_022522993.2,LCP1,PLS3
XP_022539437.1,PLS3,PLS3
XP_049340337.1,PLS3,PLS3
XP_049338472.1,PLS1,PLS3
XP_007248097.3,FIS1,FIS1
XP_022541868.1,LOC103032948,FIS1
XP_007228221.3,FJX1,FJX1
XP_007244105.2,FKBP4,FKBP4
XP_049319606.1,FOXA1,FOXA1
XP_007251952.2,FOXA1,FOXA1
XP_007251640.3,FOXA3,FOXA1
XP_022537597.2,LOC103039515,LOC103039515
XP_022537596.2,LOC103039515,LOC103039515
XP_007233698.2,SMEK1,LOC103039515
XP_007247898.3,FLII,FLII
XP_049323717.1,WDR1,WDR1
XP_007230239.1,LOC103033313,LOC103033313
XP_007255576.1,LOC103028275,LOC103033313
XP_007257657.1,PPP1CB,LOC103033313
XP_007250237.3,FXR2,FXR2
XP_007256836.2,FXR1,FXR2
XP_007256835.2,FXR1,FXR2
XP_007256834.2,FXR1,FXR2
XP_007250236.3,FXR2,FXR2
XP_022526741.1,ELAVL4,ELAVL4
XP_049331623.1,ELAVL3,ELAVL4
XP_022524325.1,ELAVL2,ELAVL4
XP_022524324.1,ELAVL2,ELAVL4
XP_049342030.1,ELAVL4,ELAVL4
XP_049342029.1,ELAVL4,ELAVL4
XP_049342028.1,ELAVL4,ELAVL4
XP_049342027.1,ELAVL4,ELAVL4
XP_049342025.1,ELAVL4,ELAVL4
XP_049331621.1,ELAVL3,ELAVL4
XP_049331622.1,ELAVL3,ELAVL4
XP_049331624.1,ELAVL3,ELAVL4
XP_049331626.1,ELAVL3,ELAVL4
XP_022526743.1,ELAVL4,ELAVL4
XP_049331620.1,ELAVL3,ELAVL4
XP_022524323.1,ELAVL2,ELAVL4
XP_007235581.1,ELAVL2,ELAVL4
XP_007235582.1,ELAVL2,ELAVL4
XP_049331625.1,ELAVL3,ELAVL4
XP_049342026.1,ELAVL4,ELAVL4
XP_049331473.1,LFNG,LFNG
XP_049331474.1,LFNG,LFNG
XP_049331475.1,LFNG,LFNG
XP_049331476.1,LFNG,LFNG
XP_049331477.1,LFNG,LFNG
XP_049331478.1,LFNG,LFNG
XP_049331479.1,LFNG,LFNG
XP_049331480.1,LFNG,LFNG
XP_049331481.1,LFNG,LFNG
XP_049331482.1,LFNG,LFNG
XP_022525016.2,RFNG,LFNG
XP_049320723.1,PRKG1B,PRKG1B
XP_022525073.2,PRKG1B,PRKG1B
XP_049337539.1,PRKG1A,PRKG1B
XP_049337540.1,PRKG1A,PRKG1B
XP_049319486.1,INF2,INF2
XP_049319485.1,INF2,INF2
XP_049319483.1,INF2,INF2
XP_049319482.1,INF2,INF2
XP_007259514.3,FOXO1B,FOXO1B
XP_007258711.3,FOXO4,FOXO1B
XP_007236771.2,FOXO1A,FOXO1B
XP_007236772.2,FOXO1A,FOXO1B
XP_007252047.2,FOXO3A,FOXO1B
XP_022538794.1,OXSR1B,OXSR1B
XP_022538797.1,OXSR1B,OXSR1B
XP_022535735.1,STK39,OXSR1B
XP_022535736.1,STK39,OXSR1B
XP_007256927.1,MBOAT7,MBOAT7
XP_007257052.1,NCS1A,NCS1A
XP_049337799.1,FRYL,FRYL
XP_049337801.1,FRYL,FRYL
XP_049337803.1,FRYL,FRYL
XP_049337798.1,FRYL,FRYL
XP_049337796.1,FRYL,FRYL
XP_049337797.1,FRYL,FRYL
XP_049337800.1,FRYL,FRYL
XP_049337802.1,FRYL,FRYL
XP_022537195.1,FRYB,FRYL
XP_022537191.1,FRYB,FRYL
XP_049323213.1,FRYA,FRYL
XP_049323218.1,FRYA,FRYL
XP_022524509.2,FRYA,FRYL
XP_049323214.1,FRYA,FRYL
XP_049323216.1,FRYA,FRYL
XP_049323217.1,FRYA,FRYL
XP_049323212.1,FRYA,FRYL
XP_049324854.1,FRYB,FRYL
XP_022537188.1,FRYB,FRYL
XP_049324855.1,FRYB,FRYL
XP_049324856.1,FRYB,FRYL
XP_049324857.1,FRYB,FRYL
XP_022523304.1,BRD3B,BRD3B
XP_022523303.1,BRD3B,BRD3B
XP_022523302.1,BRD3B,BRD3B
XP_015459922.2,BRD3B,BRD3B
XP_049326296.1,BRD3B,BRD3B
XP_049326297.1,BRD3B,BRD3B
XP_007230833.2,KPNB1,KPNB1
XP_022532377.2,LOC103037566,LOC103037566
XP_015456280.3,NR5A1A,NR5A1A
XP_022525478.1,NR5A2,NR5A1A
XP_007247063.2,NR5A1B,NR5A1A
XP_007233711.1,FUT9A,FUT9A
XP_049329495.1,LOC103046332,FUT9A
XP_007229182.3,LOC103029489,FUT9A
XP_049329529.1,LOC103035521,FUT9A
XP_022523266.2,LOC103041571,FUT9A
XP_022523267.2,LOC103041571,FUT9A
XP_022525305.1,FURINA,FURINA
XP_022525306.1,FURINA,FURINA
XP_022525307.1,FURINA,FURINA
XP_022525308.1,FURINA,FURINA
XP_022525309.1,FURINA,FURINA
XP_022525310.1,FURINA,FURINA
XP_022525311.1,FURINA,FURINA
XP_007228198.3,FURINB,FURINA
XP_007260215.3,PCSK5B,PCSK5B
XP_007260214.3,PCSK5B,PCSK5B
XP_007260281.2,PCSK6,PCSK5B
XP_007260213.4,PCSK5B,PCSK5B
XP_007236575.3,ESRP1,ESRP1
XP_007236574.3,ESRP1,ESRP1
XP_049327115.1,ESRP2,ESRP1
XP_049327114.1,ESRP2,ESRP1
XP_022522869.1,ESRP2,ESRP1
XP_007248937.3,FZD7B,FZD7B
XP_007261127.2,FZD7A,FZD7B
XP_007260491.3,FZD5,FZD5
XP_007238686.1,FZD8A,FZD5
XP_022524019.2,CDC20,CDC20
XP_049334876.1,CDC20,CDC20
XP_049321808.1,AP3D1,AP3D1
XP_049321809.1,AP3D1,AP3D1
XP_049321810.1,AP3D1,AP3D1
XP_049321811.1,AP3D1,AP3D1
XP_049328855.1,LOC103023021,LOC103023021
XP_049329095.1,LOC125790042,LOC103023021
XP_022538832.1,GABBR1B,GABBR1B
XP_022538831.1,GABBR1B,GABBR1B
XP_007238866.3,GABBR1A,GABBR1B
XP_022534575.2,GABBR1A,GABBR1B
XP_007258914.2,GABBR2,GABBR2
XP_022536082.2,GAD1A,GAD1A
XP_007253561.3,GAD1A,GAD1A
XP_015462433.3,GAD1A,GAD1A
XP_007244206.2,GAD1B,GAD1A
XP_007244205.2,GAD1B,GAD1A
XP_022534858.2,GAD3,GAD1A
XP_022518414.2,GAD2,GAD1A
XP_049322341.1,LOC125782414,LOC125782414
XP_022531645.2,LOC103039224,LOC125782414
XP_007247223.2,GADD45GA,LOC125782414
XP_049319523.1,GALE,GALE
XP_049319524.1,GALE,GALE
XP_007244820.3,LOC103047365,LOC103047365
XP_007244819.3,LOC103047365,LOC103047365
XP_022527503.1,COPG2,COPG2
XP_007249860.1,GAPDH,GAPDH
XP_022521867.1,LOC103041091,GAPDH
XP_022519592.2,BMP5,BMP5
XP_049319806.1,BMP6,BMP5
XP_007233065.3,BMP7B,BMP5
XP_007237084.1,GNB1A,GNB1A
XP_022526524.1,GNB1A,GNB1A
XP_049341538.1,GNB1A,GNB1A
XP_022531267.1,GNB1B,GNB1A
XP_022531268.1,GNB1B,GNB1A
XP_049335460.1,GNB1B,GNB1A
XP_007232826.1,GNB4A,GNB1A
XP_022534369.1,GNB4A,GNB1A
XP_007235200.2,GNB5A,GNB5A
XP_022535566.1,GNB5B,GNB5A
XP_049339355.1,GNB5B,GNB5A
XP_007228863.3,GGCX,GGCX
XP_049337053.1,GCLC,GCLC
XP_049342039.1,GCLM,GCLM
XP_022528317.2,EIF2AK4,EIF2AK4
XP_022532877.2,GDI1,GDI1
XP_022532526.2,LOC103035678,GDI1
XP_007252464.3,GDI2,GDI1
XP_007254015.3,GSNA,GSNA
XP_022532281.2,GSNA,GSNA
XP_022539003.2,UBP1,UBP1
XP_022530234.2,TSC2,TSC2
XP_022530230.2,TSC2,TSC2
XP_022530231.2,TSC2,TSC2
XP_022530232.2,TSC2,TSC2
XP_022530233.2,TSC2,TSC2
XP_022531108.1,HYI,HYI
XP_049322804.1,CSNK1G2A,CSNK1G2A
XP_049321443.1,CSNK1G1,CSNK1G2A
XP_049321442.1,CSNK1G1,CSNK1G2A
XP_049322805.1,CSNK1G2A,CSNK1G2A
XP_022525937.2,CSNK1G2B,CSNK1G2A
XP_007244372.2,LOC103043194,CSNK1G2A
XP_049321444.1,CSNK1G1,CSNK1G2A
XP_007244371.2,LOC103043194,CSNK1G2A
XP_049330491.1,LOC103043194,CSNK1G2A
XP_049322806.1,CSNK1G2A,CSNK1G2A
XP_022525938.1,CSNK1G2B,CSNK1G2A
XP_049321446.1,CSNK1G1,CSNK1G2A
XP_049321445.1,CSNK1G1,CSNK1G2A
XP_049322807.1,CSNK1G2A,CSNK1G2A
XP_007244374.2,LOC103043194,CSNK1G2A
XP_007244373.2,LOC103043194,CSNK1G2A
XP_022528955.2,TDP1,TDP1
XP_007246496.1,GLRA1,GLRA1
XP_007246495.1,GLRA1,GLRA1
XP_049337353.1,GLRA3,GLRA1
XP_049341243.1,GLRA2,GLRA1
XP_049337354.1,GLRA3,GLRA1
XP_007255787.3,LOC103037103,LOC103037103
XP_007258287.2,SLC2A3A,LOC103037103
XP_007246367.2,SLC2A1A,LOC103037103
XP_049319448.1,PYGB,PYGB
XP_022534265.1,PYGMB,PYGB
XP_022531824.1,PYGMA,PYGB
XP_007248595.3,PYGL,PYGB
XP_007230281.3,RFC1,RFC1
XP_007240436.1,GOT1,GOT1
XP_007256293.1,GOT2A,GOT2A
XP_022532509.2,NUP210,NUP210
XP_007252444.3,HSP90B1,HSP90B1
XP_022520307.1,GRK3,GRK3
XP_049324509.1,GRK3,GRK3
XP_007247167.2,GRK5L,GRK5L
XP_007247166.2,GRK5L,GRK5L
XP_007244489.1,GRK6,GRK5L
XP_022531725.2,ARHGAP42A,ARHGAP42A
XP_049322264.1,LOC103037817,ARHGAP42A
XP_049322263.1,LOC103037817,ARHGAP42A
XP_049322262.1,LOC103037817,ARHGAP42A
XP_049339692.1,LOC103025495,ARHGAP42A
XP_022531724.2,ARHGAP42A,ARHGAP42A
XP_049339691.1,LOC103025495,ARHGAP42A
XP_007237287.3,GABRA6B,GABRA6B
XP_022539265.1,LOC103033058,GABRA6B
XP_022539266.1,LOC103033058,GABRA6B
XP_007247526.3,GABRA4,GABRA6B
XP_022532088.1,GABRA1,GABRA6B
XP_022532089.1,GABRA1,GABRA6B
XP_049329295.1,GRIP1,GRIP1
XP_049329294.1,GRIP1,GRIP1
XP_049329293.1,GRIP1,GRIP1
XP_049329291.1,GRIP1,GRIP1
XP_049329292.1,GRIP1,GRIP1
XP_022526949.2,GRIP1,GRIP1
XP_049326919.1,TLE3B,TLE3B
XP_049326924.1,TLE3B,TLE3B
XP_049326923.1,TLE3B,TLE3B
XP_049326922.1,TLE3B,TLE3B
XP_049326917.1,TLE3B,TLE3B
XP_049326918.1,TLE3B,TLE3B
XP_049326921.1,TLE3B,TLE3B
XP_049326916.1,TLE3B,TLE3B
XP_049326920.1,TLE3B,TLE3B
XP_049326914.1,TLE3B,TLE3B
XP_049326915.1,TLE3B,TLE3B
XP_049339406.1,TLE3A,TLE3B
XP_007250106.3,CHEK1,CHEK1
XP_022531133.2,GLULB,GLULB
XP_049334879.1,GLULA,GLULB
XP_007246414.3,PAX7B,PAX7B
XP_022533166.2,PAX7B,PAX7B
XP_007246412.3,PAX7B,PAX7B
XP_049327596.1,PAX7A,PAX7B
XP_049327595.1,PAX7A,PAX7B
XP_007253688.2,LOC103038276,LOC103038276
XP_007246365.1,SPSB1,SPSB1
XP_022533189.1,SPSB1,SPSB1
XP_007228733.1,SPSB4A,SPSB1
XP_049338160.1,SPSB4A,SPSB1
XP_007253648.1,LOC103027224,LOC103027224
XP_049330837.1,LOC103027224,LOC103027224
XP_049330836.1,LOC103027224,LOC103027224
XP_049328209.1,GUCY1B1,GUCY1B1
XP_022540220.1,HAND2,HAND2
XP_007257903.4,HBS1L,HBS1L
XP_022526584.2,HCFC1B,HCFC1B
XP_022526585.2,HCFC1B,HCFC1B
XP_007247352.3,HLCS,HLCS
XP_022537129.2,HLCS,HLCS
XP_007247351.3,HLCS,HLCS
XP_049339613.1,HDC,HDC
XP_007237094.2,UBIAD1,UBIAD1
XP_007229864.1,DDX39AB,DDX39AB
XP_022530412.2,DDX39AA,DDX39AB
XP_007231785.1,DDX39B,DDX39AB
XP_022540335.2,BTAF1,BTAF1
XP_007245500.3,HENMT1,HENMT1
XP_007245174.2,PTBP1A,PTBP1A
XP_049322960.1,PTBP1A,PTBP1A
XP_015461601.1,PTBP2A,PTBP1A
XP_007240255.1,PTBP1B,PTBP1A
XP_049324927.1,PTBP3,PTBP1A
XP_049324922.1,PTBP3,PTBP1A
XP_049324924.1,PTBP3,PTBP1A
XP_049324926.1,PTBP3,PTBP1A
XP_007238922.1,PTBP2B,PTBP1A
XP_007250456.1,PTBP2A,PTBP1A
XP_049336393.1,PTBP2A,PTBP1A
XP_007238923.1,PTBP2B,PTBP1A
XP_022531525.2,HERC2,HERC2
XP_022531524.2,HERC2,HERC2
XP_049335078.1,HERC2,HERC2
XP_049335079.1,HERC2,HERC2
XP_022531523.2,HERC2,HERC2
XP_007234276.1,GCK,GCK
XP_022523589.2,HEXB,HEXA
XP_007252347.2,HGD,HGD
NP_001278184.1,SHHA,SHHA
XP_007260006.3,IHHA,SHHA
XP_007253071.3,SHHB,SHHA
XP_007258647.3,LOC103029872,LOC103029872
XP_049330814.1,LOC103029872,LOC103029872
XP_007230947.3,KY,LOC103029872
XP_007230948.3,KY,LOC103029872
XP_022538653.2,LOC103033143,LOC103033143
XP_022538654.2,LOC103033143,LOC103033143
XP_022538655.2,LOC103033143,LOC103033143
XP_022538656.2,LOC103033143,LOC103033143
XP_049329463.1,LOC125794067,LOC103033143
XP_049329464.1,LOC125794067,LOC103033143
XP_049329465.1,LOC125794067,LOC103033143
XP_049329466.1,LOC125794067,LOC103033143
XP_022542059.2,ZDHHC17,ZDHHC17
XP_049326531.1,LOC103034314,LOC103034314
XP_007240687.1,H3F3A,H3F3A
XP_007240688.1,H3F3A,H3F3A
XP_007256886.1,H3F3D,H3F3A
XP_022522671.1,H3F3C,H3F3A
XP_049332727.1,SI:CH1073-429I10.3,H3F3A
XP_049332728.1,SI:CH1073-429I10.3,H3F3A
XP_049336314.1,H3F3D,H3F3A
XP_007251753.3,MYCBP2,MYCBP2
XP_007251750.3,MYCBP2,MYCBP2
XP_007251752.3,MYCBP2,MYCBP2
XP_007251749.3,MYCBP2,MYCBP2
XP_007251745.3,MYCBP2,MYCBP2
XP_007251747.3,MYCBP2,MYCBP2
XP_015461930.3,MYCBP2,MYCBP2
XP_007251742.3,MYCBP2,MYCBP2
XP_015461931.3,MYCBP2,MYCBP2
XP_007251743.3,MYCBP2,MYCBP2
XP_007251744.3,MYCBP2,MYCBP2
XP_007251739.3,MYCBP2,MYCBP2
XP_007251740.3,MYCBP2,MYCBP2
XP_007251741.3,MYCBP2,MYCBP2
XP_015461932.3,MYCBP2,MYCBP2
XP_007243979.2,HMGCRA,HMGCRA
XP_007255348.3,HMGCS1,HMGCS1
XP_015462858.3,HMGCS1,HMGCS1
XP_049324970.1,HMGCS1,HMGCS1
XP_007255347.3,HMGCS1,HMGCS1
XP_049330963.1,PAH,PAH
XP_022527492.2,PAH,PAH
XP_022530769.2,OCA2,OCA2
NP_001307138.1,OCA2,OCA2
XP_007232283.1,SNU13A,SNU13A
XP_007251347.1,SNU13B,SNU13A
XP_049320135.1,QKIA,QKIA
XP_049320134.1,QKIA,QKIA
XP_007259371.1,QKI2,QKIA
XP_049336959.1,LOC103026410,QKIA
XP_049320133.1,QKIA,QKIA
XP_007259372.1,QKI2,QKIA
XP_049320132.1,QKIA,QKIA
XP_022542304.1,CBX3A,CBX3A
XP_022542302.1,CBX3A,CBX3A
XP_022542303.1,CBX3A,CBX3A
XP_007259218.2,CBX1B,CBX3A
XP_007240005.1,CBX1A,CBX3A
XP_007240006.1,CBX1A,CBX3A
XP_049321720.1,EGLN1B,EGLN1B
XP_049337276.1,MAP4K5,MAP4K5
XP_049337275.1,MAP4K5,MAP4K5
XP_049337272.1,MAP4K5,MAP4K5
XP_007248588.3,MAP4K5,MAP4K5
XP_049337274.1,MAP4K5,MAP4K5
XP_007248580.3,MAP4K5,MAP4K5
XP_049337273.1,MAP4K5,MAP4K5
XP_007230040.3,MAP4K3A,MAP4K5
XP_007230041.3,MAP4K3A,MAP4K5
XP_007230039.3,MAP4K3A,MAP4K5
XP_022528463.2,MAP4K3B,MAP4K5
XP_049319446.1,MAP4K3B,MAP4K5
XP_022528462.2,MAP4K3B,MAP4K5
XP_007228304.1,NR2E3,NR2E3
XP_049327646.1,HNRNPA1A,HNRNPA1A
XP_007258015.3,HNRNPA3,HNRNPA1A
XP_007258016.3,HNRNPA3,HNRNPA1A
XP_007252301.2,PAPOLG,PAPOLG
XP_049337613.1,PAPOLG,PAPOLG
XP_007255485.3,PAPOLA,PAPOLG
XP_049332038.1,HGS,HGS
XP_049332037.1,HGS,HGS
XP_049332035.1,HGS,HGS
XP_049332034.1,HGS,HGS
XP_049332036.1,HGS,HGS
XP_007245149.1,HS2ST1A,HS2ST1A
XP_049335278.1,HS2ST1B,HS2ST1A
XP_007228708.2,HS3ST1L1,HS3ST1L1
XP_007260359.3,HS3ST1,HS3ST1L1
XP_015459983.3,HS6ST3A,HS6ST3A
XP_022536780.2,HS6ST1B,HS6ST3A
XP_007260641.2,HS6ST3B,HS6ST3A
XP_007258716.2,HS6ST2,HS6ST3A
XP_022522769.1,HS6ST1A,HS6ST3A
XP_007258715.2,HS6ST2,HS6ST3A
XP_007252148.1,HSPA5,HSPA5
XP_007239458.1,HSC70,HSC70
XP_049323042.1,HSPA8B,HSC70
XP_007258186.3,HSPA8,HSC70
XP_049342101.1,HSPA1B,HSC70
XP_049323854.1,HSP70.3,HSC70
XP_022528366.2,HSP70.1,HSC70
XP_049323856.1,HSP70.1,HSC70
XP_049323855.1,HSP70.1,HSC70
XP_007236538.3,HSPA9,HSPA9
XP_007255889.3,HSPB1,HSPB1
XP_007255550.3,HSP90AB1,HSP90AB1
XP_007230794.3,HSP90AA1.2,HSP90AB1
NP_001278186.1,HSP90AA1.1,HSP90AB1
XP_007247415.1,MEIS1B,MEIS1B
XP_007247414.2,MEIS1B,MEIS1B
XP_049319858.1,MEIS2A,MEIS1B
XP_007257449.3,MEIS2A,MEIS1B
XP_015463375.2,MEIS2A,MEIS1B
XP_007257447.3,MEIS2A,MEIS1B
XP_049319856.1,MEIS2A,MEIS1B
XP_022528801.2,MEIS2A,MEIS1B
XP_007257448.3,MEIS2A,MEIS1B
XP_015463377.2,MEIS2A,MEIS1B
XP_015463373.3,MEIS2A,MEIS1B
XP_022528803.2,MEIS2A,MEIS1B
XP_007235296.1,FGFR1A,FGFR3
XP_007235294.1,FGFR1A,FGFR3
XP_007236480.2,LOC103043568,LOC103043568
XP_049322309.1,ADD1,ADD1
XP_049322301.1,ADD1,ADD1
XP_049322308.1,ADD1,ADD1
XP_022532402.2,ADD1,ADD1
XP_049322299.1,ADD1,ADD1
XP_049322307.1,ADD1,ADD1
XP_049322306.1,ADD1,ADD1
XP_049322300.1,ADD1,ADD1
XP_049322303.1,ADD1,ADD1
XP_049322305.1,ADD1,ADD1
XP_049322302.1,ADD1,ADD1
XP_049322298.1,ADD1,ADD1
XP_049322297.1,ADD1,ADD1
XP_022535563.1,HUS1,HUS1
XP_049323510.1,UBR5,UBR5
XP_049323509.1,UBR5,UBR5
XP_022522134.1,UBR5,UBR5
XP_022522129.1,UBR5,UBR5
XP_049323508.1,UBR5,UBR5
XP_022522130.1,UBR5,UBR5
XP_049323507.1,UBR5,UBR5
XP_049340159.1,ABHD2B,ABHD2B
XP_007260290.3,ABHD2A,ABHD2B
XP_049337990.1,CDC73,CDC73
XP_007250432.1,RSU1,RSU1
XP_007250433.1,RSU1,RSU1
XP_007260488.1,IDH1,IDH1
XP_007242240.3,ITGA8,ITGA8
XP_007237242.1,DEGS2,DEGS2
XP_022528245.1,DEGS2,DEGS2
XP_007253250.1,DEGS1,DEGS2
XP_007247330.1,ILK,ILK
XP_022535770.1,IGF2BP2A,IGF2BP2A
XP_022525206.2,DAGLA,DAGLA
XP_022525205.2,DAGLA,DAGLA
XP_007245950.3,SLC13A5B,SLC13A5B
XP_049323260.1,SLC13A5B,SLC13A5B
XP_007259654.2,SLC13A5A,SLC13A5B
XP_015463940.3,SLC13A2,SLC13A5B
XP_022521552.2,SI:CH211-283G2.1,SI:CH211-283G2.1
XP_022523256.2,SI:CH211-225B11.1,SI:CH211-283G2.1
XP_022519056.2,INO80,INO80
XP_022519059.2,INO80,INO80
XP_022519071.2,INO80,INO80
XP_022534593.2,LOC103027071,LOC103027071
XP_007236388.3,INSRA,INSRA
XP_007246206.3,IGF1RB,INSRA
XP_007236609.3,INSRB,INSRA
XP_007256305.3,IGF1RA,INSRA
XP_007260030.3,LMLN,LMLN
XP_007240427.3,IPMKA,IPMKA
XP_022525080.2,IPMKB,IPMKA
XP_022521130.2,PLA2G6,PLA2G6
XP_022521129.2,PLA2G6,PLA2G6
XP_007248369.3,INPP1,INPP1
XP_007255249.3,ACO1,ACO1
XP_049338441.1,ACO1,ACO1
XP_007227790.1,JAGN1A,JAGN1A
XP_007257681.1,JAGN1B,JAGN1A
XP_022528602.2,MYO6B,MYO6B
XP_049319712.1,MYO6B,MYO6B
XP_022528604.2,MYO6B,MYO6B
XP_022520780.2,MYO6A,MYO6B
XP_049335555.1,MYO6A,MYO6B
XP_049335548.1,MYO6A,MYO6B
XP_022520765.2,MYO6A,MYO6B
XP_049335540.1,MYO6A,MYO6B
XP_049335553.1,MYO6A,MYO6B
XP_022520759.2,MYO6A,MYO6B
XP_049335538.1,MYO6A,MYO6B
XP_049335539.1,MYO6A,MYO6B
XP_007238594.3,DNAJC12,DNAJC12
XP_049327189.1,LOC103025013,LOC103025013
XP_015460333.2,EPHX1,LOC103025013
XP_022540985.2,EPHX5,LOC103025013
XP_049339985.1,SLC7A5,SLC7A5
XP_007254037.1,RPS6KA4,RPS6KA4
XP_007252612.1,RPS6KA5,RPS6KA4
XP_007237730.2,LOC103039974,LOC103039974
XP_007236017.1,JUND,JUND
XP_007259538.1,JUN,JUND
XP_022528611.2,KIFAP3B,KIFAP3B
XP_022528562.2,KIFAP3B,KIFAP3B
XP_007231012.1,KPNA5,KPNA5
XP_007249465.1,KPNA6,KPNA5
XP_022519990.2,KPNB3,KPNB3
XP_022528155.1,KCNQ1.2,KCNQ1.2
XP_022538967.1,LOC103034244,KCNQ1.2
XP_015456317.2,KCNQ1.2,KCNQ1.2
XP_022528153.1,KCNQ1.2,KCNQ1.2
XP_022528154.1,KCNQ1.2,KCNQ1.2
XP_022538968.1,LOC103034244,KCNQ1.2
XP_022531346.2,LOC103035350,KCNQ1.2
XP_022530324.2,KCNQ5B,KCNQ1.2
XP_022530323.2,KCNQ5B,KCNQ1.2
XP_022540418.1,KCNQ5A,KCNQ1.2
XP_022531345.2,LOC103035350,KCNQ1.2
XP_022528156.1,KCNQ1.2,KCNQ1.2
XP_022520991.1,KCNQ1.1,KCNQ1.2
XP_049325662.1,KCNQ5B,KCNQ1.2
XP_049335501.1,LOC103035350,KCNQ1.2
XP_049337285.1,KCNQ5A,KCNQ1.2
XP_007241313.2,KDELR2A,KDELR2A
XP_007257307.1,KDELR2B,KDELR2A
XP_007232629.1,CS,CS
XP_015461689.3,KEAP1A,KEAP1A
XP_015463949.3,KIF5BB,KIF5BB
XP_049320617.1,KIF5BB,KIF5BB
XP_049323919.1,KIF13A,KIF13A
XP_049323923.1,KIF13A,KIF13A
XP_049323910.1,KIF13A,KIF13A
XP_049323921.1,KIF13A,KIF13A
XP_007244486.3,WWC1,WWC1
XP_049320788.1,KIF19,KIF19
XP_049320787.1,KIF19,KIF19
XP_049320790.1,KIF19,KIF19
XP_049320789.1,KIF19,KIF19
XP_049323015.1,KIRREL3L,KIRREL3L
XP_049334481.1,KIRREL1B,KIRREL3L
XP_049334480.1,KIRREL1B,KIRREL3L
XP_022537815.2,CHS1,CHS1
XP_007250610.3,LOC103046676,CHS1
XP_049328358.1,LOC107197720,CHS1
XP_049335055.1,NEGR1,NEGR1
XP_007249141.3,NEGR1,NEGR1
XP_015461252.3,NEGR1,NEGR1
XP_022536518.2,LOC103035435,LOC103035435
XP_022536517.2,LOC103035435,LOC103035435
XP_022536516.2,LOC103035435,LOC103035435
XP_049324849.1,LOC103035435,LOC103035435
XP_022526288.2,KIF2A,LOC103035435
XP_022526289.2,KIF2A,LOC103035435
XP_049330601.1,KIF21A,KIF21A
XP_049329622.1,LOC103029962,KIF21A
XP_049329618.1,LOC103029962,KIF21A
XP_049329621.1,LOC103029962,KIF21A
XP_049329617.1,LOC103029962,KIF21A
XP_049329616.1,LOC103029962,KIF21A
XP_007235011.3,LOC103029962,KIF21A
XP_049329615.1,LOC103029962,KIF21A
XP_049329620.1,LOC103029962,KIF21A
XP_049329613.1,LOC103029962,KIF21A
XP_049329614.1,LOC103029962,KIF21A
XP_049329612.1,LOC103029962,KIF21A
XP_007228276.3,KIF21A,KIF21A
XP_049330599.1,KIF21A,KIF21A
XP_049330600.1,KIF21A,KIF21A
XP_049330598.1,KIF21A,KIF21A
