Astyanax_ortologos,Symbol,ID_nuevo
KAG9264172.1,DDX42,DDX42
KAG9265349.1,DMWD,DMWD
KAG9268215.1,WDR20,DMWD
KAG9280488.1,ACSS3,ACSS3
KAG9280361.1,TMEM209,TMEM209
KAG9268627.1,EDRF1,EDRF1
KAG9276333.1,CDKAL1,CDKAL1
KAG9263336.1,STARD7,STARD7
KAG9276392.1,LYPLAL1,LYPLAL1
KAG9272899.1,SLC19A3,SLC19A3
KAG9277916.1,SLC19A2,SLC19A3
KAG9268118.1,IVD,IVD
KAG9267295.1,CCDC6,CCDC6
KAG9281070.1,RCCD1,RCCD1
KAG9278115.1,TMEM55BA,TMEM55BA
KAG9279671.1,PIP4P2,TMEM55BA
KAG9266785.1,RPF1,RPF1
KAG9277563.1,WDR12,WDR12
KAG9260693.1,ACY1,ACY1
KAG9273769.1,ZNF622,ZNF622
KAG9273048.1,COTL1,COTL1
KAG9271134.1,NIFK,NIFK
KAG9260888.1,ANO5,ANO5
KAG9281031.1,ANO5,ANO5
KAG9270684.1,KAG9270684.1,KAG9270684.1
KAG9278232.1,KAG9278232.1,KAG9270684.1
KAG9274534.1,KAG9274534.1,KAG9274534.1
KAG9272964.1,KAG9272964.1,KAG9272964.1
KAG9277950.1,ERGIC3,ERGIC3
KAG9277183.1,SUMF1,SUMF1
KAG9273703.1,PPM1L,PPM1L
KAG9278519.1,PPM1L,PPM1L
KAG9275484.1,CDKL1,CDKL1
KAG9278553.1,CDKL1,CDKL1
KAG9267373.1,DCXR,DCXR
KAG9283627.1,MINDY3,MINDY3
KAG9261703.1,RASGEF1BA,RASGEF1BA
KAG9267533.1,DUPD1,DUPD1
KAG9267535.1,KAG9267535.1,DUPD1
KAG9267536.1,DUPD1,DUPD1
KAG9264739.1,SELENOF,SELENOF
KAG9277351.1,PTGER1,PTGER1
KAG9261714.1,PAQR3,PAQR3
KAG9263281.1,PAQR3,PAQR3
KAG9262689.1,LUC7L2,LUC7L2
KAG9276810.1,LUC7L,LUC7L2
KAG9279859.1,KAG9279859.1,KAG9279859.1
KAG9276389.1,WDR26,WDR26
KAG9282288.1,WDR26,WDR26
KAG9277872.1,ABCC4,ABCC4
KAG9272371.1,KAG9272371.1,KAG9272371.1
KAG9280214.1,KAG9280214.1,KAG9272371.1
KAG9266049.1,PDCL,PDCL
KAG9266309.1,UBE2R2,UBE2R2
KAG9266858.1,CDC34,UBE2R2
KAG9278108.1,CDC34,UBE2R2
KAG9261471.1,RNF181,RNF181
KAG9268862.1,SLC4A1AP,SLC4A1AP
KAG9264121.1,HSD3B7,HSD3B7
KAG9267859.1,KAG9267859.1,KAG9267859.1
KAG9265701.1,PHKA1,PHKA1
KAG9266453.1,PHKA2,PHKA1
KAG9274305.1,PHKA1,PHKA1
KAG9279688.1,OTUD6B,OTUD6B
KAG9275054.1,BAG2,BAG2
KAG9281780.1,KAG9281780.1,KAG9281780.1
KAG9264312.1,HEXD,HEXD
KAG9267936.1,HEXD,HEXD
KAG9277594.1,MTX2,MTX2
KAG9279538.1,SLC25A32,SLC25A32
KAG9283731.1,SLC25A32,SLC25A32
KAG9259858.1,MEMO1,MEMO1
KAG9269605.1,TKT,TKT
KAG9271237.1,UBXN4,UBXN4
KAG9271365.1,WDR3,WDR3
KAG9262638.1,NDUFAF5,NDUFAF5
KAG9270147.1,SOAT1,SOAT1
KAG9283079.1,PBK,PBK
KAG9276033.1,UBE2S,UBE2S
KAG9267584.1,KAG9267584.1,KAG9267584.1
KAG9281701.1,ZNHIT3,ZNHIT3
KAG9266356.1,DYM,DYM
KAG9276372.1,ZDHHC3,ZDHHC3
KAG9281377.1,ZDHHC3,ZDHHC3
KAG9266439.1,KAG9266439.1,KAG9266439.1
KAG9283246.1,PI15A,PI15A
KAG9263498.1,DIRAS2,DIRAS2
KAG9266727.1,DIRAS1,DIRAS2
KAG9261198.1,KAG9261198.1,KAG9261198.1
KAG9261923.1,DDX31,DDX31
KAG9271798.1,ZC3H15,ZC3H15
KAG9264566.1,RASD1,RASD1
KAG9267345.1,RASD1,RASD1
KAG9261951.1,B3GALT2,B3GALT2
KAG9261508.1,KAG9261508.1,KAG9261508.1
KAG9260333.1,PXK,PXK
KAG9274206.1,ETNPPL,ETNPPL
KAG9263496.1,AUH,AUH
KAG9260953.1,GPATCH1,GPATCH1
KAG9260060.1,KAG9260060.1,KAG9260060.1
KAG9276751.1,BDH1,BDH1
KAG9278864.1,UBXN7,UBXN7
KAG9266963.1,FTSJ3,FTSJ3
KAG9274699.1,NOM1,NOM1
KAG9261255.1,TRAPPC2L,TRAPPC2L
KAG9261823.1,SH2D3C,SH2D3C
KAG9263271.1,SH2D3C,SH2D3C
KAG9263697.1,B3GLCT,B3GLCT
KAG9282073.1,KAG9282073.1,KAG9282073.1
KAG9260710.1,NECAP2,NECAP2
KAG9276013.1,NECAP1,NECAP2
KAG9269644.1,RCC2,RCC2
KAG9273950.1,ABCF2,ABCF2
KAG9274082.1,ABCF2,ABCF2
KAG9267466.1,BCCIP,BCCIP
KAG9271141.1,PDIA5,PDIA5
KAG9266297.1,KAG9266297.1,KAG9266297.1
KAG9274202.1,TRMT44,TRMT44
KAG9276707.1,IMPA2,IMPA2
KAG9278439.1,IMPA1,IMPA2
KAG9283529.1,IMPA1,IMPA2
KAG9268333.1,KCTD3,KCTD3
KAG9264788.1,AGL,AGL
KAG9276162.1,AGL,AGL
KAG9270210.1,CHDH,CHDH
KAG9264184.1,CCDC43,CCDC43
KAG9259742.1,FAM114A1,FAM114A1
KAG9262972.1,DDX55,DDX55
KAG9275364.1,CUEDC2,CUEDC2
KAG9268134.1,EEF1AKMT2,EEF1AKMT2
KAG9267066.1,HP,HP
KAG9261371.1,INPP5J,INPP5J
KAG9263577.1,INPP5J,INPP5J
KAG9281839.1,WDR36,WDR36
KAG9263421.1,MARCHF5,MARCHF5
KAG9275515.1,MARCHF5,MARCHF5
KAG9276882.1,GLYCTK,GLYCTK
KAG9263815.1,HIGD2A,HIGD2A
KAG9260802.1,HYPK,HYPK
KAG9260359.1,MKRN2OS,MKRN2OS
KAG9267036.1,CLASP1B,CLASP1B
KAG9271133.1,CLASP1,CLASP1B
KAG9263240.1,CLTC,CLTC
KAG9265367.1,CLTC,CLTC
KAG9263508.1,CHD1,CHD1
KAG9273268.1,CHD2,CHD1
KAG9264686.1,CNN3,CNN3
KAG9276510.1,CNN3,CNN3
KAG9282140.1,TAGLN3,CNN3
KAG9260208.1,FLNB,FLNB
KAG9269594.1,FLNA,FLNB
KAG9272082.1,FLNC,FLNB
KAG9280251.1,FLNC,FLNB
KAG9267009.1,LDB1,LDB1
KAG9272238.1,LDB2,LDB1
KAG9275381.1,LDB1,LDB1
KAG9264033.1,KAT7,KAT7
KAG9267321.1,KAT7,KAT7
KAG9271917.1,CHMP1B,CHMP1B
KAG9261406.1,TMED2,TMED2
KAG9262973.1,TMED2,TMED2
KAG9269995.1,FNBP1,FNBP1
KAG9270846.1,FNBP1L,FNBP1
KAG9274601.1,ADGRL2,ADGRL2
KAG9265586.1,MYO7A,MYO7A
KAG9272854.1,MYO7A,MYO7A
KAG9268201.1,STRN3,STRN3
KAG9272771.1,CSNK1A1,CSNK1A1
KAG9279620.1,CSNK2B,CSNK2B
KAG9279369.1,CKS1B,CKS1B
KAG9265246.1,TXNDC17,TXNDC17
KAG9268213.1,NEMF,NEMF
KAG9263816.1,CLTB,CLTB
KAG9265317.1,CLCN2,CLCN2
KAG9278860.1,CLCN2,CLCN2
KAG9265699.1,CLCN5,CLCN5
KAG9267034.1,CLCN4,CLCN5
KAG9274493.1,CLCN5,CLCN5
KAG9274556.1,CLCN3,CLCN5
KAG9266225.1,CLIC4,CLIC4
KAG9268728.1,CLIC5,CLIC4
KAG9272711.1,CLIC2,CLIC4
KAG9265195.1,KAG9265195.1,KAG9265195.1
KAG9274984.1,KAG9274984.1,KAG9274984.1
KAG9268598.1,KAG9268598.1,KAG9268598.1
KAG9275661.1,CANX,CANX
KAG9269470.1,CNTN3,CNTN3
KAG9276863.1,CNTN3,CNTN3
KAG9270134.1,CPOX,CPOX
KAG9279307.1,EPB41,EPB41
KAG9264104.1,CORO1CA,CORO1CA
KAG9281819.1,CORO1CA,CORO1CA
KAG9270835.1,CAPZA2,CAPZA2
KAG9277030.1,CAPZA1,CAPZA2
KAG9260723.1,CAPZB,CAPZB
KAG9278546.1,POR,POR
KAG9283124.1,CPSF2,CPSF2
KAG9273183.1,DENND4A,DENND4A
KAG9262338.1,CREG1,CREG1
KAG9265181.1,CRK,CRK
KAG9265500.1,CRKL,CRK
KAG9281676.1,CRK,CRK
KAG9272399.1,CSK,CSK
KAG9273426.1,CSK,CSK
KAG9262669.1,EXOSC1,EXOSC1
KAG9263426.1,COPS4,COPS4
KAG9283389.1,COPS5,COPS5
KAG9273808.1,PRMT5,PRMT5
KAG9262974.1,PTPN11,PTPN11
KAG9272194.1,CTBP1,CTBP1
KAG9272202.1,CTBP1,CTBP1
KAG9272268.1,NOCT,NOCT
KAG9262263.1,KAG9262263.1,KAG9262263.1
KAG9276246.1,KAG9276246.1,KAG9276246.1
KAG9278617.1,KAG9278617.1,KAG9276246.1
KAG9278483.1,BMPER,BMPER
KAG9267126.1,ARNTL,ARNTL
KAG9272122.1,ARNTL,ARNTL
KAG9263707.1,CCNA1,CCNA1
KAG9272231.1,CCNA2,CCNA1
KAG9261285.1,CCNB2,CCNB2
KAG9281858.1,CCNB1,CCNB2
KAG9261783.1,CCNH,CCNH
KAG9271193.1,CCNYL1,CCNYL1
KAG9276741.1,CCNY,CCNYL1
KAG9267490.1,PPIF,PPIF
KAG9270516.1,KAG9270516.1,PPIF
KAG9276948.1,CYP24A1,CYP24A1
KAG9269222.1,CYP2J6,CYP2J6
KAG9275628.1,CYP2U1,CYP2J6
KAG9282737.1,CYP2J6,CYP2J6
KAG9262887.1,CYP3A30,CYP3A30
KAG9262889.1,CYP3A56,CYP3A30
KAG9279954.1,CYP3A40,CYP3A40
KAG9259417.1,KAG9259417.1,KAG9259417.1
KAG9277690.1,KAG9277690.1,KAG9259417.1
KAG9277157.1,PPIL1,PPIL1
KAG9267150.1,CYB5A,CYB5A
KAG9277596.1,CYC,CYC
KAG9282997.1,DPF3,DPF3
KAG9266117.1,TCF4,TCF4
KAG9268869.1,DAAM2,DAAM2
KAG9268952.1,DAAM1,DAAM2
KAG9282802.1,DAAM1,DAAM2
KAG9266355.1,KAG9266355.1,KAG9266355.1
KAG9273191.1,KAG9273191.1,KAG9266355.1
KAG9266577.1,GPC5,GPC5
KAG9260911.1,SLC6A2,SLC6A2
KAG9276339.1,SLC6A3,SLC6A2
KAG9276985.1,INHBB,INHBB
KAG9280504.1,KAG9280504.1,KAG9280504.1
KAG9270384.1,DDX51,DDX51
KAG9263998.1,CSNK1D,CSNK1D
KAG9267643.1,CSNK1E,CSNK1D
KAG9267958.1,CSNK1DB,CSNK1D
KAG9279147.1,CSNK1E,CSNK1D
KAG9265101.1,EML1,EML1
KAG9276164.1,DDC,DDC
KAG9261577.1,DDR2,DDR2
KAG9275840.1,DDR1,DDR2
KAG9277271.1,DDR2,DDR2
KAG9282485.1,DDX1,DDX1
KAG9280779.1,KAG9280779.1,KAG9280779.1
KAG9265416.1,ARCN1,ARCN1
KAG9281758.1,ARCN1,ARCN1
KAG9275948.1,DERL1,DERL1
KAG9282025.1,DERL2,DERL2
KAG9263483.1,SCD5,SCD5
KAG9275361.1,KAG9275361.1,SCD5
KAG9271425.1,DGKB,DGKB
KAG9264485.1,CRHR1,CRHR1
KAG9274724.1,CRHR2,CRHR1
KAG9276213.1,CRHR1,CRHR1
KAG9271272.1,DNAH7,DNAH7
KAG9262045.1,DNAH10,DNAH10
KAG9259920.1,QDPR,QDPR
KAG9266470.1,KAG9266470.1,KAG9266470.1
KAG9265592.1,MYO5B,MYO5B
KAG9273462.1,MYO5A,MYO5B
KAG9280787.1,MYO5A,MYO5B
KAG9259909.1,KAG9259909.1,KAG9259909.1
KAG9271805.1,KAG9271805.1,KAG9271805.1
KAG9278263.1,KAG9278263.1,KAG9271805.1
KAG9283465.1,KAG9283465.1,KAG9271805.1
KAG9270480.1,LAP-2,LAP-2
KAG9273434.1,PEPD,PEPD
KAG9262566.1,DIS3,DIS3
KAG9282529.1,KAG9282529.1,KAG9282529.1
KAG9261018.1,DYNLT3,DYNLT3
KAG9277335.1,KAG9277335.1,KAG9277335.1
KAG9278789.1,KAG9278789.1,KAG9277335.1
KAG9261201.1,DYNC1LI2,DYNC1LI2
KAG9280078.1,DYNC1LI2,DYNC1LI2
KAG9270997.1,GPC6,GPC6
KAG9272644.1,GPC4,GPC6
KAG9270856.1,DMRTA2,DMRTA2
KAG9283693.1,DNASE2,DNASE2
KAG9262984.1,PDE4D,PDE4D
KAG9266772.1,PDE4D,PDE4D
KAG9270944.1,PDE4D,PDE4D
KAG9273676.1,PDE4B,PDE4D
KAG9277326.1,PDE4B,PDE4D
KAG9280107.1,PDE4A,PDE4D
KAG9275953.1,MYLIPB,MYLIPB
KAG9277754.1,RYK,RYK
KAG9262109.1,ZDHHC3,ZDHHC3
KAG9276289.1,CLK2,CLK2
KAG9279393.1,CLK2,CLK2
KAG9265461.1,TBX4,TBX4
KAG9278559.1,TBX1-B,TBX4
KAG9259428.1,NCK2,NCK2
KAG9271324.1,NCK2,NCK2
KAG9276750.1,NCK1,NCK2
KAG9277671.1,NCK2,NCK2
KAG9270506.1,EP400,EP400
KAG9262325.1,TFDP1,TFDP1
KAG9265048.1,TFDP2,TFDP1
KAG9271114.1,TFDP1,TFDP1
KAG9268062.1,HDLBP,HDLBP
KAG9277768.1,HDLBP,HDLBP
KAG9266642.1,DPH5,DPH5
KAG9268738.1,BMP2,BMP2
KAG9268760.1,BMP4,BMP2
KAG9265871.1,DPP3,DPP3
KAG9274618.1,AQP4,AQP4
KAG9282795.1,AQP4,AQP4
KAG9264496.1,GRB2,GRB2
KAG9277381.1,GRB2,GRB2
KAG9264637.1,DCHS1,DCHS1
KAG9267864.1,ATRNL1,ATRNL1
KAG9275197.1,ATRN,ATRNL1
KAG9260481.1,KAG9260481.1,KAG9260481.1
KAG9269713.1,KAG9269713.1,KAG9260481.1
KAG9272844.1,KAG9272844.1,KAG9260481.1
KAG9274414.1,KAG9274414.1,KAG9260481.1
KAG9270272.1,DTX1,DTX1
KAG9268499.1,DTNB,DTNB
KAG9282348.1,DTNB,DTNB
KAG9262123.1,DMD,DMD
KAG9269236.1,UTRN,DMD
KAG9277462.1,BPTF,BPTF
KAG9264190.1,EZH1,EZH1
KAG9283278.1,EZH2,EZH1
KAG9273987.1,E2F5,E2F5
KAG9261653.1,SLC1A3,SLC1A3
KAG9263067.1,SLC1A3,SLC1A3
KAG9266740.1,SLC1A3,SLC1A3
KAG9281077.1,SLC1A2,SLC1A3
KAG9266417.1,KCNH1,KCNH1
KAG9268278.1,KCNH1,KCNH1
KAG9274900.1,KCNH5,KCNH1
KAG9282826.1,KCNH5,KCNH1
KAG9268496.1,MAPRE3,MAPRE3
KAG9266443.1,TBL1XR1,TBL1XR1
KAG9270978.1,TBL1XR1,TBL1XR1
KAG9273734.1,TBL1XR1,TBL1XR1
KAG9269150.1,TMED4,TMED4
KAG9272512.1,TMED9,TMED4
KAG9269814.1,NR4A1,NR4A1
KAG9260016.1,GLB1,GLB1
KAG9271770.1,GLB1,GLB1
KAG9272398.1,EDC3,EDC3
KAG9266230.1,EDEM3,EDEM3
KAG9270073.1,EDEM3,EDEM3
KAG9278743.1,EEF1D,EEF1D
KAG9263806.1,UBE2D2,UBE2D2
KAG9265733.1,UBE2D2,UBE2D2
KAG9267304.1,UBE2D4,UBE2D2
KAG9270459.1,UBE2D4,UBE2D2
KAG9275154.1,UBE2D2,UBE2D2
KAG9281256.1,UBE2D2,UBE2D2
KAG9262221.1,ERBB4,ERBB4
KAG9262223.1,ERBB4,ERBB4
KAG9275830.1,EGFR,ERBB4
KAG9278768.1,EGFR,ERBB4
KAG9259415.1,EIF6,EIF6
KAG9277688.1,EIF6,EIF6
KAG9283913.1,CDK14,CDK14
KAG9264251.1,KCNH4,KCNH4
KAG9280036.1,KCNH8,KCNH4
KAG9279777.1,ELP2,ELP2
KAG9262945.1,UBC,UBC
KAG9266546.1,SH3GL3,SH3GL3
KAG9270139.1,SH3GL1,SH3GL3
KAG9262286.1,SLC29A4,SLC29A4
KAG9279938.1,SLC29A4,SLC29A4
KAG9271457.1,RAPGEF4,RAPGEF4
KAG9277860.1,RAPGEF4,RAPGEF4
KAG9260155.1,EPHB2,EPHB2
KAG9263476.1,EPHA5,EPHB2
KAG9269650.1,EPHB2,EPHB2
KAG9273778.1,EPHA3,EPHB2
KAG9278083.1,EPHB1,EPHB2
KAG9283478.1,EPHA3,EPHB2
KAG9263144.1,ETF1,ETF1
KAG9281189.1,ETF1,ETF1
KAG9266281.1,LMAN1,LMAN1
KAG9272441.1,PDIA3,PDIA3
KAG9265849.1,ESRRG,ESRRG
KAG9268335.1,ESRRG,ESRRG
KAG9268797.1,ESRRG,ESRRG
KAG9282353.1,ESRRG,ESRRG
KAG9274714.1,ESYT2-A,ESYT2-A
KAG9263332.1,SMARCAD1B,SMARCAD1B
KAG9270690.1,SMARCAD1A,SMARCAD1B
KAG9259536.1,KAG9259536.1,KAG9259536.1
KAG9283868.1,KAG9283868.1,KAG9259536.1
KAG9271118.1,GABPA,GABPA
KAG9276913.1,SPDEF,SPDEF
KAG9280525.1,NRF1,NRF1
KAG9270283.1,PBX3,PBX3
KAG9277841.1,PBX1,PBX3
KAG9278851.1,PBX1,PBX3
KAG9282381.1,EXOC8,EXOC8
KAG9271101.1,USP9X,USP9X
KAG9277886.1,USP9X,USP9X
KAG9262164.1,NCAM2,NCAM2
KAG9265406.1,NCAM1,NCAM2
KAG9265633.1,NCAM1,NCAM2
KAG9271984.1,SPON1,SPON1
KAG9280552.1,KAG9280552.1,KAG9280552.1
KAG9267713.1,PANK1,PANK1
KAG9268395.1,PANK1,PANK1
KAG9275211.1,PANK2,PANK1
KAG9278926.1,FBXL6,FBXL6
KAG9270934.1,FOXD5-A,FOXD5-A
KAG9272321.1,KAG9272321.1,KAG9272321.1
KAG9281028.1,HEXA,HEXA
KAG9280840.1,KAG9280840.1,KAG9280840.1
KAG9275814.1,FEN1,FEN1
KAG9280723.1,PRC1,PRC1
KAG9278404.1,PTF1A,PTF1A
KAG9260890.1,FHOD3,FHOD3
KAG9271541.1,CCDC93,CCDC93
KAG9273727.1,PLS1,PLS1
KAG9274325.1,FIS1,FIS1
KAG9281075.1,FJX1,FJX1
KAG9272976.1,FKBP4,FKBP4
KAG9259881.1,PPP4R3B,PPP4R3B
KAG9282482.1,SMEK1,PPP4R3B
KAG9279930.1,KAG9279930.1,KAG9279930.1
KAG9263755.1,WDR1,WDR1
KAG9259910.1,PPP1CB,PPP1CB
KAG9268280.1,PPP1CB,PPP1CB
KAG9283158.1,PPP1CB,PPP1CB
KAG9266916.1,FXR1,FXR1
KAG9274501.1,FXR2,FXR1
KAG9259613.1,ELAVL2,ELAVL2
KAG9270855.1,ELAVL4,ELAVL2
KAG9280105.1,ELAVL3,ELAVL2
KAG9267374.1,RFNG,RFNG
KAG9267311.1,PRKG1,PRKG1
KAG9275301.1,PRKG1,PRKG1
KAG9263180.1,FOXO1B,FOXO1B
KAG9272637.1,FOXO4,FOXO1B
KAG9271508.1,STK39,STK39
KAG9283296.1,OXSR1,STK39
KAG9276316.1,MBOAT7,MBOAT7
KAG9281804.1,NCS1,NCS1
KAG9263699.1,KAG9263699.1,KAG9263699.1
KAG9264640.1,KAG9264640.1,KAG9263699.1
KAG9261897.1,BRD2,BRD2
KAG9279317.1,BRD2,BRD2
KAG9279492.1,KPNB1,KPNB1
KAG9263768.1,FAT4,FAT4
KAG9266799.1,NR5A2,NR5A2
KAG9270472.1,NR5A2,NR5A2
KAG9268921.1,FUT9,FUT9
KAG9269976.1,FUT9,FUT9
KAG9279050.1,FUT9,FUT9
KAG9281478.1,FUT9,FUT9
KAG9281490.1,FUT9,FUT9
KAG9266571.1,FURIN,FURIN
KAG9281091.1,FURIN,FURIN
KAG9266518.1,PCSK6,PCSK6
KAG9270388.1,PCSK5,PCSK6
KAG9260893.1,ESRP2,ESRP2
KAG9283595.1,ESRP1,ESRP2
KAG9271551.1,FZD7,FZD7
KAG9277566.1,FZD7-A,FZD7
KAG9271192.1,FZD5,FZD5
KAG9276739.1,FZD8,FZD5
KAG9278856.1,KAG9278856.1,KAG9278856.1
KAG9266859.1,AP3D1,AP3D1
KAG9281379.1,EHMT2,EHMT2
KAG9264930.1,GABBR1,GABBR1
KAG9279624.1,GABBR1,GABBR1
KAG9279778.1,GABBR2,GABBR2
KAG9271444.1,GAD1,GAD1
KAG9276770.1,GAD2,GAD1
KAG9277820.1,GAD1,GAD1
KAG9278419.1,GAD1,GAD1
KAG9265536.1,GADD45G,GADD45G
KAG9265537.1,GADD45G,GADD45G
KAG9270592.1,GADD45G,GADD45G
KAG9277794.1,GADD45A,GADD45G
KAG9268310.1,GALE,GALE
KAG9263086.1,LGALS9,LGALS9
KAG9280185.1,COPG2,COPG2
KAG9276573.1,GAPDH,GAPDH
KAG9269286.1,BMP7,BMP7
KAG9275049.1,BMP5,BMP7
KAG9283548.1,BMP6,BMP7
KAG9270215.1,GNB1,GNB1
KAG9276898.1,GNB1,GNB1
KAG9273463.1,GNB5B,GNB5B
KAG9280785.1,GNB5A,GNB5B
KAG9263343.1,GGCX,GGCX
KAG9275039.1,GCLC,GCLC
KAG9270851.1,GCLM,GCLM
KAG9268185.1,EIF2AK4,EIF2AK4
KAG9269081.1,GDI1,GDI1
KAG9280264.1,GDI2,GDI1
KAG9266291.1,GSN,GSN
KAG9271627.1,VIL1,GSN
KAG9279737.1,SCIN,GSN
KAG9269140.1,TFCP2,TFCP2
KAG9262659.1,TSC2,TSC2
KAG9264767.1,CSNK1G2,CSNK1G2
KAG9267094.1,CSNK1G1,CSNK1G2
KAG9270093.1,CSNK1G2,CSNK1G2
KAG9280879.1,CSNK1G1,CSNK1G2
KAG9268890.1,TDP1,TDP1
KAG9272501.1,GLRA1,GLRA1
KAG9269655.1,SLC2A1,SLC2A1
KAG9274158.1,SLC2A4,SLC2A1
KAG9279405.1,SLC2A3,SLC2A1
KAG9265745.1,PYGM,PYGM
KAG9268434.1,PYGB,PYGM
KAG9274494.1,PYGM,PYGM
KAG9275479.1,PYGL,PYGM
KAG9259925.1,RFC1,RFC1
KAG9275310.1,GOT1,GOT1
KAG9273229.1,GOT2,GOT2
KAG9269857.1,NUP210,NUP210
KAG9280247.1,HSP90B1,HSP90B1
KAG9262941.1,GRK3,GRK3
KAG9265910.1,GRK6,GRK6
KAG9270549.1,GRK5,GRK6
KAG9265610.1,ARHGAP42A,ARHGAP42A
KAG9273324.1,ARHGAP42,ARHGAP42A
KAG9266190.1,GABRA6,GABRA6
KAG9266191.1,GABRA1,GABRA6
KAG9272576.1,GABRA4,GABRA6
KAG9272577.1,GABRA2,GABRA6
KAG9280312.1,GRIP1,GRIP1
KAG9260860.1,TLE3B,TLE3B
KAG9273201.1,TLE3A,TLE3B
KAG9265594.1,CHEK1,CHEK1
KAG9277797.1,GLUL,GLUL
KAG9278852.1,GLUL,GLUL
KAG9260231.1,PAX7,PAX7
KAG9269630.1,PAX7,PAX7
KAG9270783.1,GSTM3,GSTM3
KAG9281262.1,GSTP1,GSTM3
KAG9269657.1,SPSB1,SPSB1
KAG9273791.1,SPSB4,SPSB1
KAG9281242.1,GYC88E,GYC88E
KAG9259988.1,GUCY1B1,GUCY1B1
KAG9266173.1,HAND1,HAND1
KAG9275714.1,HAND2,HAND1
KAG9269797.1,HBS1L,HBS1L
KAG9270052.1,HCFC1,HCFC1
KAG9263645.1,HLCS,HLCS
KAG9273502.1,HDC,HDC
KAG9270229.1,UBIAD1,UBIAD1
KAG9262489.1,DDX39A,DDX39A
KAG9279267.1,DDX39A,DDX39A
KAG9279628.1,DDX39B,DDX39A
KAG9275513.1,BTAF1,BTAF1
KAG9282602.1,HENMT1,HENMT1
KAG9263256.1,PTBP3,PTBP3
KAG9264795.1,PTBP2,PTBP3
KAG9266713.1,PTBP1,PTBP3
KAG9276513.1,PTBP2,PTBP3
KAG9277231.1,HERC2,HERC2
KAG9270492.1,GCK,GCK
KAG9262061.1,HK2,HK2
KAG9283402.1,HGD,HGD
KAG9271585.1,IHHB,IHHB
KAG9273628.1,SHHA,IHHB
KAG9281210.1,KY,KY
KAG9279179.1,ST13,ST13
KAG9280510.1,ZDHHC17,ZDHHC17
KAG9262018.1,HIRA,HIRA
KAG9280000.1,HIS3.3A,HIS3.3A
KAG9271393.1,MYCBP2,MYCBP2
KAG9266342.1,HMGCR,HMGCR
KAG9263515.1,HMGCS1,HMGCS1
KAG9280173.1,PAH,PAH
KAG9277230.1,OCA2,OCA2
KAG9264388.1,SNU13,SNU13
KAG9267625.1,SNU13,SNU13
KAG9267926.1,QKI-B,QKI-B
KAG9268247.1,QKIA,QKI-B
KAG9264415.1,KAG9264415.1,KAG9264415.1
KAG9267844.1,KAG9267844.1,KAG9264415.1
KAG9280051.1,KAG9280051.1,KAG9264415.1
KAG9266431.1,KAG9266431.1,KAG9266431.1
KAG9261084.1,MAP4K3,MAP4K3
KAG9275483.1,MAP4K5,MAP4K3
KAG9281027.1,NR2E3,NR2E3
KAG9260409.1,HNRNPA1,HNRNPA1
KAG9269038.1,HNRNPA1,HNRNPA1
KAG9271482.1,HNRNPA3.S,HNRNPA1
KAG9275414.1,PAPOLG,PAPOLG
KAG9283088.1,PAPOLA,PAPOLG
KAG9279023.1,HGS,HGS
KAG9264740.1,HS2ST1,HS2ST1
KAG9277771.1,HS2ST1,HS2ST1
KAG9275507.1,HS3ST1,HS3ST1
KAG9271207.1,HS6ST3B,HS6ST3B
KAG9272643.1,HS6ST2,HS6ST3B
KAG9273776.1,HS6ST1B,HS6ST3B
KAG9277867.1,HS6ST3B,HS6ST3B
KAG9283479.1,HS6ST1B,HS6ST3B
KAG9281622.1,HSPA5,HSPA5
KAG9272774.1,HSPA9,HSPA9
KAG9282906.1,HSP90AA1,HSP90AA1
KAG9283136.1,HSP90AB1,HSP90AA1
KAG9268767.1,MEIS2,MEIS2
KAG9275076.1,MEIS1,MEIS2
KAG9283192.1,MEIS1,MEIS2
KAG9265904.1,FGFR4,FGFR4
KAG9275213.1,HTRA2,HTRA2
KAG9266359.1,ADD1,ADD1
KAG9283573.1,HUS1,HUS1
KAG9283796.1,UBR5,UBR5
KAG9266508.1,ABHD2A,ABHD2A
KAG9272437.1,ABHD2B,ABHD2A
KAG9273634.1,CDC73,CDC73
KAG9276493.1,RSU1,RSU1
KAG9271190.1,IDH1,IDH1
KAG9283628.1,ITGA8,ITGA8
KAG9260083.1,DEGS1,DEGS1
KAG9268109.1,DEGS2,DEGS1
KAG9263660.1,ILK,ILK
KAG9266498.1,DAGLA,DAGLA
KAG9265214.1,SLC13A5,SLC13A5
KAG9265787.1,SLC13A5,SLC13A5
KAG9261962.1,INE,INE
KAG9281695.1,INE,INE
KAG9282991.1,INO80,INO80
KAG9278702.1,ISYNA1-A,ISYNA1-A
KAG9266932.1,INSR,INSR
KAG9266987.1,IGF1R,INSR
KAG9273221.1,IGF1R,INSR
KAG9273912.1,INSR,INSR
KAG9271613.1,LMLN,LMLN
KAG9275298.1,IPMK,IPMK
KAG9261154.1,PLA2G6,PLA2G6
KAG9260382.1,INPP1,INPP1
KAG9274218.1,ACO1,ACO1
KAG9261161.1,KAG9261161.1,KAG9261161.1
KAG9271017.1,KAG9271017.1,KAG9261161.1
KAG9268494.1,MYO6,MYO6
KAG9282452.1,MYO6,MYO6
