Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
Astyanax_pachon,KAG9266519.1,SNRPA1,Drosophila_melanogaster,NP_610315.1,U2A,1.72E-60,231,1.05E-60,231
Astyanax_pachon,KAG9266521.1,CHSY1,Drosophila_melanogaster,NP_001285280.1,CHSY,7.05E-158,556,4.83E-158,556
Astyanax_pachon,KAG9266521.1,CHSY1,Drosophila_melanogaster,NP_996440.2,CHSY,7.05E-158,556,4.83E-158,556
Astyanax_pachon,KAG9266522.1,LRRK1,Drosophila_melanogaster,NP_001262771.1,LRRK,1.48E-91,337,1.19E-91,337
Astyanax_pachon,KAG9266522.1,LRRK1,Drosophila_melanogaster,NP_001097847.1,LRRK,1.48E-91,337,1.20E-91,337
Astyanax_pachon,KAG9266522.1,LRRK1,Drosophila_melanogaster,NP_001262772.1,LRRK,1.48E-91,337,1.23E-91,337
Astyanax_pachon,KAG9266529.1,MTHFS,Drosophila_melanogaster,NP_001097432.1,MTHFS,1.53E-27,121,1.04E-27,121
Astyanax_pachon,KAG9266529.1,MTHFS,Drosophila_melanogaster,NP_001286765.1,MTHFS,1.53E-27,121,1.04E-27,121
Astyanax_pachon,KAG9266531.1,FAH,Drosophila_melanogaster,NP_524830.2,FAA,5.59E-141,499,3.49E-141,499
Astyanax_pachon,KAG9266534.1,ABHD17C,Drosophila_melanogaster,NP_001163719.1,CG33096,3.46E-119,426,2.26E-119,426
Astyanax_pachon,KAG9266534.1,ABHD17C,Drosophila_melanogaster,NP_001287517.1,CG33096,3.46E-119,426,2.26E-119,426
Astyanax_pachon,KAG9266534.1,ABHD17C,Drosophila_melanogaster,NP_001287518.1,CG33096,3.46E-119,426,2.26E-119,426
Astyanax_pachon,KAG9266534.1,ABHD17C,Drosophila_melanogaster,NP_788736.2,CG33096,3.46E-119,426,2.26E-119,426
Astyanax_pachon,KAG9266534.1,ABHD17C,Drosophila_melanogaster,NP_788737.1,CG33096,3.46E-119,426,2.26E-119,426
Astyanax_pachon,KAG9266534.1,ABHD17C,Drosophila_melanogaster,NP_001356926.1,CG33096,3.46E-119,426,2.76E-119,426
Astyanax_pachon,KAG9266538.1,MESD,Drosophila_melanogaster,NP_724578.1,BOCA,7.22E-43,172,4.12E-43,172
Astyanax_pachon,KAG9266546.1,SH3GL3,Drosophila_melanogaster,NP_001262717.1,ENDOA,6.81E-96,349,4.41E-96,349
Astyanax_pachon,KAG9266546.1,SH3GL3,Drosophila_melanogaster,NP_620122.2,ENDOA,6.81E-96,349,4.41E-96,349
Astyanax_pachon,KAG9266546.1,SH3GL3,Drosophila_melanogaster,NP_732383.1,ENDOA,6.81E-96,349,4.41E-96,349
Astyanax_pachon,KAG9266550.1,ADAMTSL3,Drosophila_melanogaster,NP_724360.1,NOLO,6.80E-114,411,2.63E-114,411
Astyanax_pachon,KAG9266550.1,ADAMTSL3,Drosophila_melanogaster,NP_001286126.1,NOLO,6.80E-114,411,3.13E-114,411
Astyanax_pachon,KAG9266550.1,ADAMTSL3,Drosophila_melanogaster,NP_001286127.1,NOLO,1.78E-108,393,9.14E-109,393
Astyanax_pachon,KAG9266552.1,EFL1,Drosophila_melanogaster,NP_788515.1,CG33158,2.58E-270,930,1.56E-270,930
Astyanax_pachon,KAG9266553.1,MEX3B,Drosophila_melanogaster,NP_001259068.1,CG11360,2.81E-75,281,2.22E-75,281
Astyanax_pachon,KAG9266553.1,MEX3B,Drosophila_melanogaster,NP_001259069.1,CG11360,2.81E-75,281,2.22E-75,281
Astyanax_pachon,KAG9266553.1,MEX3B,Drosophila_melanogaster,NP_001259070.1,CG11360,2.81E-75,281,2.22E-75,281
Astyanax_pachon,KAG9266553.1,MEX3B,Drosophila_melanogaster,NP_651934.2,CG11360,2.81E-75,281,2.22E-75,281
Astyanax_pachon,KAG9266555.1,KAG9266555.1,Drosophila_melanogaster,NP_572854.1,FER3HCH,1.01E-35,148,7.14E-36,148
Astyanax_pachon,KAG9266557.1,MRPL4,Drosophila_melanogaster,NP_524939.1,MRPL4,4.44E-61,233,2.94E-61,233
Astyanax_pachon,KAG9266560.1,PTP4A1,Drosophila_melanogaster,NP_001260487.1,PRL-1,2.74E-52,203,1.88E-52,203
Astyanax_pachon,KAG9266560.1,PTP4A1,Drosophila_melanogaster,NP_001260488.1,PRL-1,2.74E-52,203,1.88E-52,203
Astyanax_pachon,KAG9266560.1,PTP4A1,Drosophila_melanogaster,NP_609780.1,PRL-1,2.74E-52,203,1.88E-52,203
Astyanax_pachon,KAG9266560.1,PTP4A1,Drosophila_melanogaster,NP_723956.1,PRL-1,2.74E-52,203,1.88E-52,203
Astyanax_pachon,KAG9266567.1,PSMD14,Drosophila_melanogaster,NP_608905.1,RPN11,3.51E-153,539,2.35E-153,539
Astyanax_pachon,KAG9266569.1,RHCG2,Drosophila_melanogaster,NP_647940.1,RH50,1.08E-96,352,6.71E-97,352
Astyanax_pachon,KAG9266569.1,RHCG2,Drosophila_melanogaster,NP_001261434.1,RH50,1.08E-96,352,6.87E-97,352
Astyanax_pachon,KAG9266569.1,RHCG2,Drosophila_melanogaster,NP_001286938.1,RH50,1.08E-96,352,6.87E-97,352
Astyanax_pachon,KAG9266569.1,RHCG2,Drosophila_melanogaster,NP_001369039.1,RH50,1.08E-96,352,7.49E-97,352
Astyanax_pachon,KAG9266570.1,V-FPS,Drosophila_melanogaster,NP_731341.1,FER,1.04E-140,499,6.73E-141,499
Astyanax_pachon,KAG9266570.1,V-FPS,Drosophila_melanogaster,NP_001262411.1,FER,4.15E-140,497,2.92E-140,497
Astyanax_pachon,KAG9266570.1,V-FPS,Drosophila_melanogaster,NP_001262412.1,FER,8.30E-140,496,5.84E-140,496
Astyanax_pachon,KAG9266571.1,FURIN,Drosophila_melanogaster,NP_001262953.1,FUR1,4.42E-187,653,3.17E-187,653
Astyanax_pachon,KAG9266571.1,FURIN,Drosophila_melanogaster,NP_733103.1,FUR1,2.83E-185,647,2.09E-185,647
Astyanax_pachon,KAG9266571.1,FURIN,Drosophila_melanogaster,NP_733104.1,FUR1,2.83E-185,647,2.09E-185,647
Astyanax_pachon,KAG9266571.1,FURIN,Drosophila_melanogaster,NP_996293.1,FUR1,2.83E-185,647,2.09E-185,647
Astyanax_pachon,KAG9266571.1,FURIN,Drosophila_melanogaster,NP_996294.2,FUR1,2.83E-185,647,2.09E-185,647
Astyanax_pachon,KAG9266571.1,FURIN,Drosophila_melanogaster,NP_733102.1,FUR1,8.83E-187,652,8.08E-187,652
Astyanax_pachon,KAG9266573.1,SLC39A1,Drosophila_melanogaster,NP_610231.2,ZIP42C.2,9.33E-24,109,6.55E-24,109
Astyanax_pachon,KAG9266573.1,SLC39A1,Drosophila_melanogaster,NP_525107.1,ZIP42C.1,3.73E-23,107,2.97E-23,107
Astyanax_pachon,KAG9266577.1,GPC5,Drosophila_melanogaster,NP_001246685.1,DALLY,6.57E-32,137,4.92E-32,137
Astyanax_pachon,KAG9266577.1,GPC5,Drosophila_melanogaster,NP_523983.1,DALLY,6.57E-32,137,4.92E-32,137
Astyanax_pachon,KAG9266584.1,ATP5F1D,Drosophila_melanogaster,NP_001259397.1,ATPSYNDELTA,2.41E-30,130,1.58E-30,130
Astyanax_pachon,KAG9266584.1,ATP5F1D,Drosophila_melanogaster,NP_001285074.1,ATPSYNDELTA,2.41E-30,130,1.58E-30,130
Astyanax_pachon,KAG9266584.1,ATP5F1D,Drosophila_melanogaster,NP_572610.1,ATPSYNDELTA,2.41E-30,130,1.58E-30,130
Astyanax_pachon,KAG9266595.1,BORCS8,Drosophila_melanogaster,NP_727796.1,CG32590,6.44E-14,75.1,6.19E-14,75.1
Astyanax_pachon,KAG9266597.1,NR2C2AP,Drosophila_melanogaster,NP_001097439.2,CG34213,1.76E-29,127,1.12E-29,127
Astyanax_pachon,KAG9266605.1,GPX4,Drosophila_melanogaster,NP_728870.1,GTPX,4.49E-25,113,2.23E-25,113
Astyanax_pachon,KAG9266605.1,GPX4,Drosophila_melanogaster,NP_728868.1,GTPX,4.49E-25,113,2.61E-25,113
Astyanax_pachon,KAG9266605.1,GPX4,Drosophila_melanogaster,NP_728869.1,GTPX,4.49E-25,113,3.14E-25,113
Astyanax_pachon,KAG9266606.1,PIP5K1C,Drosophila_melanogaster,NP_611729.2,PIP5K59B,8.91E-147,519,5.82E-147,519
Astyanax_pachon,KAG9266606.1,PIP5K1C,Drosophila_melanogaster,NP_001246472.1,PIP5K59B,8.91E-147,519,6.04E-147,519
Astyanax_pachon,KAG9266606.1,PIP5K1C,Drosophila_melanogaster,NP_726262.2,PIP5K59B,5.70E-145,513,3.83E-145,513
Astyanax_pachon,KAG9266606.1,PIP5K1C,Drosophila_melanogaster,NP_001246471.1,PIP5K59B,5.70E-145,513,3.97E-145,513
Astyanax_pachon,KAG9266606.1,PIP5K1C,Drosophila_melanogaster,NP_001036566.4,PIP5K59B,2.28E-144,511,1.60E-144,511
Astyanax_pachon,KAG9266607.1,KAG9266607.1,Drosophila_melanogaster,NP_477170.1,RAB11,9.69E-97,351,6.39E-97,351
Astyanax_pachon,KAG9266607.1,KAG9266607.1,Drosophila_melanogaster,NP_599137.1,RAB11,9.69E-97,351,6.39E-97,351
Astyanax_pachon,KAG9266610.1,RABGAP1L,Drosophila_melanogaster,NP_648213.1,GAPCENA,1.88E-151,535,1.22E-151,535
Astyanax_pachon,KAG9266610.1,RABGAP1L,Drosophila_melanogaster,NP_001097549.1,GAPCENA,1.88E-151,535,1.46E-151,535
Astyanax_pachon,KAG9266615.1,NRDC,Drosophila_melanogaster,NP_572757.2,NRD1,8.62E-170,596,6.06E-170,596
Astyanax_pachon,KAG9266615.1,NRDC,Drosophila_melanogaster,NP_001287135.1,CG10588,1.81E-163,575,1.17E-163,575
Astyanax_pachon,KAG9266615.1,NRDC,Drosophila_melanogaster,NP_649271.1,CG10588,1.81E-163,575,1.17E-163,575
Astyanax_pachon,KAG9266616.1,RAB3B,Drosophila_melanogaster,NP_001356961.1,RAB3,6.17E-95,345,4.21E-95,345
Astyanax_pachon,KAG9266616.1,RAB3B,Drosophila_melanogaster,NP_523687.1,RAB3,6.17E-95,345,4.21E-95,345
Astyanax_pachon,KAG9266617.1,ATPAF1,Drosophila_melanogaster,NP_650565.2,CG10340,1.18E-42,172,6.37E-43,172
Astyanax_pachon,KAG9266621.1,TM2D1,Drosophila_melanogaster,NP_611583.1,BISC,4.83E-26,116,2.94E-26,116
Astyanax_pachon,KAG9266621.1,TM2D1,Drosophila_melanogaster,NP_001356967.1,BISC,4.83E-26,116,3.35E-26,116
Astyanax_pachon,KAG9266625.1,STX6,Drosophila_melanogaster,NP_995814.1,SYX6,2.19E-49,194,1.76E-49,194
Astyanax_pachon,KAG9266628.1,VPS4B,Drosophila_melanogaster,NP_001285396.1,VPS4,2.60E-175,613,1.78E-175,613
Astyanax_pachon,KAG9266628.1,VPS4B,Drosophila_melanogaster,NP_573258.1,VPS4,2.60E-175,613,1.78E-175,613
Astyanax_pachon,KAG9266634.1,KAG9266634.1,Drosophila_melanogaster,NP_649646.3,CG18048,1.28E-69,262,8.16E-70,262
Astyanax_pachon,KAG9266636.1,DBT,Drosophila_melanogaster,NP_573000.1,DBCT,1.25E-109,395,7.85E-110,395
Astyanax_pachon,KAG9266637.1,RTCA,Drosophila_melanogaster,NP_001284801.1,RTCA,3.20E-68,257,2.14E-68,257
Astyanax_pachon,KAG9266637.1,RTCA,Drosophila_melanogaster,NP_569977.1,RTCA,3.20E-68,257,2.14E-68,257
Astyanax_pachon,KAG9266641.1,SLC30A7,Drosophila_melanogaster,NP_650049.1,ZNT86D,1.04E-103,375,6.52E-104,375
Astyanax_pachon,KAG9266642.1,DPH5,Drosophila_melanogaster,NP_524452.4,DPH5,2.01E-98,357,1.31E-98,357
Astyanax_pachon,KAG9266651.1,MRPL54,Drosophila_melanogaster,NP_611541.1,MRPL54,1.30E-12,70.9,8.21E-13,70.9
Astyanax_pachon,KAG9266654.1,ADAM10,Drosophila_melanogaster,NP_001287590.1,KUL,1.31E-86,319,1.26E-86,319
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723338.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723339.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723340.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723341.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723342.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723343.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723344.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_723345.1,BSG,1.11E-16,85.9,5.03E-17,85.9
Astyanax_pachon,KAG9266658.1,BSG,Drosophila_melanogaster,NP_001260224.1,BSG,1.11E-16,85.9,5.05E-17,85.9
Astyanax_pachon,KAG9266659.1,HCN2,Drosophila_melanogaster,NP_001033946.2,IH,1.41E-178,625,5.92E-179,625
Astyanax_pachon,KAG9266659.1,HCN2,Drosophila_melanogaster,NP_001033945.1,IH,1.41E-178,625,6.08E-179,625
Astyanax_pachon,KAG9266659.1,HCN2,Drosophila_melanogaster,NP_001246318.1,IH,1.41E-178,625,6.08E-179,625
Astyanax_pachon,KAG9266659.1,HCN2,Drosophila_melanogaster,NP_001246319.1,IH,1.41E-178,625,6.08E-179,625
Astyanax_pachon,KAG9266659.1,HCN2,Drosophila_melanogaster,NP_001246320.1,IH,1.41E-178,625,6.08E-179,625
Astyanax_pachon,KAG9266660.1,POLRMT,Drosophila_melanogaster,NP_001259853.1,POLRMT,1.92E-234,811,1.37E-234,811
Astyanax_pachon,KAG9266660.1,POLRMT,Drosophila_melanogaster,NP_608565.1,POLRMT,1.92E-234,811,1.37E-234,811
Astyanax_pachon,KAG9266662.1,PRSS57,Drosophila_melanogaster,NP_722784.1,CG17239,1.27E-25,115,8.18E-26,115
Astyanax_pachon,KAG9266670.1,KAG9266670.1,Drosophila_melanogaster,NP_648247.1,CDC6,3.19E-72,271,2.39E-72,271
Astyanax_pachon,KAG9266673.1,ABCC10,Drosophila_melanogaster,NP_609207.1,CG7806,1.57E-254,878,1.01E-254,878
Astyanax_pachon,KAG9266677.1,MRPL45,Drosophila_melanogaster,NP_651072.1,MRPL45,3.63E-63,240,2.80E-63,240
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_001246546.1,PSA,6.35E-275,945,3.99E-275,945
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_001261258.1,PSA,6.35E-275,945,3.99E-275,945
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_647617.2,PSA,6.35E-275,945,3.99E-275,945
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_728614.1,PSA,6.35E-275,945,4.95E-275,945
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_728615.1,PSA,6.35E-275,945,4.85E-275,945
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_728616.1,PSA,6.35E-275,945,3.99E-275,945
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_728617.1,PSA,6.35E-275,945,3.99E-275,945
Astyanax_pachon,KAG9266678.1,NPEPPS,Drosophila_melanogaster,NP_728618.1,PSA,6.35E-275,945,3.99E-275,945
Astyanax_pachon,KAG9266679.1,AP1S2,Drosophila_melanogaster,NP_001247273.1,AP-1SIGMA,2.90E-62,236,1.95E-62,236
Astyanax_pachon,KAG9266679.1,AP1S2,Drosophila_melanogaster,NP_001247274.1,AP-1SIGMA,2.90E-62,236,1.95E-62,236
Astyanax_pachon,KAG9266679.1,AP1S2,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,2.90E-62,236,1.95E-62,236
Astyanax_pachon,KAG9266679.1,AP1S2,Drosophila_melanogaster,NP_001262892.1,AP-1SIGMA,4.64E-61,232,3.02E-61,232
Astyanax_pachon,KAG9266681.1,RBBP7,Drosophila_melanogaster,NP_001163617.1,CAF1-55,4.18E-208,722,2.67E-208,722
Astyanax_pachon,KAG9266681.1,RBBP7,Drosophila_melanogaster,NP_524354.1,CAF1-55,4.18E-208,722,2.67E-208,722
Astyanax_pachon,KAG9266683.1,RTEL1,Drosophila_melanogaster,NP_001259262.1,RTEL1,5.64E-174,610,3.18E-174,610
Astyanax_pachon,KAG9266683.1,RTEL1,Drosophila_melanogaster,NP_572254.1,RTEL1,5.64E-174,610,3.18E-174,610
Astyanax_pachon,KAG9266684.1,ZGPAT,Drosophila_melanogaster,NP_001285788.1,CG4709,1.11E-43,176,7.34E-44,176
Astyanax_pachon,KAG9266684.1,ZGPAT,Drosophila_melanogaster,NP_609331.1,CG4709,1.11E-43,176,7.34E-44,176
Astyanax_pachon,KAG9266687.1,KAG9266687.1,Drosophila_melanogaster,NP_476853.1,BIC,2.93E-47,187,1.18E-47,187
Astyanax_pachon,KAG9266687.1,KAG9266687.1,Drosophila_melanogaster,NP_725235.1,BIC,2.93E-47,187,1.18E-47,187
Astyanax_pachon,KAG9266690.1,MOB3C,Drosophila_melanogaster,NP_609364.1,MOB3,2.11E-84,310,1.45E-84,310
Astyanax_pachon,KAG9266693.1,ATP5F1B,Drosophila_melanogaster,NP_001259081.1,ATPSYNBETA,2.88E-243,839,1.91E-243,839
Astyanax_pachon,KAG9266693.1,ATP5F1B,Drosophila_melanogaster,NP_001284719.1,ATPSYNBETA,2.30E-242,836,1.51E-242,836
Astyanax_pachon,KAG9266693.1,ATP5F1B,Drosophila_melanogaster,NP_726631.1,ATPSYNBETA,2.30E-242,836,1.51E-242,836
Astyanax_pachon,KAG9266695.1,ABCB11,Drosophila_melanogaster,NP_523724.2,MDR49,1.33E-257,888,8.65E-258,888
Astyanax_pachon,KAG9266701.1,ARRDC2,Drosophila_melanogaster,NP_649688.1,CG1105,3.80E-31,134,2.66E-31,134
Astyanax_pachon,KAG9266705.1,WDR18,Drosophila_melanogaster,NP_569954.1,CG14805,5.21E-57,220,4.12E-57,220
Astyanax_pachon,KAG9266708.1,MED16,Drosophila_melanogaster,NP_611650.2,MED16,6.81E-77,287,4.51E-77,287
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001287630.1,HEPH,4.32E-142,503,3.16E-142,503
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001097994.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001163788.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001163794.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_733460.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_733461.2,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788773.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788774.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788775.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788777.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788778.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788779.1,HEPH,8.64E-142,502,6.36E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788776.2,HEPH,8.64E-142,502,6.44E-142,502
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001163791.1,HEPH,5.53E-140,496,3.89E-140,496
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001163792.1,HEPH,5.53E-140,496,3.89E-140,496
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001163793.1,HEPH,5.53E-140,496,3.89E-140,496
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_524703.1,HEPH,5.53E-140,496,3.89E-140,496
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001097992.1,HEPH,5.53E-140,496,4.17E-140,496
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001247398.1,HEPH,1.38E-140,498,1.34E-140,498
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001097993.1,HEPH,7.08E-138,489,4.87E-138,489
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001247399.1,HEPH,1.38E-140,498,1.50E-140,498
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001163787.1,HEPH,8.85E-139,492,8.46E-139,492
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_001163790.1,HEPH,8.85E-139,492,8.46E-139,492
Astyanax_pachon,KAG9266713.1,PTBP1,Drosophila_melanogaster,NP_788780.1,HEPH,8.85E-139,492,8.46E-139,492
Astyanax_pachon,KAG9266719.1,SLC39A3,Drosophila_melanogaster,NP_536747.2,ZIP89B,1.15E-19,95.5,1.21E-19,95.5
Astyanax_pachon,KAG9266722.1,NWD1,Drosophila_melanogaster,NP_650521.1,CG10185,6.09E-117,421,4.38E-117,421
Astyanax_pachon,KAG9266724.1,REEP6,Drosophila_melanogaster,NP_001188928.1,REEPB,4.62E-41,166,2.61E-41,166
Astyanax_pachon,KAG9266724.1,REEP6,Drosophila_melanogaster,NP_610936.2,REEPB,4.62E-41,166,2.61E-41,166
Astyanax_pachon,KAG9266724.1,REEP6,Drosophila_melanogaster,NP_001188926.1,REEPB,5.91E-39,159,3.00E-39,159
Astyanax_pachon,KAG9266727.1,DIRAS1,Drosophila_melanogaster,NP_001303452.1,CG8500,8.38E-72,268,6.73E-72,268
Astyanax_pachon,KAG9266727.1,DIRAS1,Drosophila_melanogaster,NP_649948.1,CG8500,8.38E-72,268,6.73E-72,268
Astyanax_pachon,KAG9266732.1,NDUFA11,Drosophila_melanogaster,NP_611538.1,ND-B14.7,2.52E-08,56.6,2.13E-08,56.6
Astyanax_pachon,KAG9266735.1,CTNS,Drosophila_melanogaster,NP_651116.1,CTNS,9.63E-79,292,6.84E-79,292
Astyanax_pachon,KAG9266735.1,CTNS,Drosophila_melanogaster,NP_788720.2,CTNS,9.63E-79,292,6.84E-79,292
Astyanax_pachon,KAG9266737.1,NIM1K,Drosophila_melanogaster,NP_608564.3,CG4629,4.06E-62,237,3.54E-62,237
Astyanax_pachon,KAG9266737.1,NIM1K,Drosophila_melanogaster,NP_722676.3,CG4629,4.06E-62,237,3.54E-62,237
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_001188751.1,EAAT1,1.22E-105,382,6.66E-106,382
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_477428.1,EAAT1,1.22E-105,382,6.66E-106,382
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_723454.1,EAAT1,1.22E-105,382,6.66E-106,382
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_723455.1,EAAT1,1.22E-105,382,6.66E-106,382
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_001369122.1,EAAT1,1.22E-105,382,6.85E-106,382
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_001369123.1,EAAT1,1.22E-105,382,7.28E-106,382
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_001162845.1,EAAT2,3.89E-104,377,2.51E-104,377
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_477427.1,EAAT2,3.89E-104,377,2.51E-104,377
Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_001162844.1,EAAT2,3.89E-104,377,2.58E-104,377
Astyanax_pachon,KAG9266741.1,TAX1BP3,Drosophila_melanogaster,NP_612045.1,CG3402,3.61E-14,75.9,2.39E-14,75.9
Astyanax_pachon,KAG9266746.1,GTPBP3,Drosophila_melanogaster,NP_651251.3,CG18528,1.90E-117,421,1.25E-117,421
Astyanax_pachon,KAG9266747.1,ANO8,Drosophila_melanogaster,NP_995719.1,WWK,3.66E-135,481,2.76E-135,481
Astyanax_pachon,KAG9266747.1,ANO8,Drosophila_melanogaster,NP_001285951.1,WWK,3.66E-135,481,2.84E-135,481
Astyanax_pachon,KAG9266747.1,ANO8,Drosophila_melanogaster,NP_001285952.1,WWK,3.66E-135,481,2.86E-135,481
Astyanax_pachon,KAG9266747.1,ANO8,Drosophila_melanogaster,NP_609738.1,WWK,3.66E-135,481,2.94E-135,481
Astyanax_pachon,KAG9266747.1,ANO8,Drosophila_melanogaster,NP_001246034.1,WWK,2.34E-133,475,1.80E-133,475
Astyanax_pachon,KAG9266747.1,ANO8,Drosophila_melanogaster,NP_001260459.1,WWK,2.34E-133,475,1.80E-133,475
Astyanax_pachon,KAG9266748.1,DDA1,Drosophila_melanogaster,NP_001137822.1,CG31855,2.80E-14,76.3,1.61E-14,76.3
Astyanax_pachon,KAG9266748.1,DDA1,Drosophila_melanogaster,NP_723812.1,CG31855,2.80E-14,76.3,1.61E-14,76.3
Astyanax_pachon,KAG9266750.1,RPS15,Drosophila_melanogaster,NP_725591.1,RPS15,8.77E-58,221,5.98E-58,221
Astyanax_pachon,KAG9266750.1,RPS15,Drosophila_melanogaster,NP_611136.1,RPS15,8.77E-58,221,6.02E-58,221
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_001162897.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_001162898.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_001245917.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_001245918.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_001245919.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_476869.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_723228.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266751.1,DAZAP1,Drosophila_melanogaster,NP_723229.1,HRB27C,5.71E-54,210,3.51E-54,210
Astyanax_pachon,KAG9266753.1,NDUFS7,Drosophila_melanogaster,NP_001285313.1,ND-20,9.47E-78,288,6.09E-78,288
