Model_nodos,NCBI_Product_accesion
LPAR2,NP_001382589.1
DICER1,NP_001382606.1
POLK,NP_001382826.1
DUSP4,NP_001385.1
ZNF382,NP_001385421.1
DDB2,NP_001386804.1
MBD1,NP_001386890.1
MEF2A,NP_001386957.1
DYRK1A,NP_001387.2
KLF12,NP_001387080.1
EDA,NP_001390.1
RELA,NP_001391587.1
HLA-DPA1,NP_001391949.1
BCL11A,NP_001392662.1
PLSCR1,NP_001392962.1
ACTA2,NP_001393397.1
ACTC1,NP_001393411.1
TSC1,NP_001393542.1
MSH2,NP_001393566.1
FBN1,NP_001393645.1
RET,NP_001393673.1
MSH6,NP_001393724.1
SMAD3,NP_001393940.1
SMAD4,NP_001393971.1
WT1,NP_001393979.1
OTC,NP_001394021.1
TGFBR2,NP_001394055.1
SDHB,NP_001394290.1
APC,NP_001394375.1
BRCA1,NP_001395380.1
EFNB3,NP_001397.1
IMPDH2,NP_001397690.1
PDE6A,NP_001397717.1
PFKP,NP_001397809.1
EGR2,NP_001397860.1
STK39,NP_001397890.1
CD28,NP_001397910.1
ESRRB,NP_001397967.1
TP53BP1,NP_001397979.1
CELSR3,NP_001398.2
MAP1A,NP_001398018.1
STAT5A,NP_001398032.1
KDM4B,NP_001398077.1
RETNLB,NP_001399112.1
OAS1,NP_001399157.1
ACACB,NP_001399666.1
ZHX2,NP_001399742.1
ATF1,NP_001399889.1
RECQL4,NP_001399954.1
CCNT1,NP_001400128.1
TERF1,NP_001400293.1
CRY1,NP_001400389.1
ELK3,NP_001400690.1
ASPH,NP_001400830.1
FOXM1,NP_001400863.1
CDH17,NP_001400886.1
ITGB7,NP_001401094.1
NFYB,NP_001401456.1
FOXO3,NP_001402079.1
DMPK,NP_001411092.1
POSTN,NP_001411103.1
AURKA,NP_001411349.1
APOA1,NP_001412022.1
CREB3L1,NP_001412195.1
BMI1,NP_001415238.1
EN1,NP_001417.3
ENO1,NP_001419.1
EP300,NP_001420.2
EPAS1,NP_001421.2
EREG,NP_001423.1
ERN1,NP_001424.3
FAAH,NP_001432.2
FABP4,NP_001433.1
FABP5,NP_001435.1
FOXF1,NP_001442.2
FOXF2,NP_001443.1
FOXC1,NP_001444.2
FOXJ1,NP_001445.2
XRCC6,NP_001460.1
GNRH2,NP_001492.1
GPR39,NP_001499.1
CXCL1,NP_001502.1
GTF2B,NP_001505.1
HDAC2,NP_001518.3
HIF1A,NP_001521.1
PRMT1,NP_001527.3
HSF4,NP_001529.2
HSPB1,NP_001531.1
ID4,NP_001537.1
IFIT3,NP_001540.2
IGFBP4,NP_001543.2
TNFRSF9,NP_001552.2
ING2,NP_001555.1
CXCL10,NP_001556.2
IRAK2,NP_001561.3
ACADL,NP_001599.1
ACTG2,NP_001606.1
PARP1,NP_001609.2
GRK2,NP_001610.2
AHR,NP_001612.1
AKR1B1,NP_001619.1
ALPI,NP_001622.2
APCS,NP_001630.1
APEX1,NP_001632.2
APOA2,NP_001634.1
APOD,NP_001638.1
KLK3,NP_001639.1
AREG,NP_001648.1
ARF1,NP_001649.1
ARF6,NP_001654.1
ATP1B1,NP_001668.1
ATP2A2,NP_001672.1
CFB,NP_001701.2
BMP7,NP_001710.1
POLR3D,NP_001713.2
BRS3,NP_001718.1
KLF5,NP_001721.2
BTG1,NP_001722.1
CAPNS1,NP_001740.1
CAT,NP_001743.1
CAV1,NP_001744.2
CCND2,NP_001750.1
CD22,NP_001762.2
CD38,NP_001766.2
CD58,NP_001770.1
CD69,NP_001772.1
CD79A,NP_001774.1
CDA,NP_001776.1
CDC42,NP_001782.1
CDH11,NP_001788.2
CDX1,NP_001795.2
CEBPE,NP_001796.2
CEL,NP_001798.3
AKR1C4,NP_001809.4
CHGB,NP_001810.2
CKM,NP_001815.2
CKS2,NP_001818.1
CLU,NP_001822.3
CCR7,NP_001829.1
COL4A1,NP_001836.3
COL4A2,NP_001837.2
SLC31A1,NP_001850.1
COX7C,NP_001858.1
ATF2,NP_001871.2
CRHBP,NP_001873.2
CST5,NP_001891.2
CTSD,NP_001900.1
CTSG,NP_001902.1
CUX1,NP_001904.2
CYC1,NP_001907.3
DDB1,NP_001914.3
GADD45A,NP_001915.1
DEFA6,NP_001917.1
DR1,NP_001929.1
HBEGF,NP_001936.1
E2F3,NP_001940.1
E2F4,NP_001941.2
E2F5,NP_001942.2
EDN1,NP_001946.3
EGF,NP_001954.2
EGR1,NP_001955.1
ELK4,NP_001964.2
ERBB3,NP_001973.2
ETV6,NP_001978.1
EVPL,NP_001979.2
EVX1,NP_001980.1
F2R,NP_001983.2
F3,NP_001984.1
FCER2,NP_001993.2
FGF2,NP_001997.5
FGF4,NP_001998.1
FGF7,NP_002000.1
FGF9,NP_002001.1
FKBP4,NP_002005.1
FOXO1,NP_002006.2
FLG,NP_002007.1
FLI1,NP_002008.2
FLT1,NP_002010.2
FMO4,NP_002013.1
FMR1,NP_002015.1
FTH1,NP_002023.2
FUT4,NP_002024.1
ACKR1,NP_002027.2
GATA1,NP_002040.1
GATA4,NP_002043.2
GBP1,NP_002044.2
GCG,NP_002045.1
GFAP,NP_002046.1
GML,NP_002057.1
CXCL2,NP_002080.1
GTF2F1,NP_002087.2
GTF3A,NP_002088.2
HCK,NP_002101.2
HTT,NP_002102.4
HK3,NP_002106.2
HLA-A,NP_002107.3
HLA-DMB,NP_002109.2
HLA-DOA,NP_002110.1
HLA-DOB,NP_002111.1
HLA-DPB1,NP_002112.3
HLA-DQA1,NP_002113.2
HLA-DQB1,NP_002114.3
HLA-DRB1,NP_002115.2
HMGB2,NP_002120.1
HMOX1,NP_002124.1
HOXA4,NP_002132.3
HOXB1,NP_002135.2
HSD17B2,NP_002144.1
HSPD1,NP_002147.2
IDO1,NP_002155.1
ID1,NP_002156.2
ID2,NP_002157.2
ID3,NP_002158.3
IFNB1,NP_002167.1
IHH,NP_002172.2
IL12B,NP_002178.2
IL13,NP_002179.2
IL17A,NP_002181.1
INSM1,NP_002187.1
IRF2,NP_002190.2
ISG20,NP_002192.2
ISL1,NP_002193.2
ITGA2,NP_002194.2
ITGA5,NP_002196.4
ITGA9,NP_002198.2
ITGAL,NP_002200.2
ITGAV,NP_002201.2
ITGB1,NP_002202.2
JUN,NP_002219.1
JUNB,NP_002220.1
KDR,NP_002244.1
KISS1,NP_002247.3
KLK1,NP_002248.1
KPNA1,NP_002255.3
KPNB1,NP_002256.2
TNPO1,NP_002261.3
KRT4,NP_002263.3
KRT15,NP_002266.3
KRT19,NP_002267.2
LAMB1,NP_002282.2
LCT,NP_002290.2
LDHC,NP_002292.1
LGALS1,NP_002296.1
LIF,NP_002300.1
LOX,NP_002308.2
LOXL2,NP_002309.1
LRP1,NP_002323.2
LSP1,NP_002330.1
LTB,NP_002332.1
SH2D1A,NP_002342.1
EPCAM,NP_002345.2
MXD1,NP_002348.1
MAD2L1,NP_002349.1
MAL,NP_002362.1
MATN1,NP_002370.1
MC1R,NP_002377.4
SLC3A2,NP_002385.3
ME1,NP_002386.1
MEIS1,NP_002389.1
MGMT,NP_002403.3
CD99,NP_002405.1
MIF,NP_002406.1
MMP1,NP_002412.1
MMP3,NP_002413.1
MMP7,NP_002414.1
MMP10,NP_002416.1
MMP12,NP_002417.2
MMP13,NP_002418.1
MNDA,NP_002423.1
MSMB,NP_002434.1
MSX1,NP_002439.2
MUC2,NP_002448.5
MUC5B,NP_002449.2
IRF4,NP_002451.2
MYBL2,NP_002457.1
MYC,NP_002458.2
MYF6,NP_002460.1
MYH6,NP_002462.2
MYH9,NP_002464.1
MYH11,NP_002465.1
MYOD1,NP_002469.2
MYOG,NP_002470.2
NBN,NP_002476.2
NCBP1,NP_002477.1
NEUROD1,NP_002491.3
NFKBIB,NP_002494.2
NFYA,NP_002496.1
NGFR,NP_002498.1
NME3,NP_002504.2
NPAT,NP_002510.2
NPM1,NP_002511.1
NPPB,NP_002512.1
NRAS,NP_002515.1
NT5E,NP_002517.1
ODC1,NP_002530.1
TNFRSF11B,NP_002537.3
PEBP1,NP_002558.1
PBX2,NP_002577.2
PCK1,NP_002582.3
PCSK2,NP_002585.2
PDGFB,NP_002599.1
PDGFRB,NP_002600.1
PDK2,NP_002602.2
PDK4,NP_002603.1
PER1,NP_002607.2
PF4,NP_002610.1
SERPINB5,NP_002630.2
PIP,NP_002643.1
PLAG1,NP_002646.2
PLAU,NP_002649.2
PLIN1,NP_002657.3
POU3F1,NP_002690.3
POU5F1,NP_002692.2
PPBP,NP_002695.1
PPL,NP_002696.4
PPP2CA,NP_002706.1
HHEX,NP_002720.1
PRKCA,NP_002728.2
PRM1,NP_002752.1
PRSS8,NP_002764.1
PRTN3,NP_002768.3
PSG5,NP_002772.3
PSMB5,NP_002788.1
PSMB9,NP_002791.1
PSMB10,NP_002792.1
PSMC5,NP_002796.4
PSMD3,NP_002800.2
PSMD11,NP_002806.2
PTBP1,NP_002810.1
PTPN1,NP_002818.1
PTPRZ1,NP_002842.2
RAB3A,NP_002857.1
RBBP7,NP_002884.1
RBP3,NP_002891.1
REL,NP_002899.1
RNASE2,NP_002925.1
RXRA,NP_002948.1
S100A4,NP_002952.1
S100A7,NP_002954.2
S100A9,NP_002956.1
S100A10,NP_002957.1
SAT1,NP_002961.1
ATXN2,NP_002964.4
SCTR,NP_002971.2
CCL2,NP_002973.1
CCL3,NP_002974.1
CCL4,NP_002975.1
CCL11,NP_002977.1
CCL21,NP_002980.1
CXCL5,NP_002985.1
CX3CL1,NP_002987.1
SDC1,NP_002988.4
SDC4,NP_002990.2
SEMG1,NP_002998.1
SFRP1,NP_003003.3
SFRP5,NP_003006.2
SFTPC,NP_003009.2
SKI,NP_003027.1
SLC1A4,NP_003029.2
SLC4A2,NP_003031.3
SLC9A1,NP_003038.2
SLC9A2,NP_003039.2
SLC10A1,NP_003040.1
SLC16A1,NP_003042.3
SLC22A2,NP_003049.2
SLC22A4,NP_003050.2
SLPI,NP_003055.1
SNAI2,NP_003059.1
SMARCD3,NP_003069.2
SNAPC1,NP_003073.1
SOX2,NP_003097.1
SOX4,NP_003098.1
SOX11,NP_003099.1
SP4,NP_003103.2
SPI1,NP_003111.2
SPIB,NP_003112.2
SPN,NP_003114.1
SPRR1B,NP_003116.2
SRF,NP_003122.1
SRY,NP_003131.1
TRIM21,NP_003132.2
SSB,NP_003133.1
STAT6,NP_003144.3
CDKL5,NP_003150.1
SULT2A1,NP_003158.2
SURF1,NP_003163.1
SYK,NP_003168.2
SYP,NP_003170.1
TAC1,NP_003173.1
ADAM17,NP_003174.3
TAF4,NP_003176.2
TAGLN,NP_003177.2
TBP,NP_003185.1
TFAM,NP_003192.1
TDG,NP_003202.3
TEAD4,NP_003204.2
TFAP2C,NP_003213.1
TFAP4,NP_003214.1
TFF1,NP_003216.1
TFF3,NP_003217.4
TG,NP_003226.4
THRA,NP_003241.2
THRSP,NP_003242.1
TIAL1,NP_003243.1
TIMP1,NP_003245.1
TIMP2,NP_003246.1
TLR2,NP_003255.2
TLR3,NP_003256.1
TOP1,NP_003277.1
TPT1,NP_003286.1
TRIP6,NP_003293.2
TTK,NP_003309.2
HIRA,NP_003316.3
UBA7,NP_003326.2
UCN,NP_003344.1
UGCG,NP_003349.1
USF2,NP_003358.1
VGF,NP_003369.2
VIM,NP_003371.2
VIP,NP_003372.1
VLDLR,NP_003374.3
WEE1,NP_003381.1
WNT2,NP_003382.1
YY1,NP_003394.1
ZFP36,NP_003398.3
ZBTB14,NP_003400.2
ZIC1,NP_003403.2
ZNF267,NP_003405.4
ZNF268,NP_003406.1
ZNF76,NP_003418.2
ZNF205,NP_003447.2
PAX8,NP_003457.1
CXCR4,NP_003458.1
USP7,NP_003461.2
PDHX,NP_003468.2
HMGA2,NP_003474.1
SLC7A5,NP_003477.4
FZD1,NP_003496.1
MAD1L1,NP_003541.2
LTBP4,NP_003564.2
UTF1,NP_003568.2
KLF11,NP_003588.1
PPM1D,NP_003611.1
PARG,NP_003622.2
GCM1,NP_003634.2
BARX2,NP_003649.2
PIR,NP_003653.1
LGR5,NP_003658.1
SCARF1,NP_003684.2
TNFSF11,NP_003692.1
HSD17B6,NP_003716.2
NCOA1,NP_003734.3
SOCS1,NP_003736.1
IRS2,NP_003740.2
ABCC3,NP_003777.2
HRK,NP_003797.1
TNFSF10,NP_003801.1
RIPK2,NP_003812.1
FADD,NP_003815.1
DLK1,NP_003827.4
TNFRSF10A,NP_003835.3
CREG1,NP_003842.1
SAP30,NP_003855.1
FGF16,NP_003859.1
CFLAR,NP_003870.4
HDAC3,NP_003874.2
KAT2B,NP_003875.3
CDK5R1,NP_003876.1
IER3,NP_003888.2
SQSTM1,NP_003891.1
FOXH1,NP_003914.1
PHOX2B,NP_003915.2
MBD2,NP_003918.1
FUBP3,NP_003925.1
ATP6V0E1,NP_003936.1
MAP3K14,NP_003945.2
BTAF1,NP_003963.1
EDNRB,NP_003982.1
CLK3,NP_003983.2
ACOX1,NP_004026.2
RHOB,NP_004031.1
B2M,NP_004039.1
BCL2A1,NP_004040.1
BNIP3,NP_004043.4
CDKN1B,NP_004055.1
CLCNKA,NP_004061.3
PLK3,NP_004064.2
EMX2,NP_004089.1
FLT3,NP_004110.2
GZMB,NP_004122.2
HNF4G,NP_004124.5
LBP,NP_004130.2
SLC1A3,NP_004163.3
TPH1,NP_004170.1
BEST1,NP_004174.1
WNT2B,NP_004176.2
SOX14,NP_004180.1
PTTG1,NP_004210.1
CD83,NP_004224.1
KLF4,NP_004226.3
SLC22A8,NP_004245.2
BAG3,NP_004272.2
BAG2,NP_004273.1
CARTPT,NP_004282.1
ALK,NP_004295.2
ASAH1,NP_004306.3
ASCL1,NP_004307.2
BAD,NP_004313.1
BAG1,NP_004314.6
BST2,NP_004326.1
CAMP,NP_004336.4
CD151,NP_004348.2
CDC34,NP_004350.1
CDH1,NP_004351.1
CEACAM5,NP_004354.3
COX6A1,NP_004364.2
CRABP1,NP_004369.1
VCAN,NP_004376.2
NKX2-5,NP_004378.1
CYP8B1,NP_004382.2
DACH1,NP_004383.4
RCAN1,NP_004405.3
DUSP1,NP_004408.1
ECM1,NP_004416.2
EGR3,NP_004421.2
EPHA2,NP_004422.2
ETV5,NP_004445.1
FGF10,NP_004456.1
VEGFD,NP_004460.1
FOXD1,NP_004463.1
FOXE1,NP_004464.2
FUT7,NP_004470.1
GALNT3,NP_004473.2
FOXA1,NP_004487.2
FOXA3,NP_004488.2
ONECUT1,NP_004489.1
HOXB7,NP_004493.3
HOXC6,NP_004494.1
HSF2,NP_004497.1
FOXK2,NP_004505.2
ILF2,NP_004506.2
ILK,NP_004508.1
MCM2,NP_004517.2
MLLT3,NP_004520.2
MMP2,NP_004521.1
NOTCH4,NP_004548.3
YBX1,NP_004550.2
PCK2,NP_004554.3
POU4F2,NP_004566.2
RAD9A,NP_004575.1
CCL20,NP_004582.1
SREBF2,NP_004590.2
TOP3A,NP_004609.1
WNT11,NP_004617.2
NPHS1,NP_004637.1
PIAS2,NP_004662.2
DIRAS3,NP_004666.1
CCNB2,NP_004692.1
PDCD5,NP_004699.1
DDX21,NP_004719.2
MTA2,NP_004730.2
CRLF1,NP_004741.1
GCM2,NP_004743.1
MMP20,NP_004762.2
B4GALT5,NP_004767.1
PTGDR2,NP_004769.2
TCEAL1,NP_004771.2
LHX2,NP_004780.3
KL,NP_004786.2
CIAO1,NP_004795.1
SYMPK,NP_004810.2
ATG5,NP_004840.1
ONECUT2,NP_004843.2
FXR2,NP_004851.2
GDF15,NP_004855.2
PTGES,NP_004869.1
TP53I3,NP_004872.2
CXCL14,NP_004878.3
KLK4,NP_004908.4
CDKN2B,NP_004927.2
DEFB4A,NP_004933.1
NR5A1,NP_004950.2
FUS,NP_004951.1
GUCY2C,NP_004954.2
HDAC1,NP_004955.2
IBSP,NP_004958.2
KRAS,NP_004976.2
MMP9,NP_004985.2
MMP14,NP_004986.1
ROR1,NP_005003.2
PCYT1A,NP_005008.2
PIK3CD,NP_005017.3
PLK1,NP_005021.2
RORC,NP_005051.2
SCD,NP_005054.3
SIM2,NP_005060.1
SLC15A1,NP_005064.1
TRIM25,NP_005073.2
SSPN,NP_005077.2
MSC,NP_005089.2
AKAP12,NP_005091.2
FGF19,NP_005108.1
FGFBP1,NP_005121.1
FGB,NP_005132.2
APLNR,NP_005152.1
PHOX2A,NP_005160.2
ASCL2,NP_005161.1
ATOH1,NP_005163.1
CCNC,NP_005181.2
CD80,NP_005182.1
CDKN3,NP_005183.2
CEBPB,NP_005185.2
CEBPD,NP_005186.2
CRYGB,NP_005201.2
CSTA,NP_005204.1
CTLA4,NP_005205.2
DCC,NP_005206.2
DEFB1,NP_005209.1
DLX3,NP_005211.1
DLX5,NP_005212.1
E2F1,NP_005216.1
EGFR,NP_005219.2
ELK1,NP_005220.2
EPHA3,NP_005224.2
NR2F6,NP_005225.2
FOXG1,NP_005240.3
FOXL1,NP_005241.1
FOXC2,NP_005242.1
FOS,NP_005243.1
GATA6,NP_005248.2
GFER,NP_005253.3
GRPR,NP_005305.1
GSC2,NP_005306.1
HAS2,NP_005319.1
HBE1,NP_005321.1
HBZ,NP_005323.1
HSPA1A,NP_005336.3
HSPA1B,NP_005337.2
HSPA5,NP_005338.1
JUND,NP_005345.3
LMO7,NP_005349.3
MPL,NP_005364.1
NCL,NP_005372.2
PODXL,NP_005388.2
PPP1R3C,NP_005389.1
PRKCE,NP_005391.1
CCL13,NP_005399.1
SIX3,NP_005404.1
SKIL,NP_005405.2
SLC20A1,NP_005406.3
TFF2,NP_005414.1
VEGFC,NP_005420.1
EOMES,NP_005433.2
MAFB,NP_005452.2
HCN4,NP_005468.1
ABCA1,NP_005493.2
MLANA,NP_005502.1
HLA-B,NP_005505.2
HLA-E,NP_005507.3
HOXA1,NP_005513.2
HOXA11,NP_005514.1
HES1,NP_005515.1
INSL3,NP_005534.2
IVL,NP_005538.2
KLK2,NP_005542.1
KRT16,NP_005548.2
LAMA1,NP_005550.2
LMO2,NP_005565.2
LYL1,NP_005574.2
SMAD6,NP_005576.3
POU3F2,NP_005595.2
S100A11,NP_005611.1
SMO,NP_005622.1
SOX3,NP_005625.2
TAF7,NP_005633.2
TDO2,NP_005642.1
NR2F1,NP_005645.1
KLF10,NP_005646.1
REEP5,NP_005660.4
PSCA,NP_005663.2
TAF1B,NP_005671.3
EBI3,NP_005746.2
CEBPZ,NP_005751.2
TRIM28,NP_005753.1
OLIG2,NP_005797.1
GPA33,NP_005805.1
SPRY2,NP_005833.1
PURA,NP_005850.1
FSTL3,NP_005851.1
BCAS2,NP_005863.1
ACAT2,NP_005882.2
MAT2A,NP_005902.1
MCM6,NP_005906.2
MCM7,NP_005907.3
MAP3K1,NP_005912.1
MEOX2,NP_005915.2
MICB,NP_005922.2
FOXO4,NP_005929.2
MMP11,NP_005931.2
MT1F,NP_005940.1
MT1G,NP_005941.1
MT2A,NP_005944.1
MTF1,NP_005946.2
MUC3A,NP_005951.1
MYH10,NP_005955.3
NAB2,NP_005958.1
PTK6,NP_005966.1
S100A2,NP_005969.2
S100P,NP_005971.1
SIX1,NP_005973.1
SNAI1,NP_005976.2
SOX1,NP_005977.2
SPRR2A,NP_005979.1
TBX2,NP_005985.3
TBX3,NP_005987.3
WFS1,NP_005996.2
ARID1A,NP_006006.3
CRISP3,NP_006052.2
TLR6,NP_006059.2
TRIM22,NP_006065.2
TUBA1B,NP_006073.2
TUBB3,NP_006077.2
PRG3,NP_006084.2
MYL9,NP_006088.2
PIAS3,NP_006090.2
NDC80,NP_006092.1
WFDC2,NP_006094.3
HAX1,NP_006109.2
HLA-DMA,NP_006111.2
SFN,NP_006133.1
IRF6,NP_006138.1
NEDD4,NP_006145.2
NEFL,NP_006149.2
NFRKB,NP_006156.2
NKX6-1,NP_006159.2
NPPA,NP_006163.1
NTS,NP_006174.1
NUCB1,NP_006175.2
PA2G4,NP_006182.2
PAX1,NP_006183.2
PIN1,NP_006212.1
POU2AF1,NP_006226.2
POU4F1,NP_006228.3
PRKAB1,NP_006244.2
RAD21,NP_006256.1
CCL7,NP_006264.2
CCL19,NP_006265.1
TSG101,NP_006283.1
XRCC1,NP_006288.2
NCOR1,NP_006302.2
HMG20B,NP_006330.2
EIF3M,NP_006351.2
HOXB13,NP_006352.2
CREB3,NP_006359.3
IPO7,NP_006382.1
BATF,NP_006390.1
LAMTOR5,NP_006393.2
ARL6IP5,NP_006398.1
OLFM4,NP_006409.3
SLC34A2,NP_006415.3
SIVA1,NP_006418.2
DRAP1,NP_006433.2
MXD4,NP_006445.1
HEXIM1,NP_006451.1
TXNIP,NP_006463.3
FBLN1,NP_006477.3
ERF,NP_006485.2
POLH,NP_006493.1
PVR,NP_006496.4
RELB,NP_006500.2
SLC2A1,NP_006507.2
TFE3,NP_006512.2
YEATS4,NP_006521.1
ELL,NP_006523.1
KHDRBS1,NP_006550.1
KLF1,NP_006554.1
TNFSF13B,NP_006564.1
TBR1,NP_006584.1
NES,NP_006608.1
WASF3,NP_006637.2
SRCAP,NP_006653.2
CYP46A1,NP_006659.1
FGL2,NP_006673.1
GADD45G,NP_006696.1
DBF4,NP_006707.1
CD6,NP_006716.3
FOSB,NP_006723.2
HIVEP2,NP_006725.3
HOXA2,NP_006726.1
TALDO1,NP_006746.1
BTG2,NP_006754.1
KAT6A,NP_006757.2
DDX18,NP_006764.3
PRDX3,NP_006784.1
TOMM34,NP_006800.2
PNRC1,NP_006804.1
ERP29,NP_006808.1
YWHAQ,NP_006817.1
COPS5,NP_006828.2
METAP2,NP_006829.1
KIF2C,NP_006836.2
PDIA2,NP_006840.2
SHOX,NP_006874.1
HOXA7,NP_008827.2
HOXC9,NP_008828.1
HOXD3,NP_008829.3
IFNA13,NP_008831.3
RLN1,NP_008842.1
SLC2A3,NP_008862.1
SOX10,NP_008872.1
SYN1,NP_008881.2
TAF5,NP_008882.2
ADAMTS1,NP_008919.3
WASF2,NP_008921.1
WWP1,NP_008944.1
STMN2,NP_008960.2
FAF1,NP_008982.1
GUCA2B,NP_009033.1
NDUFV1,NP_009034.2
TRH,NP_009048.1
UGT1A4,NP_009051.1
NR1H2,NP_009052.4
UTRN,NP_009055.2
VCP,NP_009057.1
ZIC2,NP_009060.2
VEZF1,NP_009077.2
ZNF175,NP_009078.1
RASSF1,NP_009113.3
WIF1,NP_009122.2
DUSP10,NP_009138.1
ACOT7,NP_009205.3
U2AF2,NP_009210.1
MME,NP_009218.2
C4A,NP_009224.2
ABL1,NP_009297.2
PHLDA1,NP_031376.3
MTF2,NP_031384.1
KLRK1,NP_031386.2
SIX6,NP_031400.2
LGALS9,NP_033665.1
ATF5,NP_036200.2
PRDX5,NP_036226.2
BACE2,NP_036237.2
CD2AP,NP_036252.1
AATF,NP_036270.1
FOXD3,NP_036315.1
FOXI1,NP_036320.2
MLYCD,NP_036345.2
SIRT1,NP_036370.2
DKK1,NP_036374.1
HEY1,NP_036390.3
HEY2,NP_036391.1
KDM2A,NP_036440.1
KIN,NP_036443.1
MYCBP,NP_036465.2
BAMBI,NP_036474.1
SEC14L2,NP_036561.1
SF3B1,NP_036565.2
SPAG6,NP_036575.1
STAT5B,NP_036580.2
ATP6V0A2,NP_036595.2
TXN2,NP_036605.2
WBP1,NP_036609.1
SCG3,NP_037375.2
PRSS50,NP_037402.1
IL17C,NP_037410.1
UHRF1,NP_037414.3
KIR3DL1,NP_037421.2
TFPT,NP_037474.1
TBX21,NP_037483.1
PADI1,NP_037490.2
SERTAD1,NP_037508.2
MSLN,NP_037536.2
KCNIP3,NP_038462.1
PRKN,NP_054643.2
MCTS1,NP_054779.1
CNTNAP2,NP_054860.1
SETD2,NP_054878.5
HOXC11,NP_055027.1
HOXD9,NP_055028.3
PGA5,NP_055039.1
VAMP2,NP_055047.2
LIMD1,NP_055055.1
RNF7,NP_055060.1
NR2E3,NP_055064.1
PLK4,NP_055079.3
CAPN6,NP_055104.2
FAM162A,NP_055182.3
PELP1,NP_055204.4
SND1,NP_055205.2
ANKRD1,NP_055206.2
SLC39A1,NP_055252.2
TNFRSF21,NP_055267.1
SESN1,NP_055269.1
PDCD4,NP_055271.2
SRPX2,NP_055282.1
SPINK4,NP_055286.1
UBE2S,NP_055316.2
TFCP2L1,NP_055368.1
OTX1,NP_055377.1
HEYL,NP_055386.2
LATS2,NP_055387.2
SOCS7,NP_055413.2
CRYGA,NP_055432.2
IPO13,NP_055467.3
SART3,NP_055521.1
MAML1,NP_055572.1
DHCR24,NP_055577.1
LRIG2,NP_055628.1
TOMM70,NP_055635.3
ARNT2,NP_055677.3
LMTK2,NP_055731.2
SPAST,NP_055761.2
SPEN,NP_055816.2
NMNAT2,NP_055854.1
ERP44,NP_055866.1
RRP1B,NP_055871.1
CYLD,NP_056062.1
ASXL1,NP_056153.2
SUZ12,NP_056170.2
POLR1A,NP_056240.2
TMEM158,NP_056259.2
NELFB,NP_056271.3
MMACHC,NP_056321.2
UPF2,NP_056357.1
SERBP1,NP_056455.3
C1QTNF5,NP_056460.1
G0S2,NP_056529.1
GTF2A1,NP_056943.1
KIR2DL3,NP_056952.2
PPARG,NP_056953.2
DKK3,NP_056965.3
PIAS4,NP_056981.2
PELO,NP_057030.3
ADIPOR1,NP_057083.2
RAB4B,NP_057238.3
MMP17,NP_057239.4
PIAS1,NP_057250.1
NOL7,NP_057251.2
TLX2,NP_057254.1
PDGFC,NP_057289.1
HECA,NP_057301.1
NLK,NP_057315.3
PADI3,NP_057317.2
HSD17B11,NP_057329.3
KLF2,NP_057354.1
PRODH,NP_057419.5
DCDC2,NP_057440.2
WWOX,NP_057457.1
CXXC5,NP_057547.5
TFDP3,NP_057605.3
KLF3,NP_057615.3
TLR7,NP_057646.1
DRD2,NP_057658.2
IL23A,NP_057668.1
GNAS,NP_057676.1
TNFRSF12A,NP_057723.1
DACT1,NP_057735.2
OGG1,NP_058214.1
HOXC10,NP_059105.2
HOXC13,NP_059106.2
TLR9,NP_059138.1
MVP,NP_059447.2
SURF2,NP_059973.4
MKNK2,NP_060042.2
SMG6,NP_060045.4
WDR5,NP_060058.1
NOTCH1,NP_060087.3
ASPN,NP_060150.4
PNRC2,NP_060231.1
AGGF1,NP_060516.2
NODAL,NP_060525.3
CEP55,NP_060601.4
ASF1B,NP_060624.1
DRAM1,NP_060840.2
LAPTM4B,NP_060877.4
HR,NP_060881.2
SOX18,NP_060889.1
EAPP,NP_060923.2
EAF2,NP_060926.2
TRPV6,NP_061116.5
BATF3,NP_061134.1
APOBR,NP_061160.3
ADARB2,NP_061172.1
IL17RB,NP_061195.2
TAP2,NP_061313.2
NSFL1C,NP_061327.2
RAC1,NP_061485.1
HOXA10,NP_061824.3
UBB,NP_061828.1
GNMT,NP_061833.1
KRT20,NP_061883.1
DDIT4,NP_061931.1
DLL4,NP_061947.1
UGT1A10,NP_061948.1
UGT1A8,NP_061949.3
UGT1A7,NP_061950.2
L1TD1,NP_061952.3
DMAP1,NP_061973.1
APOM,NP_061974.2
HOXA5,NP_061975.2
HLA-DRA,NP_061984.2
FGF21,NP_061986.1
SLCO1B3,NP_062818.1
RPRM,NP_062819.1
GSK3A,NP_063937.2
HLA-DQA2,NP_064440.1
SLC2A4RG,NP_064446.2
ACRV1,NP_064493.1
STARD7,NP_064536.2
LXN,NP_064554.3
KMT5A,NP_065115.3
GJC2,NP_065168.2
PBXIP1,NP_065385.2
IL22,NP_065386.1
NFKBIA,NP_065390.1
OSM,NP_065391.1
CHAT,NP_065574.4
GDF3,NP_065685.1
CBX8,NP_065700.1
GJD2,NP_065711.1
MAVS,NP_065797.2
RPTOR,NP_065812.1
ZBTB2,NP_065912.1
CHD8,NP_065971.2
CRYGC,NP_066269.1
HPR,NP_066275.3
LEFTY1,NP_066277.1
UBC,NP_066289.3
DEFA5,NP_066290.1
UGT1A9,NP_066307.1
