,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
9170,Astyanax_pachon,KAG9264459.1,FAM117A,Mus_musculus,XP_006532898.1,FAM117A,2.17e-55,216.0,5.23e-56,216.0
24206,Astyanax_pachon,KAG9271548.1,FAM117B,Mus_musculus,NP_001032814.1,FAM117B,9.96e-121,434.0,1.8000000000000001e-121,434.0
28161,Astyanax_pachon,KAG9273552.1,FAM118B,Mus_musculus,XP_006510001.1,FAM118B,4.0300000000000003e-144,511.0,7.16e-145,511.0
2411,Astyanax_pachon,KAG9260770.1,FAM120A,Mus_musculus,NP_001028440.2,FAM120A,0.0,1473.0,0.0,1473.0
30575,Astyanax_pachon,KAG9275082.1,FAM120B,Mus_musculus,NP_001344751.1,FAM120B,1.33e-140,500.0,3.29e-141,500.0
19871,Astyanax_pachon,KAG9269556.1,FAM120C,Mus_musculus,NP_932773.2,FAM120C,0.0,1129.0,0.0,1129.0
26213,Astyanax_pachon,KAG9272650.1,FAM122A,Mus_musculus,NP_080796.1,PABIR1,9.42e-78,290.0,1.96e-78,290.0
23567,Astyanax_pachon,KAG9271313.1,FAM124A,Mus_musculus,XP_036014670.1,FAM124A,1.66e-89,330.0,3.18e-90,330.0
37222,Astyanax_pachon,KAG9278542.1,FAM124B,Mus_musculus,NP_775601.1,FAM124B,1.36e-70,267.0,2.64e-71,267.0
37995,Astyanax_pachon,KAG9278964.1,FAM126A,Mus_musculus,NP_444320.2,HYCC1,4.37e-168,591.0,8.81e-169,591.0
24488,Astyanax_pachon,KAG9271666.1,FAM126B,Mus_musculus,NP_001297527.1,HYCC2,8.54e-183,640.0,1.76e-183,640.0
38785,Astyanax_pachon,KAG9279427.1,FAM131B,Mus_musculus,NP_083804.3,FAM131B,1.33e-64,247.0,2.18e-65,247.0
20158,Astyanax_pachon,KAG9269683.1,FAM131C,Mus_musculus,NP_001078982.1,FAM131C,1.32e-26,120.0,2.82e-27,120.0
1024,Astyanax_pachon,KAG9260074.1,FAM135A,Mus_musculus,NP_001390017.1,FAM135A,0.0,1307.0,0.0,1307.0
42923,Astyanax_pachon,KAG9281348.1,FAM135B,Mus_musculus,NP_808487.2,FAM135B,0.0,1123.0,0.0,1123.0
6969,Astyanax_pachon,KAG9263341.1,FAM136A,Mus_musculus,NP_079867.1,FAM136A,1.17e-47,189.0,2.41e-48,189.0
31846,Astyanax_pachon,KAG9275677.1,FAM13A,Mus_musculus,NP_705802.1,FAM13A,1.27e-181,637.0,1.67e-182,637.0
25868,Astyanax_pachon,KAG9272485.1,FAM13B,Mus_musculus,NP_001404692.1,FAM13B,1.8e-211,736.0,3.4300000000000003e-212,736.0
15147,Astyanax_pachon,KAG9267297.1,FAM13C,Mus_musculus,XP_036011914.1,FAM13C,7.01e-71,268.0,1.1e-71,268.0
26113,Astyanax_pachon,KAG9272603.1,FAM149A,Mus_musculus,NP_705763.1,FAM149A,3.7200000000000005e-73,276.0,8.88e-74,276.0
18822,Astyanax_pachon,KAG9268990.1,FAM149B1,Mus_musculus,NP_001019683.1,FAM149B,5.65e-75,282.0,1.02e-75,282.0
37649,Astyanax_pachon,KAG9278823.1,FAM151A,Mus_musculus,NP_666261.1,FAM151A,2.76e-125,449.0,5.7299999999999995e-126,449.0
3829,Astyanax_pachon,KAG9261482.1,FAM151B,Mus_musculus,NP_001157099.1,FAM151B,1.29e-75,283.0,2.46e-76,283.0
5312,Astyanax_pachon,KAG9262397.1,FAM155A,Mus_musculus,NP_775622.1,NALF1,3.2199999999999998e-68,259.0,6.91e-69,259.0
852,Astyanax_pachon,KAG9259941.1,FAM160A1,Mus_musculus,NP_766270.2,FHIP1A,2.3800000000000002e-265,915.0,5.3500000000000004e-266,915.0
30019,Astyanax_pachon,KAG9274795.1,FAM160B1,Mus_musculus,NP_663480.3,FHIP2A,0.0,1120.0,0.0,1120.0
21995,Astyanax_pachon,KAG9270512.1,FAM160B2,Mus_musculus,NP_919326.1,FHIP2B,9.44e-198,690.0,1.99e-198,690.0
17838,Astyanax_pachon,KAG9268575.1,FAM161B,Mus_musculus,NP_001345212.1,FAM161B,4.29e-68,259.0,8.71e-69,259.0
46546,Astyanax_pachon,KAG9283318.1,FAM162B,Mus_musculus,NP_081618.1,FAM162A,1.46e-25,116.0,2.5600000000000002e-26,116.0
28748,Astyanax_pachon,KAG9273946.1,FAM163A,Mus_musculus,NP_808506.1,FAM163A,2.97e-23,108.0,7.1e-24,108.0
6805,Astyanax_pachon,KAG9263267.1,FAM163B,Mus_musculus,NP_780636.1,FAM163B,1.03e-33,143.0,2.0499999999999998e-34,143.0
6917,Astyanax_pachon,KAG9263318.1,FAM166B,Mus_musculus,NP_001356006.1,CIMIP2B,1.03e-37,157.0,2.05e-38,157.0
45502,Astyanax_pachon,KAG9282849.1,FAM167A,Mus_musculus,NP_808296.2,FAM167A,1.3099999999999998e-55,216.0,2.8000000000000004e-56,216.0
26686,Astyanax_pachon,KAG9272869.1,FAM168A,Mus_musculus,XP_036009057.1,FAM168A,2.21e-78,292.0,4.2000000000000005e-79,292.0
33422,Astyanax_pachon,KAG9276506.1,FAM168B,Mus_musculus,NP_001153708.1,FAM168B,3.64e-62,238.0,6.240000000000001e-63,238.0
47156,Astyanax_pachon,KAG9283630.1,FAM171A1,Mus_musculus,NP_001074630.1,FAM171A1,3.65e-199,695.0,7.440000000000001e-200,695.0
9219,Astyanax_pachon,KAG9264482.1,FAM171A2,Mus_musculus,NP_954670.2,FAM171A2,2.17e-166,586.0,4.45e-167,586.0
35764,Astyanax_pachon,KAG9277612.1,FAM171B,Mus_musculus,NP_780723.1,FAM171B,1.03e-135,484.0,2.25e-136,484.0
4470,Astyanax_pachon,KAG9261882.1,FAM172A,Mus_musculus,NP_612185.1,ARB2A,2.01e-153,542.0,3.97e-154,542.0
27607,Astyanax_pachon,KAG9273269.1,FAM174B,Mus_musculus,NP_001156004.1,FAM174B,7.150000000000001e-27,120.0,1.5800000000000002e-27,120.0
13815,Astyanax_pachon,KAG9266714.1,FAM174C,Mus_musculus,NP_081483.1,FAM174C,2.34e-07,55.1,3.83e-08,55.1
18767,Astyanax_pachon,KAG9268962.1,FAM177A1,Mus_musculus,NP_001093586.1,FAM177A2,5.47e-46,184.0,1.16e-46,184.0
27160,Astyanax_pachon,KAG9273065.1,FAM180A,Mus_musculus,NP_775551.1,FAM180A,1.3e-28,126.0,2.79e-29,126.0
18300,Astyanax_pachon,KAG9268777.1,FAM181A,Mus_musculus,NP_001182655.1,FAM181A,2.04e-31,136.0,4.5900000000000003e-32,136.0
10209,Astyanax_pachon,KAG9265026.1,FAM181B,Mus_musculus,NP_067402.2,FAM181B,2.83e-44,179.0,7.459999999999999e-45,179.0
35170,Astyanax_pachon,KAG9277281.1,FAM183B,Mus_musculus,NP_083559.2,CFAP144,2.14e-19,95.1,4.36e-20,95.1
45952,Astyanax_pachon,KAG9283057.1,FAM184A,Mus_musculus,NP_001074897.1,FAM184A,2.72e-237,822.0,5.6e-238,822.0
25614,Astyanax_pachon,KAG9272361.1,FAM185A,Mus_musculus,NP_808537.2,FAM185A,5.81e-28,125.0,1.22e-28,125.0
8474,Astyanax_pachon,KAG9264070.1,FAM187A,Mus_musculus,NP_080042.1,FAM187A,1.0499999999999999e-94,347.0,1.99e-95,347.0
2856,Astyanax_pachon,KAG9260941.1,FAM189A1,Mus_musculus,NP_898910.2,ENTREP2,4.7e-102,372.0,7.340000000000001e-103,372.0
4369,Astyanax_pachon,KAG9261842.1,FAM189A2,Mus_musculus,NP_001107646.1,ENTREP1,1.75e-148,526.0,3.7199999999999998e-149,526.0
32275,Astyanax_pachon,KAG9275892.1,FAM189B,Mus_musculus,XP_006502040.1,ENTREP3,2.64e-96,353.0,4.99e-97,353.0
31927,Astyanax_pachon,KAG9275707.1,FAM193A,Mus_musculus,NP_001230052.1,FAM193A,0.0,1184.0,0.0,1184.0
8060,Astyanax_pachon,KAG9263821.1,FAM193B,Mus_musculus,NP_001395574.1,FAM193B,8.08e-109,395.0,1.5200000000000001e-109,395.0
26494,Astyanax_pachon,KAG9272783.1,FAM199X,Mus_musculus,NP_666373.1,FAM199X,8.150000000000001e-132,470.0,1.7400000000000002e-132,470.0
30179,Astyanax_pachon,KAG9274871.1,FAM204A,Mus_musculus,NP_001345202.1,FAM204A,4.5800000000000004e-32,138.0,9.28e-33,138.0
3182,Astyanax_pachon,KAG9261114.1,FAM207A,Mus_musculus,XP_030100663.1,SLX9,4.9399999999999994e-23,108.0,9.21e-24,108.0
15324,Astyanax_pachon,KAG9267370.1,FAM20A,Mus_musculus,NP_722477.1,FAM20A,1.6199999999999998e-176,619.0,3.41e-177,619.0
45240,Astyanax_pachon,KAG9282721.1,FAM20B,Mus_musculus,NP_001404962.1,FAM20B,2.84e-189,661.0,5.86e-190,661.0
9046,Astyanax_pachon,KAG9264370.1,FAM20C,Mus_musculus,NP_085042.2,FAM20C,4.5999999999999995e-233,807.0,9.299999999999999e-234,807.0
12841,Astyanax_pachon,KAG9266253.1,FAM219A,Mus_musculus,NP_001364031.1,FAM219A,4.6e-86,317.0,9.5e-87,317.0
27856,Astyanax_pachon,KAG9273419.1,FAM219B,Mus_musculus,XP_006511621.3,FAM219B,2.18e-39,162.0,5.72e-40,162.0
40015,Astyanax_pachon,KAG9280044.1,FAM221A,Mus_musculus,XP_011239596.1,FAM221A,1.5e-82,306.0,3.15e-83,306.0
3906,Astyanax_pachon,KAG9261539.1,FAM222A,Mus_musculus,NP_001004180.1,FAM222A,1.6900000000000002e-86,320.0,2.91e-87,320.0
10660,Astyanax_pachon,KAG9265244.1,FAM222B,Mus_musculus,NP_001351039.1,FAM222B,7.84e-120,431.0,1.39e-120,431.0
44482,Astyanax_pachon,KAG9282332.1,FAM228B,Mus_musculus,XP_036013186.1,FAM228B,1.46e-18,93.2,2.52e-19,93.2
38260,Astyanax_pachon,KAG9279104.1,FAM234B,Mus_musculus,NP_083258.2,FAM234B,3.6e-79,296.0,6.7200000000000005e-80,296.0
24014,Astyanax_pachon,KAG9271490.1,FAM237A,Mus_musculus,NP_001357771.1,FAM237A,6.93e-35,147.0,1.39e-35,147.0
32282,Astyanax_pachon,KAG9275895.1,FAM237B,Mus_musculus,NP_001371160.1,FAM237B,5.09e-19,93.6,1.21e-19,93.6
13694,Astyanax_pachon,KAG9266650.1,FAM32AL,Mus_musculus,NP_080731.1,FAM32A,2.8000000000000003e-27,121.0,5.77e-28,121.0
19042,Astyanax_pachon,KAG9269100.1,FAM3A,Mus_musculus,NP_001300654.1,FAM3A,5.28e-82,304.0,9.67e-83,304.0
41427,Astyanax_pachon,KAG9280652.1,FAM3C,Mus_musculus,NP_613053.3,FAM3C,1.14e-82,306.0,2.39e-83,306.0
13299,Astyanax_pachon,KAG9266468.1,FAM43A,Mus_musculus,NP_808300.1,FAM43A,1.5600000000000002e-125,449.0,4e-126,449.0
18831,Astyanax_pachon,KAG9269000.1,FAM43B,Mus_musculus,NP_001075141.1,FAM43B,8.72e-80,297.0,1.78e-80,297.0
4364,Astyanax_pachon,KAG9261840.1,FAM47E,Mus_musculus,NP_001361643.1,FAM47E,2.7700000000000004e-21,103.0,5.43e-22,103.0
45069,Astyanax_pachon,KAG9282639.1,FAM49A,Mus_musculus,NP_001139591.1,CYRIA,4.67e-155,547.0,9.61e-156,547.0
46884,Astyanax_pachon,KAG9283496.1,FAM49B,Mus_musculus,NP_001346964.1,CYRIB,9.38e-155,546.0,1.93e-155,546.0
19182,Astyanax_pachon,KAG9269151.1,FAM50A,Mus_musculus,NP_613073.2,FAM50A,1.86e-129,462.0,3.9e-130,462.0
15580,Astyanax_pachon,KAG9267543.1,FAM53B,Mus_musculus,NP_001368787.1,FAM53B,1.58e-53,210.0,3.52e-54,210.0
11646,Astyanax_pachon,KAG9265715.1,FAM53C,Mus_musculus,NP_001344386.1,FAM53C,2.26e-23,110.0,3.76e-24,110.0
1882,Astyanax_pachon,KAG9260520.1,FAM72A,Mus_musculus,NP_780591.1,FAM72A,9.5e-53,206.0,1.99e-53,206.0
44312,Astyanax_pachon,KAG9282250.1,FAM76B,Mus_musculus,NP_789806.1,FAM76B,1.17e-127,456.0,2.5e-128,456.0
43157,Astyanax_pachon,KAG9281598.1,FAM78A,Mus_musculus,NP_001386390.1,FAM78A,3.23e-117,421.0,7.16e-118,421.0
28396,Astyanax_pachon,KAG9273670.1,FAM78B,Mus_musculus,NP_001153733.1,FAM78B,3.3e-122,438.0,5.04e-123,438.0
4448,Astyanax_pachon,KAG9261878.1,FAM81B,Mus_musculus,XP_017171183.1,FAM81B,6.76e-54,211.0,1.54e-54,211.0
47225,Astyanax_pachon,KAG9283665.1,FAM83A,Mus_musculus,NP_776287.2,FAM83A,8.28e-66,251.0,1.65e-66,251.0
30510,Astyanax_pachon,KAG9275045.1,FAM83B,Mus_musculus,NP_001038983.1,FAM83B,1.06e-125,451.0,2.39e-126,451.0
42,Astyanax_pachon,KAG9259410.1,FAM83C,Mus_musculus,NP_776287.2,FAM83A,3.43e-67,256.0,5.16e-68,256.0
1145,Astyanax_pachon,KAG9260154.1,FAM83D,Mus_musculus,NP_082251.2,FAM83D,6.92e-83,308.0,1.54e-83,308.0
8167,Astyanax_pachon,KAG9263883.1,FAM83F,Mus_musculus,NP_666098.2,FAM83F,9.42e-77,288.0,1.36e-77,288.0
5130,Astyanax_pachon,KAG9262297.1,FAM83G,Mus_musculus,XP_006534183.1,FAM83G,1.27e-126,454.0,2.18e-127,454.0
39625,Astyanax_pachon,KAG9279858.1,FAM83H,Mus_musculus,NP_001161725.1,FAM83H,1.89e-114,414.0,3.92e-115,414.0
44592,Astyanax_pachon,KAG9282379.1,FAM89A,Mus_musculus,NP_001074589.1,FAM89A,2.49e-37,155.0,5.25e-38,155.0
39340,Astyanax_pachon,KAG9279722.1,FAM8A1,Mus_musculus,NP_001028364.1,FAM8A1,4.12e-77,288.0,1.1e-77,288.0
39262,Astyanax_pachon,KAG9279697.1,FAM91A1,Mus_musculus,NP_666071.2,FAM91A1,0.0,1273.0,0.0,1273.0
19210,Astyanax_pachon,KAG9269189.1,FAM92A,Mus_musculus,NP_080834.3,CIBAR1,8.66e-93,340.0,2.17e-93,340.0
26880,Astyanax_pachon,KAG9272937.1,FAM92B,Mus_musculus,NP_001029152.2,CIBAR2,3.88e-64,245.0,7.08e-65,245.0
17371,Astyanax_pachon,KAG9268382.1,FAM98A,Mus_musculus,NP_598508.2,FAM98A,3.51e-142,505.0,6.74e-143,505.0
14117,Astyanax_pachon,KAG9266857.1,FAMILY,Mus_musculus,NP_001162095.1,C2CD4C,6.6e-115,414.0,1.36e-115,414.0
27585,Astyanax_pachon,KAG9273259.1,FAN1,Mus_musculus,NP_808561.2,FAN1,1.9499999999999998e-233,809.0,4.09e-234,809.0
25206,Astyanax_pachon,KAG9272099.1,FANCA,Mus_musculus,NP_058621.2,FANCA,1.3e-211,737.0,2.73e-212,737.0
22904,Astyanax_pachon,KAG9270982.1,FANCB,Mus_musculus,NP_001139553.1,FANCB,5.23e-58,226.0,1.0800000000000001e-58,226.0
22371,Astyanax_pachon,KAG9270700.1,FANCC,Mus_musculus,NP_001036138.1,FANCC,3.67e-55,216.0,7.26e-56,216.0
34762,Astyanax_pachon,KAG9277104.1,FANCD2,Mus_musculus,NP_001028416.2,FANCD2,0.0,1288.0,0.0,1288.0
22439,Astyanax_pachon,KAG9270743.1,FANCE,Mus_musculus,NP_001157291.1,FANCE,2.92e-39,163.0,6.17e-40,163.0
4073,Astyanax_pachon,KAG9261679.1,FANCG,Mus_musculus,NP_001413127.1,FANCG,1.0199999999999999e-52,208.0,2.08e-53,208.0
42494,Astyanax_pachon,KAG9281097.1,FANCI,Mus_musculus,XP_006540801.1,FANCI,0.0,1458.0,0.0,1458.0
31285,Astyanax_pachon,KAG9275412.1,FANCL,Mus_musculus,NP_080199.1,FANCL,2.07e-129,462.0,4.32e-130,462.0
17109,Astyanax_pachon,KAG9268224.1,FANCM,Mus_musculus,XP_006515403.1,FANCM,1.4e-297,1023.0,3.01e-298,1023.0
25021,Astyanax_pachon,KAG9271977.1,FAR1,Mus_musculus,NP_001347597.1,FAR1,2.46e-237,821.0,5.05e-238,821.0
24068,Astyanax_pachon,KAG9271498.1,FARP1,Mus_musculus,NP_598843.3,FARP1,0.0,1363.0,0.0,1363.0
36117,Astyanax_pachon,KAG9277766.1,FARP2,Mus_musculus,NP_663494.2,FARP2,0.0,1352.0,0.0,1352.0
33944,Astyanax_pachon,KAG9276728.1,FARS2,Mus_musculus,NP_077236.1,FARS2,9.05e-175,613.0,1.82e-175,613.0
9281,Astyanax_pachon,KAG9264507.1,FARSA,Mus_musculus,NP_079924.2,FARSA,4.95e-231,800.0,1.04e-231,800.0
10613,Astyanax_pachon,KAG9265222.1,FARSB,Mus_musculus,NP_001265004.1,FARSB,1.8099999999999998e-263,908.0,3.73e-264,908.0
45239,Astyanax_pachon,KAG9282718.1,FASLG,Mus_musculus,NP_034307.1,FASL,3.4900000000000005e-21,102.0,7.54e-22,102.0
16449,Astyanax_pachon,KAG9267961.1,FASN,Mus_musculus,NP_032014.3,FASN,0.0,3314.0,0.0,3314.0
28672,Astyanax_pachon,KAG9273892.1,FASTK,Mus_musculus,XP_017176555.1,FASTK,1.69e-65,251.0,1.94e-66,251.0
24308,Astyanax_pachon,KAG9271589.1,FASTKD1,Mus_musculus,NP_796218.2,FASTKD1,1.2400000000000001e-179,630.0,2.55e-180,630.0
5161,Astyanax_pachon,KAG9262311.1,FASTKD2,Mus_musculus,NP_766010.1,FASTKD2,1.43e-100,367.0,3.14e-101,367.0
28966,Astyanax_pachon,KAG9274058.1,FASTKD3,Mus_musculus,NP_001317352.1,FASTKD3,1.01e-114,414.0,2.14e-115,414.0
43259,Astyanax_pachon,KAG9281641.1,FASTKD5,Mus_musculus,NP_001139556.2,FASTKD5,1.87e-135,483.0,4.18e-136,483.0
290,Astyanax_pachon,KAG9259655.1,FAT1,Mus_musculus,XP_006509333.1,FAT1,0.0,5744.0,0.0,5744.0
25908,Astyanax_pachon,KAG9272507.1,FAT2,Mus_musculus,NP_001025159.1,FAT2,0.0,3844.0,0.0,3844.0
10959,Astyanax_pachon,KAG9265353.1,FAT3,Mus_musculus,NP_001400400.1,FAT3,0.0,5437.0,0.0,5437.0
7937,Astyanax_pachon,KAG9263768.1,FAT4,Mus_musculus,NP_899044.3,FAT4,0.0,6641.0,0.0,6641.0
45605,Astyanax_pachon,KAG9282900.1,FAU,Mus_musculus,NP_001153711.1,FAU,5.37e-54,210.0,1.1099999999999999e-54,210.0
12605,Astyanax_pachon,KAG9266176.1,FAXDC2,Mus_musculus,NP_001365168.1,FAXDC2,2.37e-114,412.0,4.0599999999999997e-115,412.0
38454,Astyanax_pachon,KAG9279246.1,FBF1,Mus_musculus,XP_030101760.1,FBF1,2.48e-78,294.0,5.0300000000000004e-79,294.0
40456,Astyanax_pachon,KAG9280245.1,FBH1,Mus_musculus,NP_056607.1,FBH1,7.16e-251,867.0,1.45e-251,867.0
107,Astyanax_pachon,KAG9259541.1,FBL,Mus_musculus,NP_032017.2,FBL,1.58e-122,439.0,3.1600000000000005e-123,439.0
41834,Astyanax_pachon,KAG9280831.1,FBLN1,Mus_musculus,NP_034310.2,FBLN1,2.2e-111,403.0,4.68e-112,403.0
20590,Astyanax_pachon,KAG9269861.1,FBLN2,Mus_musculus,NP_001074906.1,FBLN2,9.47e-174,611.0,1.89e-174,611.0
30250,Astyanax_pachon,KAG9274923.1,FBLN5,Mus_musculus,XP_006515929.1,FBLN5,3.06e-111,402.0,5.93e-112,402.0
30453,Astyanax_pachon,KAG9275013.1,FBLN7,Mus_musculus,NP_077199.2,FBLN7,1.1e-166,586.0,2.3800000000000002e-167,586.0
28031,Astyanax_pachon,KAG9273485.1,FBN1,Mus_musculus,NP_032019.2,FBN1,0.0,2024.0,0.0,2024.0
7453,Astyanax_pachon,KAG9263550.1,FBN2,Mus_musculus,NP_034311.2,FBN2,0.0,2258.0,0.0,2258.0
4220,Astyanax_pachon,KAG9261740.1,FBP1,Mus_musculus,NP_032020.2,FBP2,3.89e-154,544.0,8.07e-155,544.0
4222,Astyanax_pachon,KAG9261741.1,FBP2,Mus_musculus,NP_032020.2,FBP2,2e-151,535.0,4.13e-152,535.0
7934,Astyanax_pachon,KAG9263765.1,FBXL12,Mus_musculus,NP_038939.2,FBXL12,2.98e-25,116.0,5.38e-26,116.0
40364,Astyanax_pachon,KAG9280200.1,FBXL14,Mus_musculus,NP_598701.2,FBXL14,2.34e-123,442.0,4.83e-124,442.0
15057,Astyanax_pachon,KAG9267228.1,FBXL15,Mus_musculus,NP_598455.2,FBXL15,5.65e-32,138.0,1.1800000000000001e-32,138.0
8151,Astyanax_pachon,KAG9263872.1,FBXL16,Mus_musculus,NP_001366323.1,FBXL16,6.53e-130,464.0,1.6500000000000001e-130,464.0
22296,Astyanax_pachon,KAG9270653.1,FBXL17,Mus_musculus,NP_056609.1,FBXL17,1.0199999999999999e-108,394.0,2.3800000000000003e-109,394.0
5117,Astyanax_pachon,KAG9262282.1,FBXL18,Mus_musculus,NP_001028484.2,FBXL18,1.1200000000000002e-179,630.0,2.1699999999999997e-180,630.0
38897,Astyanax_pachon,KAG9279490.1,FBXL19,Mus_musculus,NP_001361722.1,FBXL19,1.0900000000000001e-163,577.0,1.75e-164,577.0
39558,Astyanax_pachon,KAG9279834.1,FBXL2,Mus_musculus,NP_848739.1,FBXL2,3.3300000000000003e-59,229.0,6.72e-60,229.0
38909,Astyanax_pachon,KAG9279502.1,FBXL20,Mus_musculus,NP_082425.1,FBXL20,6.259999999999999e-68,258.0,1.29e-68,258.0
42289,Astyanax_pachon,KAG9281013.1,FBXL22,Mus_musculus,NP_780415.1,FBXL22,1.12e-47,190.0,2.0599999999999997e-48,190.0
23711,Astyanax_pachon,KAG9271392.1,FBXL3,Mus_musculus,NP_001347270.1,FBXL3,1.62e-208,725.0,3.32e-209,725.0
36858,Astyanax_pachon,KAG9278327.1,FBXL4,Mus_musculus,NP_001411973.1,FBXL4,8.89e-214,743.0,1.84e-214,743.0
19225,Astyanax_pachon,KAG9269219.1,FBXL5,Mus_musculus,NP_001411533.1,FBXL5,4.89e-214,744.0,1.02e-214,744.0
37899,Astyanax_pachon,KAG9278926.1,FBXL6,Mus_musculus,NP_038937.2,FBXL6,6.589999999999999e-98,358.0,1.25e-98,358.0
33888,Astyanax_pachon,KAG9276710.1,FBXL7,Mus_musculus,NP_795933.2,FBXL7,2.8499999999999998e-95,349.0,5.87e-96,349.0
15040,Astyanax_pachon,KAG9267199.1,FBXL8,Mus_musculus,NP_056636.2,FBXL8,1.3199999999999998e-68,260.0,2.7699999999999997e-69,260.0
1007,Astyanax_pachon,KAG9260061.1,FBXO10,Mus_musculus,NP_001019313.1,FBXO10,6.16e-142,505.0,1.24e-142,505.0
16652,Astyanax_pachon,KAG9268000.1,FBXO11,Mus_musculus,NP_001074503.1,FBXO11,1.8999999999999998e-249,862.0,4.15e-250,862.0
46370,Astyanax_pachon,KAG9283254.1,FBXO15,Mus_musculus,XP_011245388.1,FBXO15,1.33e-67,257.0,2.8299999999999998e-68,257.0
1340,Astyanax_pachon,KAG9260259.1,FBXO2,Mus_musculus,NP_001406365.1,FBXO2,2.71e-55,215.0,7.730000000000001e-56,215.0
4739,Astyanax_pachon,KAG9262007.1,FBXO21,Mus_musculus,NP_001333517.1,FBXO21,1.89e-210,732.0,3.76e-211,732.0
15038,Astyanax_pachon,KAG9267196.1,FBXO22,Mus_musculus,NP_082325.2,FBXO22,2.77e-99,362.0,5.87e-100,362.0
29463,Astyanax_pachon,KAG9274372.1,FBXO24,Mus_musculus,NP_081984.1,FBXO24,1.18e-84,314.0,2.4200000000000002e-85,314.0
20541,Astyanax_pachon,KAG9269831.1,FBXO25,Mus_musculus,NP_080061.1,FBXO25,7.84e-160,563.0,1.62e-160,563.0
1039,Astyanax_pachon,KAG9260082.1,FBXO28,Mus_musculus,NP_780336.1,FBXO28,1.8400000000000002e-103,376.0,3.2799999999999996e-104,376.0
2903,Astyanax_pachon,KAG9260975.1,FBXO3,Mus_musculus,NP_065618.1,FBXO3,6.43e-186,650.0,1.22e-186,650.0
19288,Astyanax_pachon,KAG9269239.1,FBXO30,Mus_musculus,NP_001161769.1,FBXO30,4.3999999999999995e-197,688.0,7.96e-198,688.0
42496,Astyanax_pachon,KAG9281098.1,FBXO31,Mus_musculus,NP_001401852.1,FBXO31,9.95e-215,746.0,1.9800000000000002e-215,746.0
32321,Astyanax_pachon,KAG9275939.1,FBXO32,Mus_musculus,NP_080622.1,FBXO32,1.28e-155,549.0,2.64e-156,549.0
18766,Astyanax_pachon,KAG9268961.1,FBXO33,Mus_musculus,NP_001028328.2,FBXO33,1.43e-148,526.0,3.51e-149,526.0
18009,Astyanax_pachon,KAG9268657.1,FBXO34,Mus_musculus,NP_001139557.1,FBXO34,8.24e-98,358.0,1.62e-98,358.0
37765,Astyanax_pachon,KAG9278870.1,FBXO36,Mus_musculus,NP_079662.1,FBXO36,1.16e-51,203.0,2e-52,203.0
26469,Astyanax_pachon,KAG9272773.1,FBXO38,Mus_musculus,NP_598897.2,FBXO38,0.0,1481.0,0.0,1481.0
22169,Astyanax_pachon,KAG9270598.1,FBXO4,Mus_musculus,NP_598860.2,FBXO4,7.680000000000001e-79,294.0,1.66e-79,294.0
27717,Astyanax_pachon,KAG9273322.1,FBXO40,Mus_musculus,NP_001032398.1,FBXO40,2.45e-198,692.0,4.739999999999999e-199,692.0
599,Astyanax_pachon,KAG9259867.1,FBXO41,Mus_musculus,NP_001001160.1,FBXO41,1.2399999999999999e-263,909.0,2.76e-264,909.0
2293,Astyanax_pachon,KAG9260708.1,FBXO42,Mus_musculus,NP_766106.2,FBXO42,9.889999999999999e-254,876.0,1.95e-254,876.0
32156,Astyanax_pachon,KAG9275821.1,FBXO45,Mus_musculus,NP_775615.2,FBXO45,4.03e-127,454.0,8.43e-128,454.0
9892,Astyanax_pachon,KAG9264862.1,FBXO46,Mus_musculus,NP_780739.1,FBXO46,9.79e-155,547.0,1.79e-155,547.0
5751,Astyanax_pachon,KAG9262579.1,FBXO48,Mus_musculus,NP_001346091.1,FBXO48,5.29e-41,167.0,1.18e-41,167.0
30437,Astyanax_pachon,KAG9275005.1,FBXO5,Mus_musculus,XP_036011852.1,FBXO5,2.7399999999999997e-40,166.0,5.61e-41,166.0
19795,Astyanax_pachon,KAG9269524.1,FBXO6,Mus_musculus,NP_001157176.1,FBXO6,1.26e-63,243.0,2.86e-64,243.0
41628,Astyanax_pachon,KAG9280736.1,FBXO7,Mus_musculus,NP_694875.2,FBXO7,9.44e-94,344.0,2e-94,344.0
31935,Astyanax_pachon,KAG9275715.1,FBXO8,Mus_musculus,NP_056606.2,FBXO8,3.1399999999999996e-147,521.0,6.37e-148,521.0
30502,Astyanax_pachon,KAG9275037.1,FBXO9,Mus_musculus,NP_001074959.1,FBXO9,2.4000000000000002e-166,585.0,4.73e-167,585.0
15440,Astyanax_pachon,KAG9267435.1,FBXW10,Mus_musculus,NP_001028841.2,FBXW10,1.6e-95,351.0,3.05e-96,351.0
6621,Astyanax_pachon,KAG9263145.1,FBXW11,Mus_musculus,NP_001258277.1,FBXW11,4.43e-137,488.0,9.069999999999999e-138,488.0
20595,Astyanax_pachon,KAG9269863.1,FBXW12,Mus_musculus,NP_780610.2,FBXW17,8.81e-57,221.0,1.9000000000000002e-57,221.0
43584,Astyanax_pachon,KAG9281805.1,FBXW2,Mus_musculus,NP_001393198.1,FBXW2,3.16e-189,661.0,6.5e-190,661.0
