,Ast,a,a2,Homo,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
1675,Astyanax_pachon,KAG9260210.1,DNASE1L3,Homo_sapiens,NP_004935.1,DNASE1L3,9.57e-86,317.0,1.57e-86,317.0
56035,Astyanax_pachon,KAG9283693.1,DNASE2,Homo_sapiens,NP_001366.1,DNASE2,6.6300000000000005e-77,288.0,9.92e-78,288.0
16420,Astyanax_pachon,KAG9266784.1,DNASE2B,Homo_sapiens,NP_067056.2,DNASE2B,4.45e-97,355.0,6.74e-98,355.0
50641,Astyanax_pachon,KAG9281250.1,DND,Homo_sapiens,NP_919225.1,DND1,3.59e-49,196.0,4.82e-50,196.0
31907,Astyanax_pachon,KAG9272903.1,DNER,Homo_sapiens,NP_620711.3,DNER,1.64e-105,384.0,2.56e-106,384.0
5583,Astyanax_pachon,KAG9261911.1,DNM1,Homo_sapiens,NP_001005336.1,DNM1,0.0,1390.0,0.0,1390.0
30687,Astyanax_pachon,KAG9272406.1,DNM1L,Homo_sapiens,NP_001265394.1,DNM1L,0.0,1221.0,0.0,1221.0
7300,Astyanax_pachon,KAG9262849.1,DNM2,Homo_sapiens,NP_001177645.1,DNM2,0.0,1393.0,0.0,1393.0
19300,Astyanax_pachon,KAG9267893.1,DNMBP,Homo_sapiens,NP_056036.1,DNMBP,0.0,1289.0,0.0,1289.0
45241,Astyanax_pachon,KAG9278979.1,DNMT1,Homo_sapiens,NP_001124295.1,DNMT1,0.0,1962.0,0.0,1962.0
21075,Astyanax_pachon,KAG9268498.1,DNMT3A,Homo_sapiens,NP_072046.2,DNMT3A,0.0,1225.0,0.0,1225.0
23545,Astyanax_pachon,KAG9269527.1,DNMT3B,Homo_sapiens,NP_001411283.1,DNMT3B,3.2e-269,928.0,4.78e-270,928.0
42790,Astyanax_pachon,KAG9277655.1,DNPEP,Homo_sapiens,NP_001306047.1,DNPEP,8.879999999999999e-189,660.0,1.35e-189,660.0
36480,Astyanax_pachon,KAG9275093.1,DNPH1,Homo_sapiens,NP_006434.1,DNPH1,5.52e-46,184.0,9.73e-47,184.0
37466,Astyanax_pachon,KAG9275509.1,DNTT,Homo_sapiens,NP_004079.3,DNTT,2.1e-136,486.0,3.49e-137,486.0
40859,Astyanax_pachon,KAG9276942.1,DNTTIP1,Homo_sapiens,NP_443183.1,DNTTIP1,2.15e-110,399.0,3.49e-111,399.0
17827,Astyanax_pachon,KAG9267280.1,DOC2A,Homo_sapiens,XP_054170170.1,DOC2A,4.63e-143,508.0,6.54e-144,508.0
52141,Astyanax_pachon,KAG9282046.1,DOC2B,Homo_sapiens,NP_003576.2,DOC2B,1.6899999999999998e-176,619.0,2.6e-177,619.0
18329,Astyanax_pachon,KAG9267461.1,DOCK1,Homo_sapiens,NP_001277152.2,DOCK1,0.0,3024.0,0.0,3024.0
44224,Astyanax_pachon,KAG9278538.1,DOCK10,Homo_sapiens,NP_001350691.1,DOCK10,0.0,2980.0,0.0,2980.0
34650,Astyanax_pachon,KAG9274182.1,DOCK11,Homo_sapiens,XP_054182481.1,DOCK11,0.0,2718.0,0.0,2718.0
50546,Astyanax_pachon,KAG9281179.1,DOCK2,Homo_sapiens,NP_004937.1,DOCK2,0.0,2571.0,0.0,2571.0
1523,Astyanax_pachon,KAG9260179.1,DOCK3,Homo_sapiens,XP_054201478.1,DOCK3,0.0,3300.0,0.0,3300.0
48110,Astyanax_pachon,KAG9280350.1,DOCK4,Homo_sapiens,NP_055520.3,DOCK4,0.0,3083.0,0.0,3083.0
25486,Astyanax_pachon,KAG9270243.1,DOCK5,Homo_sapiens,NP_079216.4,DOCK5,0.0,2382.0,0.0,2382.0
41903,Astyanax_pachon,KAG9277312.1,DOCK7,Homo_sapiens,NP_001317543.1,DOCK7,0.0,3743.0,0.0,3743.0
26601,Astyanax_pachon,KAG9270701.1,DOCK8,Homo_sapiens,NP_982272.2,DOCK8,0.0,2707.0,0.0,2707.0
28650,Astyanax_pachon,KAG9271497.1,DOCK9,Homo_sapiens,NP_001353612.1,DOCK9,0.0,3158.0,0.0,3158.0
25035,Astyanax_pachon,KAG9270099.1,DOHH,Homo_sapiens,NP_001138637.1,DOHH,3.5999999999999996e-106,385.0,5.25e-107,385.0
35101,Astyanax_pachon,KAG9274393.1,DOK1,Homo_sapiens,NP_001372.1,DOK1,1.35e-77,291.0,1.66e-78,291.0
26242,Astyanax_pachon,KAG9270560.1,DOK2,Homo_sapiens,NP_003965.2,DOK2,3.48e-63,243.0,4.0000000000000005e-64,243.0
9685,Astyanax_pachon,KAG9263819.1,DOK3,Homo_sapiens,NP_001295164.1,DOK3,2.2099999999999998e-48,194.0,2.4e-49,194.0
17635,Astyanax_pachon,KAG9267188.1,DOK4,Homo_sapiens,NP_001356548.1,DOK4,1.4199999999999999e-142,506.0,2.13e-143,506.0
54962,Astyanax_pachon,KAG9283248.1,DOK6,Homo_sapiens,NP_689934.2,DOK6,3.61e-149,528.0,5.159999999999999e-150,528.0
37841,Astyanax_pachon,KAG9275646.1,DOK7,Homo_sapiens,NP_001288000.1,DOK7,1.78e-130,467.0,2.19e-131,467.0
14457,Astyanax_pachon,KAG9266072.1,DOLK,Homo_sapiens,NP_055723.1,DOLK,7.49e-194,677.0,1.18e-194,677.0
14508,Astyanax_pachon,KAG9266082.1,DOLPP1,Homo_sapiens,NP_065171.2,DOLPP1,2.78e-103,375.0,4.2399999999999995e-104,375.0
43896,Astyanax_pachon,KAG9278372.1,DOP1A,Homo_sapiens,NP_055833.2,DOP1A,0.0,3170.0,0.0,3170.0
27350,Astyanax_pachon,KAG9271028.1,DOP1B,Homo_sapiens,NP_001307643.1,DOP1B,0.0,2264.0,0.0,2264.0
16569,Astyanax_pachon,KAG9266836.1,DOT1L,Homo_sapiens,NP_001398070.1,DOT1L,0.0,1117.0,0.0,1117.0
51530,Astyanax_pachon,KAG9281755.1,DPAGT1,Homo_sapiens,XP_054223903.1,DPAGT1,1.67e-176,619.0,2.7300000000000002e-177,619.0
6835,Astyanax_pachon,KAG9262508.1,DPCD,Homo_sapiens,NP_056263.1,DPCD,1.0300000000000001e-71,270.0,1.47e-72,270.0
17195,Astyanax_pachon,KAG9267068.1,DPEP1,Homo_sapiens,NP_001121613.1,DPEP1,4.93e-137,488.0,7.049999999999999e-138,488.0
3377,Astyanax_pachon,KAG9260909.1,DPEP2,Homo_sapiens,NP_001356586.1,DPEP2,1.53e-107,390.0,2.64e-108,390.0
11840,Astyanax_pachon,KAG9264858.1,DPF1,Homo_sapiens,XP_054178256.1,DPF1,3.3600000000000002e-195,681.0,5.07e-196,681.0
52298,Astyanax_pachon,KAG9282121.1,DPF2,Homo_sapiens,NP_006259.1,DPF2,1.27e-171,603.0,1.61e-172,603.0
54270,Astyanax_pachon,KAG9282997.1,DPF3,Homo_sapiens,NP_001267471.1,DPF3,4.18e-152,538.0,5.76e-153,538.0
12559,Astyanax_pachon,KAG9265209.1,DPH1,Homo_sapiens,NP_001374.4,DPH1,4.93e-162,571.0,7.77e-163,571.0
34523,Astyanax_pachon,KAG9274077.1,DPH2,Homo_sapiens,NP_001375.2,DPH2,2.05e-89,330.0,3.06e-90,330.0
16062,Astyanax_pachon,KAG9266642.1,DPH5,Homo_sapiens,NP_001070862.1,DPH5,1.46e-121,436.0,2.2e-122,436.0
5680,Astyanax_pachon,KAG9261958.1,DPH7,Homo_sapiens,NP_620133.1,DPH7,1.62e-107,390.0,2.46e-108,390.0
23715,Astyanax_pachon,KAG9269616.1,DPM1,Homo_sapiens,NP_003850.1,DPM1,8.08e-120,430.0,1.29e-120,430.0
51475,Astyanax_pachon,KAG9281731.1,DPM2,Homo_sapiens,NP_003854.1,DPM2,8.13e-21,100.0,9.080000000000001e-22,100.0
45797,Astyanax_pachon,KAG9279373.1,DPM3,Homo_sapiens,NP_714963.1,DPM3,1.5899999999999999e-24,112.0,2.43e-25,112.0
28800,Astyanax_pachon,KAG9271544.1,DPP10,Homo_sapiens,NP_065919.3,DPP10,5.130000000000001e-265,914.0,7.88e-266,914.0
14004,Astyanax_pachon,KAG9265871.1,DPP3,Homo_sapiens,NP_005691.2,DPP3,0.0,1039.0,0.0,1039.0
28755,Astyanax_pachon,KAG9271518.1,DPP4,Homo_sapiens,NP_001366533.1,DPP4,3.38e-223,775.0,5.28e-224,775.0
33723,Astyanax_pachon,KAG9273655.1,DPP6,Homo_sapiens,NP_570629.2,DPP6,0.0,1024.0,0.0,1024.0
5651,Astyanax_pachon,KAG9261938.1,DPP7,Homo_sapiens,NP_037511.2,DPP7,2.76e-162,572.0,4.3600000000000005e-163,572.0
25672,Astyanax_pachon,KAG9270317.1,DPP9,Homo_sapiens,NP_001371540.1,DPP9,0.0,1470.0,0.0,1470.0
42912,Astyanax_pachon,KAG9277729.1,DPT,Homo_sapiens,NP_001928.2,DPT,9.260000000000001e-72,270.0,1.45e-72,270.0
192,Astyanax_pachon,KAG9259564.1,DPY19L1,Homo_sapiens,NP_001353602.1,DPY19L1,1.61e-257,889.0,2.48e-258,889.0
3140,Astyanax_pachon,KAG9260841.1,DPY19L3,Homo_sapiens,NP_001166245.1,DPY19L3,3.1800000000000003e-257,888.0,4.76e-258,888.0
50706,Astyanax_pachon,KAG9281276.1,DPY19L4,Homo_sapiens,NP_861452.2,DPY19L4,4.759999999999999e-274,944.0,6.659999999999999e-275,944.0
39713,Astyanax_pachon,KAG9276514.1,DPYD,Homo_sapiens,NP_000101.2,DPYD,0.0,1668.0,0.0,1668.0
55979,Astyanax_pachon,KAG9283659.1,DPYS,Homo_sapiens,NP_001376.1,DPYS,2.6699999999999997e-230,798.0,4.2700000000000004e-231,798.0
8339,Astyanax_pachon,KAG9263300.1,DPYSL2,Homo_sapiens,NP_001184222.1,DPYSL2,0.0,1051.0,0.0,1051.0
21071,Astyanax_pachon,KAG9268497.1,DPYSL5,Homo_sapiens,NP_001240652.1,DPYSL5,2.7200000000000003e-273,941.0,4.16e-274,941.0
51831,Astyanax_pachon,KAG9281897.1,DQX1,Homo_sapiens,NP_598376.2,DQX1,2.7800000000000003e-194,679.0,3.92e-195,679.0
43142,Astyanax_pachon,KAG9277792.1,DR1,Homo_sapiens,NP_001929.1,DR1,7.44e-59,227.0,1.12e-59,227.0
49099,Astyanax_pachon,KAG9280677.1,DRAM1,Homo_sapiens,NP_060840.2,DRAM1,2.03e-55,216.0,3.1000000000000003e-56,216.0
2904,Astyanax_pachon,KAG9260746.1,DRAM2,Homo_sapiens,NP_001336810.1,DRAM2,1.1599999999999999e-83,310.0,1.75e-84,310.0
919,Astyanax_pachon,KAG9259907.1,DRAP1,Homo_sapiens,NP_006433.2,DRAP1,8.14e-49,194.0,1.12e-49,194.0
1853,Astyanax_pachon,KAG9260306.1,DRAXIN-A,Homo_sapiens,NP_940947.3,DRAXIN,1.8600000000000002e-56,220.0,2.8400000000000003e-57,220.0
52966,Astyanax_pachon,KAG9282476.1,DRC1,Homo_sapiens,NP_659475.2,DRC1,4.3500000000000004e-122,439.0,7.140000000000001e-123,439.0
10838,Astyanax_pachon,KAG9264366.1,DRC3,Homo_sapiens,NP_001123562.1,DRC3,1.21e-102,374.0,1.8600000000000002e-103,374.0
29930,Astyanax_pachon,KAG9272008.1,DRC7,Homo_sapiens,NP_001276091.1,DRC7,1.2900000000000002e-215,750.0,2.02e-216,750.0
55180,Astyanax_pachon,KAG9283321.1,DRD3,Homo_sapiens,NP_000787.2,DRD3,1.28e-112,407.0,1.66e-113,407.0
17229,Astyanax_pachon,KAG9267080.1,DRD4,Homo_sapiens,NP_000788.2,DRD4,5.61e-101,368.0,9.55e-102,368.0
9520,Astyanax_pachon,KAG9263753.1,DRD5,Homo_sapiens,NP_000789.1,DRD5,1.3e-149,530.0,1.86e-150,530.0
8408,Astyanax_pachon,KAG9263335.1,DRG1,Homo_sapiens,NP_004138.1,DRG1,1.6e-198,692.0,2.45e-199,692.0
47044,Astyanax_pachon,KAG9279926.1,DRG2,Homo_sapiens,NP_001379.1,DRG2,2.66e-191,668.0,4.07e-192,668.0
37066,Astyanax_pachon,KAG9275340.1,DRGX,Homo_sapiens,NP_001263380.1,DRGX,2.77e-99,362.0,3.84e-100,362.0
18476,Astyanax_pachon,KAG9267549.1,DROSHA,Homo_sapiens,NP_001093882.1,DROSHA,0.0,1792.0,0.0,1792.0
31526,Astyanax_pachon,KAG9272754.1,DRP2,Homo_sapiens,NP_001164655.1,DRP2,0.0,1209.0,0.0,1209.0
53700,Astyanax_pachon,KAG9282790.1,DSC1,Homo_sapiens,NP_077739.1,DSC1,2.93e-147,523.0,4.46e-148,523.0
7969,Astyanax_pachon,KAG9263114.1,DSCAM,Homo_sapiens,NP_001380.2,DSCAM,0.0,3199.0,0.0,3199.0
38114,Astyanax_pachon,KAG9275781.1,DSCC1,Homo_sapiens,NP_076999.2,DSCC1,4.900000000000001e-156,551.0,7.31e-157,551.0
52544,Astyanax_pachon,KAG9282258.1,DSE,Homo_sapiens,NP_001074445.1,DSE,0.0,1227.0,0.0,1227.0
55680,Astyanax_pachon,KAG9283522.1,DSEL,Homo_sapiens,NP_115536.2,DSEL,0.0,1544.0,0.0,1544.0
53699,Astyanax_pachon,KAG9282789.1,DSG2,Homo_sapiens,NP_001934.2,DSG2,2.7200000000000002e-133,477.0,3.93e-134,477.0
35700,Astyanax_pachon,KAG9274779.1,DSP,Homo_sapiens,NP_004406.2,DSP,0.0,1242.0,0.0,1242.0
2870,Astyanax_pachon,KAG9260725.1,DSTYK,Homo_sapiens,NP_056190.1,DSTYK,0.0,1173.0,0.0,1173.0
43294,Astyanax_pachon,KAG9277858.1,DTD1,Homo_sapiens,NP_543010.3,DTD1,1.58e-76,286.0,2.3e-77,286.0
20102,Astyanax_pachon,KAG9268130.1,DTD2,Homo_sapiens,NP_542395.1,DTD2,1.7600000000000001e-59,229.0,2.67e-60,229.0
35054,Astyanax_pachon,KAG9274368.1,DTHD1,Homo_sapiens,NP_001130008.2,DTHD1,3.5000000000000004e-129,463.0,3.54e-130,463.0
38180,Astyanax_pachon,KAG9275795.1,DTNA,Homo_sapiens,NP_001381.2,DTNA,4.57e-243,841.0,6.95e-244,841.0
21092,Astyanax_pachon,KAG9268499.1,DTNB,Homo_sapiens,NP_001307862.1,DTNB,1.4400000000000001e-276,952.0,2.12e-277,952.0
46211,Astyanax_pachon,KAG9279606.1,DTNBP1,Homo_sapiens,XP_054212491.1,DTNBP1,1.02e-43,177.0,1.4e-44,177.0
38476,Astyanax_pachon,KAG9275954.1,DTNBP1A,Homo_sapiens,NP_115498.2,DTNBP1,7.1e-96,351.0,1.05e-96,351.0
33417,Astyanax_pachon,KAG9273489.1,DTWD1,Homo_sapiens,NP_001138427.1,DTWD1,1.1000000000000001e-70,267.0,1.76e-71,267.0
15132,Astyanax_pachon,KAG9266315.1,DTWD2,Homo_sapiens,NP_775937.1,DTWD2,3.05e-93,342.0,4.5599999999999997e-94,342.0
25549,Astyanax_pachon,KAG9270272.1,DTX1,Homo_sapiens,NP_004407.2,DTX1,7.45e-277,953.0,1.1199999999999999e-277,953.0
52114,Astyanax_pachon,KAG9282035.1,DTX2,Homo_sapiens,NP_001096064.1,DTX2,3.3e-152,539.0,4.74e-153,539.0
24212,Astyanax_pachon,KAG9269777.1,DTX3,Homo_sapiens,NP_001273174.1,DTX3,2.43e-75,283.0,3.09e-76,283.0
2247,Astyanax_pachon,KAG9260451.1,DTX3L,Homo_sapiens,NP_612144.1,DTX3L,3.9500000000000004e-58,227.0,4.7e-59,227.0
34692,Astyanax_pachon,KAG9274198.1,DTX4,Homo_sapiens,NP_055992.1,DTX4,2.26e-237,822.0,3.03e-238,822.0
43046,Astyanax_pachon,KAG9277762.1,DTYMK,Homo_sapiens,NP_036277.2,DTYMK,4.890000000000001e-75,281.0,7.48e-76,281.0
49911,Astyanax_pachon,KAG9280973.1,DUOXA1,Homo_sapiens,NP_997464.2,DUOXA2,1.37e-73,277.0,1.81e-74,277.0
18448,Astyanax_pachon,KAG9267533.1,DUPD1,Homo_sapiens,NP_001003892.1,DUSP29,4.64e-53,208.0,7.329999999999999e-54,208.0
10061,Astyanax_pachon,KAG9263999.1,DUS1L,Homo_sapiens,NP_071439.3,DUS1L,8.41e-198,690.0,1.2600000000000001e-198,690.0
50167,Astyanax_pachon,KAG9281057.1,DUS2,Homo_sapiens,NP_001258691.1,DUS2,1.0600000000000001e-173,610.0,1.59e-174,610.0
50911,Astyanax_pachon,KAG9281475.1,DUS3L,Homo_sapiens,NP_064560.2,DUS3L,1.2700000000000001e-185,650.0,1.91e-186,650.0
48723,Astyanax_pachon,KAG9280546.1,DUS4L,Homo_sapiens,NP_001257348.1,DUS4L,5.51e-133,474.0,8.91e-134,474.0
29583,Astyanax_pachon,KAG9271856.1,DUSP1,Homo_sapiens,NP_004408.1,DUSP1,6.11e-148,524.0,9.16e-149,524.0
53036,Astyanax_pachon,KAG9282519.1,DUSP10,Homo_sapiens,NP_009138.1,DUSP10,9.39e-183,640.0,1.45e-183,640.0
8613,Astyanax_pachon,KAG9263418.1,DUSP11,Homo_sapiens,NP_003575.3,DUSP11,2.9999999999999998e-61,236.0,4.1e-62,236.0
18447,Astyanax_pachon,KAG9267530.1,DUSP13,Homo_sapiens,NP_001007272.1,DUSP13A,1.47e-58,226.0,2.3900000000000003e-59,226.0
12668,Astyanax_pachon,KAG9265258.1,DUSP14,Homo_sapiens,NP_008957.1,DUSP14,1.5100000000000002e-79,296.0,2.13e-80,296.0
48779,Astyanax_pachon,KAG9280573.1,DUSP16,Homo_sapiens,NP_085143.1,DUSP16,5.39e-176,618.0,8.380000000000001e-177,618.0
29497,Astyanax_pachon,KAG9271816.1,DUSP19,Homo_sapiens,NP_543152.1,DUSP19,6.44e-70,264.0,1e-70,264.0
26053,Astyanax_pachon,KAG9270486.1,DUSP2,Homo_sapiens,NP_004409.1,DUSP2,3.61e-81,302.0,5.28e-82,302.0
35438,Astyanax_pachon,KAG9274641.1,DUSP22B,Homo_sapiens,NP_001408963.1,LOC124907782,1.52e-64,246.0,2.23e-65,246.0
21660,Astyanax_pachon,KAG9268712.1,DUSP23,Homo_sapiens,NP_001306587.1,DUSP23,6.74e-50,197.0,1.02e-50,197.0
7641,Astyanax_pachon,KAG9263002.1,DUSP26,Homo_sapiens,NP_001292044.1,DUSP26,6.1e-67,254.0,9.99e-68,254.0
6412,Astyanax_pachon,KAG9262341.1,DUSP27,Homo_sapiens,NP_001073895.1,STYXL2,4.1799999999999997e-191,669.0,6.4800000000000006e-192,669.0
44789,Astyanax_pachon,KAG9278799.1,DUSP28,Homo_sapiens,NP_001028747.1,DUSP28,6.13e-37,154.0,1.06e-37,154.0
19056,Astyanax_pachon,KAG9267816.1,DUSP3,Homo_sapiens,NP_004081.1,DUSP3,3.8200000000000005e-71,268.0,5.35e-72,268.0
13337,Astyanax_pachon,KAG9265526.1,DUSP4,Homo_sapiens,NP_001385.1,DUSP4,2.5499999999999998e-138,492.0,4.22e-139,492.0
3966,Astyanax_pachon,KAG9261140.1,DUSP5,Homo_sapiens,NP_004410.3,DUSP5,2.96e-97,356.0,3.59e-98,356.0
30179,Astyanax_pachon,KAG9272129.1,DUSP6,Homo_sapiens,NP_001937.2,DUSP6,1.58e-176,619.0,2.4e-177,619.0
2195,Astyanax_pachon,KAG9260439.1,DUSP7,Homo_sapiens,NP_001938.2,DUSP7,1.5300000000000002e-179,629.0,2.58e-180,629.0
50402,Astyanax_pachon,KAG9281121.1,DUSP8,Homo_sapiens,NP_004411.2,DUSP8,5.15e-154,545.0,7.44e-155,545.0
33408,Astyanax_pachon,KAG9273484.1,DUT,Homo_sapiens,NP_001939.1,DUT,3.98e-65,248.0,4.97e-66,248.0
21757,Astyanax_pachon,KAG9268737.1,DVR1,Homo_sapiens,NP_065685.1,GDF3,1.1e-69,264.0,1.68e-70,264.0
10883,Astyanax_pachon,KAG9264384.1,DXO,Homo_sapiens,NP_005501.2,DXO,2.15e-118,426.0,3.13e-119,426.0
32713,Astyanax_pachon,KAG9273154.1,DYE,Homo_sapiens,NP_055484.3,NUP93,0.0,1374.0,0.0,1374.0
15265,Astyanax_pachon,KAG9266356.1,DYM,Homo_sapiens,NP_060123.3,DYM,1.18e-284,979.0,1.79e-285,979.0
38486,Astyanax_pachon,KAG9275961.1,DYNC1I1,Homo_sapiens,NP_004402.1,DYNC1I1,3.3699999999999997e-292,1004.0,5.16e-293,1004.0
43203,Astyanax_pachon,KAG9277817.1,DYNC1I2,Homo_sapiens,NP_001258715.1,DYNC1I2,2.19e-259,895.0,3.27e-260,895.0
28502,Astyanax_pachon,KAG9271454.1,DYNC1I2A,Homo_sapiens,NP_001258714.1,DYNC1I2,1.44e-279,962.0,2.24e-280,962.0
4128,Astyanax_pachon,KAG9261201.1,DYNC1LI2,Homo_sapiens,NP_006132.1,DYNC1LI2,5.1099999999999995e-205,714.0,7.820000000000001e-206,714.0
12744,Astyanax_pachon,KAG9265294.1,DYNC2H1,Homo_sapiens,NP_001368.2,DYNC2H1,0.0,5962.0,0.0,5962.0
36599,Astyanax_pachon,KAG9275141.1,DYNC2LI1,Homo_sapiens,NP_057092.2,DYNC2LI1,2.35e-116,419.0,3.55e-117,419.0
12638,Astyanax_pachon,KAG9265255.1,DYNLL2,Homo_sapiens,NP_542408.1,DYNLL2,2.6e-45,181.0,3.98e-46,181.0
50198,Astyanax_pachon,KAG9281071.1,DYNLRB2,Homo_sapiens,NP_570967.1,DYNLRB2,3.39e-44,178.0,3.4299999999999996e-45,178.0
3710,Astyanax_pachon,KAG9261018.1,DYNLT3,Homo_sapiens,NP_006511.1,DYNLT3,5.18e-40,164.0,6.8e-41,164.0
12974,Astyanax_pachon,KAG9265386.1,DYRK1A,Homo_sapiens,NP_001334650.1,DYRK1A,2.8599999999999998e-297,1021.0,4.6e-298,1021.0
48074,Astyanax_pachon,KAG9280316.1,DYRK2,Homo_sapiens,NP_006473.2,DYRK2,2.63e-282,971.0,4.13e-283,971.0
29791,Astyanax_pachon,KAG9271960.1,DYRK4,Homo_sapiens,NP_001393948.1,DYRK4,9.25e-163,574.0,1.1500000000000001e-163,574.0
34882,Astyanax_pachon,KAG9274280.1,DYSF,Homo_sapiens,NP_001124448.1,DYSF,0.0,2894.0,0.0,2894.0
4070,Astyanax_pachon,KAG9261183.1,DZANK1,Homo_sapiens,XP_054179570.1,DZANK1,2.18e-140,500.0,3.21e-141,500.0
43305,Astyanax_pachon,KAG9277868.1,DZIP1,Homo_sapiens,NP_001164009.1,DZIP1L,1.09e-49,199.0,9.19e-51,199.0
20694,Astyanax_pachon,KAG9268364.1,E2F2,Homo_sapiens,NP_004082.1,E2F2,6.55e-86,318.0,1.12e-86,318.0
38794,Astyanax_pachon,KAG9276156.1,E2F3,Homo_sapiens,NP_001940.1,E2F3,8.06e-99,361.0,1.3600000000000001e-99,361.0
30140,Astyanax_pachon,KAG9272113.1,E2F4,Homo_sapiens,NP_001941.2,E2F4,3.13e-123,442.0,4.980000000000001e-124,442.0
34312,Astyanax_pachon,KAG9273987.1,E2F5,Homo_sapiens,NP_001942.2,E2F5,4.69e-94,345.0,6.62e-95,345.0
15412,Astyanax_pachon,KAG9266401.1,E2F8,Homo_sapiens,NP_001243300.1,E2F8,6.299999999999999e-138,492.0,9.29e-139,492.0
10665,Astyanax_pachon,KAG9264313.1,E4F1,Homo_sapiens,NP_004415.4,E4F1,5.9599999999999996e-61,236.0,9.73e-62,236.0
44086,Astyanax_pachon,KAG9278485.1,EAF1,Homo_sapiens,NP_149074.3,EAF1,2.57e-93,342.0,4.1e-94,342.0
27724,Astyanax_pachon,KAG9271147.1,EAF2,Homo_sapiens,NP_060926.2,EAF2,5.05e-68,258.0,7.69e-69,258.0
21452,Astyanax_pachon,KAG9268638.1,EAPP,Homo_sapiens,NP_060923.2,EAPP,1.3e-83,310.0,1.8699999999999999e-84,310.0
7385,Astyanax_pachon,KAG9262923.1,EARS2,Homo_sapiens,NP_001077083.1,EARS2,9.209999999999999e-170,597.0,1.38e-170,597.0
39410,Astyanax_pachon,KAG9276371.1,EBAG9,Homo_sapiens,NP_001265867.1,EBAG9,1.34e-63,243.0,2.07e-64,243.0
13149,Astyanax_pachon,KAG9265479.1,EBF1,Homo_sapiens,NP_001311030.1,EBF1,1.97e-293,1008.0,3.0200000000000002e-294,1008.0
31479,Astyanax_pachon,KAG9272737.1,EBF1A,Homo_sapiens,NP_076870.1,EBF1,0.0,1040.0,0.0,1040.0
18305,Astyanax_pachon,KAG9267454.1,EBF3,Homo_sapiens,NP_001362308.1,EBF3,0.0,1082.0,0.0,1082.0
33993,Astyanax_pachon,KAG9273764.1,EBI3,Homo_sapiens,NP_005746.2,EBI3,4.03e-29,129.0,4.61e-30,129.0
33779,Astyanax_pachon,KAG9273685.1,EBNA1BP2,Homo_sapiens,NP_006815.2,EBNA1BP2,3.77e-66,252.0,5.7999999999999994e-67,252.0
23618,Astyanax_pachon,KAG9269574.1,EBP,Homo_sapiens,NP_006570.1,EBP,5.04e-81,301.0,7.739999999999999e-82,301.0
6691,Astyanax_pachon,KAG9262465.1,EBPL,Homo_sapiens,NP_115954.1,EBPL,1.6000000000000002e-70,266.0,2.38e-71,266.0
2967,Astyanax_pachon,KAG9260766.1,ECE1,Homo_sapiens,NP_001106820.1,ECE1,0.0,1126.0,0.0,1126.0
12240,Astyanax_pachon,KAG9265045.1,ECE2,Homo_sapiens,NP_001093591.1,ECE2,0.0,1194.0,0.0,1194.0
12818,Astyanax_pachon,KAG9265312.1,ECEL1,Homo_sapiens,NP_004817.2,ECEL1,0.0,1094.0,0.0,1094.0
44330,Astyanax_pachon,KAG9278570.1,ECH1,Homo_sapiens,NP_001389.2,ECH1,2.6699999999999998e-111,402.0,4.35e-112,402.0
39302,Astyanax_pachon,KAG9276332.1,ECHDC1,Homo_sapiens,NP_001002030.1,ECHDC1,1.2099999999999999e-92,340.0,1.84e-93,340.0
53585,Astyanax_pachon,KAG9282726.1,ECHDC2,Homo_sapiens,NP_001185890.1,ECHDC2,7.96e-94,344.0,1.12e-94,344.0
49291,Astyanax_pachon,KAG9280737.1,ECHDC3,Homo_sapiens,NP_078969.3,ECHDC3,2.76e-99,362.0,4.42e-100,362.0
37332,Astyanax_pachon,KAG9275453.1,ECHS1,Homo_sapiens,NP_004083.3,ECHS1,2.47e-114,412.0,3.76e-115,412.0
9803,Astyanax_pachon,KAG9263863.1,ECI1,Homo_sapiens,NP_001910.2,ECI1,4.0000000000000003e-88,325.0,6.0599999999999994e-89,325.0
40359,Astyanax_pachon,KAG9276736.1,ECI2,Homo_sapiens,NP_996667.2,ECI2,8.71e-137,487.0,1.35e-137,487.0
39831,Astyanax_pachon,KAG9276551.1,ECM1,Homo_sapiens,NP_004416.2,ECM1,1.58e-32,141.0,2.66e-33,141.0
1924,Astyanax_pachon,KAG9260346.1,ECM2,Homo_sapiens,NP_001384.1,ECM2,3.02e-148,526.0,4.36e-149,526.0
28078,Astyanax_pachon,KAG9271322.1,ECRG4A,Homo_sapiens,NP_115787.1,ECRG4,6.17e-25,114.0,9.77e-26,114.0
43459,Astyanax_pachon,KAG9277930.1,ECRG4B,Homo_sapiens,NP_115787.1,ECRG4,3.47e-24,112.0,3.91e-25,112.0
34584,Astyanax_pachon,KAG9274146.1,ECSIT,Homo_sapiens,NP_057665.2,ECSIT,1.5700000000000002e-110,400.0,2.29e-111,400.0
15573,Astyanax_pachon,KAG9266450.1,ECT2,Homo_sapiens,NP_001336023.1,ECT2,0.0,1238.0,0.0,1238.0
20990,Astyanax_pachon,KAG9268466.1,ECT2L,Homo_sapiens,XP_054211305.1,ECT2L,4.44e-217,755.0,6.84e-218,755.0
