,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
312,CORO1C,NP_001098707.1,"[('KAG9281819.1', 'CORO1CA')]",313
313,COX6A1,NP_004364.2,"[('KAG9264110.1', 'KAG9264110.1'), ('KAG9270571.1', 'KAG9270571.1')]",314
314,COX7C,NP_001858.1,"[('KAG9261781.1', 'COX7C')]",315
315,CPD,NP_001295.2,"[('KAG9265183.1', 'CPD')]",316
316,CPEB1,NP_085097.3,"[('KAG9260838.1', 'CPEB1')]",317
317,CPT1A,XP_054223670.1,"[('KAG9281126.1', 'CPT1A')]",318
318,CR2,NP_001006659.1,"[('KAG9269252.1', 'CSMD3')]",319
319,CRABP1,NP_004369.1,"[('KAG9280708.1', 'CRABP1')]",320
320,CRABP2,NP_001186652.1,"[('KAG9275779.1', 'CRABP2')]",321
321,CREB1,NP_001358355.1,"[('KAG9262523.1', 'CREB1'), ('KAG9271194.1', 'CREB1')]",322
322,CREB3L4,NP_570968.1,"[('KAG9276291.1', 'CREB3L4')]",323
323,CREB5,XP_054215370.1,"[('KAG9276686.1', 'CREB5')]",324
324,CREBBP,XP_054235597.1,"[('KAG9261318.1', 'CREBBP')]",325
325,CREG1,NP_003842.1,"[('KAG9262338.1', 'CREG1')]",326
326,CRH,XP_054215776.1,"[('KAG9278249.1', 'CRF1')]",327
327,CRHBP,NP_001873.2,"[('KAG9266003.1', 'CRHBP')]",328
328,CRHR1,NP_001138618.1,"[('KAG9264485.1', 'CRHR1'), ('KAG9276213.1', 'CRHR1')]",329
329,CRISP3,NP_006052.2,"[('KAG9283750.1', 'KAG9283750.1')]",330
330,CRLF1,NP_004741.1,"[('KAG9266841.1', 'CRLF1'), ('KAG9273766.1', 'CRLF1')]",331
331,CRMP1,NP_001014809.1,"[('KAG9259643.1', 'CRMP1')]",332
332,CRTC1,NP_001091952.1,"[('KAG9266767.1', 'CRTC1')]",333
333,CRY1,NP_001400389.1,"[('KAG9280281.1', 'CRY1')]",334
334,CRYAB,NP_001355174.1,"[('KAG9281994.1', 'CRYAB')]",335
335,CRYGB,NP_005201.2,"[('KAG9267883.1', 'GM2')]",336
336,CSF1R,NP_001336665.1,"[('KAG9281198.1', 'CSF1R')]",337
337,CSF3R,NP_758519.1,"[('KAG9276441.1', 'CSF3R')]",338
338,CSH1,NP_001308.1,"[('KAG9279222.1', 'GH')]",339
339,CSNK2A1,NP_001349700.1,"[('KAG9260400.1', 'CSNK2A1'), ('KAG9276627.1', 'CSNK2A1')]",340
340,CSNK2B,NP_001311.3,"[('KAG9279620.1', 'CSNK2B')]",341
341,CTBP1,NP_001319.1,"[('KAG9272194.1', 'CTBP1')]",342
342,CTBP2,NP_001307941.1,"[('KAG9272202.1', 'CTBP1')]",343
343,CTCF,XP_054235373.1,"[('KAG9273247.1', 'CTCF')]",344
344,CTLA4,NP_005205.2,"[('KAG9271562.1', 'CD28')]",345
345,CTPS1,XP_054190666.1,"[('KAG9276429.1', 'CTPS1')]",346
346,CTSB,NP_001371654.1,"[('KAG9282543.1', 'CTSB')]",347
347,CTSD,NP_001900.1,"[('KAG9273119.1', 'CTSD')]",348
348,CTSG,NP_001902.1,"[('KAG9266879.1', 'MCPT4'), ('KAG9266880.1', 'MCPT4'), ('KAG9266886.1', 'MCPT1')]",349
349,CTSK,NP_000387.1,"[('KAG9276598.1', 'CTSK')]",350
350,CTSL,NP_001369686.1,"[('KAG9261742.1', 'CTSL'), ('KAG9281925.1', 'CTSL')]",351
351,CTSV,NP_001324.2,"[('KAG9261742.1', 'CTSL'), ('KAG9281925.1', 'CTSL')]",352
352,CXCL14,NP_004878.3,"[('KAG9272486.1', 'CXCL14')]",353
353,CXCL2,NP_002080.1,"[('KAG9259640.1', 'CXCL8')]",354
354,CXCL8,NP_000575.1,"[('KAG9259640.1', 'CXCL8'), ('KAG9261719.1', 'CXCL8')]",355
355,CXCR1,NP_000625.1,"[('KAG9271812.1', 'CXCR1')]",356
356,CXCR2,XP_054197796.1,"[('KAG9271812.1', 'CXCR1')]",357
357,CXCR5,XP_054225616.1,"[('KAG9273314.1', 'CXCR5')]",358
358,CXXC5,NP_057547.5,"[('KAG9265735.1', 'CXXC5')]",359
359,CYBB,NP_000388.2,"[('KAG9261019.1', 'CYBB')]",360
360,CYFIP2,NP_001278651.1,"[('KAG9272717.1', 'CYFIP2')]",361
361,CYLD,NP_056062.1,"[('KAG9260925.1', 'CYLD')]",362
362,CYP11A1,NP_000772.2,"[('KAG9281025.1', 'CYP11A1')]",363
363,CYP11B2,NP_000489.3,"[('KAG9276288.1', 'CYP11B')]",364
364,CYP17A1,NP_000093.1,"[('KAG9275388.1', 'CYP17A1')]",365
365,CYP19A1,NP_001334177.1,"[('KAG9273473.1', 'CYP19A1')]",366
366,CYP1B1,NP_000095.2,"[('KAG9268172.1', 'CYP1B1'), ('KAG9275526.1', 'CYP1B1')]",367
367,CYP27A1,NP_000775.1,"[('KAG9271146.1', 'CYP27A1'), ('KAG9271618.1', 'CYP27A1'), ('KAG9271619.1', 'CYP27A1')]",368
368,CYP27B1,NP_000776.1,"[('KAG9260437.1', 'CYP27B1')]",369
369,CYP2A6,NP_000753.3,"[('KAG9278554.1', 'CYP2G1')]",370
370,CYP2C19,NP_000760.1,"[('KAG9278554.1', 'CYP2G1')]",371
371,CYP2C8,NP_000761.3,"[('KAG9278554.1', 'CYP2G1')]",372
372,CYP2C9,NP_000762.2,"[('KAG9278554.1', 'CYP2G1')]",373
373,CYP2F1,NP_000765.2,"[('KAG9278554.1', 'CYP2G1')]",374
374,CYP2J2,NP_000766.2,"[('KAG9269222.1', 'CYP2J6'), ('KAG9282744.1', 'CYP2J2'), ('KAG9282745.1', 'CYP2J2')]",375
375,CYP3A4,NP_001189784.1,"[('KAG9262887.1', 'CYP3A30')]",376
376,CYP3A5,NP_000768.1,"[('KAG9262887.1', 'CYP3A30')]",377
377,CYP3A7,NP_000756.3,"[('KAG9262887.1', 'CYP3A30')]",378
378,CYP46A1,NP_006659.1,"[('KAG9282535.1', 'CYP46A1')]",379
379,CYP4F12,NP_076433.3,"[('KAG9268042.1', 'CYP4F3')]",380
380,CYP7A1,NP_000771.2,"[('KAG9264736.1', 'CYP7A1')]",381
381,CYP8B1,NP_004382.2,"[('KAG9274772.1', 'CYP8B1')]",382
382,CYSLTR1,NP_001269115.1,"[('KAG9271911.1', 'CYSLTR1')]",383
383,DACT1,NP_057735.2,"[('KAG9268659.1', 'KAG9268659.1')]",384
384,DACT3,NP_659493.2,"[('KAG9263557.1', 'KAG9263557.1')]",385
385,DAP3,NP_387506.1,"[('KAG9276052.1', 'DAP3')]",386
386,DAPK1,XP_054218179.1,"[('KAG9261744.1', 'DAPK1')]",387
387,DBF4,NP_006707.1,"[('KAG9283639.1', 'KAG9283639.1')]",388
388,DBH,NP_000778.3,"[('KAG9263268.1', 'DBH')]",389
389,DBI,NP_001171514.1,"[('KAG9271527.1', 'DBI')]",390
390,DCC,NP_005206.2,"[('KAG9281646.1', 'DCC')]",391
391,DCDC2,NP_057440.2,"[('KAG9268490.1', 'DCDC2'), ('KAG9276337.1', 'DCDC2')]",392
392,DCK,NP_000779.1,"[('KAG9266035.1', 'DCK')]",393
393,DDB1,NP_001914.3,"[('KAG9272921.1', 'DDB1')]",394
394,DDB2,NP_001386804.1,"[('KAG9273204.1', 'DDB2')]",395
395,DDIT4,NP_061931.1,"[('KAG9267988.1', 'DDIT4')]",396
396,DDR2,NP_001341911.1,"[('KAG9277271.1', 'DDR2')]",397
397,DDX18,NP_006764.3,"[('KAG9271542.1', 'DDX18')]",398
398,DDX21,NP_004719.2,"[('KAG9260095.1', 'DDX21')]",399
399,DEDD,NP_127491.1,"[('KAG9270173.1', 'DEDD')]",400
400,DENND4A,NP_001363848.1,"[('KAG9273183.1', 'DENND4A')]",401
401,DES,NP_001369641.1,"[('KAG9277654.1', 'DES')]",402
402,DHCR24,NP_055577.1,"[('KAG9282682.1', 'DHCR24')]",403
403,DHFR,NP_000782.1,"[('KAG9261484.1', 'DHFR')]",404
404,DHX9,NP_001348.2,"[('KAG9273827.1', 'DHX9')]",405
405,DICER1,NP_001382606.1,"[('KAG9268913.1', 'DICER1')]",406
406,DKK1,NP_036374.1,"[('KAG9267310.1', 'DKK1')]",407
407,DKK3,NP_056965.3,"[('KAG9267121.1', 'DKK3')]",408
408,DLG4,NP_001308003.1,"[('KAG9269420.1', 'KAG9269420.1'), ('KAG9281562.1', 'KAG9281562.1')]",409
409,DLK1,NP_003827.4,"[('KAG9268219.1', 'KAG9268219.1')]",410
410,DLL4,NP_061947.1,"[('KAG9282989.1', 'DLL4')]",411
411,DLX3,NP_005211.1,"[('KAG9267324.1', 'DLX3B')]",412
412,DLX4,NP_612138.1,"[('KAG9263941.1', 'DLX4A')]",413
413,DLX5,NP_005212.1,"[('KAG9279805.1', 'DLX5A')]",414
414,DMAP1,NP_061973.1,"[('KAG9270121.1', 'DMAP1')]",415
415,DMD,XP_054182594.1,"[('KAG9262123.1', 'DMD')]",416
416,DMRT1,XP_054218204.1,"[('KAG9261729.1', 'DMRT1')]",417
417,DNAJC12,NP_068572.1,"[('KAG9274832.1', 'KAG9274832.1')]",418
418,DNAJC3,XP_054230731.1,"[('KAG9271209.1', 'KAG9271209.1'), ('KAG9274323.1', 'KAG9274323.1')]",419
419,DNASE2,NP_001366.1,"[('KAG9283693.1', 'DNASE2')]",420
420,DNASE2B,NP_067056.2,"[('KAG9266784.1', 'DNASE2B')]",421
421,DNM3,XP_054191858.1,"[('KAG9282705.1', 'DNM2')]",422
422,DNMT1,NP_001370.1,"[('KAG9278979.1', 'DNMT1')]",423
423,DNMT3A,NP_072046.2,"[('KAG9268498.1', 'DNMT3A'), ('KAG9282349.1', 'DNMT3A')]",424
424,DNMT3B,XP_054179091.1,"[('KAG9269527.1', 'DNMT3B')]",425
425,DOCK1,NP_001364473.1,"[('KAG9267461.1', 'DOCK1')]",426
426,DOK1,NP_001372.1,"[('KAG9274393.1', 'DOK1')]",427
427,DPYSL2,NP_001184222.1,"[('KAG9263300.1', 'DPYSL2')]",428
428,DR1,NP_001929.1,"[('KAG9277792.1', 'DR1')]",429
429,DRAM1,NP_060840.2,"[('KAG9280677.1', 'DRAM1')]",430
430,DRAP1,NP_006433.2,"[('KAG9259907.1', 'DRAP1')]",431
431,DRD1,NP_000785.1,"[('KAG9265973.1', 'D14')]",432
432,DRG2,XP_054171280.1,"[('KAG9279926.1', 'DRG2')]",433
433,DROSHA,NP_001093882.1,"[('KAG9267549.1', 'DROSHA')]",434
434,DSC2,NP_077740.1,"[('KAG9282790.1', 'DSC1')]",435
435,DST,NP_001138241.1,"[('KAG9275052.1', 'MACF1')]",436
436,DUSP1,NP_004408.1,"[('KAG9271856.1', 'DUSP1')]",437
437,DUSP10,NP_009138.1,"[('KAG9282519.1', 'DUSP10')]",438
438,DUSP4,NP_001385.1,"[('KAG9265526.1', 'DUSP4')]",439
439,DYRK1A,NP_001387.2,"[('KAG9263649.1', 'DYRK1A'), ('KAG9265386.1', 'DYRK1A')]",440
440,E2F3,NP_001940.1,"[('KAG9276156.1', 'E2F3')]",441
441,E2F4,NP_001941.2,"[('KAG9272113.1', 'E2F4')]",442
442,E2F5,NP_001942.2,"[('KAG9273987.1', 'E2F5')]",443
443,E4F1,XP_054235707.1,"[('KAG9264313.1', 'E4F1')]",444
444,EAF1,NP_149074.3,"[('KAG9278485.1', 'EAF1')]",445
445,EAF2,NP_060926.2,"[('KAG9271147.1', 'EAF2')]",446
446,EAPP,NP_060923.2,"[('KAG9268638.1', 'EAPP')]",447
447,EBI3,NP_005746.2,"[('KAG9273764.1', 'EBI3')]",448
448,EBNA1BP2,NP_001153408.1,"[('KAG9273685.1', 'EBNA1BP2')]",449
449,ECE1,NP_001106819.1,"[('KAG9260766.1', 'ECE1')]",450
450,ECM1,NP_004416.2,"[('KAG9276551.1', 'ECM1')]",451
451,ECT2,XP_054201521.1,"[('KAG9266450.1', 'ECT2')]",452
452,EDN1,NP_001946.3,"[('KAG9280082.1', 'EDN1')]",453
453,EFNB3,NP_001397.1,"[('KAG9263168.1', 'EFNB3'), ('KAG9274528.1', 'EFNB3')]",454
454,EGF,NP_001954.2,"[('KAG9272341.1', 'EGF')]",455
455,EGFR,NP_005219.2,"[('KAG9278768.1', 'EGFR')]",456
456,EGLN1,NP_071334.1,"[('KAG9266431.1', 'KAG9266431.1')]",457
457,EGR1,NP_001955.1,"[('KAG9272198.1', 'EGR1')]",458
458,EGR2,NP_001397860.1,"[('KAG9267612.1', 'EGR2B')]",459
459,EGR3,NP_004421.2,"[('KAG9270436.1', 'EGR3')]",460
460,EHF,NP_001364982.1,"[('KAG9281081.1', 'EHF')]",461
461,EHMT2,NP_001382094.1,"[('KAG9281379.1', 'EHMT2')]",462
462,EIF2AK1,NP_001127807.1,"[('KAG9267697.1', 'EIF2AK1')]",463
463,EIF3M,NP_006351.2,"[('KAG9272836.1', 'EIF3M')]",464
464,ELAVL1,XP_054176123.1,"[('KAG9266717.1', 'ELAVL1'), ('KAG9273929.1', 'ELAVL1')]",465
465,ELF1,NP_001138825.1,"[('KAG9272756.1', 'ELF4')]",466
466,ELF3,NP_001107781.1,"[('KAG9260735.1', 'ELF3')]",467
467,ELK1,NP_005220.2,"[('KAG9270037.1', 'ELK1')]",468
468,ELK3,NP_001400690.1,"[('KAG9280344.1', 'ELK3')]",469
469,ELK4,NP_001964.2,"[('KAG9260271.1', 'ELK4')]",470
470,ELL,NP_006523.1,"[('KAG9266837.1', 'ELL')]",471
471,ELMO3,NP_078988.3,"[('KAG9272114.1', 'ELMO3')]",472
472,EMSY,NP_001287871.1,"[('KAG9263658.1', 'EMSY')]",473
473,EMX2,NP_004089.1,"[('KAG9274868.1', 'EMX2')]",474
474,EN1,NP_001417.3,"[('KAG9262302.1', 'EN1')]",475
475,ENO1,NP_001419.1,"[('KAG9269661.1', 'ENO1'), ('KAG9277156.1', 'ENO1')]",476
476,ENPP2,XP_054216631.1,"[('KAG9276180.1', 'ENPP2')]",477
477,EP300,NP_001420.2,"[('KAG9267782.1', 'EP300')]",478
478,EPAS1,NP_001421.2,"[('KAG9268019.1', 'EPAS1')]",479
479,EPB41L4B,XP_054219103.1,"[('KAG9283594.1', 'EPB41L4B')]",480
480,EPCAM,NP_002345.2,"[('KAG9275121.1', 'TACSTD1')]",481
481,EPHA2,NP_004422.2,"[('KAG9269684.1', 'EPHA2')]",482
482,EPHA3,NP_005224.2,"[('KAG9271388.1', 'EPHA3')]",483
483,EPHB2,NP_001296122.1,"[('KAG9260155.1', 'EPHB2'), ('KAG9269650.1', 'EPHB2')]",484
484,EPO,NP_000790.2,"[('KAG9274523.1', 'EPO')]",485
485,EPOR,NP_000112.1,"[('KAG9264523.1', 'EPOR')]",486
486,EPSTI1,XP_054231168.1,"[('KAG9271404.1', 'EPSTI1')]",487
487,ERAP1,NP_001336173.1,"[('KAG9262956.1', 'ERAP1')]",488
488,ERAP2,NP_071745.1,"[('KAG9261850.1', 'ERAP2')]",489
489,ERBB2,XP_054171396.1,"[('KAG9267287.1', 'ERBB2')]",490
490,ERBB3,NP_001973.2,"[('KAG9277050.1', 'ERBB3')]",491
491,ERBB4,NP_001036064.1,"[('KAG9262223.1', 'ERBB4'), ('KAG9271734.1', 'ERBB4')]",492
492,ERCC2,XP_054176156.1,"[('KAG9265159.1', 'ERCC2')]",493
493,ERCC4,XP_054235785.1,"[('KAG9267656.1', 'ERCC4')]",494
494,ERCC5,NP_000114.3,"[('KAG9262187.1', 'ERCC5')]",495
495,ERF,NP_006485.2,"[('KAG9279337.1', 'ERF')]",496
496,ERN1,NP_001424.3,"[('KAG9264572.1', 'ERN1')]",497
497,ERP44,NP_055866.1,"[('KAG9283609.1', 'ERP44')]",498
498,ESR1,NP_001278159.1,"[('KAG9283012.1', 'ESR1')]",499
499,ESRRB,NP_001397967.1,"[('KAG9268797.1', 'ESRRG')]",500
500,ESRRG,XP_054191044.1,"[('KAG9268335.1', 'ESRRG')]",501
501,ETS2,NP_001243224.1,"[('KAG9263653.1', 'ETS2')]",502
502,ETV4,NP_001356296.1,"[('KAG9267819.1', 'ETV4')]",503
503,ETV5,NP_004445.1,"[('KAG9277658.1', 'ETV5')]",504
504,ETV6,NP_001978.1,"[('KAG9280587.1', 'ETV6')]",505
505,EVPL,NP_001979.2,"[('KAG9277454.1', 'EVPL'), ('KAG9279249.1', 'EVPL')]",506
506,EVX1,NP_001980.1,"[('KAG9280062.1', 'EVX1')]",507
507,EXO1,XP_054195548.1,"[('KAG9268388.1', 'EXO1')]",508
508,EXT1,NP_000118.2,"[('KAG9279896.1', 'EXT1B'), ('KAG9283741.1', 'EXT1A')]",509
509,F10,NP_000495.1,"[('KAG9262332.1', 'KAG9262332.1')]",510
510,F2R,NP_001983.2,"[('KAG9261773.1', 'F2R')]",511
511,F3,NP_001984.1,"[('KAG9276508.1', 'F3'), ('KAG9278886.1', 'F3')]",512
512,F7,XP_054230139.1,"[('KAG9262334.1', 'F7')]",513
513,F8,NP_000123.1,"[('KAG9263782.1', 'F8')]",514
514,F9,NP_000124.1,"[('KAG9263220.1', 'F9')]",515
515,FAAH,NP_001432.2,"[('KAG9277829.1', 'FAAH')]",516
516,FABP1,XP_054197003.1,"[('KAG9281894.1', 'FABP1')]",517
517,FABP2,NP_000125.2,"[('KAG9259989.1', 'FABP2')]",518
518,FABP6,NP_001124430.1,"[('KAG9265722.1', 'FABP6')]",519
519,FADD,NP_003815.1,"[('KAG9267097.1', 'FADD')]",520
520,FAF1,NP_008982.1,"[('KAG9270858.1', 'FAF1')]",521
521,FAM162A,NP_055182.3,"[('KAG9283318.1', 'FAM162B')]",522
522,FANCA,NP_000126.2,"[('KAG9272099.1', 'FANCA')]",523
523,FASLG,NP_000630.1,"[('KAG9282718.1', 'FASLG')]",524
524,FASN,XP_054171452.1,"[('KAG9267961.1', 'FASN')]",525
525,FAT1,XP_054205234.1,"[('KAG9259655.1', 'FAT1')]",526
526,FBLN1,NP_006477.3,"[('KAG9280831.1', 'FBLN1')]",527
527,FBN1,NP_001393645.1,"[('KAG9273485.1', 'FBN1')]",528
528,FBP1,NP_000498.2,"[('KAG9261740.1', 'FBP1'), ('KAG9281926.1', 'FBP1')]",529
529,FCGR1A,NP_001365733.1,"[('KAG9278516.1', 'FCGR1')]",530
530,FDFT1,NP_001274671.1,"[('KAG9282542.1', 'FDFT1')]",531
531,FDPS,NP_001129293.1,"[('KAG9276046.1', 'FDPS')]",532
532,FDXR,NP_001244943.2,"[('KAG9267239.1', 'FDXR')]",533
533,FES,XP_054233470.1,"[('KAG9266570.1', 'V-FPS')]",534
534,FGA,XP_054205235.1,"[('KAG9259403.1', 'FGA'), ('KAG9259404.1', 'FGA'), ('KAG9262095.1', 'FGA')]",535
535,FGB,NP_005132.2,"[('KAG9259406.1', 'FGB'), ('KAG9262097.1', 'FGB')]",536
536,FGF10,NP_004456.1,"[('KAG9265518.1', 'FGF10'), ('KAG9266661.1', 'FGF10')]",537
537,FGF16,NP_003859.1,"[('KAG9271884.1', 'FGF16')]",538
538,FGF19,NP_005108.1,"[('KAG9267102.1', 'FGF19')]",539
539,FGF2,NP_001997.5,"[('KAG9263773.1', 'FGF2')]",540
540,FGF4,NP_001998.1,"[('KAG9267101.1', 'FGF4-B')]",541
541,FGF7,NP_002000.1,"[('KAG9273487.1', 'FGF7')]",542
542,FGF8,NP_006110.1,"[('KAG9275391.1', 'FGF8A')]",543
543,FGF9,NP_002001.1,"[('KAG9272618.1', 'FGF9')]",544
544,FGFBP1,NP_005121.1,"[('KAG9272234.1', 'FGFBP1')]",545
545,FGFR4,NP_001341913.1,"[('KAG9265904.1', 'FGFR4')]",546
546,FGG,NP_000500.2,"[('KAG9259983.1', 'FGG')]",547
547,FGL1,XP_054216106.1,"[('KAG9272609.1', 'FGL1')]",548
548,FGL2,NP_006673.1,"[('KAG9280657.1', 'FGL2')]",549
549,FHL1,NP_001153173.1,"[('KAG9272655.1', 'FHL1')]",550
550,FHL2,NP_001361328.1,"[('KAG9259430.1', 'FHL2'), ('KAG9271325.1', 'FHL2'), ('KAG9277668.1', 'FHL2')]",551
551,FKBP4,NP_002005.1,"[('KAG9272976.1', 'FKBP4')]",552
552,FLT1,NP_002010.2,"[('KAG9283348.1', 'FLT1')]",553
553,FLT3,NP_004110.2,"[('KAG9283346.1', 'FLT3')]",554
554,FLT4,NP_891555.2,"[('KAG9271854.1', 'FLT4')]",555
555,FMN2,NP_001292353.1,"[('KAG9268033.1', 'FMN2')]",556
556,FMR1,NP_002015.1,"[('KAG9272183.1', 'FMR1-A')]",557
557,FOLR1,NP_000793.1,"[('KAG9265304.1', 'FOLR1')]",558
558,FOS,NP_005243.1,"[('KAG9282293.1', 'FOS')]",559
559,FOSB,NP_006723.2,"[('KAG9272818.1', 'FOSB')]",560
560,FOSL2,XP_054197196.1,"[('KAG9268867.1', 'FOSL2')]",561
561,FOXA1,NP_004487.2,"[('KAG9268649.1', 'FOXA1')]",562
562,FOXA2,NP_068556.2,"[('KAG9268601.1', 'FOXA2')]",563
563,FOXC1,NP_001444.2,"[('KAG9274637.1', 'FOXC1A')]",564
564,FOXD3,NP_036315.1,"[('KAG9277315.1', 'FOXD3-A')]",565
565,FOXE1,NP_004464.2,"[('KAG9259451.1', 'FOXE1'), ('KAG9275750.1', 'FOXE1')]",566
566,FOXF1,NP_001442.2,"[('KAG9272945.1', 'FOXF1')]",567
567,FOXF2,NP_001443.1,"[('KAG9274638.1', 'FOXF2')]",568
568,FOXG1,NP_005240.3,"[('KAG9268195.1', 'FOXG1')]",569
569,FOXH1,NP_003914.1,"[('KAG9267553.1', 'FOXH1')]",570
570,FOXI1,NP_036320.2,"[('KAG9272728.1', 'FOXI1E')]",571
571,FOXJ1,NP_001445.2,"[('KAG9263960.1', 'FOXJ1A')]",572
572,FOXK2,NP_004505.2,"[('KAG9267747.1', 'FOXK2')]",573
573,FOXL2,NP_075555.1,"[('KAG9278725.1', 'FOXL2')]",574
574,FOXN4,NP_998761.2,"[('KAG9261556.1', 'FOXN4')]",575
575,FOXO1,NP_002006.2,"[('KAG9263180.1', 'FOXO1B'), ('KAG9265011.1', 'FOXO1A')]",576
576,FOXO4,NP_005929.2,"[('KAG9272637.1', 'FOXO4')]",577
577,FOXP3,NP_001107849.1,"[('KAG9270734.1', 'FOXP3')]",578
578,FSHB,NP_001369218.1,"[('KAG9260878.1', 'CGBA')]",579
579,FSHR,NP_852111.2,"[('KAG9267998.1', 'FSHR')]",580
580,FST,XP_054207405.1,"[('KAG9261691.1', 'FSTA')]",581
581,FSTL3,NP_005851.1,"[('KAG9266582.1', 'FSTL3')]",582
582,FTH1,NP_002023.2,"[('KAG9266555.1', 'KAG9266555.1')]",583
583,FTO,NP_001350820.1,"[('KAG9260917.1', 'FTO')]",584
584,FUBP1,NP_001362985.1,"[('KAG9273721.1', 'FUBP1')]",585
585,FUBP3,NP_003925.1,"[('KAG9281629.1', 'FUBP3')]",586
586,FURIN,NP_001369549.1,"[('KAG9266571.1', 'FURIN'), ('KAG9281091.1', 'FURIN')]",587
587,FUS,NP_004951.1,"[('KAG9278544.1', 'TAF15')]",588
588,FUT4,NP_002024.1,"[('KAG9278378.1', 'FUT4')]",589
589,FUT7,NP_004470.1,"[('KAG9261961.1', 'FUT7'), ('KAG9266226.1', 'FUT7')]",590
590,FXN,NP_000135.2,"[('KAG9269992.1', 'FXN')]",591
591,FXR2,NP_004851.2,"[('KAG9274501.1', 'FXR2')]",592
592,FZD1,NP_003496.1,"[('KAG9271551.1', 'FZD7'), ('KAG9277566.1', 'FZD7-A')]",593
593,G6PD,NP_000393.4,"[('KAG9269299.1', 'G6PD')]",594
594,GABPA,XP_054180389.1,"[('KAG9271118.1', 'GABPA')]",595
595,GABPB1,XP_054233631.1,"[('KAG9273501.1', 'GABPB1')]",596
596,GABRB3,NP_068712.1,"[('KAG9277227.1', 'GABRB3')]",597
597,GAD1,XP_054197263.1,"[('KAG9271444.1', 'GAD1'), ('KAG9277820.1', 'GAD1')]",598
598,GADD45A,NP_001915.1,"[('KAG9277794.1', 'GADD45A')]",599
599,GADD45G,NP_006696.1,"[('KAG9270592.1', 'GADD45G')]",600
600,GALNT3,NP_004473.2,"[('KAG9271504.1', 'GALNT3')]",601
601,GALT,NP_000146.2,"[('KAG9263466.1', 'GALT')]",602
602,GAPDH,NP_001276674.1,"[('KAG9276573.1', 'GAPDH')]",603
603,GAS2,NP_001378862.1,"[('KAG9281034.1', 'GAS2')]",604
604,GATA1,NP_002040.1,"[('KAG9260152.1', 'GATA2')]",605
605,GATA3,XP_054221503.1,"[('KAG9280464.1', 'GATA3')]",606
606,GATA4,NP_002043.2,"[('KAG9282541.1', 'GATA4')]",607
607,GATA5,NP_536721.1,"[('KAG9269509.1', 'GATA5-A')]",608
608,GATA6,NP_005248.2,"[('KAG9278771.1', 'GATA6-A')]",609
609,GBP1,NP_002044.2,"[('KAG9271305.1', 'GBP1'), ('KAG9271306.1', 'GBP3'), ('KAG9271801.1', 'GBP2')]",610
610,GBX2,XP_054197330.1,"[('KAG9277921.1', 'GBX2')]",611
611,GC,NP_001191236.1,"[('KAG9261735.1', 'GC')]",612
612,GCGR,XP_054171686.1,"[('KAG9265102.1', 'GCGR')]",613
613,GCK,NP_001341729.1,"[('KAG9270492.1', 'GCK')]",614
614,GCM2,NP_004743.1,"[('KAG9283538.1', 'GCM2')]",615
615,GDF3,NP_065685.1,"[('KAG9268737.1', 'DVR1')]",616
616,GDF5,NP_000548.2,"[('KAG9259419.1', 'GDF5'), ('KAG9277681.1', 'GDF5')]",617
617,GDNF,NP_001177398.1,"[('KAG9263060.1', 'GDNF')]",618
618,GFAP,NP_002046.1,"[('KAG9264176.1', 'GFAP')]",619
619,GFER,NP_005253.3,"[('KAG9279927.1', 'GFER')]",620
620,GFI1,NP_001120687.1,"[('KAG9277734.1', 'GFI1')]",621
621,GFI1B,NP_001358837.1,"[('KAG9266328.1', 'GFI1B')]",622
622,GGPS1,NP_001358407.1,"[('KAG9274825.1', 'GGPS1')]",623
623,GHR,NP_001229328.1,"[('KAG9270597.1', 'GHR')]",624
624,GJA1,NP_000156.1,"[('KAG9268927.1', 'GJA1')]",625
625,GJA5,NP_859054.1,"[('KAG9271023.1', 'GJA5')]",626
626,GJD2,NP_065711.1,"[('KAG9268763.1', 'GJD2'), ('KAG9283190.1', 'GJD2')]",627
627,GK,XP_054182803.1,"[('KAG9262407.1', 'GK')]",628
628,GLCE,XP_054233691.1,"[('KAG9260862.1', 'GLCEB')]",629
629,GLI1,XP_054227728.1,"[('KAG9276983.1', 'GLI1')]",630
630,GLI2,NP_001358200.1,"[('KAG9271132.1', 'GLI2')]",631
631,GLI3,NP_000159.3,"[('KAG9283514.1', 'GLI3')]",632
632,GLRA1,NP_000162.2,"[('KAG9272501.1', 'GLRA1')]",633
633,GMPS,XP_054204247.1,"[('KAG9273375.1', 'GMPS')]",634
634,GNMT,NP_061833.1,"[('KAG9268874.1', 'GNMT')]",635
635,GP1BB,NP_000398.1,"[('KAG9270625.1', 'GP1BB')]",636
636,GP9,XP_054202216.1,"[('KAG9269854.1', 'GP9')]",637
637,GPA33,NP_005805.1,"[('KAG9271079.1', 'GPA33')]",638
638,GPNMB,NP_001005340.1,"[('KAG9280041.1', 'QNR-71')]",639
639,GPR39,NP_001499.1,"[('KAG9271547.1', 'GPR39')]",640
640,GREB1,XP_054200680.1,"[('KAG9268337.1', 'GREB1')]",641
641,GRHL1,XP_054197516.1,"[('KAG9268140.1', 'KAG9268140.1')]",642
642,GRIN1,NP_001172019.1,"[('KAG9261926.1', 'GRIN1'), ('KAG9266339.1', 'GRIN1')]",643
