,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
11815,Astyanax_mexicanus,XP_007241175.3,GDE1,Mus_musculus,NP_062526.1,GDE1,6.02e-106,384.0,3.47e-106,384.0
20838,Astyanax_mexicanus,XP_007249611.3,GDF10A,Mus_musculus,NP_665684.2,GDF10,2.63e-120,432.0,1.77e-120,432.0
5407,Astyanax_mexicanus,XP_007233628.3,GDF2,Mus_musculus,NP_062379.3,GDF2,7.08e-72,271.0,4.66e-72,271.0
23756,Astyanax_mexicanus,XP_007252108.3,GDF3,Mus_musculus,NP_032134.2,GDF3,7.69e-48,191.0,4.8099999999999994e-48,191.0
12125,Astyanax_mexicanus,XP_007241771.2,GDF5,Mus_musculus,NP_032135.2,GDF5,1.92e-125,449.0,1.41e-125,449.0
23459,Astyanax_mexicanus,XP_007251892.2,GDF6A,Mus_musculus,NP_038554.1,GDF6,6.53e-112,404.0,4.54e-112,404.0
1551,Astyanax_mexicanus,XP_007229287.3,GDF6B,Mus_musculus,NP_038554.1,GDF6,1.31e-108,393.0,9.29e-109,393.0
78528,Astyanax_mexicanus,XP_049319405.1,GDF7,Mus_musculus,NP_038555.1,GDF7,1.88e-72,273.0,1.23e-72,273.0
25501,Astyanax_mexicanus,XP_007253706.3,GDF9,Mus_musculus,NP_032136.2,GDF9,1.83e-75,283.0,1.1700000000000001e-75,283.0
61997,Astyanax_mexicanus,XP_022532877.2,GDI1,Mus_musculus,NP_034403.1,GDI1,2.53e-244,844.0,1.57e-244,844.0
24092,Astyanax_mexicanus,XP_007252464.3,GDI2,Mus_musculus,NP_032138.3,GDI2,8.930000000000001e-231,799.0,5.51e-231,799.0
13999,Astyanax_mexicanus,XP_007244859.1,GDNFA,Mus_musculus,NP_001288286.1,GDNF,2.03e-50,199.0,1.08e-50,199.0
50280,Astyanax_mexicanus,XP_022526078.2,GDPD1,Mus_musculus,NP_079914.1,GDPD1,1.42e-128,459.0,8.710000000000001e-129,459.0
6266,Astyanax_mexicanus,XP_007234537.2,GDPD3A,Mus_musculus,NP_077190.2,GDPD3,1e-83,310.0,6.53e-84,310.0
13906,Astyanax_mexicanus,XP_007244805.3,GDPD5A,Mus_musculus,NP_001349096.1,GDPD5,2.39e-199,695.0,1.54e-199,695.0
1557,Astyanax_mexicanus,XP_007229297.1,GDPD5B,Mus_musculus,NP_001349096.1,GDPD5,2.81e-206,718.0,1.83e-206,718.0
734,Astyanax_mexicanus,XP_007228362.3,GDPGP1,Mus_musculus,NP_848867.2,GDPGP1,2.42e-83,309.0,1.5299999999999999e-83,309.0
40953,Astyanax_mexicanus,XP_022520496.1,GEMIN2,Mus_musculus,NP_079932.2,GEMIN2,1.18e-97,356.0,7.56e-98,356.0
15684,Astyanax_mexicanus,XP_007246002.3,GEMIN4,Mus_musculus,NP_796341.2,GEMIN4,5.09e-178,625.0,3.14e-178,625.0
60181,Astyanax_mexicanus,XP_022531973.2,GEMIN5,Mus_musculus,XP_017169934.1,GEMIN5,0.0,1347.0,0.0,1347.0
3912,Astyanax_mexicanus,XP_007231850.2,GEMIN6,Mus_musculus,NP_001342387.1,GEMIN6,6.18e-35,147.0,3.84e-35,147.0
7421,Astyanax_mexicanus,XP_007235691.2,GEMIN7,Mus_musculus,NP_081465.1,GEMIN7,3.2000000000000003e-27,121.0,2e-27,121.0
1040,Astyanax_mexicanus,XP_007228749.2,GEMIN8,Mus_musculus,NP_001297651.1,GEMIN8,6.08e-43,174.0,4.100000000000001e-43,174.0
40256,Astyanax_mexicanus,XP_022519733.1,GET1,Mus_musculus,NP_997184.1,GET1,7.99e-64,243.0,5.0800000000000005e-64,243.0
16627,Astyanax_mexicanus,XP_007246702.3,GET3,Mus_musculus,NP_062626.1,GET3,7.76e-185,646.0,4.9200000000000007e-185,646.0
33115,Astyanax_mexicanus,XP_007260094.1,GET4,Mus_musculus,NP_080545.2,GET4,2.25e-158,558.0,1.43e-158,558.0
18397,Astyanax_mexicanus,XP_007247902.3,GFER,Mus_musculus,NP_075527.2,GFER,9.79e-55,213.0,6.21e-55,213.0
5434,Astyanax_mexicanus,XP_007233675.2,GFI1AB,Mus_musculus,NP_034408.1,GFI1,1.53e-53,210.0,1.0599999999999999e-53,210.0
60947,Astyanax_mexicanus,XP_022532344.2,GFI1B,Mus_musculus,NP_032140.1,GFI1B,3.8e-39,162.0,2.33e-39,162.0
64385,Astyanax_mexicanus,XP_022534495.2,GFM1,Mus_musculus,NP_613057.2,GFM1,0.0,1212.0,0.0,1212.0
32625,Astyanax_mexicanus,XP_007259698.3,GFM2,Mus_musculus,NP_001258394.1,GFM2,5.93e-292,1003.0,3.7399999999999996e-292,1003.0
29218,Astyanax_mexicanus,XP_007256973.2,GFOD1,Mus_musculus,NP_001028571.1,GFOD1,9.93e-201,699.0,6.12e-201,699.0
6549,Astyanax_mexicanus,XP_007234822.2,GFPT1,Mus_musculus,NP_038556.1,GFPT1,0.0,1209.0,0.0,1209.0
60100,Astyanax_mexicanus,XP_022531885.2,GFPT2,Mus_musculus,NP_038557.1,GFPT2,0.0,1106.0,0.0,1106.0
75302,Astyanax_mexicanus,XP_022540884.1,GFRA1A,Mus_musculus,NP_001272386.1,GFRA1,1.63e-161,569.0,9.89e-162,569.0
31805,Astyanax_mexicanus,XP_007259241.2,GFRA1B,Mus_musculus,NP_001272386.1,GFRA1,4.2e-156,551.0,2.59e-156,551.0
1219,Astyanax_mexicanus,XP_007228901.2,GFRA2B,Mus_musculus,NP_032141.2,GFRA2,1.97e-140,499.0,1.17e-140,499.0
125311,Astyanax_mexicanus,XP_049337544.1,GFRAL,Mus_musculus,NP_995316.2,GFRAL,7.98e-30,131.0,5.9599999999999994e-30,131.0
3621,Astyanax_mexicanus,XP_007231411.3,GGA1,Mus_musculus,NP_666041.1,GGA1,2.19e-223,775.0,1.32e-223,775.0
29541,Astyanax_mexicanus,XP_007257192.3,GGA3A,Mus_musculus,NP_766636.2,GGA3,3.12e-190,665.0,1.94e-190,665.0
10619,Astyanax_mexicanus,XP_007239787.3,GGA3B,Mus_musculus,NP_766636.2,GGA3,2.79e-199,695.0,1.7999999999999999e-199,695.0
75802,Astyanax_mexicanus,XP_022541437.1,GGCTB,Mus_musculus,NP_080913.1,GGCT,8.599999999999999e-54,210.0,4.72e-54,210.0
1185,Astyanax_mexicanus,XP_007228863.3,GGCX,Mus_musculus,NP_062776.1,GGCX,1.91e-290,998.0,1.17e-290,998.0
3431,Astyanax_mexicanus,XP_007231124.2,GGH,Mus_musculus,NP_034411.2,GGH,1.9799999999999998e-83,309.0,1.25e-83,309.0
38000,Astyanax_mexicanus,XP_015462976.2,GGNBP2,Mus_musculus,NP_694784.2,GGNBP2,1.5299999999999998e-249,862.0,9.369999999999999e-250,862.0
9897,Astyanax_mexicanus,XP_007238589.2,GGPS1,Mus_musculus,NP_001318048.1,GGPS1,3.94e-145,514.0,2.31e-145,514.0
17200,Astyanax_mexicanus,XP_007247207.1,GGT1A,Mus_musculus,NP_001292921.1,GGT1,1.55e-194,679.0,9.35e-195,679.0
17198,Astyanax_mexicanus,XP_007247205.3,GGT5A,Mus_musculus,NP_035950.2,GGT5,4.1600000000000005e-121,435.0,2.67e-121,435.0
93124,Astyanax_mexicanus,XP_049324340.1,GGT5B,Mus_musculus,NP_035950.2,GGT5,1.0100000000000002e-124,447.0,6.510000000000001e-125,447.0
44092,Astyanax_mexicanus,XP_022522456.1,GH1,Mus_musculus,NP_032143.1,GH,1.2299999999999999e-30,133.0,8.19e-31,133.0
75651,Astyanax_mexicanus,XP_022541162.2,GHDC,Mus_musculus,NP_114077.1,GHDC,6.85e-73,275.0,3.6200000000000003e-73,275.0
33995,Astyanax_mexicanus,XP_007260987.3,GHITM,Mus_musculus,NP_001186051.1,GHITM,7.59e-132,470.0,4.6800000000000007e-132,470.0
50426,Astyanax_mexicanus,XP_022526167.2,GHRA,Mus_musculus,NP_001273299.1,GHR,3.83e-86,319.0,2.51e-86,319.0
75965,Astyanax_mexicanus,XP_022541602.2,GHRHRL,Mus_musculus,NP_001003685.2,GHRHR,6.2900000000000005e-118,424.0,4.03e-118,424.0
26263,Astyanax_mexicanus,XP_007254335.1,GHRL,Mus_musculus,NP_001273333.1,GHRL,3.56e-06,50.8,2.44e-06,50.8
4654,Astyanax_mexicanus,XP_007232745.1,GHSRB,Mus_musculus,NP_796304.1,GHSR,6.23e-131,467.0,3.94e-131,467.0
55786,Astyanax_mexicanus,XP_022529101.1,GID4,Mus_musculus,NP_080033.3,GID4,4.6799999999999996e-104,377.0,2.91e-104,377.0
136504,Astyanax_mexicanus,XP_049341891.1,GID8A,Mus_musculus,NP_001276580.1,GID8,1.1200000000000001e-116,419.0,6.95e-117,419.0
21306,Astyanax_mexicanus,XP_007250046.1,GID8B,Mus_musculus,NP_001276580.1,GID8,4.5e-116,417.0,2.78e-116,417.0
63951,Astyanax_mexicanus,XP_022534275.2,GIGYF1A,Mus_musculus,NP_001390246.1,GIGYF1,1.3300000000000001e-222,773.0,8.66e-223,773.0
116736,Astyanax_mexicanus,XP_049334770.1,GIGYF2,Mus_musculus,XP_017175836.1,GIGYF2,1.52e-243,843.0,9.079999999999999e-244,843.0
27098,Astyanax_mexicanus,XP_007254961.2,GINM1,Mus_musculus,NP_663393.1,GINM1,1.79e-26,120.0,1.02e-26,120.0
11348,Astyanax_mexicanus,XP_007240408.1,GINS1,Mus_musculus,NP_081290.1,GINS1,2.22e-98,358.0,1.3799999999999999e-98,358.0
12942,Astyanax_mexicanus,XP_007244061.1,GINS2,Mus_musculus,NP_849187.1,GINS2,3.0299999999999997e-81,301.0,1.8699999999999998e-81,301.0
73348,Astyanax_mexicanus,XP_022539604.1,GINS3,Mus_musculus,NP_084474.1,GINS3,3.52e-78,291.0,2.24e-78,291.0
3712,Astyanax_mexicanus,XP_007231539.1,GINS4,Mus_musculus,NP_077202.1,GINS4,4.38e-88,324.0,2.69e-88,324.0
1342,Astyanax_mexicanus,XP_007229072.1,GIPC1,Mus_musculus,NP_061241.1,GIPC1,1.94e-154,545.0,1.19e-154,545.0
49266,Astyanax_mexicanus,XP_022525594.1,GIPC3,Mus_musculus,NP_683753.1,GIPC3,8.489999999999999e-114,410.0,4.64e-114,410.0
8588,Astyanax_mexicanus,XP_007236894.1,GIPR,Mus_musculus,NP_032127.2,GCGR,5.79e-129,461.0,3.36e-129,461.0
8545,Astyanax_mexicanus,XP_007236874.2,GIT1,Mus_musculus,NP_001004144.1,GIT1,9.28e-294,1009.0,5.79e-294,1009.0
67903,Astyanax_mexicanus,XP_022536608.2,GIT2B,Mus_musculus,NP_001334329.1,GIT2,0.0,1025.0,0.0,1025.0
27103,Astyanax_mexicanus,XP_007254976.3,GJA10B,Mus_musculus,NP_001398782.1,GJA10,4.27e-103,375.0,2.64e-103,375.0
27614,Astyanax_mexicanus,XP_007255453.3,GJA1B,Mus_musculus,NP_034418.1,GJA1,4.77e-173,607.0,2.97e-173,607.0
67278,Astyanax_mexicanus,XP_022536165.1,GJA3,Mus_musculus,NP_001258552.1,GJA3,2.0800000000000002e-122,439.0,1.21e-122,439.0
96,Astyanax_mexicanus,XP_007227793.3,GJA5A,Mus_musculus,NP_001258557.1,GJA5,9.95e-92,337.0,5.2799999999999996e-92,337.0
22732,Astyanax_mexicanus,XP_007251416.3,GJA5B,Mus_musculus,NP_001258557.1,GJA5,1.87e-91,336.0,1.0599999999999999e-91,336.0
57915,Astyanax_mexicanus,XP_022530449.1,GJA8B,Mus_musculus,NP_032149.1,GJA8,1.26e-139,496.0,8.88e-140,496.0
30191,Astyanax_mexicanus,XP_007257626.1,GJB10,Mus_musculus,NP_001407798.1,GJB4,6.29e-92,337.0,3.92e-92,337.0
10790,Astyanax_mexicanus,XP_007240032.2,GJB1A,Mus_musculus,NP_001289425.1,GJB1,7.12e-93,340.0,5.2099999999999995e-93,340.0
53621,Astyanax_mexicanus,XP_022528392.1,GJB3,Mus_musculus,NP_001153484.1,GJB3,1.6199999999999998e-95,349.0,9.72e-96,349.0
27992,Astyanax_mexicanus,XP_007255649.1,GJB8,Mus_musculus,NP_001010937.1,GJB6,3.3100000000000004e-86,318.0,2.02e-86,318.0
28661,Astyanax_mexicanus,XP_007256357.2,GJC1,Mus_musculus,NP_001152854.1,GJC1,2.34e-116,419.0,1.21e-116,419.0
42264,Astyanax_mexicanus,XP_022521199.2,GJC2,Mus_musculus,NP_001152854.1,GJC1,1.02e-116,420.0,6.04e-117,420.0
24752,Astyanax_mexicanus,XP_007252998.1,GJD2B,Mus_musculus,NP_001405277.1,GJD2,3.77e-145,514.0,2.4700000000000002e-145,514.0
122283,Astyanax_mexicanus,XP_049336511.1,GJE1A,Mus_musculus,NP_083998.1,GJE1,6.14e-93,340.0,3.7799999999999997e-93,340.0
96772,Astyanax_mexicanus,XP_049325937.1,GK,Mus_musculus,NP_001281069.1,GK,1.1099999999999999e-261,902.0,6.819999999999999e-262,902.0
115641,Astyanax_mexicanus,XP_049332710.1,GK5,Mus_musculus,NP_001355808.1,GK5,1.15e-190,666.0,7.199999999999999e-191,666.0
9039,Astyanax_mexicanus,XP_007237489.2,GKAP1,Mus_musculus,XP_006517367.1,GKAP1,1.1500000000000001e-58,227.0,6.35e-59,227.0
104586,Astyanax_mexicanus,XP_049328142.1,GLB1,Mus_musculus,NP_033882.1,GLB1,4.4400000000000005e-251,867.0,2.7100000000000002e-251,867.0
132043,Astyanax_mexicanus,XP_049340667.1,GLB1L,Mus_musculus,NP_083286.1,GLB1L,3.39e-206,718.0,1.93e-206,718.0
106918,Astyanax_mexicanus,XP_049329344.1,GLB1L2,Mus_musculus,NP_001297697.1,GLB1L2,8.18e-192,670.0,5.36e-192,670.0
115099,Astyanax_mexicanus,XP_049332380.1,GLCCI1A,Mus_musculus,NP_573499.2,GLCCI1,3.29e-126,452.0,1.9099999999999997e-126,452.0
99853,Astyanax_mexicanus,XP_049326925.1,GLCEB,Mus_musculus,NP_001355233.1,GLCE,6.86e-269,926.0,4.5e-269,926.0
25768,Astyanax_mexicanus,XP_007253924.2,GLDC,Mus_musculus,NP_613061.1,GLDC,0.0,1677.0,0.0,1677.0
76533,Astyanax_mexicanus,XP_022542743.2,GLDN,Mus_musculus,NP_796324.1,GLDN,3.16e-76,286.0,1.82e-76,286.0
1525,Astyanax_mexicanus,XP_007229196.3,GLE1,Mus_musculus,NP_083199.1,GLE1,1.1900000000000001e-195,683.0,7.19e-196,683.0
13446,Astyanax_mexicanus,XP_007244318.2,GLG1A,Mus_musculus,NP_033175.1,GLG1,0.0,1847.0,0.0,1847.0
65344,Astyanax_mexicanus,XP_022535233.1,GLG1B,Mus_musculus,NP_033175.1,GLG1,0.0,1888.0,0.0,1888.0
270,Astyanax_mexicanus,XP_007227973.3,GLI2A,Mus_musculus,NP_001074594.1,GLI2,0.0,1169.0,0.0,1169.0
38995,Astyanax_mexicanus,XP_022517988.2,GLI3,Mus_musculus,NP_032156.2,GLI3,0.0,1144.0,0.0,1144.0
57291,Astyanax_mexicanus,XP_022530010.2,GLIPR1A,Mus_musculus,NP_082884.1,GLIPR1,6.14e-51,201.0,3.27e-51,201.0
13092,Astyanax_mexicanus,XP_007244141.3,GLIPR1B,Mus_musculus,NP_082884.1,GLIPR1,8.57e-50,197.0,5.24e-50,197.0
65323,Astyanax_mexicanus,XP_022535222.1,GLIPR2L,Mus_musculus,NP_081726.1,GLIPR2,2.32e-62,238.0,1.44e-62,238.0
41526,Astyanax_mexicanus,XP_022520802.1,GLIS2B,Mus_musculus,NP_112461.2,GLIS2,5.3000000000000003e-73,275.0,3.54e-73,275.0
21547,Astyanax_mexicanus,XP_007250297.3,GLIS3,Mus_musculus,NP_001391053.1,GLIS3,3.59e-112,406.0,2.33e-112,406.0
64014,Astyanax_mexicanus,XP_022534321.1,GLMNA,Mus_musculus,NP_001155210.1,GLMN,1.62e-160,566.0,1.02e-160,566.0
9873,Astyanax_mexicanus,XP_007238567.1,GLO1,Mus_musculus,NP_001107032.1,GLO1,4.7000000000000005e-80,297.0,2.98e-80,297.0
19571,Astyanax_mexicanus,XP_007248703.1,GLOD4,Mus_musculus,NP_080305.2,GLOD4,1.06e-127,456.0,6.61e-128,456.0
73205,Astyanax_mexicanus,XP_022539442.1,GLOD5,Mus_musculus,NP_081503.1,GLOD5,1.11e-43,176.0,6.38e-44,176.0
16277,Astyanax_mexicanus,XP_007246496.1,GLRA1,Mus_musculus,NP_065238.2,GLRA1,5.84e-226,783.0,3.64e-226,783.0
134457,Astyanax_mexicanus,XP_049341242.1,GLRA2,Mus_musculus,NP_001344028.1,GLRA2,5.1800000000000004e-213,740.0,3.23e-213,740.0
124860,Astyanax_mexicanus,XP_049337353.1,GLRA3,Mus_musculus,NP_001355703.1,GLRA3,2.14e-209,728.0,1.31e-209,728.0
88581,Astyanax_mexicanus,XP_049322687.1,GLRA4B,Mus_musculus,NP_034427.2,GLRA4,3.25e-195,681.0,1.88e-195,681.0
69490,Astyanax_mexicanus,XP_022537488.1,GLRBA,Mus_musculus,XP_036018793.1,GLRB,1.1300000000000001e-215,749.0,7.279999999999999e-216,749.0
15150,Astyanax_mexicanus,XP_007245587.1,GLRBB,Mus_musculus,NP_034428.2,GLRB,6.1400000000000006e-235,813.0,3.7500000000000005e-235,813.0
60917,Astyanax_mexicanus,XP_022532320.1,GLRX,Mus_musculus,NP_001347080.1,GLRX,5.18e-30,130.0,3.24e-30,130.0
5204,Astyanax_mexicanus,XP_007233294.2,GLRX2,Mus_musculus,NP_001033682.1,GLRX2,1.31e-31,136.0,5.83e-32,136.0
47951,Astyanax_mexicanus,XP_022524823.2,GLRX3,Mus_musculus,NP_075629.2,GLRX3,2.22e-133,475.0,1.43e-133,475.0
24777,Astyanax_mexicanus,XP_007253009.2,GLRX5,Mus_musculus,NP_082695.1,GLRX5,1.2900000000000001e-47,189.0,8e-48,189.0
136147,Astyanax_mexicanus,XP_049341768.1,GLS2A,Mus_musculus,NP_001028436.2,GLS2,4.96e-227,787.0,3.05e-227,787.0
1806,Astyanax_mexicanus,XP_007229642.3,GLS2B,Mus_musculus,NP_001028436.2,GLS2,7.66e-232,803.0,4.66e-232,803.0
100149,Astyanax_mexicanus,XP_049327031.1,GLSA,Mus_musculus,NP_001074550.1,GLS,1.65e-281,968.0,1.11e-281,968.0
66282,Astyanax_mexicanus,XP_022535812.2,GLSB,Mus_musculus,NP_001074550.1,GLS,1.1e-279,962.0,7.1399999999999995e-280,962.0
50461,Astyanax_mexicanus,XP_022526210.1,GLT1D1,Mus_musculus,NP_795979.2,GLT1D1,3.79e-101,368.0,2.38e-101,368.0
1099,Astyanax_mexicanus,XP_007228792.3,GLT8D1,Mus_musculus,NP_001159402.1,GLT8D1,6.33e-131,467.0,4.02e-131,467.0
52626,Astyanax_mexicanus,XP_022527588.1,GLT8D2,Mus_musculus,NP_083378.3,GLT8D2,5.02e-130,464.0,3.02e-130,464.0
5368,Astyanax_mexicanus,XP_007233550.3,GLTPA,Mus_musculus,NP_062795.2,GLTP,1.51e-96,352.0,9.4e-97,352.0
31528,Astyanax_mexicanus,XP_007258824.2,GLUD1A,Mus_musculus,NP_032159.1,GLUD1,1.1799999999999998e-277,955.0,7.56e-278,955.0
50167,Astyanax_mexicanus,XP_022526053.1,GLUD1B,Mus_musculus,NP_032159.1,GLUD1,6.07e-275,946.0,3.87e-275,946.0
117081,Astyanax_mexicanus,XP_049334879.1,GLULA,Mus_musculus,NP_032157.2,GLUL,6e-199,693.0,3.7499999999999997e-199,693.0
58670,Astyanax_mexicanus,XP_022531133.2,GLULB,Mus_musculus,NP_032157.2,GLUL,3.77e-200,697.0,2.3400000000000002e-200,697.0
10346,Astyanax_mexicanus,XP_007239342.3,GLYCTK,Mus_musculus,NP_001034675.1,GLYCTK,6.06e-126,451.0,3.71e-126,451.0
5617,Astyanax_mexicanus,XP_007233793.1,GLYR1,Mus_musculus,NP_001073282.1,GLYR1,8.510000000000001e-224,776.0,5.73e-224,776.0
68448,Astyanax_mexicanus,XP_022536869.2,GMCL1,Mus_musculus,NP_035948.3,GMCL1,1.21e-206,719.0,7.839999999999999e-207,719.0
30724,Astyanax_mexicanus,XP_007258241.2,GMDS,Mus_musculus,NP_666153.1,GMDS,6.74e-184,643.0,4.21e-184,643.0
2063,Astyanax_mexicanus,XP_007229880.2,GMEB1,Mus_musculus,NP_001116464.1,GMEB1,8.72e-121,434.0,5.2300000000000005e-121,434.0
5319,Astyanax_mexicanus,XP_007233487.2,GMEB2,Mus_musculus,NP_001406325.1,GMEB2,1.1899999999999999e-150,533.0,7.78e-151,533.0
17837,Astyanax_mexicanus,XP_007247651.1,GMFB,Mus_musculus,NP_071306.2,GMFB,8.149999999999999e-68,256.0,5.06e-68,256.0
5384,Astyanax_mexicanus,XP_007233588.2,GMNC,Mus_musculus,NP_001272845.1,GMNC,5.569999999999999e-40,165.0,2.94e-40,165.0
20416,Astyanax_mexicanus,XP_007249364.3,GMNN,Mus_musculus,NP_065592.1,GMNN,1.9600000000000001e-31,136.0,9.76e-32,136.0
133538,Astyanax_mexicanus,XP_049340949.1,GMPPAA,Mus_musculus,NP_001344098.1,GMPPA,8.449999999999999e-172,603.0,5.22e-172,603.0
37143,Astyanax_mexicanus,XP_015461895.2,GMPPB,Mus_musculus,NP_001344611.1,GMPPB,3.02e-165,581.0,1.8799999999999998e-165,581.0
20434,Astyanax_mexicanus,XP_007249385.2,GMPR,Mus_musculus,NP_079784.1,GMPR,1.1300000000000001e-167,589.0,7.03e-168,589.0
5724,Astyanax_mexicanus,XP_007233866.3,GMPR2,Mus_musculus,NP_818773.1,GMPR2,4.680000000000001e-164,577.0,2.9e-164,577.0
65936,Astyanax_mexicanus,XP_022535517.1,GMPS,Mus_musculus,NP_001028472.2,GMPS,0.0,1207.0,0.0,1207.0
31009,Astyanax_mexicanus,XP_007258493.1,GNA11B,Mus_musculus,NP_032165.3,GNAQ,1.6e-187,655.0,9.91e-188,655.0
18304,Astyanax_mexicanus,XP_007247863.2,GNA12A,Mus_musculus,NP_034432.1,GNA12,4.47e-182,637.0,2.74e-182,637.0
31725,Astyanax_mexicanus,XP_007259155.3,GNA13A,Mus_musculus,NP_034433.3,GNA13,2.2400000000000003e-179,628.0,1.4000000000000002e-179,628.0
5634,Astyanax_mexicanus,XP_007233799.3,GNA13B,Mus_musculus,NP_034433.3,GNA13,3.35e-187,654.0,2.08e-187,654.0
33237,Astyanax_mexicanus,XP_007260194.1,GNA14A,Mus_musculus,NP_032163.3,GNA14,7.79e-160,563.0,4.85e-160,563.0
107804,Astyanax_mexicanus,XP_049329813.1,GNAI1,Mus_musculus,NP_034435.1,GNAI1,1.8299999999999997e-197,688.0,1.1399999999999999e-197,688.0
59099,Astyanax_mexicanus,XP_022531259.2,GNAI2B,Mus_musculus,NP_001397114.1,GNAI2,3.85e-191,667.0,2.39e-191,667.0
136557,Astyanax_mexicanus,XP_049341911.1,GNAI3,Mus_musculus,NP_034436.1,GNAI3,2.4000000000000003e-192,671.0,1.49e-192,671.0
24688,Astyanax_mexicanus,XP_007252927.1,GNAIA,Mus_musculus,NP_034435.1,GNAI1,1.2000000000000002e-192,672.0,7.46e-193,672.0
78807,Astyanax_mexicanus,XP_049319578.1,GNAL,Mus_musculus,NP_034437.1,GNAL,5.39e-186,650.0,3.37e-186,650.0
65848,Astyanax_mexicanus,XP_022535443.1,GNAO1A,Mus_musculus,NP_001401836.1,GNAO1,3.7500000000000005e-194,677.0,2.33e-194,677.0
45602,Astyanax_mexicanus,XP_022523438.1,GNAT1,Mus_musculus,NP_032166.1,GNAT1,4.86e-189,660.0,3.02e-189,660.0
136941,Astyanax_mexicanus,XP_049342093.1,GNAT2,Mus_musculus,NP_032167.1,GNAT2,1.86e-166,585.0,1.1500000000000001e-166,585.0
93073,Astyanax_mexicanus,XP_049324290.1,GNAZ,Mus_musculus,NP_001345777.1,GNAZ,2.4100000000000002e-192,671.0,1.5000000000000001e-192,671.0
8772,Astyanax_mexicanus,XP_007237084.1,GNB1A,Mus_musculus,NP_001153488.1,GNB1,6.130000000000001e-156,550.0,3.81e-156,550.0
59113,Astyanax_mexicanus,XP_022531267.1,GNB1B,Mus_musculus,NP_001153488.1,GNB1,1.57e-153,542.0,9.75e-154,542.0
97553,Astyanax_mexicanus,XP_049326265.1,GNB1L,Mus_musculus,NP_001075151.1,GNB1L,3.98e-86,318.0,2.5200000000000003e-86,318.0
111469,Astyanax_mexicanus,XP_049331188.1,GNB2,Mus_musculus,NP_034442.1,GNB2,9.05e-136,483.0,5.62e-136,483.0
22310,Astyanax_mexicanus,XP_007250947.2,GNB3A,Mus_musculus,NP_038558.1,GNB3,6.069999999999999e-128,457.0,3.7699999999999996e-128,457.0
4691,Astyanax_mexicanus,XP_007232826.1,GNB4A,Mus_musculus,NP_034442.1,GNB2,5.789999999999999e-134,477.0,3.6e-134,477.0
15866,Astyanax_mexicanus,XP_007246152.1,GNB4B,Mus_musculus,NP_034442.1,GNB2,3.62e-135,481.0,2.25e-135,481.0
6921,Astyanax_mexicanus,XP_007235200.2,GNB5A,Mus_musculus,NP_619733.1,GNB5,3.37e-178,624.0,2.09e-178,624.0
65981,Astyanax_mexicanus,XP_022535566.1,GNB5B,Mus_musculus,NP_034443.1,GNB5,1.1e-188,659.0,6.82e-189,659.0
69375,Astyanax_mexicanus,XP_022537436.2,GNE,Mus_musculus,NP_056643.3,GNE,0.0,1186.0,0.0,1186.0
1931,Astyanax_mexicanus,XP_007229745.1,GNG10,Mus_musculus,NP_079553.1,GNG10,3.56e-21,100.0,2.2100000000000003e-21,100.0
115452,Astyanax_mexicanus,XP_049332674.1,GNG12A,Mus_musculus,NP_001171027.1,GNG12,9.73e-25,112.0,5.72e-25,112.0
37546,Astyanax_mexicanus,XP_015462415.1,GNG12B,Mus_musculus,NP_001171027.1,GNG12,9.21e-25,112.0,5.72e-25,112.0
11813,Astyanax_mexicanus,XP_007241171.1,GNG13B,Mus_musculus,NP_001344711.1,GNG13,4.29e-25,113.0,2.66e-25,113.0
7555,Astyanax_mexicanus,XP_007235855.1,GNG2,Mus_musculus,NP_001033726.1,GNG2,5.42e-32,136.0,3.3600000000000004e-32,136.0
13722,Astyanax_mexicanus,XP_007244573.1,GNG3,Mus_musculus,NP_034446.1,GNG3,2.79e-35,147.0,1.74e-35,147.0
22114,Astyanax_mexicanus,XP_007250718.1,GNG5,Mus_musculus,NP_034448.2,GNG5,2.7799999999999996e-23,107.0,1.73e-23,107.0
6152,Astyanax_mexicanus,XP_007234434.1,GNG7,Mus_musculus,NP_001033744.2,GNG7,3.4000000000000004e-27,120.0,2.11e-27,120.0
59941,Astyanax_mexicanus,XP_022531775.1,GNG8,Mus_musculus,NP_001399400.1,GNG8,7e-27,119.0,4.3500000000000006e-27,119.0
32855,Astyanax_mexicanus,XP_007259867.1,GNGT1,Mus_musculus,NP_034444.1,GNGT1,8.66e-20,95.5,5.45e-20,95.5
55216,Astyanax_mexicanus,XP_022528817.1,GNGT2A,Mus_musculus,NP_001033753.2,GNGT2,1.43e-19,94.7,8.85e-20,94.7
10626,Astyanax_mexicanus,XP_007239812.1,GNGT2B,Mus_musculus,NP_001033753.2,GNGT2,1.98e-18,90.9,1.23e-18,90.9
44400,Astyanax_mexicanus,XP_022522699.2,GNL1,Mus_musculus,NP_032162.2,GNL1,7.28e-176,617.0,4.61e-176,617.0
23413,Astyanax_mexicanus,XP_007251854.3,GNL2,Mus_musculus,NP_663527.2,GNL2,4.8e-257,887.0,2.91e-257,887.0
71846,Astyanax_mexicanus,XP_022538505.2,GNL3,Mus_musculus,NP_705775.2,GNL3,2.5400000000000003e-97,356.0,1.51e-97,356.0
